Gene1	Gene2	corVal	pValue
g10	g2	-0.321574862774168	2.46977719517616e-16
g11	g9	-0.370374086868831	1.57729458697518e-21
g9	g11	-0.370374086868831	1.57729458697518e-21
g11	g8	-0.376258268258767	3.22393635464535e-22
g8	g11	-0.376258268258767	3.22393635464521e-22
g2	g8	-0.391880014522336	4.05583960612897e-24
g8	g2	-0.391880014522336	4.05583960612867e-24
g2	g9	-0.400010969953069	3.78364127496262e-25
g9	g2	-0.400010969953069	3.78364127496253e-25
g2	g11	-0.510711714744264	2.34814049456146e-42
g11	g2	-0.510711714744264	2.34814049456123e-42
g9	g3	-0.514601724646248	4.40300109969785e-43
g3	g9	-0.514601724646248	4.40300109969785e-43
g10	g3	-0.517234460710001	1.40082031443246e-43
g3	g10	-0.517234460710001	1.40082031443246e-43
g8	g3	-0.5380230508231	1.1536520491406e-47
g3	g8	-0.5380230508231	1.15365204914048e-47
g11	g3	-0.700225008906476	3.23565626195415e-92
g3	g11	-0.700225008906476	3.23565626195369e-92
