Gene,StateA,StateB
R3,cell_54,cell_3055
s,cell_54,cell_3333
R2,cell_55,cell_53
T,cell_55,cell_60
z,cell_55,cell_230
s,cell_55,cell_1247
N,cell_55,cell_1423
E,cell_55,cell_1553
R3,cell_55,cell_2490
S,cell_55,cell_3142
Z,cell_55,cell_3333
T,cell_56,cell_53
R3,cell_56,cell_57
R2,cell_56,cell_60
z,cell_56,cell_268
E,cell_56,cell_303
S,cell_56,cell_384
N,cell_56,cell_411
s,cell_56,cell_1623
Z,cell_56,cell_1624
T,cell_57,cell_52
R3,cell_57,cell_56
z,cell_57,cell_90
S,cell_57,cell_165
E,cell_57,cell_315
N,cell_57,cell_413
s,cell_57,cell_1777
R2,cell_57,cell_2493
Z,cell_57,cell_2798
T,cell_60,cell_55
R2,cell_60,cell_56
S,cell_60,cell_195
s,cell_60,cell_227
z,cell_60,cell_228
N,cell_60,cell_1013
E,cell_60,cell_1393
Z,cell_60,cell_1711
R3,cell_60,cell_2493
z,cell_61,cell_41
s,cell_61,cell_42
E,cell_61,cell_63
S,cell_61,cell_362
R2,cell_61,cell_394
Z,cell_61,cell_402
N,cell_61,cell_434
R3,cell_61,cell_1076
T,cell_61,cell_2241
R2,cell_63,cell_51
E,cell_63,cell_61
Z,cell_63,cell_476
S,cell_63,cell_733
T,cell_63,cell_1080
s,cell_63,cell_1224
R3,cell_63,cell_1232
N,cell_63,cell_1398
z,cell_63,cell_1616
Z,cell_66,cell_51
z,cell_66,cell_52
R3,cell_66,cell_68
T,cell_66,cell_90
s,cell_66,cell_343
R2,cell_66,cell_476
E,cell_66,cell_661
S,cell_66,cell_1308
N,cell_66,cell_3202
z,cell_68,cell_53
R3,cell_68,cell_66
R2,cell_68,cell_230
T,cell_68,cell_268
S,cell_68,cell_335
s,cell_68,cell_342
E,cell_68,cell_355
N,cell_68,cell_719
Z,cell_68,cell_1366
R3,cell_71,cell_73
E,cell_71,cell_138
z,cell_71,cell_217
R2,cell_71,cell_218
T,cell_71,cell_385
N,cell_71,cell_526
Z,cell_71,cell_610
s,cell_71,cell_843
S,cell_71,cell_1249
R2,cell_72,cell_73
N,cell_72,cell_125
R3,cell_72,cell_218
z,cell_72,cell_220
E,cell_72,cell_506
Z,cell_72,cell_606
S,cell_72,cell_1243
s,cell_72,cell_2053
T,cell_72,cell_6559
E,cell_73,cell_21
R3,cell_73,cell_71
R2,cell_73,cell_72
N,cell_73,cell_127
s,cell_73,cell_210
T,cell_73,cell_216
z,cell_73,cell_337
Z,cell_73,cell_1305
S,cell_73,cell_3709
s,cell_74,cell_77
R2,cell_74,cell_80
E,cell_74,cell_512
R3,cell_74,cell_593
T,cell_74,cell_606
z,cell_74,cell_882
S,cell_74,cell_1353
N,cell_74,cell_2678
Z,cell_74,cell_6559
R2,cell_75,cell_76
z,cell_75,cell_77
N,cell_75,cell_150
Z,cell_75,cell_197
T,cell_75,cell_733
s,cell_75,cell_882
S,cell_75,cell_1080
E,cell_75,cell_1385
R3,cell_75,cell_1532
R2,cell_76,cell_75
Z,cell_76,cell_163
z,cell_76,cell_404
N,cell_76,cell_560
E,cell_76,cell_599
S,cell_76,cell_656
s,cell_76,cell_728
T,cell_76,cell_829
R3,cell_76,cell_1530
N,cell_77,cell_33
s,cell_77,cell_74
z,cell_77,cell_75
R3,cell_77,cell_194
Z,cell_77,cell_196
R2,cell_77,cell_404
E,cell_77,cell_511
T,cell_77,cell_1394
S,cell_77,cell_1713
R2,cell_80,cell_74
Z,cell_80,cell_216
s,cell_80,cell_404
R3,cell_80,cell_612
N,cell_80,cell_633
z,cell_80,cell_728
E,cell_80,cell_962
S,cell_80,cell_1275
T,cell_80,cell_1305
s,cell_82,cell_172
R3,cell_82,cell_174
R2,cell_82,cell_331
Z,cell_82,cell_549
S,cell_82,cell_914
T,cell_82,cell_918
N,cell_82,cell_1229
E,cell_82,cell_1762
z,cell_82,cell_2926
Z,cell_84,cell_86
z,cell_84,cell_87
T,cell_84,cell_123
S,cell_84,cell_127
R2,cell_84,cell_157
R3,cell_84,cell_684
s,cell_84,cell_771
E,cell_84,cell_808
N,cell_84,cell_3709
Z,cell_86,cell_84
z,cell_86,cell_174
R2,cell_86,cell_1041
T,cell_86,cell_1044
S,cell_86,cell_1045
E,cell_86,cell_1313
s,cell_86,cell_1357
N,cell_86,cell_2222
R3,cell_86,cell_2926
z,cell_87,cell_84
S,cell_87,cell_147
Z,cell_87,cell_174
R2,cell_87,cell_328
N,cell_87,cell_343
E,cell_87,cell_445
R3,cell_87,cell_549
T,cell_87,cell_1130
s,cell_87,cell_3202
z,cell_90,cell_57
T,cell_90,cell_66
S,cell_90,cell_163
N,cell_90,cell_267
R3,cell_90,cell_268
s,cell_90,cell_654
Z,cell_90,cell_656
R2,cell_90,cell_3319
E,cell_90,cell_4030
N,cell_91,cell_8
R2,cell_91,cell_14
R3,cell_91,cell_92
s,cell_91,cell_237
z,cell_91,cell_287
S,cell_91,cell_938
E,cell_91,cell_1122
T,cell_91,cell_2366
Z,cell_91,cell_2768
s,cell_92,cell_2
R2,cell_92,cell_6
N,cell_92,cell_25
R3,cell_92,cell_91
S,cell_92,cell_94
Z,cell_92,cell_235
z,cell_92,cell_236
T,cell_92,cell_976
E,cell_92,cell_1426
S,cell_94,cell_92
N,cell_94,cell_95
Z,cell_94,cell_101
z,cell_94,cell_284
T,cell_94,cell_381
R2,cell_94,cell_494
E,cell_94,cell_556
R3,cell_94,cell_938
s,cell_94,cell_3188
S,cell_95,cell_25
N,cell_95,cell_94
s,cell_95,cell_97
Z,cell_95,cell_135
R2,cell_95,cell_495
R3,cell_95,cell_512
E,cell_95,cell_593
T,cell_95,cell_1446
z,cell_95,cell_2105
S,cell_97,cell_27
s,cell_97,cell_95
E,cell_97,cell_194
R2,cell_97,cell_496
T,cell_97,cell_509
R3,cell_97,cell_511
Z,cell_97,cell_518
z,cell_97,cell_2405
N,cell_97,cell_3188
Z,cell_101,cell_94
R3,cell_101,cell_102
s,cell_101,cell_104
N,cell_101,cell_135
E,cell_101,cell_185
S,cell_101,cell_235
T,cell_101,cell_295
z,cell_101,cell_438
R2,cell_101,cell_977
R3,cell_102,cell_101
s,cell_102,cell_103
z,cell_102,cell_234
T,cell_102,cell_296
E,cell_102,cell_302
R2,cell_102,cell_368
Z,cell_102,cell_938
N,cell_102,cell_1090
S,cell_102,cell_2768
E,cell_103,cell_36
s,cell_103,cell_102
R3,cell_103,cell_104
N,cell_103,cell_134
R2,cell_103,cell_466
Z,cell_103,cell_469
z,cell_103,cell_902
T,cell_103,cell_2095
S,cell_103,cell_2486
R2,cell_104,cell_1
s,cell_104,cell_101
R3,cell_104,cell_103
T,cell_104,cell_105
z,cell_104,cell_189
N,cell_104,cell_518
S,cell_104,cell_1138
E,cell_104,cell_1258
Z,cell_104,cell_3188
E,cell_105,cell_37
T,cell_105,cell_104
z,cell_105,cell_108
N,cell_105,cell_133
s,cell_105,cell_295
Z,cell_105,cell_376
S,cell_105,cell_807
R2,cell_105,cell_2091
R3,cell_105,cell_2095
z,cell_108,cell_105
E,cell_108,cell_109
T,cell_108,cell_189
N,cell_108,cell_357
S,cell_108,cell_447
R3,cell_108,cell_1061
s,cell_108,cell_1447
R2,cell_108,cell_1525
Z,cell_108,cell_2709
z,cell_109,cell_37
E,cell_109,cell_108
R2,cell_109,cell_142
N,cell_109,cell_336
s,cell_109,cell_345
Z,cell_109,cell_569
T,cell_109,cell_667
S,cell_109,cell_678
R3,cell_109,cell_4546
z,cell_112,cell_4
s,cell_112,cell_15
R3,cell_112,cell_17
N,cell_112,cell_310
R2,cell_112,cell_456
Z,cell_112,cell_1216
S,cell_112,cell_1338
E,cell_112,cell_1435
T,cell_112,cell_1829
z,cell_113,cell_14
R3,cell_113,cell_15
s,cell_113,cell_17
S,cell_113,cell_233
R2,cell_113,cell_287
N,cell_113,cell_648
T,cell_113,cell_794
Z,cell_113,cell_971
E,cell_113,cell_1442
T,cell_123,cell_84
R3,cell_123,cell_156
R2,cell_123,cell_158
S,cell_123,cell_273
s,cell_123,cell_413
Z,cell_123,cell_1044
z,cell_123,cell_1130
N,cell_123,cell_1777
E,cell_123,cell_2339
R2,cell_124,cell_174
Z,cell_124,cell_328
R3,cell_124,cell_331
T,cell_124,cell_332
S,cell_124,cell_344
E,cell_124,cell_431
z,cell_124,cell_1041
N,cell_124,cell_1224
s,cell_124,cell_1398
N,cell_125,cell_72
R2,cell_125,cell_127
S,cell_125,cell_157
Z,cell_125,cell_293
E,cell_125,cell_296
T,cell_125,cell_302
z,cell_125,cell_347
s,cell_125,cell_1936
R3,cell_125,cell_2040
N,cell_127,cell_73
S,cell_127,cell_84
R2,cell_127,cell_125
z,cell_127,cell_147
T,cell_127,cell_273
E,cell_127,cell_370
R3,cell_127,cell_526
Z,cell_127,cell_1045
s,cell_127,cell_1419
s,cell_132,cell_22
S,cell_132,cell_258
R3,cell_132,cell_360
T,cell_132,cell_496
R2,cell_132,cell_509
N,cell_132,cell_706
Z,cell_132,cell_853
z,cell_132,cell_1068
E,cell_132,cell_1263
N,cell_133,cell_105
s,cell_133,cell_136
z,cell_133,cell_357
R3,cell_133,cell_419
Z,cell_133,cell_509
T,cell_133,cell_518
R2,cell_133,cell_853
S,cell_133,cell_1553
E,cell_133,cell_3142
N,cell_134,cell_103
E,cell_134,cell_196
R2,cell_134,cell_211
T,cell_134,cell_419
Z,cell_134,cell_511
R3,cell_134,cell_518
z,cell_134,cell_658
S,cell_134,cell_1052
s,cell_134,cell_1090
Z,cell_135,cell_95
N,cell_135,cell_101
T,cell_135,cell_136
E,cell_135,cell_387
z,cell_135,cell_439
s,cell_135,cell_518
R2,cell_135,cell_598
R3,cell_135,cell_1090
S,cell_135,cell_2606
s,cell_136,cell_133
T,cell_136,cell_135
R2,cell_136,cell_138
E,cell_136,cell_218
N,cell_136,cell_295
z,cell_136,cell_356
R3,cell_136,cell_506
S,cell_136,cell_805
Z,cell_136,cell_1446
R3,cell_138,cell_21
Z,cell_138,cell_22
S,cell_138,cell_47
E,cell_138,cell_71
R2,cell_138,cell_136
N,cell_138,cell_294
T,cell_138,cell_598
s,cell_138,cell_853
z,cell_138,cell_1718
Z,cell_141,cell_21
R3,cell_141,cell_22
S,cell_141,cell_46
s,cell_141,cell_360
R2,cell_141,cell_508
z,cell_141,cell_869
T,cell_141,cell_962
N,cell_141,cell_1164
E,cell_141,cell_1305
z,cell_142,cell_31
R2,cell_142,cell_109
Z,cell_142,cell_144
s,cell_142,cell_146
R3,cell_142,cell_162
N,cell_142,cell_335
S,cell_142,cell_719
T,cell_142,cell_1326
E,cell_142,cell_1525
Z,cell_144,cell_142
R3,cell_144,cell_145
S,cell_144,cell_172
R2,cell_144,cell_569
T,cell_144,cell_669
s,cell_144,cell_914
E,cell_144,cell_1067
N,cell_144,cell_1534
z,cell_144,cell_2145
R3,cell_145,cell_144
s,cell_145,cell_148
Z,cell_145,cell_162
T,cell_145,cell_560
N,cell_145,cell_829
z,cell_145,cell_1203
R2,cell_145,cell_1206
S,cell_145,cell_1587
E,cell_145,cell_2023
s,cell_146,cell_142
R3,cell_146,cell_147
T,cell_146,cell_152
N,cell_146,cell_217
R2,cell_146,cell_345
z,cell_146,cell_526
S,cell_146,cell_549
Z,cell_146,cell_914
E,cell_146,cell_1133
S,cell_147,cell_87
z,cell_147,cell_127
R3,cell_147,cell_146
Z,cell_147,cell_148
s,cell_147,cell_162
N,cell_147,cell_337
R2,cell_147,cell_347
T,cell_147,cell_528
E,cell_147,cell_2139
E,cell_148,cell_0
s,cell_148,cell_145
Z,cell_148,cell_147
T,cell_148,cell_149
S,cell_148,cell_174
R2,cell_148,cell_344
R3,cell_148,cell_914
z,cell_148,cell_1045
N,cell_148,cell_2850
T,cell_149,cell_148
E,cell_149,cell_233
Z,cell_149,cell_528
s,cell_149,cell_560
R3,cell_149,cell_627
z,cell_149,cell_633
N,cell_149,cell_728
R2,cell_149,cell_911
S,cell_149,cell_1442
z,cell_150,cell_33
N,cell_150,cell_75
Z,cell_150,cell_276
E,cell_150,cell_464
R3,cell_150,cell_557
R2,cell_150,cell_560
S,cell_150,cell_893
s,cell_150,cell_911
T,cell_150,cell_1206
T,cell_152,cell_146
z,cell_152,cell_153
R2,cell_152,cell_183
S,cell_152,cell_272
E,cell_152,cell_437
R3,cell_152,cell_528
Z,cell_152,cell_627
N,cell_152,cell_729
s,cell_152,cell_1326
z,cell_153,cell_152
S,cell_153,cell_156
R2,cell_153,cell_185
R3,cell_153,cell_273
s,cell_153,cell_274
N,cell_153,cell_385
T,cell_153,cell_526
Z,cell_153,cell_616
E,cell_153,cell_977
R3,cell_154,cell_183
E,cell_154,cell_234
s,cell_154,cell_276
z,cell_154,cell_302
S,cell_154,cell_327
T,cell_154,cell_347
R2,cell_154,cell_528
Z,cell_154,cell_911
N,cell_154,cell_1487
R3,cell_156,cell_123
S,cell_156,cell_153
R2,cell_156,cell_159
z,cell_156,cell_272
s,cell_156,cell_411
T,cell_156,cell_684
Z,cell_156,cell_1100
N,cell_156,cell_1623
E,cell_156,cell_2342
R2,cell_157,cell_84
S,cell_157,cell_125
T,cell_157,cell_158
s,cell_157,cell_324
z,cell_157,cell_328
R3,cell_157,cell_550
E,cell_157,cell_811
Z,cell_157,cell_1041
N,cell_157,cell_1243
R2,cell_158,cell_123
T,cell_158,cell_157
R3,cell_158,cell_159
N,cell_158,cell_223
S,cell_158,cell_302
z,cell_158,cell_327
Z,cell_158,cell_1122
s,cell_158,cell_1299
E,cell_158,cell_2768
R2,cell_159,cell_156
R3,cell_159,cell_158
z,cell_159,cell_182
S,cell_159,cell_185
N,cell_159,cell_227
E,cell_159,cell_235
T,cell_159,cell_550
s,cell_159,cell_1013
Z,cell_159,cell_1426
R3,cell_162,cell_142
Z,cell_162,cell_145
s,cell_162,cell_147
T,cell_162,cell_282
E,cell_162,cell_1066
N,cell_162,cell_1308
z,cell_162,cell_1419
S,cell_162,cell_3202
R2,cell_162,cell_4546
Z,cell_163,cell_76
S,cell_163,cell_90
z,cell_163,cell_165
R2,cell_163,cell_197
R3,cell_163,cell_204
E,cell_163,cell_206
N,cell_163,cell_282
s,cell_163,cell_1306
T,cell_163,cell_1308
S,cell_165,cell_57
z,cell_165,cell_163
R2,cell_165,cell_196
T,cell_165,cell_210
E,cell_165,cell_211
s,cell_165,cell_216
N,cell_165,cell_281
R3,cell_165,cell_384
Z,cell_165,cell_404
E,cell_170,cell_17
Z,cell_170,cell_267
S,cell_170,cell_560
N,cell_170,cell_656
z,cell_170,cell_759
R2,cell_170,cell_893
R3,cell_170,cell_1435
s,cell_170,cell_1442
T,cell_170,cell_1587
s,cell_172,cell_82
S,cell_172,cell_144
z,cell_172,cell_541
Z,cell_172,cell_719
N,cell_172,cell_1366
R2,cell_172,cell_1397
T,cell_172,cell_1435
R3,cell_172,cell_1587
E,cell_172,cell_1829
R3,cell_174,cell_82
z,cell_174,cell_86
Z,cell_174,cell_87
R2,cell_174,cell_124
S,cell_174,cell_148
E,cell_174,cell_794
N,cell_174,cell_1277
T,cell_174,cell_1442
s,cell_174,cell_1587
z,cell_182,cell_159
S,cell_182,cell_183
N,cell_182,cell_224
R2,cell_182,cell_272
T,cell_182,cell_326
R3,cell_182,cell_327
s,cell_182,cell_536
Z,cell_182,cell_891
E,cell_182,cell_2734
R2,cell_183,cell_152
R3,cell_183,cell_154
S,cell_183,cell_182
z,cell_183,cell_185
T,cell_183,cell_345
E,cell_183,cell_438
s,cell_183,cell_667
N,cell_183,cell_1582
Z,cell_183,cell_1905
E,cell_185,cell_101
R2,cell_185,cell_153
S,cell_185,cell_159
z,cell_185,cell_183
R3,cell_185,cell_302
N,cell_185,cell_387
Z,cell_185,cell_556
s,cell_185,cell_1258
T,cell_185,cell_2040
z,cell_189,cell_104
T,cell_189,cell_108
N,cell_189,cell_252
R2,cell_189,cell_426
S,cell_189,cell_436
s,cell_189,cell_438
Z,cell_189,cell_462
E,cell_189,cell_667
R3,cell_189,cell_902
R3,cell_194,cell_77
E,cell_194,cell_97
Z,cell_194,cell_195
N,cell_194,cell_263
R2,cell_194,cell_409
s,cell_194,cell_593
T,cell_194,cell_1526
z,cell_194,cell_1532
S,cell_194,cell_1711
S,cell_195,cell_60
Z,cell_195,cell_194
R3,cell_195,cell_196
R2,cell_195,cell_384
s,cell_195,cell_387
E,cell_195,cell_518
z,cell_195,cell_734
N,cell_195,cell_1258
T,cell_195,cell_3142
N,cell_196,cell_36
Z,cell_196,cell_77
E,cell_196,cell_134
R2,cell_196,cell_165
R3,cell_196,cell_195
z,cell_196,cell_197
T,cell_196,cell_2053
S,cell_196,cell_2493
s,cell_196,cell_6559
Z,cell_197,cell_75
R2,cell_197,cell_163
z,cell_197,cell_196
N,cell_197,cell_276
E,cell_197,cell_658
R3,cell_197,cell_734
T,cell_197,cell_1267
s,cell_197,cell_1487
S,cell_197,cell_3319
R3,cell_204,cell_163
E,cell_204,cell_205
S,cell_204,cell_268
T,cell_204,cell_335
z,cell_204,cell_384
s,cell_204,cell_729
R2,cell_204,cell_734
N,cell_204,cell_1326
Z,cell_204,cell_1530
E,cell_205,cell_204
R3,cell_205,cell_206
T,cell_205,cell_245
R2,cell_205,cell_252
N,cell_205,cell_426
z,cell_205,cell_990
s,cell_205,cell_991
S,cell_205,cell_997
Z,cell_205,cell_4396
E,cell_206,cell_163
R3,cell_206,cell_205
z,cell_206,cell_211
T,cell_206,cell_359
s,cell_206,cell_444
Z,cell_206,cell_599
R2,cell_206,cell_658
N,cell_206,cell_697
S,cell_206,cell_4030
s,cell_209,cell_21
E,cell_209,cell_210
T,cell_209,cell_211
z,cell_209,cell_359
Z,cell_209,cell_360
R2,cell_209,cell_419
S,cell_209,cell_778
R3,cell_209,cell_853
N,cell_209,cell_899
S,cell_210,cell_52
s,cell_210,cell_73
T,cell_210,cell_165
E,cell_210,cell_209
R3,cell_210,cell_843
z,cell_210,cell_1308
N,cell_210,cell_1419
R2,cell_210,cell_2053
Z,cell_210,cell_2203
R2,cell_211,cell_134
E,cell_211,cell_165
z,cell_211,cell_206
T,cell_211,cell_209
S,cell_211,cell_315
s,cell_211,cell_322
N,cell_211,cell_466
Z,cell_211,cell_502
R3,cell_211,cell_990
z,cell_212,cell_21
R2,cell_212,cell_244
E,cell_212,cell_337
s,cell_212,cell_359
T,cell_212,cell_444
S,cell_212,cell_646
Z,cell_212,cell_869
R3,cell_212,cell_1718
N,cell_212,cell_2139
T,cell_216,cell_73
Z,cell_216,cell_80
s,cell_216,cell_165
N,cell_216,cell_273
E,cell_216,cell_322
R3,cell_216,cell_385
z,cell_216,cell_1306
S,cell_216,cell_1777
R2,cell_216,cell_6559
z,cell_217,cell_71
N,cell_217,cell_146
R2,cell_217,cell_219
s,cell_217,cell_335
R3,cell_217,cell_337
S,cell_217,cell_342
T,cell_217,cell_729
Z,cell_217,cell_1533
E,cell_217,cell_1718
R2,cell_218,cell_71
R3,cell_218,cell_72
E,cell_218,cell_136
z,cell_218,cell_219
T,cell_218,cell_387
Z,cell_218,cell_607
S,cell_218,cell_1247
N,cell_218,cell_2040
s,cell_218,cell_3142
R2,cell_219,cell_217
z,cell_219,cell_218
R3,cell_219,cell_220
s,cell_219,cell_336
N,cell_219,cell_345
E,cell_219,cell_356
Z,cell_219,cell_392
S,cell_219,cell_477
T,cell_219,cell_1582
z,cell_220,cell_72
R3,cell_220,cell_219
E,cell_220,cell_244
R2,cell_220,cell_337
N,cell_220,cell_347
S,cell_220,cell_1227
s,cell_220,cell_1267
T,cell_220,cell_1487
Z,cell_220,cell_1738
N,cell_223,cell_158
R3,cell_223,cell_227
T,cell_223,cell_1243
Z,cell_223,cell_1353
z,cell_223,cell_1776
R2,cell_223,cell_1777
s,cell_223,cell_2493
E,cell_223,cell_3109
S,cell_223,cell_6559
N,cell_224,cell_182
z,cell_224,cell_227
s,cell_224,cell_228
R2,cell_224,cell_269
T,cell_224,cell_477
S,cell_224,cell_1582
Z,cell_224,cell_1708
R3,cell_224,cell_1776
E,cell_224,cell_2869
s,cell_227,cell_60
N,cell_227,cell_159
