Parent	Type	Child	Weight	Probability	Score
x_g5	+	x_g5	0.403610	0.999999	0.445619
x_g6	-	x_g5	-0.150965	0.253089	-0.042185
x_g7	+	x_g5	0.080602	0.086535	0.007701
x_g8	-	x_g5	-0.838860	1.000000	-0.926170
x_g9	-	x_g5	-0.355986	0.998989	-0.392641
x_g10	-	x_g5	-0.054728	0.038460	-0.002324
x_g11	+	x_g5	0.114812	0.103968	0.013179
x_g1	-	x_g6	-0.155973	0.119929	-0.020653
x_g2	-	x_g6	-0.107942	0.165232	-0.019692
x_g3	-	x_g6	-0.297154	0.349632	-0.114708
x_g4	+	x_g6	0.159997	0.103283	0.018245
x_g5	-	x_g6	-0.337412	0.716615	-0.266961
x_g6	+	x_g6	0.463653	0.999958	0.511889
x_g7	+	x_g6	0.271590	0.479400	0.143752
x_g8	+	x_g6	0.509173	0.987256	0.555004
x_g9	-	x_g6	-0.306629	0.414075	-0.140182
x_g10	-	x_g6	-0.503438	0.999062	-0.555316
x_g11	+	x_g6	0.009610	0.023429	0.000249
x_g1	+	x_g7	0.468537	0.738231	0.381890
x_g2	+	x_g7	0.905791	0.999932	1.000000
x_g3	+	x_g7	0.425238	0.652225	0.306218
x_g4	-	x_g7	-0.056312	0.012843	-0.000798
x_g5	+	x_g7	0.366884	0.883727	0.357971
x_g6	+	x_g7	0.109807	0.075528	0.009157
x_g7	+	x_g7	0.333591	0.908693	0.334683
x_g8	-	x_g7	-0.578111	0.998466	-0.637303
x_g9	-	x_g7	-0.395468	0.898658	-0.392381
x_g10	-	x_g7	-0.304563	0.469568	-0.157898
x_g11	+	x_g7	0.123193	0.072390	0.009846
x_g1	+	x_g8	0.034913	0.101606	0.003917
x_g2	+	x_g8	0.233775	0.999998	0.258107
x_g3	-	x_g8	-0.010218	0.164164	-0.001852
x_g4	-	x_g8	-0.177343	0.000000	-0.000000
x_g5	-	x_g8	-0.067538	0.370184	-0.027604
x_g6	+	x_g8	0.044788	0.168799	0.008347
x_g7	-	x_g8	-0.009477	0.021125	-0.000221
x_g8	+	x_g8	0.582122	1.000000	0.642711
x_g9	+	x_g8	0.103300	0.945015	0.107780
x_g10	+	x_g8	0.007295	0.015555	0.000125
x_g11	-	x_g8	-0.044220	0.121929	-0.005953
x_g1	+	x_g9	0.084541	0.163214	0.015234
x_g2	+	x_g9	0.159142	0.601447	0.105677
x_g3	+	x_g9	0.135118	0.469732	0.070075
x_g4	-	x_g9	-0.188572	0.994181	-0.206987
x_g5	-	x_g9	-0.136937	0.740557	-0.111964
x_g6	-	x_g9	-0.071664	0.148860	-0.011778
x_g7	-	x_g9	-0.171867	0.998081	-0.189392
x_g8	+	x_g9	0.073797	0.128505	0.010470
x_g9	+	x_g9	0.636741	1.000000	0.703014
x_g10	+	x_g9	0.179822	0.969426	0.192468
x_g11	-	x_g9	-0.047797	0.072834	-0.003844
x_g1	-	x_g10	-0.584328	1.000000	-0.645147
x_g2	+	x_g10	0.103058	0.257302	0.029277
x_g3	-	x_g10	-0.523484	0.000000	-0.000000
x_g4	-	x_g10	-0.055743	0.063712	-0.003921
x_g5	+	x_g10	0.060104	0.090926	0.006034
x_g6	-	x_g10	-0.234758	1.000000	-0.259192
x_g7	-	x_g10	-0.237125	1.000000	-0.261805
x_g8	-	x_g10	-0.012451	0.030738	-0.000423
x_g9	+	x_g10	0.118416	0.274774	0.035924
x_g10	+	x_g10	0.551014	1.000000	0.608365
x_g11	-	x_g10	-0.028002	0.038084	-0.001177
x_g1	-	x_g11	-0.456830	1.000000	-0.504378
x_g2	-	x_g11	-0.587563	1.000000	-0.648718
x_g3	-	x_g11	-0.431918	0.999767	-0.476762
x_g4	+	x_g11	0.019700	0.005728	0.000125
x_g5	-	x_g11	-0.020554	0.020449	-0.000464
x_g6	+	x_g11	0.049693	0.077968	0.004278
x_g7	+	x_g11	0.001801	0.005703	0.000011
x_g8	-	x_g11	-0.187664	0.864994	-0.179223
x_g9	-	x_g11	-0.011045	0.013733	-0.000167
x_g10	-	x_g11	-0.099218	0.170019	-0.018625
x_g11	+	x_g11	0.235596	0.980973	0.255168
