Parent	Type	Child	Weight	Probability	Score
x_g2	+	x_g5	0.041868	0.096516	0.004798
x_g3	+	x_g5	0.218890	0.327159	0.085037
x_g4	-	x_g5	-0.042258	0.015798	-0.000793
x_g5	+	x_g5	0.556419	1.000000	0.660733
x_g6	-	x_g5	-0.077604	0.037486	-0.003454
x_g7	+	x_g5	0.017662	0.000734	0.000015
x_g8	-	x_g5	-0.028450	0.046352	-0.001566
x_g9	-	x_g5	-0.096522	0.085526	-0.009803
x_g10	-	x_g5	-0.146495	0.122792	-0.021361
x_g11	-	x_g5	-0.036026	0.018027	-0.000771
x_g1	-	x_g6	-0.098930	0.103754	-0.012189
x_g2	+	x_g6	0.056279	0.086139	0.005757
x_g3	-	x_g6	-0.056072	0.025175	-0.001676
x_g4	+	x_g6	0.192528	0.391045	0.089401
x_g5	+	x_g6	0.062381	0.036007	0.002667
x_g6	+	x_g6	0.588387	1.000000	0.698695
x_g7	-	x_g6	-0.005394	0.000474	-0.000003
x_g8	+	x_g6	0.082632	0.079109	0.007762
x_g9	-	x_g6	-0.177879	0.224729	-0.047469
x_g10	+	x_g6	0.036719	0.028842	0.001258
x_g11	-	x_g6	-0.082754	0.049282	-0.004843
x_g1	+	x_g7	0.045316	0.088513	0.004763
x_g2	-	x_g7	-0.238767	0.469545	-0.133130
x_g3	-	x_g7	-0.180170	0.449426	-0.096154
x_g4	-	x_g7	-0.066201	0.072008	-0.005661
x_g5	+	x_g7	0.022751	0.001774	0.000048
x_g6	-	x_g7	-0.032888	0.007431	-0.000290
x_g7	+	x_g7	0.064619	0.029587	0.002270
x_g8	-	x_g7	-0.111257	0.123139	-0.016269
x_g9	+	x_g7	0.030304	0.038876	0.001399
x_g10	+	x_g7	0.114070	0.119285	0.016158
x_g11	+	x_g7	0.036842	0.022213	0.000972
x_g1	-	x_g8	-0.842124	1.000000	-1.000000
x_g2	-	x_g8	-0.514661	1.000000	-0.611146
x_g3	-	x_g8	-0.262461	1.000000	-0.311666
x_g4	-	x_g8	-0.152537	0.845201	-0.153094
x_g5	-	x_g8	-0.064225	0.093938	-0.007164
x_g6	-	x_g8	-0.065141	0.085433	-0.006609
x_g7	-	x_g8	-0.061755	0.059136	-0.004337
x_g8	+	x_g8	0.120435	0.243843	0.034873
x_g9	-	x_g8	-0.048217	0.068040	-0.003896
x_g10	+	x_g8	0.062795	0.077725	0.005796
x_g11	+	x_g8	0.050620	0.048450	0.002912
x_g1	-	x_g9	-0.723698	1.000000	-0.859373
x_g2	-	x_g9	-0.187669	0.509970	-0.113648
x_g3	-	x_g9	-0.182371	0.948317	-0.205368
x_g4	-	x_g9	-0.079600	0.142423	-0.013462
x_g5	-	x_g9	-0.126684	0.422619	-0.063576
x_g6	-	x_g9	-0.081302	0.124796	-0.012048
x_g7	+	x_g9	0.050265	0.036108	0.002155
x_g8	+	x_g9	0.109228	0.201896	0.026187
x_g9	+	x_g9	0.257094	0.996456	0.304210
x_g10	+	x_g9	0.102868	0.155629	0.019011
x_g11	+	x_g9	0.126723	0.223439	0.033623
x_g1	-	x_g10	-0.681144	1.000000	-0.808841
x_g2	-	x_g10	-0.241508	0.843335	-0.241855
x_g3	-	x_g10	-0.254599	1.000000	-0.302330
x_g4	-	x_g10	-0.122719	0.515172	-0.075074
x_g5	-	x_g10	-0.105403	0.268915	-0.033658
x_g6	-	x_g10	-0.041576	0.039471	-0.001949
x_g7	+	x_g10	0.032438	0.010870	0.000419
x_g8	+	x_g10	0.066667	0.106485	0.008430
x_g9	+	x_g10	0.070460	0.105108	0.008794
x_g10	+	x_g10	0.013480	0.031828	0.000509
x_g11	-	x_g10	-0.024306	0.022670	-0.000654
x_g1	-	x_g11	-0.507233	1.000000	-0.602326
x_g2	-	x_g11	-0.180629	0.480158	-0.102990
x_g3	-	x_g11	-0.218800	0.999457	-0.259679
x_g4	-	x_g11	-0.158877	0.910077	-0.171698
x_g5	-	x_g11	-0.108631	0.250625	-0.032330
x_g6	-	x_g11	-0.007980	0.001235	-0.000012
x_g7	-	x_g11	-0.019498	0.002085	-0.000048
x_g8	+	x_g11	0.039145	0.067834	0.003153
x_g9	+	x_g11	0.131459	0.280204	0.043741
x_g10	-	x_g11	-0.004723	0.028979	-0.000163
x_g11	+	x_g11	0.004688	0.014825	0.000083
