Gene1	Gene2	corVal	pValue
x_g10	x_g7	-0.0834418160613691	0.000193473626641387
x_g7	x_g10	-0.0834418160613691	0.000193473626641387
x_g7	x_g2	-0.0915902211384643	4.26101288732018e-05
x_g2	x_g7	-0.0915902211384643	4.26101288732017e-05
x_g7	x_g4	-0.0929886158663944	3.24419886430682e-05
x_g4	x_g7	-0.0929886158663944	3.24419886430681e-05
x_g2	x_g4	-0.0943702011220307	2.46885792359253e-05
x_g4	x_g2	-0.0943702011220307	2.4688579235925e-05
x_g11	x_g7	-0.0975758438581731	1.29131425728228e-05
x_g7	x_g11	-0.0975758438581731	1.29131425728228e-05
x_g5	x_g4	-0.105080154376874	2.61680678788668e-06
x_g4	x_g5	-0.105080154376874	2.61680678788666e-06
x_g3	x_g6	-0.109692568843865	9.28160269482078e-07
x_g6	x_g3	-0.109692568843865	9.28160269482073e-07
x_g2	x_g5	-0.110826453415901	7.14731566393053e-07
x_g5	x_g2	-0.110826453415901	7.1473156639305e-07
x_g6	x_g2	-0.111925879778918	5.5340939702947e-07
x_g2	x_g6	-0.111925879778918	5.53409397029455e-07
x_g7	x_g3	-0.114625119625453	2.92303265349971e-07
x_g3	x_g7	-0.114625119625453	2.92303265349971e-07
x_g6	x_g5	-0.117192219734201	1.57145361803477e-07
x_g5	x_g6	-0.117192219734201	1.57145361803474e-07
x_g1	x_g11	-0.123193963692427	3.49659986561722e-08
x_g11	x_g1	-0.123193963692427	3.49659986561718e-08
x_g6	x_g10	-0.127751697982625	1.06378187664044e-08
x_g10	x_g6	-0.127751697982625	1.06378187664042e-08
x_g5	x_g8	-0.129044357352463	7.53250369547503e-09
x_g8	x_g5	-0.129044357352464	7.53250369547483e-09
x_g7	x_g9	-0.138867396541192	4.88890314582347e-10
x_g9	x_g7	-0.138867396541192	4.88890314582341e-10
x_g7	x_g6	-0.139148504133627	4.50769317968384e-10
x_g6	x_g7	-0.139148504133627	4.50769317968384e-10
x_g9	x_g2	-0.145631124581269	6.6251971481392e-11
x_g2	x_g9	-0.145631124581269	6.62519714813895e-11
x_g9	x_g4	-0.150531182648543	1.46749968649482e-11
x_g4	x_g9	-0.150531182648543	1.46749968649477e-11
x_g9	x_g6	-0.160263307016499	6.33374613648189e-13
x_g6	x_g9	-0.160263307016499	6.3337461364817e-13
x_g8	x_g11	-0.160412889121377	6.0256780597577e-13
x_g11	x_g8	-0.160412889121377	6.02567805975746e-13
x_g5	x_g9	-0.164845080036587	1.34594098835846e-13
x_g9	x_g5	-0.164845080036587	1.34594098835843e-13
x_g8	x_g4	-0.185477944648957	7.21609854315923e-17
x_g4	x_g8	-0.185477944648957	7.21609854315923e-17
x_g2	x_g11	-0.187631681101433	3.11772864582406e-17
x_g11	x_g2	-0.187631681101433	3.11772864582401e-17
x_g9	x_g3	-0.198948338109107	3.20735742298757e-19
x_g3	x_g9	-0.198948338109107	3.20735742298757e-19
x_g9	x_g1	-0.20520938690631	2.25706614133557e-20
x_g1	x_g9	-0.20520938690631	2.25706614133557e-20
x_g8	x_g3	-0.22843155248791	5.53820046325192e-25
x_g3	x_g8	-0.22843155248791	5.53820046325176e-25
x_g8	x_g1	-0.233953081140173	3.70015804830891e-26
x_g1	x_g8	-0.233953081140173	3.70015804830875e-26
x_g3	x_g10	-0.244090421999325	2.1387741994775e-28
x_g10	x_g3	-0.244090421999325	2.13877419947741e-28
x_g10	x_g1	-0.266754586744155	8.74609949356036e-34
x_g1	x_g10	-0.266754586744155	8.74609949356023e-34
x_g2	x_g8	-0.298740101777811	2.50971508824547e-42
x_g8	x_g2	-0.298740101777811	2.50971508824519e-42
x_g11	x_g3	-0.3163421856713	1.62147851658233e-47
x_g3	x_g11	-0.3163421856713	1.62147851658223e-47
x_g1	x_g3	-0.332372123380193	1.47510958408219e-52
x_g3	x_g1	-0.332372123380193	1.47510958408206e-52
