Gene1	Gene2	corVal	pValue
g9	g2	-0.156460449558086	9.51744518963738e-05
g9	g4	-0.211427297101268	1.15083508511329e-07
g4	g9	-0.211427297101268	1.15083508511328e-07
g5	g8	-0.222314208701302	2.39193386766118e-08
g8	g5	-0.222314208701302	2.39193386766115e-08
g9	g1	-0.236714128417375	2.63692051800424e-09
g1	g9	-0.236714128417375	2.63692051800417e-09
g9	g3	-0.237808562446526	2.21668593979858e-09
g3	g9	-0.237808562446526	2.21668593979858e-09
g9	g5	-0.238596042266152	1.95535952076338e-09
g5	g9	-0.238596042266152	1.95535952076336e-09
g9	g6	-0.354007951243041	1.18007760704383e-19
g6	g9	-0.354007951243041	1.18007760704381e-19
g7	g9	-0.362069383519109	1.5069041273226e-20
g9	g7	-0.36206938351911	1.50690412732249e-20
g6	g7	-0.393164028705128	3.04864225592922e-24
g7	g6	-0.393164028705128	3.04864225592907e-24
g1	g10	-0.400129136965992	3.98988809959226e-25
g10	g1	-0.400129136965992	3.98988809959197e-25
