,pseudotime
489,0.8175036
491,0.93178207
492,0.83251864
499,0.7800321
500,0.9216603
502,0.8027812
508,0.7561094
509,0.88591474
516,0.8950873
517,0.85651976
519,0.91803443
521,0.8065752
529,0.82937485
534,0.8579888
550,0.95945996
553,0.914544
555,0.913032
556,0.7986983
557,0.83714336
558,0.88572496
559,0.9273571
562,0.8718881
565,0.81129247
568,0.96206665
570,0.92276907
572,0.94584644
576,0.87198967
577,0.91153556
578,0.80689096
580,0.8981845
583,0.95176333
584,0.9006388
585,0.99843514
587,0.93895406
589,0.9451517
594,0.93692684
596,0.86305004
598,0.8271685
599,0.8246536
600,0.8984752
610,0.9977404
611,0.9054549
617,0.9270682
618,0.9189451
624,0.86809903
625,0.81145465
629,0.9489328
632,0.9701439
633,0.96021175
645,0.9055673
648,0.91634214
649,0.8366183
654,0.8743939
658,0.8786017
661,0.91496587
663,0.94211566
664,0.91735464
667,0.82451236
669,0.82620174
676,0.9003161
680,0.89145356
683,0.90052325
688,0.8867
690,0.87743324
695,0.8654826
699,0.8353446
702,0.93156046
703,0.92974883
712,0.81420356
713,0.94118834
715,0.90446603
722,0.8854191
726,0.87058324
728,0.9304822
729,0.9617035
730,0.9494894
731,0.9271455
732,0.8808838
733,0.9301762
735,0.8781652
737,0.8744894
739,0.9637618
740,0.9227948
747,0.8173245
748,0.9720588
755,0.76023304
763,0.8923743
768,0.93519384
772,0.95571554
774,0.92005026
779,0.861062
780,0.9366472
781,0.9160486
784,0.79028255
787,0.73217064
788,0.9206973
791,0.9241661
792,0.8415101
796,0.89044
797,0.9615469
799,0.884999
800,0.89842445
811,0.99223256
818,0.9018341
819,0.7768189
824,0.8631211
830,0.7757757
831,0.95161
832,0.9258661
833,0.84203976
834,0.7919942
836,0.8516612
843,0.86177975
844,0.8089655
846,0.8014826
848,0.8785898
852,0.9178997
853,0.8553104
854,0.94060653
862,0.7336593
866,0.9006922
869,0.9003963
878,0.9190099
880,0.8140529
882,0.9106639
883,0.9552221
885,0.87689847
887,0.80323106
889,0.9201608
893,0.9244924
894,0.7585302
896,0.9260633
906,0.8870933
907,0.89706177
908,0.7573439
909,0.82956374
916,0.810265
919,0.88233155
921,0.89571804
922,0.88741314
923,0.86317337
929,0.80119634
931,0.8207567
932,0.8039996
933,0.8130557
941,0.90385956
945,0.7958596
946,0.8171046
948,0.85270196
950,0.79021734
955,0.86591464
956,0.9628532
958,0.8411824
959,0.937218
961,0.90931433
963,0.79874974
979,0.9545575
982,0.88074374
987,0.9675179
988,0.9083601
989,0.83546567
990,0.9062118
992,0.86464125
994,0.950063
1007,0.9347101
1012,0.94107115
1015,0.8664983
1020,0.962353
1023,0.8775359
1026,0.79421747
1027,0.78966326
1030,0.7369324
1031,0.91879886
1034,0.9364956
1035,0.9417074
1040,0.89529455
1049,0.89787936
1051,0.7952554
1054,0.85789514
1055,0.910747
1059,0.9537104
1064,0.88355654
1067,0.9591749
1068,0.8958145
1071,0.8780369
1077,0.9295205
1080,0.93238556
1084,0.80943364
1089,0.840687
1090,0.8279844
1098,0.92668283
1103,0.83093977
1105,0.93748575
1106,0.9692947
1108,0.8153138
1110,0.9147312
1111,0.908323
1113,0.92360234
1116,0.8813811
1118,0.859828
1119,0.942208
1120,0.8235173
1127,0.8279627
1132,0.8659093
1133,0.7958723
1136,1.0
1138,0.8795037
1140,0.8887442
1141,0.844201
1149,0.8553734
1151,0.8334311
1154,0.8828255
1156,0.9046669
1158,0.8515149
1160,0.84015214
1162,0.8687379
1169,0.87040746
1172,0.8975955
1177,0.93580383
1178,0.91840225
1181,0.91413295
1183,0.9196643
1186,0.78477585
1189,0.878183
1193,0.9199973
1194,0.8075324
1196,0.834506
1197,0.91379553
1207,0.84801954
1209,0.8057291
1210,0.7041909
1214,0.86770034
1220,0.9061039
1222,0.8977186
1223,0.9330437
1224,0.92519903
1226,0.8433102
1230,0.91174686
1233,0.8756466
1236,0.85653555
1239,0.8716474
1243,0.87918586
1245,0.87619513
1246,0.9256702
1260,0.82513285
1264,0.8712622
1269,0.8505473
1273,0.8707402
1275,0.8484527
1276,0.8362815
1277,0.97414523
1286,0.90800166
1296,0.8473077
1301,0.7563866
1304,0.8955933
1305,0.85833985
1307,0.82656795
1310,0.8444311
1311,0.8744865
1312,0.89253885
1317,0.72857195
1319,0.9226564
1320,0.9629272
1325,0.9146741
1326,0.77144325
1328,0.91253585
1332,0.7988104
1335,0.9093972
1338,0.91466326
1339,0.9455151
1343,0.8640105
1344,0.93118215
1354,0.86010045
1357,0.78414667
1370,0.93916166
1374,0.7683592
1375,0.890411
1376,0.80094564
1377,0.7978681
1381,0.83151007
1384,0.9316542
1390,0.8067906
1398,0.9239586
1409,0.8794788
1410,0.96325123
1413,0.95017624
1414,0.93037957
1415,0.92818516
1416,0.8371413
1418,0.9581052
1419,0.8480601
1420,0.9718981
1421,0.967142
1422,0.7941249
1423,0.7487352
1427,0.8098971
1433,0.9602908
1434,0.775361
1437,0.79708165
1442,0.95975244
1444,0.9115212
1447,0.9731168
1453,0.9571648
1455,0.8083541
1456,0.93005043
1462,0.8677403
1463,0.84924865
1465,0.88989043
1472,0.9428645
1473,0.869802
1477,0.8150058
1481,0.87441456
1483,0.97370833
1484,0.77051693
1486,0.8444634
1487,0.8665134
1494,0.8686792
1495,0.8524711
1497,0.8204374
1499,0.93214303
1500,0.8721148
1504,0.9292722
1505,0.91796136
1506,0.80558306
1510,0.92625207
1513,0.73442775
1515,0.91820604
1519,0.8903039
1520,0.9320865
1522,0.82962364
1523,0.92658097
1525,0.8542059
1526,0.79233515
1527,0.84747905
1528,0.7658631
1529,0.86462104
1532,0.8900734
1534,0.9314763
1538,0.9538255
1541,0.8231333
1542,0.8291582
1545,0.87772864
1556,0.8816076
1558,0.8164761
1560,0.7995943
1562,0.8909296
1566,0.91279376
1567,0.7684612
1571,0.9217443
1572,0.79891163
1573,0.787669
1579,0.81539583
1582,0.8125426
1583,0.79082596
1591,0.92400837
1592,0.9626514
1598,0.94796175
1610,0.8067052
1611,0.7879095
1612,0.8806323
1613,0.9205204
1615,0.8507647
1621,0.9465211
1625,0.822717
1630,0.8834812
1632,0.9501863
1639,0.9407847
1640,0.95997566
1643,0.91328627
1648,0.7908356
1649,0.82037115
1656,0.82766867
1662,0.8282729
1664,0.8557528
1668,0.93177503
1671,0.9168362
1676,0.9302525
1678,0.8371637
1679,0.88933355
1680,0.9875547
1685,0.7959769
1686,0.9671759
1687,0.93152034
1693,0.9460802
1694,0.86680406
1696,0.9225141
1697,0.8444058
1698,0.8394882
1703,0.8504259
1704,0.878376
1706,0.90679556
1722,0.93646306
1728,0.8242115
1740,0.93598115
1742,0.8902652
1744,0.9562905
1752,0.7906229
1754,0.86219674
1755,0.8815122
1756,0.8722469
1758,0.8077615
1759,0.9076273
1761,0.8635625
1764,0.8062288
1767,0.8916182
1770,0.91260093
1773,0.9084508
1776,0.8798341
1778,0.86293334
1782,0.94453406
1784,0.94290584
1785,0.95640326
1792,0.9994129
1794,0.9373992
1796,0.94017166
1797,0.76531625
1802,0.8600338
1803,0.84907657
1804,0.83836794
1811,0.83095616
1813,0.83994114
1814,0.81138366
1821,0.91721463
1824,0.93937874
1834,0.83839446
1835,0.8358765
1841,0.9132484
1842,0.8340019
1847,0.78348136
1848,0.9510891
1849,0.80459744
1855,0.9353835
1857,0.90265834
1859,0.9031068
1860,0.91323346
1868,0.8411845
1869,0.884866
1872,0.9326802
1875,0.93354976
1876,0.77606684
1879,0.8381678
1880,0.83132136
1881,0.7452695
1882,0.84815
1883,0.78536403
1885,0.9272693
1886,0.9502879
1889,0.74159557
1890,0.8810943
1894,0.86156756
1895,0.8968805
1896,0.9069476
1901,0.8211066
1904,0.81660926
1910,0.86394054
1911,0.868058
1912,0.88658535
1915,0.98049647
1919,0.90476835
1920,0.8508467
1927,0.8347581
1931,0.7909621
1936,0.91129637
1937,0.8727699
1939,0.9323763
1940,0.8953703
1941,0.9640864
1943,0.805012
1957,0.8230836
1958,0.92042136
1959,0.8514621
1960,0.9355722
1965,0.9229266
1967,0.8054809
1979,0.8778649
1982,0.8167206
1985,0.8064567
1987,0.8502606
1988,0.949627
1996,0.91793984
1997,0.8896115
1998,0.9207525
