,x_g1,x_g2,x_g3,x_g4,x_g5,x_g6,x_g7,x_g8,x_g9,x_g10,x_g11
46,0.5703152,0.54506546,0.57564354,2.52837,-0.45081112,1.4528469,-0.20139785,-0.6247459,-1.8471239,-0.8563873,-0.3883914
47,0.48010266,0.48264036,0.34188566,2.3797565,0.122526735,2.5911317,-0.66043586,-1.1598036,-0.9696342,-0.5163134,-0.6521936
50,1.1470413,0.2902016,-3.0050602,-0.019228503,0.17725699,0.10596442,0.44484165,-1.2663634,-1.604145,-1.246467,-0.13589576
52,0.83687395,0.5835553,0.7650217,-0.33893892,-0.6990059,-0.26211762,0.7456273,-0.60579544,-0.73652464,-1.2383041,-0.84249693
54,0.5344664,0.580656,0.5508878,2.2064342,-0.99375266,2.3105123,0.9272553,-0.5740866,-0.7213505,-0.5471752,-0.9283309
57,0.80423945,0.7067717,0.6882893,-1.4261304,-1.3254237,-0.28401998,0.73097765,-1.363371,-0.9611963,-0.82278514,-1.4950836
63,0.9756416,0.7868075,-2.319553,-0.43458334,0.6122113,-0.3139652,0.19988108,-1.3925375,-0.09695067,-0.28204823,-0.67465425
65,0.9253444,0.80299383,-1.9910887,1.3241245,-0.2835479,0.38366306,0.9239055,-0.86722004,-0.7737825,-1.1889393,0.62509894
68,0.6350743,0.5827527,0.6982091,-0.3783988,2.3192294,-0.15584661,0.9306513,-1.3174835,-1.524755,-1.4594707,0.43446636
69,0.5722316,0.5202562,0.6478641,0.7680445,2.5586953,0.010313117,0.16206458,-0.97822213,-0.76804376,-1.0876938,-0.02241849
70,0.77165586,0.6166296,0.82199717,0.3457213,0.76189584,-0.122193694,-0.48337072,-1.1874118,-1.3805228,-0.63328856,-0.14590505
82,0.77035797,0.6290382,0.77058685,0.117433146,1.3812518,0.08378387,-0.3105393,-2.190461,-1.1802921,-0.7531018,0.18710007
86,0.91607493,0.86494637,-0.9166428,-0.8094874,0.17185731,-0.41780242,-0.4913896,-0.92955136,-1.4963046,-0.02136597,-0.45276222
88,1.0695713,0.60191154,-2.8154857,-0.021758135,-0.20005196,-0.35841352,-0.42084426,-0.8658947,-0.49446508,-0.21310027,0.04209943
89,0.6303806,0.59193105,0.5985703,2.4604378,-0.5691244,0.53673077,-1.0051084,-1.722317,-0.70764506,-1.0500697,-1.3844467
91,0.7615054,0.64806706,0.49324158,-0.5387479,2.2224934,-0.399013,-0.34524336,-0.4546352,-1.4506589,-0.9561167,0.20946993
92,0.70010483,0.5534309,0.6185272,-0.8665708,2.433839,-1.0065397,-0.14937206,-1.2542133,-1.0584992,-0.9457495,-0.93879986
94,0.8137974,0.5786235,0.81550795,-0.48590234,-0.03302848,0.39888266,-0.069959834,-1.5567378,-1.790419,-0.5441005,-0.33254942
99,0.92166686,0.7116065,0.3558624,-0.7537283,-0.22419214,0.464291,-1.3057797,-2.0034096,-0.67896026,-1.5892068,-0.20489343
101,0.70853126,0.56776476,0.70981556,0.34625775,2.0808537,0.71587086,1.0603342,-0.5427781,-0.25119704,-0.23202428,-0.84083235
102,0.9271533,0.7907556,-1.5228827,0.62759286,1.2964914,-1.1720914,-0.0012612602,0.15674546,-0.5877822,-0.98415524,-0.2795708
104,0.6865401,0.61455405,0.5344749,-0.5752205,2.4456186,0.17154723,-0.9978768,-1.3006592,-1.3383614,-1.595743,-0.1941175
107,0.77151453,0.61164004,0.7198612,0.31378257,1.8054485,0.35733652,-0.4782053,-0.53089994,-1.823086,-0.9247897,-0.5600392
108,0.8776058,0.6518622,0.5514027,0.04710728,0.9504435,0.48324472,-0.797318,-0.9649602,-0.2498597,-0.36884606,-0.5544264
111,0.79313236,0.7490009,0.51106364,-0.23323628,0.8389193,0.55703187,0.15285324,-0.24219269,-0.93323576,-1.2318784,0.5467271
119,0.6736733,0.71489495,0.6306613,1.7890209,-0.74363065,1.6048261,-0.5786783,-0.6925654,-0.22553572,-0.71655995,-1.4639883
126,0.8752654,0.841469,0.0652648,-0.38454783,0.4575367,-0.66598755,0.40376037,-0.9228509,-1.3544608,-1.0187956,-0.95459914
129,0.6942036,0.669743,0.78638184,1.6289892,-0.22669984,-0.44250104,0.20288306,-1.9559438,-0.5251362,-0.17968285,-0.6091665
131,0.7149009,0.6618574,0.7695017,1.7241521,-0.8843114,-0.7895931,-0.35645014,-1.0601201,-0.5993852,-1.1099131,-0.5990799
134,0.87728935,0.8132143,0.16441827,0.1704642,-0.95706147,-1.0915655,0.36707154,-1.1999683,-0.69079524,-0.13860084,-0.27941293
135,0.80586815,0.84959006,0.3067457,0.83295983,-1.6387167,-0.86151534,0.14003442,-0.9643127,-1.735093,-0.37981793,-0.15227185
136,0.781043,0.46950877,0.6140574,-0.1865325,2.3506906,-0.68956655,0.95912385,-1.4041133,-0.77193546,-1.1097056,-0.72973204
138,0.7280719,0.47855464,0.3632262,2.3046381,-0.2009294,2.275163,-0.54439193,-1.319429,-1.5387043,-1.0481702,-0.5353958
139,0.6965533,0.59392023,0.7388566,2.0765548,0.6394122,-0.57346827,1.0088375,-1.6067778,-0.7302413,-1.0886716,-1.534476
141,0.8937314,0.8827393,-1.1886011,-0.54174787,1.045876,-0.19071297,-1.1160187,-0.7914251,-0.4068525,-0.58558583,-0.8927104
142,0.72044224,0.72529787,0.75351673,-0.80288696,0.2456256,0.15284994,1.1463351,-1.056444,-0.8212165,-1.4832815,-0.37039605
143,0.9941864,0.704311,-0.7484226,-1.4052215,0.10865802,-0.5158526,-0.5917741,-0.6233536,-1.632915,-0.47373554,0.77394825
145,0.5819842,0.5826666,0.5856989,2.1838293,-0.28302273,2.251741,-0.3086539,-1.9826156,-0.94441265,-1.7091159,-0.14665909
146,0.6413607,0.5810839,0.862826,0.13718654,2.0187268,-1.373154,-0.27388105,-1.1588956,-0.90240204,-0.7996683,-1.6675395
148,0.60859054,0.60538775,0.51363796,0.22273341,2.5676022,-0.8399661,-0.20439278,-0.82022583,-1.9835867,-0.43912992,-1.0177572
149,0.96103555,0.7922141,-1.0802559,0.239864,-0.3581028,0.5222649,1.0051715,-1.9021225,-0.20145167,-0.86776316,-0.33712935
150,0.8259672,0.862475,0.059386734,0.83150995,0.47604492,0.29988477,-0.20646349,-0.37585106,-0.8219345,-1.0909833,0.0104671735
153,0.9951869,0.7559775,-1.636494,-0.081312366,0.21488908,0.46952978,0.70656204,-1.1920754,-0.49202418,-0.8817813,-0.11882335
155,0.69871974,0.5693089,0.73348296,2.1909966,-0.29373136,-0.24880944,0.15249963,-0.7044,-1.6046305,-1.0558085,-0.7682508
158,0.8914571,0.88334584,-0.6443606,-0.51408625,-0.09034943,0.19952485,-0.87264705,-0.6374318,-0.5492881,-0.61116046,-1.7289433
161,0.6628966,0.73741657,0.7571025,1.2501897,0.7763324,0.5553374,0.6134738,-1.6721222,-0.87433684,-0.18343833,-1.119672
163,0.610201,0.56440157,0.61773944,0.13988677,2.516649,-1.1779667,-0.03521729,-1.9211603,-0.29346594,-1.4774301,-0.15211315
164,0.5472996,0.42460987,0.4776109,2.3790038,-0.7140732,2.4422958,0.11663648,-0.462961,-0.89150625,-1.470623,0.11681776
165,0.7973298,0.82633835,0.45151043,-0.014218944,-0.7647666,-0.21252672,0.30651337,-1.0390463,-0.61419517,-1.5070311,-1.0190836
166,0.9748231,0.7872754,-1.1262394,-0.02691567,-0.26567817,-0.7460889,-0.4698188,-0.9331716,-0.12524036,-1.7336258,-0.11290404
168,0.68342984,0.4951016,0.61066055,2.4343514,0.9538751,0.41561058,-1.5297147,-1.0721842,-2.046879,-0.5065376,0.2480462
171,0.8334224,0.579222,0.721792,-0.2436339,1.1171029,-0.95098066,0.46091837,-2.018925,-0.122217104,-0.50789756,0.13359264
173,0.6181629,0.5858311,0.54043823,2.4896674,-0.08412897,0.9278844,0.04290271,-0.7131153,-0.691726,-0.915099,-0.12333444
174,0.6048171,0.55310374,0.70033187,2.4030604,0.5137251,-0.25272435,-0.23128816,-1.1284084,-0.20560654,-1.0804436,-0.5848023
176,0.55998963,0.48777023,0.6448505,2.5002606,0.18823604,1.6394248,0.41478375,-1.2722524,-0.7786385,-0.90811646,-0.19964664
177,0.8954646,0.8813736,-2.893188,0.6643965,-0.13636693,-0.28934243,-0.9963995,-0.42123106,-0.22876641,-0.17159754,-0.8257731
179,0.6107428,0.48830968,0.7151272,2.439646,-1.5495766,1.1372861,-1.4634044,-2.3439507,-0.3400185,-0.5135589,-1.4389559
185,0.9905097,0.76952255,-1.4699501,0.1524129,-0.64179736,0.5240379,-0.56345224,-0.8076638,-1.0904467,-0.35889176,-0.08460376
186,0.71338886,0.47513458,0.64374596,0.19148152,2.4157739,-0.6439587,0.9858324,-0.7084956,-0.38024047,-0.969695,-0.7943164
187,0.90217626,0.7259361,0.21922778,0.46279082,1.0305841,0.8967723,0.5464356,-0.9164743,-0.47170144,-0.1531665,-0.3018674
189,0.83265406,0.9279961,-1.6460981,0.59083956,0.35443208,0.82944536,0.5465333,-0.25602567,-0.7674103,-1.466703,-0.5794095
190,0.93789077,0.8167075,-1.0071162,1.1193014,-0.8062138,-0.695975,-0.6003181,-1.2147083,-1.248411,0.11730123,0.01390883
192,0.73822546,0.8143534,0.5867467,0.4456998,0.6172624,-0.8131637,-0.5778903,-0.9018908,-1.3214835,-0.82185084,-0.12431748
200,0.9565299,0.77299523,-1.0045362,1.3069898,0.07723893,-0.13091163,0.5306389,-0.55925035,-1.4989917,0.038033776,-0.39246035
201,0.8544521,0.6144928,0.70088255,-0.18232492,-0.6091798,-0.39328423,-0.737753,-1.1674554,-1.3355621,-0.42362794,0.2556424
202,0.6665607,0.46405485,0.7023092,2.451293,-0.4182502,-0.4503795,-0.22221605,-1.3106666,-0.9378363,-1.4623159,-0.20678167
203,0.7849729,0.7661734,0.5518056,-1.2650555,-0.5445449,1.0511435,0.7359076,-1.5299525,-0.4531415,-0.018295081,-0.799427
209,0.9134379,0.86306995,-0.74064595,0.3224252,-0.21127422,0.038807314,-0.722405,-0.8296733,-0.6333974,-0.7499755,-0.3996044
210,0.6885029,0.60711765,0.93170303,-1.2327033,-0.735276,-0.18994337,-0.42870054,-1.0720364,-1.0202554,-0.44908917,-0.14932281
213,0.598398,0.5701342,0.7598981,-0.47298098,2.3437722,0.5872668,-0.002887434,-2.0333567,-0.6439824,-0.714593,-0.119120985
219,0.8181552,0.6026644,0.77793837,-0.1149905,-1.0673648,0.36730775,0.42212257,-0.5341276,-1.3934032,-1.0585401,-1.066218
221,0.8478716,0.8798103,-0.41786265,-0.48409647,-0.24318431,0.6792061,-0.09126839,-0.050723385,-0.16564435,-0.6799285,-0.4589133
225,0.64537424,0.5992559,0.6194436,-0.7145158,2.4038675,0.29955685,0.8955428,-0.59645337,-1.0482223,-0.6922347,-0.72620094
226,0.8604711,0.8671765,-0.21394216,0.19850612,-0.4145557,-0.62834626,-0.23537824,-0.5264726,-0.008465068,-0.90392077,-0.061988715
228,0.58182836,0.43650755,0.59146994,2.278511,0.61859435,2.4020839,-1.4318867,-1.6120692,-1.6537961,-1.8125108,-1.5911936
229,0.7414313,0.63764185,0.82871974,0.44926196,0.22095896,0.07415452,-0.2849991,-0.48968884,-0.6851247,-0.732745,-0.15357107
230,0.7551315,0.69580907,0.73305756,0.21239878,0.30169064,0.4578522,-0.27627313,-0.6807207,-1.0933732,0.05203709,-0.14087307
234,0.8878032,0.81267506,0.07379829,-0.00039643468,-1.6452047,-0.2515495,0.29281187,-1.0180134,-0.20667529,-0.16376662,-1.0521783
235,0.8281725,0.6676846,0.6709774,-0.28835508,0.71738297,0.49031252,-0.42808923,-0.8958513,-1.2465751,-0.48053816,-0.23548165
237,0.84206957,0.92329997,-0.34057167,-0.91575545,-0.7016096,0.4518926,-0.23645428,-2.2511315,-2.0638604,-1.6584666,-1.3774303
239,1.0259788,0.6460658,-0.88435346,-0.1903097,0.55019325,0.009602706,-1.1124556,0.07594769,-0.43201843,-1.4501729,-0.50218046
244,0.5362088,0.53468573,0.6683714,0.0045433524,2.5623944,0.8709112,-0.03696069,-1.4616377,-0.7460512,-0.27323517,-0.8848922
247,0.88343304,0.5203798,0.7461919,-0.30916345,0.79479927,-0.74706346,0.3712149,-1.7767507,-1.1393718,-1.5578257,-0.43323803
249,0.6114803,0.59912884,0.60795486,2.3198698,0.20512314,1.781487,-0.51208466,-1.2899483,-1.2130164,-0.62681633,-0.5187158
255,0.7487467,0.601222,0.63361895,2.1570394,0.5043911,-1.0663863,0.111472026,-1.0895417,-0.5875803,-1.1638504,-0.5866028
256,0.9158703,0.7139601,0.07945241,-1.494811,1.3597435,-0.8890503,1.2546442,-0.32249597,-0.45523384,-0.59858906,0.0297322
258,0.9094886,0.8655913,-1.1988273,0.25857046,0.0965298,0.89610595,0.55289656,-1.3671451,-1.3218905,-0.48989835,-0.1391461
259,1.0472091,0.59986764,-1.916106,0.33620322,0.59597695,-0.2019422,0.114170365,-0.03507112,-0.62514526,-1.328667,0.3807415
260,0.83395624,0.7119535,0.5638322,0.10098989,0.96479344,1.0257128,-1.2064646,-0.7693972,-1.6519362,-1.1646179,-1.1046146
262,0.9124762,0.7387029,0.25114927,-0.69453555,0.68382514,0.67570996,0.6031825,-2.198113,-1.2023641,-0.39793378,-0.361637
265,0.82068425,0.64738554,0.7041329,0.50510967,0.81884086,0.40415785,-0.86810684,-1.2825958,-1.2655336,-0.4006194,-0.23607177
266,0.8770071,0.56433064,0.73350024,-0.62174505,-0.12605692,-0.102690905,-0.18005857,-1.1733649,-1.9982859,-0.59784776,-0.7950651
267,0.83846194,0.71485347,0.47545356,-0.60580516,-0.025382662,1.1200858,1.1565248,-1.4192901,-0.0043480736,-0.27450743,-1.0940996
269,0.9819592,0.7786681,-1.2809726,-0.90087926,0.27608913,-0.31653216,0.84565735,-0.60783446,-0.5370613,-1.2631551,-1.4628876
273,0.7073962,0.41151193,0.5439633,2.4351096,-1.4112083,1.8859651,-0.14376377,-0.61327606,-1.1252708,-0.8085041,-1.5779034
274,0.9259676,0.86446464,-1.6640514,-0.11546855,-0.8186013,-0.12789649,0.6176329,-1.5206337,-0.73553807,-0.4463794,-0.25716206
275,1.1271834,0.29248565,-2.3957553,-0.37949675,1.2270924,-0.05407927,0.099183135,-1.0507672,-0.7300083,0.25581825,-0.40082735
277,1.0681044,0.57060456,-2.7095866,0.35866195,-0.06360931,-1.2014632,0.48072448,-0.3203783,-0.010303816,-0.5766539,-0.5773621
278,0.73298913,0.6806717,0.8134071,0.1821435,0.29984814,-1.524227,-1.1864396,-0.5496973,-1.0145572,-0.62675625,-1.2510916
280,0.8493877,0.6447291,0.6648824,-0.010392165,0.47519267,-0.5764527,0.6158722,-0.9831608,-0.48509294,-0.88386256,-0.657751
282,0.76260924,0.7543139,0.60646653,0.28724802,-0.5272602,-0.28746557,1.4996827,-1.1039101,-0.609982,-0.53008837,-0.27580822
283,0.559494,0.54397786,0.67080027,2.4771543,-1.2764294,1.2731007,0.1218567,-2.3288786,-0.4936353,-0.78421295,-0.89534765
284,0.8484229,0.6207802,0.6960541,0.5010047,1.0802374,-0.1289214,-1.263416,-2.138358,-1.3955117,-1.2594208,-1.139194
288,0.81523556,0.7396716,0.55965054,0.17272663,-0.47139463,0.6926111,0.96443975,-1.1497823,-0.39676362,-1.0369264,-0.62351805
292,0.90525126,0.8615049,-1.8159122,0.3389455,-0.18456711,0.880764,0.72010785,-0.6014082,-1.0327646,-1.0597832,0.3115309
296,0.9699735,0.7951993,-1.5119085,-1.1550179,0.16561039,0.74671286,-0.8824441,-0.794579,-1.1174597,-0.15436536,-0.05301137
301,0.9543639,0.8156687,-2.7257187,-0.93374467,0.88006806,0.1966037,-0.019170208,-0.8073944,-1.0765246,-0.36526588,0.17390451
305,1.0057248,0.75579643,-2.2390857,-0.8836139,-1.1538265,-0.08018773,-0.2180929,-0.7716381,-0.66128963,-1.0643353,0.027075434
306,1.0222511,0.69200766,-1.4330833,0.94233614,-0.2493571,-0.107432984,-0.4498707,-0.9715868,-0.13522792,-0.6462747,-0.32727367
307,0.63879025,0.5873139,0.62209487,-1.5787987,2.466102,-1.3144722,-0.2998518,-0.614606,-0.8368683,-0.99058837,-1.466217
309,0.9109182,0.8427861,-0.31025442,-0.1292361,-0.03535608,0.04230709,0.114799246,-1.5887929,-0.5923181,-0.36451235,-0.55781734
310,0.9635413,0.5904964,0.32833403,-0.6235368,0.2674409,0.583911,-0.7456007,-0.79921806,-0.08387411,0.07207002,-0.1043479
312,0.62128806,0.45882374,0.4884453,2.5806148,-1.0883851,1.7470582,-1.3639365,-1.3466604,-0.97444165,-0.57051456,-0.26105258
315,0.65132457,0.6874708,0.8911358,-0.69232297,0.3149251,-0.1188853,0.31773964,-1.612061,-1.14973,-1.0557616,-0.21143627
317,0.88737845,0.8037717,0.06706422,-1.5700406,0.9531452,-0.58293945,1.238874,-0.98639745,-1.9785361,-0.78364027,-0.7680644
318,0.9138941,0.8640637,-1.2091835,-0.33333325,-1.1847388,0.3588152,-0.43241417,-1.1671042,-0.9805894,-0.5844706,0.41939574
319,0.6076855,0.45069802,0.52871823,2.2743585,-1.0592074,2.4233587,0.15947253,-1.1320364,-1.0409186,-1.1849631,-0.7022073
324,0.67086196,0.57368785,0.6227913,0.118169695,2.4020736,-0.72296417,0.6839509,-1.8932043,-0.82278025,-1.310728,0.2196144
330,0.65103865,0.5700216,0.7230807,2.2858832,-0.20021242,-0.6202044,0.16581336,-0.4124643,-1.5284774,-0.5528606,-0.8155382
332,0.7714951,0.76967335,0.6062248,-0.070992574,-0.07734184,1.0322096,-0.07594568,-1.5637724,-1.7294521,-0.8407398,-0.04186997
337,0.65335804,0.47220492,0.60762,2.5251353,-0.8452695,1.1819723,-0.4268874,-2.0486243,-1.4547405,-0.6958736,-1.5797399
338,0.8796088,0.9154697,-2.065766,-0.17879894,-0.22640167,0.69622344,0.3052303,-1.3839878,-0.8578446,-1.315352,-1.0005559
345,0.76066756,0.7801904,0.61085546,0.60915834,0.5982349,0.22006528,-0.73732364,-0.752397,-1.0291975,-1.0203156,-0.58897215
347,0.5683502,0.5045915,0.75221175,-0.8770851,2.4638367,0.33683023,-1.0938369,-0.8692643,-0.8078485,0.12405194,-0.5024548
350,0.8271161,0.23343447,0.93943965,-0.4523479,-0.49361792,1.5676098,-1.6568086,-0.6559262,-1.492354,-0.627944,-0.5001638
353,0.89327526,0.8663687,-0.6001744,0.7239106,-0.049043264,0.7935434,-0.21175346,-1.2237657,-0.9006945,-0.37429002,-0.28772447
354,0.71395767,0.5510539,0.7271256,0.55798143,2.189772,-0.9192743,-0.19387496,-1.1332465,-0.39354774,-1.0399617,-0.05737498
355,0.51117885,0.4168969,0.49386972,2.519356,-0.9844124,2.3383255,-0.080562904,-1.308913,-0.8918536,-0.75596356,-0.90438753
356,0.8942781,0.65618944,0.5166008,-0.5808546,-1.5407946,0.6631439,0.2812721,-0.73426074,-1.6023622,0.14529589,-0.9873785
357,0.78442585,0.73148364,0.67404383,-0.1853128,-0.3161845,-0.62646574,0.30881757,-1.5567973,-0.99599314,-0.72933334,0.06771221
358,0.9112109,0.8566866,-1.0705053,0.3578389,-0.4509979,1.1791923,0.37142208,-1.6026453,-1.2141479,-0.690633,-0.06952958
359,0.62893486,0.5872947,0.44410843,2.413656,0.021458453,1.967426,-0.059192076,-1.7915335,-1.8927855,-0.31367138,-1.6352594
370,0.74344164,0.5804058,0.5629629,2.3436747,0.08071633,-0.3828755,-0.84164464,-1.9772776,-1.476018,-0.90390706,-1.0784832
372,1.0457524,0.6460618,-1.5176705,0.5730841,-0.45709914,0.13827614,0.19092785,-0.4085943,-0.7790855,-0.15713397,-0.9770058
376,1.0013353,0.73096985,-2.4461837,0.8513877,-0.7464204,0.64901906,0.23499689,-1.4690095,-1.931987,-0.10470052,0.29575196
377,0.69465303,0.51286757,0.4432396,2.4820864,0.05959542,1.6254666,-0.8205961,-1.2549284,-0.70324785,-0.16998957,-0.66609615
380,0.79327446,0.6607674,0.7732653,-1.0114588,-0.36699066,0.11328077,-0.7234467,-1.2252562,-0.9008655,-1.2889605,-0.7858291
381,0.61252314,0.53780633,0.6494171,2.4564028,1.0721209,-0.3595614,-0.6071046,-2.0921025,-0.67463046,-0.30890867,-0.34115446
386,0.74088424,0.7670606,0.6331744,0.12862149,0.6602989,1.1576006,0.62371796,-0.88169503,-0.84171337,-1.5849296,-1.0915904
387,0.9337466,0.7591973,-0.060531195,-0.8213925,-1.3173991,-1.3826665,0.44586748,-0.52665806,-1.1090125,0.367675,-1.227994
389,0.88339424,0.8720353,-0.8011483,-0.32169482,1.1752144,0.5333002,-0.28981963,-1.5229748,-1.2347677,-0.2347159,0.15256488
395,0.6032744,0.48162234,0.6138256,-0.06558994,2.6096992,-0.7845663,0.49421287,-1.3806943,-0.65781516,-0.4050513,-0.46276346
403,0.5611448,0.6706836,0.66383547,-0.056767277,2.374842,-1.6054877,0.18468846,-0.99974966,-0.8941636,-0.5814764,-0.11876553
406,0.6072955,0.5499607,0.83388305,2.1293418,-0.3591588,0.09251116,0.42019233,-0.22726017,-0.4411935,-0.669132,-1.341877
407,0.7533859,0.5803834,0.80099434,0.15631035,1.488635,0.34855655,-0.8154528,-1.1136178,0.03399666,-0.701157,-0.22092131
411,0.8982243,0.8752944,-1.8335265,-0.5876248,-0.69301933,-0.81927145,0.27843565,-1.3598751,-1.096181,0.38276482,-0.025904777
414,0.5260778,0.41528678,0.6217665,2.3931026,-0.82522386,2.34355,-1.1731136,-2.040383,-0.5317303,-1.1242435,-1.3566985
416,0.7037608,0.7422469,0.7687571,0.51517373,-1.1877747,-0.65805286,-0.15247977,-0.81114143,-0.38898394,-1.1532556,-1.1550361
417,0.72046554,0.52519965,0.62131053,2.3582914,-0.06475422,0.560761,0.2888055,-1.1095624,-0.49191633,-0.94037116,-0.65760666
422,0.7987061,0.7292545,0.5605892,-0.12394197,1.1024594,-0.85811543,0.59566504,-2.1916199,-1.5255662,0.22070502,0.24143542
423,0.81331676,0.53726393,0.84868443,0.18677941,-0.9126156,0.16102895,0.71966916,-1.4396789,-0.998854,-1.5919154,-1.4355425
426,0.70826685,0.71328974,0.76227784,0.55925035,0.18566835,1.2547373,-1.6137899,-0.8719038,-0.9454115,-0.41783872,-0.6612183
428,0.8855894,0.7804134,0.24463336,0.8899696,0.5293705,0.36937803,-0.6338971,-1.627823,-0.8857891,-1.2140455,-0.92262244
432,0.5860793,0.60274917,0.46500868,2.5800903,-0.27449498,-0.2781201,-0.51961225,-0.38705903,-0.6713538,-1.5053343,-1.3810622
434,0.81767184,0.7134057,0.6363505,0.22911525,-0.54936844,-0.17195635,-0.17997345,-1.2017286,-1.9806684,0.035465542,-1.3523594
437,0.7039202,0.6482468,0.84182215,0.41911185,0.6254335,0.13584693,-0.8388272,-1.2134489,-0.027461808,-1.3888681,0.036890235
439,1.0309821,0.67843807,-0.97521937,0.6722921,-0.19837776,0.5073499,0.82319564,-1.625062,-1.9713463,-0.5665455,-1.0569372
441,0.47643366,0.67381376,0.5597651,2.318917,-1.036372,2.0451937,-0.06499025,-1.1697077,-1.4184347,-1.2311354,-0.07086688
450,0.649705,0.49036917,0.59507114,2.483964,-1.4828417,1.4064456,-0.050703034,-0.660678,-1.7394837,-0.6726515,-0.34287113
452,0.626187,0.52582675,0.654262,-0.48595193,2.4953647,-0.52172226,0.5849904,-0.30588245,-1.2546173,-1.1970469,-1.1147155
462,0.6684049,0.47694808,0.58783084,2.5107722,-1.617057,0.8396447,-0.4470666,-1.6027433,-0.42219618,-1.5608871,0.1276765
464,0.91909474,0.7104901,0.2861597,0.15876254,0.49755728,-0.043797065,-0.7680637,-1.5410196,-0.40020195,-0.8812633,0.37595123
465,0.81846,0.7019007,0.6545963,0.19455399,0.024134584,-1.340197,0.33113572,-1.1060609,-2.1330833,-0.7687342,0.058255438
468,0.59932977,0.6585172,0.43178433,-0.5827282,2.5450757,0.27719373,-0.006081654,-0.8186586,-0.7705481,-1.7585871,0.18609084
471,0.5741635,0.53475934,0.6670047,-0.100308634,2.556105,-0.67598814,-0.27519888,-0.9307784,-1.0004978,-1.1400138,-0.31139407
475,0.71938306,0.68922985,0.6127496,1.9642198,-0.19782495,1.3760442,-0.5337691,-1.6598191,-2.037915,-1.1670438,-1.0539259
477,0.8495158,0.6088937,0.70219326,-0.65181845,0.9162816,0.29755104,0.5935451,-1.6598318,-1.5046872,-0.3893326,-0.7723236
478,0.6365287,0.593916,0.81329095,-0.32561105,1.9978343,-0.36478108,0.99888915,-1.038056,-0.674374,0.20541902,-0.6093199
479,0.9714345,0.78145486,-0.8454148,-0.20905627,0.3812679,-0.9696166,0.9665932,-0.900875,-0.5993761,-0.6210354,-0.5504895
481,0.9603709,0.82071763,-1.7048312,0.59355783,-1.2348926,0.28587335,0.30334544,-1.2265689,-1.971178,-0.28130642,-1.1541317
482,0.8749471,0.8831599,-0.86140734,1.1671317,-0.33011487,-0.45073205,0.83367485,-0.96621555,-0.33459938,-0.8974296,-1.3552586
486,0.7174001,0.6971012,0.7153193,0.9150587,1.6661996,-1.4315367,-1.7935036,-0.7566709,-1.5430076,-0.34576488,-1.3218238
487,0.6692437,0.7283281,0.7924033,-0.28202844,-0.8503896,0.5399232,0.34345493,-0.16395217,-1.8300219,-0.44243208,-0.18293057
493,0.9621184,0.78614116,-2.3338633,0.67366606,-0.77750075,-0.18829243,1.2241762,-0.52565503,-1.4399734,0.009617067,-0.2008691
494,0.7380345,0.77369195,0.6572141,0.6337749,0.088851355,0.9034785,-0.3381466,-1.6035181,-0.7590546,-0.9948673,-0.88888663
