,x_g1,x_g2,x_g3,x_g4,x_g5,x_g6
99,-0.018196039,1.0753334,-0.94883126,-0.9824227,0.42988655,-0.54334456
100,-0.40066373,0.7849604,-1.2823311,0.8134293,0.8154683,-1.2498296
101,-1.0338867,0.6959622,0.8852568,0.64287686,0.6585104,-0.8393347
102,-0.45458272,0.6939937,-1.7770056,0.5671349,1.0329973,-0.7078009
103,0.7456432,-0.62031204,0.81405735,0.83200234,-1.0472941,0.8746023
104,-0.23623142,-0.8133326,0.82124776,0.6891818,0.80184376,0.86174715
105,-0.9088775,0.47374213,0.9452171,0.70551246,0.74816495,-0.047049444
106,-1.2975681,0.84922326,-0.74533874,0.35771775,0.9154552,0.03796235
107,-1.0930898,0.64744365,0.4721847,0.8183812,0.8358407,-0.9896328
108,1.0976309,-0.061568923,-0.9763795,-1.2497209,-1.4716958,1.1107446
109,0.7611205,0.29746583,0.55793834,0.9067091,-0.728445,0.7121117
110,0.8536064,-0.9664373,0.86253643,0.68387604,-0.7612712,0.85572314
111,0.7119419,-0.9175236,0.86978215,0.67580247,0.10155312,0.9150383
112,0.7673906,-1.5124035,0.8417165,0.5587598,0.36933845,0.8923215
113,-2.37415,0.67996675,0.8049596,0.7666639,0.63945985,-0.44320422
114,-0.7515086,0.7553592,-1.1259314,0.8185784,0.8467382,-0.4515821
115,-0.9202447,0.58096796,-0.7130411,0.9684562,0.89000756,-1.7533506
116,0.65314335,-1.3404868,0.7968952,0.6464153,0.70499736,0.72722036
117,0.1874679,1.1023195,-0.52333647,-0.32667243,-0.40110174,-0.645405
118,-0.95232385,0.91772884,-1.3169662,-0.7923484,0.9722376,-2.3772042
119,0.85668284,-1.5751562,0.8512866,0.59569377,-1.655155,0.94234574
120,0.21299186,-1.5121402,0.9251572,0.64874613,0.70265007,0.8358753
121,-0.9678027,0.6142975,0.80994827,0.7623904,0.74124444,-1.1312959
122,0.8240565,-2.1975613,0.7241822,0.6529919,-0.2985317,0.9949833
123,0.8930571,0.25354022,0.8014472,0.50178456,-1.8014368,0.8037095
124,0.75577724,-0.14401557,0.9411658,0.7271473,-0.5354681,0.76194733
125,-1.1420593,1.0182234,-1.111575,-0.75875175,0.77136457,-2.292657
126,-0.99886215,0.5766762,0.8909746,0.74332637,0.71744907,-0.6527013
127,0.7978917,-0.28587368,0.73838186,0.8180032,-0.44963676,0.84403664
128,0.98702407,-1.455619,0.99714965,-1.13654,-0.908522,0.8969982
129,-0.7517616,0.89880514,-0.933473,0.11863101,0.93266696,-1.7880327
130,0.7549388,-0.5136228,0.92352724,0.67686176,-0.9353007,0.89551705
131,1.0092759,0.6776593,0.49630374,0.26848215,-1.9354417,0.2885338
132,0.1461398,-2.478056,0.78600687,0.78300583,0.6836328,0.88869244
133,0.93403375,0.9588519,-0.67381704,-0.57429755,-1.0113237,-1.0234933
134,-0.12980758,1.0074694,-1.734269,-2.232714,0.7795206,-0.9618307
135,0.49675512,-0.47259632,0.6887235,0.7343677,0.67993766,0.85301673
136,-1.2370962,0.38493872,0.9672916,0.71552557,0.69314724,0.38857016
137,-1.3624367,-0.7086115,0.81945336,0.7555993,0.76075864,0.88103217
138,-1.9098876,0.8700139,-0.13441184,0.016974088,0.96462893,-2.0246785
139,-0.48195568,1.1033506,0.010565751,0.06488627,-0.88872117,-1.5495099
140,1.0585021,0.8508489,-0.32740772,-1.0687929,-0.9413362,-0.19272912
141,-1.4284848,0.63903904,-0.023206593,0.91056925,0.86321473,-1.3480754
142,-1.1824535,0.7410724,-0.67728996,0.8088997,0.87983483,-1.1255875
143,0.7249528,-1.018728,0.7296883,0.693673,0.5831875,0.7933411
144,1.0939302,-0.62099594,-0.2937906,-1.9435115,-1.583812,1.1395562
145,0.070018105,1.1183385,-0.1312544,-2.4336405,-0.5548572,-2.470899
146,-1.3966438,0.64525896,0.7890176,0.7729238,0.7003376,-0.49945253
147,0.896772,-0.8733102,0.8615602,0.18019468,-1.180803,1.0276985
148,1.0490305,0.42368016,-0.51549613,-1.978051,-1.0895278,1.0389149
149,-1.2793099,0.55304587,0.82836086,0.84879,0.6760146,-0.27770737
150,-0.49540502,-0.20255841,0.7946991,0.7974778,0.7007507,0.86030227
151,0.7898933,-1.4810257,0.770995,0.66000295,0.6297181,0.65313834
152,0.5162725,-1.2661716,0.9103997,0.67815465,0.6837063,0.6951612
153,1.0079058,0.26965532,0.6989211,0.34522343,-1.1214002,0.74399763
154,-1.0157717,0.5726444,0.948912,0.6612354,0.7260425,-0.578244
155,0.7522155,-1.3542504,0.6616399,0.61990786,0.68165165,0.79462606
156,0.08343742,-1.4734541,0.82457787,0.8006996,0.6133137,0.9066051
157,0.5905243,1.0732058,-0.6251651,-0.6188559,-0.94354355,-1.3937464
158,0.91514426,0.97941476,-2.0446067,-1.6307191,-0.68732625,-0.78824544
159,-0.06758507,1.1208444,-0.44950852,-1.9808142,-0.15989895,-1.186506
160,-0.76754236,1.1404316,-1.3682547,-0.550342,-1.0084413,-0.7476902
161,0.6704185,-1.2662474,0.75387865,0.72178245,0.5285596,0.84595346
162,0.7209825,-1.7462528,0.8599005,0.79133797,-0.21369943,0.877344
163,1.1768321,-1.483566,-0.5700033,-1.1732863,-1.2314045,1.0261966
164,0.91387147,0.7156194,0.7909511,-0.07461211,-0.5904412,0.23722881
165,0.70615804,-1.3343495,0.86406344,0.64310443,0.5588776,0.7502503
166,0.9926535,0.10121805,0.57480174,0.3002111,-0.6227304,0.93216604
167,-0.5328527,0.78540087,-0.8235064,0.76759714,0.85012674,-1.2966995
168,0.89877176,-0.2359474,0.72352284,-0.18709528,-1.4838318,1.1171497
169,-1.0318921,0.6729984,-0.5503756,0.92432684,0.8467519,-0.9601598
170,0.98439085,0.3659853,-0.20594147,0.22102693,-2.5922012,1.0380023
171,-0.98826027,0.67470944,0.036820214,0.92698187,0.79734904,-1.0252193
172,-0.7711205,1.0323619,-1.0917008,-0.68009114,0.68961006,-0.31463185
173,-0.54566467,0.28607717,0.9688965,0.7247473,0.74059945,0.35075286
174,0.85435885,0.63645285,0.4988029,0.6576905,-0.46623778,0.47695214
175,-0.7766077,0.2585124,0.8464157,0.74017894,0.7685479,0.61070293
176,-1.4327021,0.70604557,-2.7870069,0.6790741,0.9973631,-1.1967093
177,1.1481348,0.19467674,-1.4105605,-2.4329593,-0.43729943,0.96037877
178,1.0023938,-2.0443969,0.79914504,0.39168614,-0.69180167,0.8677355
179,0.76766974,-1.3419493,0.86871797,0.71652055,-1.8535112,0.93582976
180,0.93157107,-0.44645745,0.877544,-2.370301,-0.57740766,1.0485584
181,-1.0153776,0.45573786,0.9217694,0.74488974,0.7831566,-0.43928203
182,-0.8082611,1.0170617,-1.6922244,-2.1751003,0.7906695,-2.014268
183,0.5853205,-1.592717,0.87575626,0.56619984,0.74380016,0.72064805
184,0.7544068,-1.7703538,0.9765825,0.67155164,-1.9070071,0.87611705
185,-0.60920805,-0.4233364,0.7683286,0.89290327,0.72820216,0.7652887
186,-1.941316,0.55886996,0.7975683,0.7674525,0.74109685,0.11706802
187,-1.0420051,1.1059726,-1.2431757,-0.72442925,0.15780614,-0.02696147
188,0.3603058,-0.9146396,0.9267921,0.6171106,0.6805494,0.8210237
189,-1.9833305,0.6726533,0.06721826,0.83423555,0.8889788,-1.9094012
190,-0.9257821,0.643986,-0.38974574,0.89765584,0.88873506,-0.7737183
191,0.5374491,1.0795889,-0.777441,-0.34083253,-1.6785462,-1.0818856
192,-0.9472059,1.0023059,-1.8010374,-1.5988907,0.8043769,-0.2756091
193,0.79351825,-0.8337924,0.60965276,0.62148225,0.64434904,0.8057425
194,-0.58124363,-0.54966176,0.91642076,0.8075469,0.7474176,0.69614726
195,-1.2126044,0.9804961,-0.61628604,-1.3864112,0.8648044,-2.0292351
196,0.7305243,-1.4791698,0.65621847,0.7494308,0.6233824,0.75619435
197,-0.53222054,0.70405084,-0.46658763,0.7956432,0.9068963,-0.70730007
198,0.6665276,1.0301807,-1.2077992,-0.48446187,0.11376548,-1.2884485
199,0.8649675,1.0052264,-1.5548651,-0.91618574,-1.4537753,-1.1678126
200,-1.9780527,-0.16774583,0.857372,0.8408482,0.6572186,0.8049358
201,-1.020878,0.89820135,-0.67167395,-1.4045007,0.99755406,-1.4063752
202,-1.167529,0.83318686,-1.7310905,0.12348601,1.0195788,-1.3666722
203,0.7700451,-0.9872865,0.8510079,0.6895136,-0.018486466,0.89402246
204,-0.7718912,0.44514835,0.7824757,0.8657004,0.64109415,0.4629238
205,-0.633768,0.78668875,-1.5796114,-2.3856924,1.1106825,-1.4732195
206,0.8410984,-1.579621,0.8555547,0.6916029,-0.038212415,0.814527
207,0.6073552,-2.0338268,0.7743499,0.6272631,0.71621376,0.8021898
208,0.96922565,-1.282669,0.81574345,-1.2086415,-0.8588962,1.0681537
209,-1.9102097,-0.05867563,0.8778987,0.7128882,0.8248738,0.6834747
210,-0.7358065,0.9151542,-1.1127646,-1.3531129,0.97291386,-0.7151789
211,0.8512613,-0.51604265,0.8956846,0.55415237,-1.237706,0.9070387
212,0.7182978,-2.0935264,0.85396564,0.65969753,0.5457726,0.7478498
213,-0.7028019,-0.06572385,0.8568378,0.7477489,0.8052356,0.6901958
214,-0.7982479,0.89053774,-0.4425022,-0.2352658,0.97142303,-2.5019095
215,0.73393357,-1.8056293,0.77359056,0.7942943,-1.2552038,0.97162193
216,-1.7874959,0.6911218,-0.035064824,0.8726708,0.84968835,-1.506219
217,-0.81442124,0.53271484,0.2790358,0.9074177,0.8988455,-1.2832128
218,0.096862935,-1.0593972,0.8621598,0.65783286,0.80479807,0.80132663
219,-0.3124736,-1.2420192,0.82295984,0.6931706,0.86087155,0.7889733
220,1.0850198,-0.8299531,0.027014818,-1.3770821,-0.52320075,1.1200163
221,-1.2257695,0.48031512,0.87192166,0.73147476,0.82782763,-0.65459055
222,-0.5311678,0.8191858,-1.0873369,0.73277843,0.8249112,-0.74533427
223,-1.293278,0.87423736,-1.2050357,0.3985909,0.91017854,-0.79191494
224,-1.4720435,-1.0751748,0.82829607,0.5622069,0.82254016,0.9542398
225,-0.6404056,1.13948,-0.3533424,-1.2547529,-0.9637428,-1.3627981
226,0.77581537,-2.0522883,0.95980644,0.6849751,-0.744004,0.849619
227,0.8130674,-1.1354017,0.9206643,0.6829398,-0.25062734,0.8140721
228,0.92303336,-1.2603104,0.7275039,0.55635256,0.15097593,0.86549497
229,0.9914721,-1.4397281,1.0307031,-0.91949683,-1.3775557,0.84611213
230,-0.27324516,1.0817354,-1.1974342,-2.4991407,0.4783725,-0.7247906
231,0.84611213,-0.2233118,0.74546,0.599677,-1.7384725,0.9768107
232,-0.012997092,1.0754898,-1.552491,-0.4051638,0.40827224,-1.0900856
233,-1.3796383,-0.22852974,0.89189327,0.69807404,0.74401855,0.8391048
234,-0.03536636,0.64306,-0.311463,0.8519911,0.8855861,-0.64452523
235,0.7041113,-1.9226111,0.78869516,0.70072013,0.6382177,0.7035248
236,0.8038956,-1.5229968,0.63188344,0.5806151,0.59838325,0.8613289
237,0.6560462,-2.2076023,0.8091016,0.6793267,0.55044836,0.83762115
238,0.83944184,0.11844753,0.89453596,0.3194834,-2.311404,0.9296141
239,0.70442724,-1.897044,0.73966813,0.6944281,0.51578516,0.8635005
240,0.6999306,-0.9232929,0.8170954,0.6814495,0.6525555,0.6629534
241,1.0256485,0.8830734,-0.94204426,-1.8854681,-0.6639172,0.01390865
242,0.5127716,-2.198614,0.84726983,0.7380775,0.6010249,0.8089604
243,-0.35222435,-2.214725,0.72304803,0.7453827,0.761442,0.95193356
244,0.71485424,-1.7614237,0.6925965,0.59550387,0.73028564,0.77992135
245,-0.015231384,1.1083894,-1.8108915,-0.19814496,-0.07814735,-1.959625
246,0.6414802,-1.2940999,0.71609586,0.618389,0.7324239,0.8085104
247,0.82250553,-1.5618836,0.9180363,0.55822617,-1.9002184,0.9423932
248,-0.43454966,0.44105884,0.85236454,0.690987,0.71989954,0.53783005
249,-1.3890058,0.9173578,-2.2713294,-0.42884052,0.9651869,-1.7878135
250,-0.678956,0.6965382,-0.19838591,0.764075,0.93068707,-1.9499475
251,0.57521415,-1.160495,0.7679991,0.7052481,0.71379274,0.755762
252,-0.40392265,0.13251868,0.8430818,0.618666,0.76090103,0.82130706
253,1.0603502,0.88335675,-1.2863814,-1.7193769,-1.3482449,-0.8922516
254,-0.87819207,0.838582,-2.168228,-0.9623499,1.0637951,-0.9602336
255,0.77862793,1.0351226,-1.0882622,-2.4578226,-0.86309433,-0.7278247
256,-0.18946858,-0.9245973,0.90081817,0.63304675,0.74028045,0.89625907
257,0.7040282,-1.8878357,0.69275534,0.56685686,0.6529235,0.88964283
258,0.84262615,-1.654308,0.90330786,0.6535587,-1.5854322,0.87289894
259,0.91765463,0.9789654,-1.8884945,-0.8691106,-0.9386291,-1.5133804
260,0.67321306,-2.1009064,0.77532905,0.6546889,0.31596872,0.97992957
261,1.0710368,0.8340161,-0.15009344,-0.78190976,-0.5955566,-0.83281374
262,0.6687067,-1.111251,0.88688654,0.7281067,-0.07631794,0.92842734
263,0.6473268,-0.96397907,0.8023548,0.62711936,0.6931512,0.75366
264,0.24378318,-0.69348836,0.78986835,0.7452486,0.8003913,0.73742175
265,1.0186803,-0.5246812,-0.26495978,-1.3352689,-0.77004457,1.2065828
266,0.8398314,-2.278403,0.6836407,0.7703135,-0.1740908,0.9064222
267,-0.7823942,-2.3617837,0.8468424,0.8091828,0.7131312,0.8627796
268,1.0302739,0.90405977,-1.8604338,-1.5409712,-0.90841824,-0.5537024
269,0.6198702,-1.5751374,0.72209936,0.659332,0.65960765,0.8649907
270,-1.4251609,-1.1226045,0.7983608,0.70244884,0.81755245,0.8919963
271,-1.8760116,0.5827992,0.8228145,0.77488333,0.7612693,-2.0908287
272,-1.7978387,0.59754425,0.91651374,0.73065335,0.69550866,-2.0209675
273,1.1243328,0.34883112,-1.2382046,-1.3634033,-0.31052944,0.93165356
274,-0.68534327,0.67782724,0.28037173,0.8846382,0.78851587,-0.95208377
275,0.9419465,-1.686368,0.80063754,0.5331091,-0.57982326,0.8909668
276,0.11995598,0.8901594,-1.4733886,-0.36271858,0.92957735,-0.23065561
277,-1.3940034,-0.25469968,0.91877776,0.6608324,0.78316736,0.79658574
278,0.36657566,-2.4057474,0.70978844,0.7321678,0.6789396,0.9294552
279,1.088345,-0.36660123,-0.4946916,-2.3019881,-1.6626718,1.1438857
280,0.9678649,0.9483253,-1.3348391,-1.3652488,-1.280482,-0.47896558
281,0.8470626,-0.029940726,0.90426373,-0.12620217,-0.8821465,1.0264117
282,1.1663033,0.7484264,-1.4953241,-2.0278625,-0.7184357,-1.2888035
283,1.0113566,0.033468932,-0.055470396,-1.3203946,-1.6126746,1.1666347
284,0.8167436,-0.85927826,0.56678694,0.74506515,0.5132608,0.7956494
285,0.66746235,-1.5606475,0.7885243,0.63066196,0.5736096,0.86663014
286,-0.34906733,-1.0995387,0.88835895,0.79306716,0.6879193,0.8375772
287,-1.9467796,0.56145805,0.9330598,0.6503885,0.7340495,-0.06708522
288,-0.1840606,0.84445775,-0.3368983,-0.76536554,1.0233306,-1.1705294
289,0.8114408,-0.9275231,0.8556321,0.7532598,-0.53898394,0.8415614
290,-1.0959612,0.7480685,-1.6442796,0.7832903,0.90256405,-2.259937
291,-1.5560571,0.72706014,-0.21221979,0.7938401,0.8780658,-0.52615756
292,-1.3521632,0.56771773,0.78800505,0.69036925,0.7760916,0.25236607
293,0.7230713,-1.544976,0.7523112,0.5978592,0.66916424,0.78627926
294,0.71653694,-1.7193751,0.78126097,0.701694,0.44958588,0.8515134
295,0.86870944,-0.46535894,0.89037365,0.477026,-1.4511751,0.92953604
296,-0.25390816,-1.9329603,0.8711849,0.59934705,0.6969449,0.9913445
297,1.0745143,0.74797666,-1.0879004,-0.4285489,-1.2104491,0.5346797
298,-0.6546391,0.9232228,-0.49243116,-1.827141,0.9555842,-1.2139448
299,-1.7642312,0.61677057,0.41306865,0.8861235,0.82884896,-1.6238335
300,-0.33658317,0.7242296,0.030212877,0.69855744,0.9041936,-0.6267132
301,-0.24701445,0.29938972,0.8821285,0.64569634,0.75801796,0.6272967
302,0.82138616,-2.2381976,0.7150206,0.65059245,0.61234117,0.699105
303,-1.3402768,0.67478937,0.26863107,0.9276616,0.7537966,-0.9428522
304,0.86405176,-0.41135648,0.90727293,0.1379674,-2.1222825,1.0201955
305,-0.4247568,-0.77721804,0.78388655,0.73511565,0.76666266,0.9050759
306,-1.7685535,0.65788454,0.26365975,0.81151044,0.8892324,-1.8913085
307,-0.9631643,0.7355603,-0.1922256,0.8250099,0.8498781,-1.2173352
308,0.8486911,-1.2543181,0.8069529,0.76349443,-2.462225,0.86117953
309,-1.2634182,0.7458263,-0.81496495,0.93432474,0.7578421,-1.2421597
310,0.41441157,0.046038907,0.89246845,0.69809103,0.71962845,0.52422637
311,-1.0248761,0.82426125,-1.7423941,0.6202243,0.9025695,-1.7699738
312,0.60683113,-1.3670195,0.75163877,0.6796231,0.71905863,0.76846915
313,0.8944147,-1.0576297,0.9999528,0.20854959,-0.7151011,0.8932063
314,0.6763633,-1.3264685,0.8727004,0.48663032,0.64255303,0.81597084
315,-0.73282814,0.4879181,0.7978132,0.89457136,0.73089033,-1.321569
316,-0.80703866,0.17018016,0.8894257,0.55870676,0.84088075,0.69106483
317,0.036919083,0.6219686,0.73700106,0.7415354,0.7181897,-0.2528263
318,0.83348536,-0.35329157,0.7410609,0.81515527,-1.711644,0.83900076
319,0.7918832,-1.2666929,0.75770223,0.7127823,0.3348687,0.834767
320,-1.9783846,0.48139435,0.8008185,0.88270646,0.7263833,-0.22019339
321,1.1390245,0.5963855,-0.3920662,-1.300365,-1.7251081,0.65566725
322,0.6855686,1.0587168,-1.9485236,-0.81455106,-0.8895764,-0.8321902
323,0.8405176,-0.1856816,0.82364136,0.64667666,-1.7831149,0.89363945
324,-2.1266313,0.8017245,-0.29818332,0.57274246,0.930396,-2.0538442
325,-0.85065544,0.5466403,0.81069183,0.80236584,0.71477276,0.02571944
326,-1.2728705,0.5396403,0.6093321,0.8607733,0.81587225,-0.1758549
327,-2.0808814,0.7370034,0.45581213,0.49630404,0.9326815,-1.9783179
328,0.836241,0.4515088,0.7935378,0.43777594,-1.1033058,0.78745157
329,-1.6131653,0.8613122,-0.8978056,-0.09120982,1.0091935,-1.6734009
330,-0.17386709,1.1196882,0.027698344,-1.3718826,-0.7153768,-0.8226684
331,0.8020619,-0.13389742,0.6668306,0.59253645,-1.3875957,1.0456847
332,0.91241735,-0.6924265,0.871205,0.2675691,-0.50074095,0.9622189
333,-0.21876818,0.7466123,-0.72207385,0.4307573,1.0209056,-2.0962012
334,0.9141578,0.9634421,-0.25037602,-1.8657444,-0.99575365,-0.3876572
335,-0.9696315,0.66397595,-0.45133793,0.7688535,0.96325517,-0.66107565
336,-0.59419453,-1.4833984,0.88700545,0.827918,0.7401237,0.7538943
337,1.1471766,0.774286,-0.74550325,-1.2368267,-1.3215796,-1.0821786
338,0.9016699,-0.038732566,0.86336887,0.5393532,-1.3149031,0.8126626
339,-0.7778663,0.5158365,0.8653233,0.6996709,0.80616975,-0.20652692
340,0.8486764,-1.1260154,0.8133603,0.7166916,-0.2948266,0.85474914
341,-0.18301116,-1.1450014,0.7566805,0.68902934,0.84294116,0.8663242
342,0.83762926,1.0148052,-2.207878,-1.5143529,-1.070699,-0.5413756
343,0.8671003,0.9906725,-1.0149857,-1.5672456,-1.8124399,-0.05355258
344,1.0169139,-0.003462899,0.25289372,-0.9863302,-1.1275278,1.1289637
345,0.7633031,-1.4478718,0.7963039,0.6485059,0.6269737,0.6824562
346,1.0391142,0.5950783,-0.79894125,-2.9843137,-1.5498247,0.94874257
347,1.0883783,0.8302679,-1.1241857,-2.3326843,-0.13261084,-1.442399
