Gene,StateA,StateB
g3,cell_116,cell_172
g11,cell_116,cell_394
g4,cell_116,cell_419
g5,cell_116,cell_536
g10,cell_116,cell_1836
g2,cell_116,cell_1926
g1,cell_121,cell_375
g4,cell_121,cell_1093
g10,cell_121,cell_1180
g5,cell_121,cell_1228
g6,cell_121,cell_1271
g7,cell_125,cell_62
g6,cell_125,cell_495
g5,cell_128,cell_362
g11,cell_128,cell_1153
g9,cell_128,cell_1231
g8,cell_128,cell_1291
g7,cell_128,cell_1412
g3,cell_128,cell_1448
g2,cell_128,cell_1627
g7,cell_130,cell_264
g10,cell_130,cell_547
g2,cell_130,cell_601
g5,cell_130,cell_960
g6,cell_130,cell_1711
g7,cell_132,cell_55
g4,cell_132,cell_616
g1,cell_132,cell_1719
g10,cell_137,cell_20
g4,cell_137,cell_97
g6,cell_137,cell_116
g3,cell_137,cell_734
g2,cell_137,cell_793
g7,cell_137,cell_1161
g9,cell_151,cell_38
g5,cell_151,cell_590
g3,cell_151,cell_606
g4,cell_151,cell_694
g11,cell_151,cell_823
g11,cell_162,cell_55
g3,cell_162,cell_98
g4,cell_162,cell_113
g2,cell_162,cell_248
g5,cell_162,cell_375
g1,cell_162,cell_1228
g2,cell_172,cell_38
g3,cell_172,cell_116
g5,cell_172,cell_289
g4,cell_172,cell_349
g11,cell_172,cell_607
g6,cell_172,cell_734
g10,cell_172,cell_813
g10,cell_175,cell_217
g6,cell_175,cell_326
g3,cell_175,cell_396
g2,cell_175,cell_420
g11,cell_175,cell_425
g7,cell_175,cell_496
g5,cell_175,cell_1048
g4,cell_175,cell_1695
g11,cell_178,cell_12
g6,cell_178,cell_75
g5,cell_178,cell_113
g2,cell_178,cell_236
g4,cell_178,cell_375
g1,cell_178,cell_1093
g7,cell_178,cell_1729
g10,cell_182,cell_528
g11,cell_188,cell_547
g6,cell_188,cell_685
g3,cell_188,cell_767
g5,cell_188,cell_1454
g7,cell_188,cell_1926
g11,cell_191,cell_110
g8,cell_191,cell_339
g2,cell_191,cell_388
g4,cell_191,cell_644
g3,cell_191,cell_653
g10,cell_191,cell_1324
g3,cell_194,cell_218
g4,cell_194,cell_388
g11,cell_194,cell_575
g2,cell_194,cell_644
g8,cell_194,cell_927
g10,cell_194,cell_1208
g2,cell_195,cell_43
g3,cell_195,cell_223
g7,cell_195,cell_451
g1,cell_195,cell_881
g11,cell_195,cell_904
g5,cell_195,cell_1263
g4,cell_195,cell_1807
g3,cell_197,cell_110
g4,cell_197,cell_268
g2,cell_197,cell_311
g6,cell_197,cell_463
g11,cell_197,cell_653
g8,cell_197,cell_720
g10,cell_206,cell_212
g1,cell_206,cell_627
g7,cell_206,cell_734
g3,cell_206,cell_1161
g5,cell_206,cell_1428
g7,cell_212,cell_96
g10,cell_212,cell_206
g1,cell_212,cell_615
g3,cell_212,cell_1397
g9,cell_216,cell_399
g6,cell_216,cell_823
g7,cell_216,cell_1584
g1,cell_217,cell_98
g10,cell_217,cell_175
g4,cell_217,cell_379
g11,cell_217,cell_488
g2,cell_217,cell_603
g7,cell_217,cell_861
g3,cell_217,cell_1228
g11,cell_218,cell_84
g3,cell_218,cell_194
g4,cell_218,cell_573
g2,cell_218,cell_777
g6,cell_218,cell_1539
g8,cell_218,cell_1618
g11,cell_222,cell_382
g7,cell_222,cell_390
g5,cell_222,cell_435
g9,cell_222,cell_470
g2,cell_222,cell_675
g3,cell_222,cell_888
g4,cell_222,cell_964
g8,cell_222,cell_1741
g5,cell_223,cell_12
g4,cell_223,cell_55
g1,cell_223,cell_106
g11,cell_223,cell_113
g3,cell_223,cell_195
g2,cell_223,cell_413
g6,cell_223,cell_505
g7,cell_223,cell_616
g6,cell_232,cell_1086
g3,cell_236,cell_61
g2,cell_236,cell_178
g4,cell_236,cell_409
g6,cell_236,cell_623
g11,cell_236,cell_766
g5,cell_236,cell_847
g7,cell_236,cell_1918
g1,cell_238,cell_55
g4,cell_238,cell_106
g3,cell_238,cell_488
g11,cell_238,cell_1228
g7,cell_238,cell_1719
g5,cell_245,cell_90
g11,cell_245,cell_326
g6,cell_245,cell_425
g3,cell_245,cell_470
g10,cell_245,cell_678
g9,cell_245,cell_888
g4,cell_245,cell_1038
g2,cell_248,cell_162
g6,cell_248,cell_304
g1,cell_248,cell_401
g5,cell_248,cell_409
g11,cell_248,cell_512
g4,cell_248,cell_847
g3,cell_248,cell_1299
g6,cell_264,cell_106
g7,cell_264,cell_130
g1,cell_264,cell_505
g5,cell_264,cell_548
g10,cell_264,cell_858
g9,cell_264,cell_1115
g11,cell_264,cell_1530
g3,cell_268,cell_76
g2,cell_268,cell_84
g4,cell_268,cell_197
g6,cell_268,cell_528
g11,cell_268,cell_777
g8,cell_268,cell_1864
g3,cell_270,cell_80
g8,cell_270,cell_573
g2,cell_270,cell_636
g5,cell_270,cell_973
g11,cell_270,cell_1033
g4,cell_270,cell_1618
g11,cell_272,cell_409
g5,cell_272,cell_512
g4,cell_272,cell_766
g2,cell_272,cell_1552
g6,cell_272,cell_1774
g3,cell_281,cell_693
g5,cell_281,cell_817
g9,cell_281,cell_1033
g2,cell_281,cell_1253
g4,cell_286,cell_394
g11,cell_286,cell_419
g2,cell_286,cell_470
g9,cell_286,cell_675
g5,cell_286,cell_1086
g7,cell_286,cell_1267
g5,cell_289,cell_172
g3,cell_289,cell_536
g11,cell_289,cell_563
g2,cell_299,cell_110
g3,cell_299,cell_311
g6,cell_299,cell_373
g11,cell_299,cell_388
g8,cell_299,cell_397
g4,cell_299,cell_575
g10,cell_299,cell_865
g3,cell_303,cell_0
g6,cell_303,cell_413
g2,cell_303,cell_505
g4,cell_303,cell_884
g6,cell_304,cell_248
g11,cell_304,cell_884
g7,cell_304,cell_1647
g4,cell_311,cell_84
g2,cell_311,cell_197
g3,cell_311,cell_299
g11,cell_311,cell_573
g8,cell_311,cell_1033
g11,cell_314,cell_85
g3,cell_314,cell_675
g5,cell_314,cell_727
g2,cell_314,cell_888
g10,cell_314,cell_1221
g7,cell_314,cell_1225
g10,cell_320,cell_823
g3,cell_320,cell_1115
g1,cell_321,cell_61
g5,cell_321,cell_96
g11,cell_321,cell_1929
g4,cell_326,cell_38
g5,cell_326,cell_40
g6,cell_326,cell_175
g11,cell_326,cell_245
g2,cell_326,cell_349
g9,cell_326,cell_694
g3,cell_326,cell_838
g7,cell_326,cell_1042
g9,cell_329,cell_384
g5,cell_329,cell_523
g4,cell_329,cell_1584
g11,cell_329,cell_1667
g6,cell_335,cell_98
g4,cell_335,cell_1983
g2,cell_339,cell_80
g8,cell_339,cell_191
g3,cell_339,cell_636
g4,cell_339,cell_1058
g9,cell_339,cell_1428
g6,cell_344,cell_84
g2,cell_344,cell_528
g8,cell_344,cell_925
g11,cell_344,cell_1539
g3,cell_344,cell_1590
g1,cell_346,cell_349
g9,cell_349,cell_85
g4,cell_349,cell_172
g2,cell_349,cell_326
g1,cell_349,cell_346
g3,cell_349,cell_419
g6,cell_349,cell_420
g10,cell_349,cell_448
g4,cell_362,cell_51
g3,cell_362,cell_85
g5,cell_362,cell_128
g2,cell_362,cell_382
g9,cell_362,cell_419
g11,cell_362,cell_675
g8,cell_362,cell_1619
g4,cell_371,cell_8
g7,cell_371,cell_620
g6,cell_371,cell_693
g5,cell_371,cell_1185
g11,cell_371,cell_1760
g6,cell_373,cell_299
g2,cell_373,cell_431
g11,cell_373,cell_1537
g4,cell_373,cell_1590
g10,cell_373,cell_1815
g10,cell_374,cell_1050
g1,cell_375,cell_121
g5,cell_375,cell_162
g4,cell_375,cell_178
g2,cell_375,cell_409
g11,cell_375,cell_1552
g9,cell_378,cell_548
g5,cell_378,cell_1115
g10,cell_378,cell_1424
g2,cell_379,cell_96
g4,cell_379,cell_217
g3,cell_379,cell_429
g11,cell_379,cell_881
g1,cell_379,cell_904
g6,cell_379,cell_1218
g10,cell_379,cell_1695
g11,cell_382,cell_222
g2,cell_382,cell_362
g4,cell_382,cell_606
g3,cell_382,cell_694
g8,cell_382,cell_716
g9,cell_382,cell_838
g5,cell_382,cell_1627
g9,cell_384,cell_329
g7,cell_384,cell_425
g11,cell_384,cell_496
g3,cell_384,cell_643
g4,cell_384,cell_969
g8,cell_388,cell_80
g2,cell_388,cell_191
g4,cell_388,cell_194
g11,cell_388,cell_299
g3,cell_388,cell_573
g6,cell_388,cell_1537
g10,cell_388,cell_1850
g7,cell_390,cell_222
g5,cell_390,cell_925
g9,cell_390,cell_1450
g4,cell_390,cell_1543
g11,cell_394,cell_116
g4,cell_394,cell_286
g9,cell_394,cell_412
g3,cell_394,cell_607
g2,cell_394,cell_858
g2,cell_396,cell_97
g3,cell_396,cell_175
g7,cell_396,cell_670
g4,cell_396,cell_793
g6,cell_396,cell_838
g5,cell_396,cell_1180
g10,cell_396,cell_1228
g11,cell_397,cell_80
g8,cell_397,cell_299
g4,cell_397,cell_523
g9,cell_397,cell_693
g3,cell_397,cell_1033
g5,cell_397,cell_1584
g10,cell_397,cell_1853
g3,cell_399,cell_112
g9,cell_399,cell_216
g4,cell_399,cell_425
g2,cell_399,cell_752
g10,cell_399,cell_881
g7,cell_399,cell_969
g6,cell_399,cell_1038
g11,cell_399,cell_1695
g5,cell_399,cell_1715
g4,cell_401,cell_20
g10,cell_401,cell_97
g1,cell_401,cell_248
g3,cell_401,cell_603
g2,cell_401,cell_1228
g4,cell_409,cell_236
g5,cell_409,cell_248
g11,cell_409,cell_272
g2,cell_409,cell_375
g11,cell_412,cell_51
g9,cell_412,cell_394
g4,cell_412,cell_675
g2,cell_412,cell_964
g3,cell_413,cell_43
g2,cell_413,cell_223
g6,cell_413,cell_303
g4,cell_413,cell_512
g5,cell_413,cell_766
g11,cell_413,cell_847
g1,cell_413,cell_1334
g6,cell_419,cell_97
g4,cell_419,cell_116
g11,cell_419,cell_286
g3,cell_419,cell_349
g9,cell_419,cell_362
g2,cell_419,cell_838
g5,cell_419,cell_1231
g7,cell_419,cell_1867
g3,cell_420,cell_97
g2,cell_420,cell_175
g6,cell_420,cell_349
g10,cell_420,cell_603
g11,cell_420,cell_647
g4,cell_420,cell_734
g5,cell_420,cell_816
g10,cell_424,cell_536
g1,cell_424,cell_623
g4,cell_424,cell_1634
g5,cell_424,cell_1836
g11,cell_425,cell_175
g6,cell_425,cell_245
g7,cell_425,cell_384
g4,cell_425,cell_399
g10,cell_425,cell_488
g5,cell_425,cell_566
g2,cell_425,cell_647
g2,cell_429,cell_20
g11,cell_429,cell_106
g1,cell_429,cell_113
g3,cell_429,cell_379
g10,cell_429,cell_793
g5,cell_429,cell_1093
g4,cell_429,cell_1228
g7,cell_429,cell_1247
g6,cell_429,cell_1530
g5,cell_430,cell_80
g3,cell_430,cell_973
g11,cell_430,cell_1584
g4,cell_430,cell_1667
g6,cell_431,cell_110
g2,cell_431,cell_373
g3,cell_431,cell_463
g10,cell_431,cell_828
g5,cell_435,cell_222
g7,cell_435,cell_925
g3,cell_435,cell_1050
g2,cell_435,cell_1153
g4,cell_435,cell_1424
g11,cell_435,cell_1627
g9,cell_435,cell_1851
g5,cell_438,cell_0
g1,cell_438,cell_440
g2,cell_438,cell_579
g6,cell_438,cell_764
g4,cell_438,cell_795
g7,cell_438,cell_996
g11,cell_438,cell_1783
g1,cell_440,cell_438
g10,cell_440,cell_563
g5,cell_440,cell_612
g6,cell_440,cell_1929
g6,cell_447,cell_644
g8,cell_447,cell_1167
g10,cell_448,cell_349
g6,cell_448,cell_603
g11,cell_448,cell_743
g4,cell_448,cell_813
g9,cell_448,cell_1554
g7,cell_451,cell_195
g11,cell_451,cell_473
g3,cell_451,cell_616
g1,cell_451,cell_1745
g6,cell_463,cell_197
g3,cell_463,cell_431
g4,cell_463,cell_528
g11,cell_463,cell_1248
g9,cell_470,cell_222
g3,cell_470,cell_245
g2,cell_470,cell_286
g11,cell_470,cell_838
g4,cell_470,cell_858
g7,cell_470,cell_1450
g5,cell_470,cell_1851
g11,cell_473,cell_451
g3,cell_473,cell_495
g2,cell_473,cell_615
g7,cell_473,cell_904
g11,cell_488,cell_217
g3,cell_488,cell_238
g10,cell_488,cell_425
g6,cell_488,cell_678
g4,cell_488,cell_881
g1,cell_488,cell_1807
g2,cell_488,cell_1909
g9,cell_490,cell_115
g10,cell_490,cell_590
g7,cell_495,cell_113
g6,cell_495,cell_125
g3,cell_495,cell_473
g11,cell_495,cell_616
g1,cell_495,cell_1247
g5,cell_495,cell_1729
g7,cell_496,cell_175
g11,cell_496,cell_384
g3,cell_496,cell_670
g10,cell_496,cell_861
g6,cell_496,cell_1042
g9,cell_496,cell_1667
g5,cell_496,cell_1713
g11,cell_505,cell_62
g6,cell_505,cell_223
g1,cell_505,cell_264
g2,cell_505,cell_303
g4,cell_505,cell_1129
g4,cell_511,cell_928
g11,cell_511,cell_1179
g2,cell_511,cell_1629
g3,cell_512,cell_32
g2,cell_512,cell_55
g11,cell_512,cell_248
g5,cell_512,cell_272
g4,cell_512,cell_413
g6,cell_512,cell_884
g3,cell_523,cell_5
g5,cell_523,cell_329
g4,cell_523,cell_397
g8,cell_523,cell_575
g11,cell_523,cell_927
g2,cell_523,cell_1359
g6,cell_523,cell_1844
g10,cell_528,cell_182
g6,cell_528,cell_268
g2,cell_528,cell_344
g4,cell_528,cell_463
g8,cell_528,cell_1062
g6,cell_531,cell_601
g5,cell_531,cell_928
g10,cell_531,cell_1117
g7,cell_531,cell_1334
g11,cell_531,cell_1397
g2,cell_531,cell_1711
g5,cell_536,cell_116
g3,cell_536,cell_289
g10,cell_536,cell_424
g2,cell_536,cell_876
g4,cell_536,cell_1231
g7,cell_536,cell_1913
g2,cell_543,cell_693
g3,cell_543,cell_1253
g11,cell_543,cell_1428
g10,cell_547,cell_130
g11,cell_547,cell_188
g6,cell_547,cell_817
g7,cell_547,cell_858
g3,cell_547,cell_1185
g4,cell_547,cell_1450
g9,cell_547,cell_1543
g5,cell_548,cell_264
g9,cell_548,cell_378
g6,cell_548,cell_701
g7,cell_548,cell_960
g10,cell_548,cell_1102
g11,cell_563,cell_289
g10,cell_563,cell_440
g5,cell_563,cell_607
g2,cell_563,cell_620
g6,cell_566,cell_90
g5,cell_566,cell_425
g11,cell_566,cell_1048
g4,cell_566,cell_1715
g4,cell_573,cell_218
g8,cell_573,cell_270
g11,cell_573,cell_311
g3,cell_573,cell_388
g2,cell_573,cell_653
g2,cell_575,cell_76
g3,cell_575,cell_84
g11,cell_575,cell_194
g4,cell_575,cell_299
g8,cell_575,cell_523
g6,cell_575,cell_1590
g2,cell_579,cell_438
g6,cell_579,cell_1263
g5,cell_590,cell_151
g10,cell_590,cell_490
g7,cell_590,cell_602
g2,cell_601,cell_130
g6,cell_601,cell_531
g6,cell_602,cell_80
g7,cell_602,cell_590
g8,cell_602,cell_1537
g9,cell_602,cell_1760
g4,cell_603,cell_96
g2,cell_603,cell_217
g3,cell_603,cell_401
g10,cell_603,cell_420
g6,cell_603,cell_448
g1,cell_603,cell_1299
g11,cell_603,cell_1909
g2,cell_606,cell_51
g3,cell_606,cell_151
g4,cell_606,cell_382
g11,cell_606,cell_964
g9,cell_606,cell_1926
g7,cell_607,cell_74
g11,cell_607,cell_172
g3,cell_607,cell_394
g5,cell_607,cell_563
g10,cell_607,cell_612
g6,cell_607,cell_752
g2,cell_607,cell_1038
g1,cell_612,cell_0
g5,cell_612,cell_440
g10,cell_612,cell_607
g4,cell_612,cell_743
g11,cell_612,cell_813
g6,cell_612,cell_1232
g7,cell_615,cell_29
g1,cell_615,cell_212
g2,cell_615,cell_473
g10,cell_615,cell_627
g4,cell_615,cell_942
g5,cell_615,cell_1302
g4,cell_616,cell_132
g7,cell_616,cell_223
g3,cell_616,cell_451
g11,cell_616,cell_495
g1,cell_616,cell_1711
g4,cell_620,cell_90
g7,cell_620,cell_371
g2,cell_620,cell_563
g5,cell_620,cell_1038
g3,cell_620,cell_1102
g6,cell_620,cell_1715
g2,cell_623,cell_75
g6,cell_623,cell_236
g1,cell_623,cell_424
g3,cell_623,cell_1783
g1,cell_627,cell_206
g10,cell_627,cell_615
g2,cell_636,cell_270
g3,cell_636,cell_339
g8,cell_636,cell_653
g11,cell_636,cell_720
g6,cell_636,cell_839
g4,cell_636,cell_1363
g10,cell_636,cell_1977
g3,cell_643,cell_384
g11,cell_643,cell_670
g4,cell_643,cell_817
g6,cell_643,cell_1450
g10,cell_643,cell_1719
g11,cell_644,cell_76
g4,cell_644,cell_191
g2,cell_644,cell_194
g6,cell_644,cell_447
g3,cell_644,cell_777
g8,cell_644,cell_1058
g11,cell_647,cell_420
g2,cell_647,cell_425
g4,cell_647,cell_752
g10,cell_647,cell_1909
g3,cell_653,cell_191
g11,cell_653,cell_197
g2,cell_653,cell_573
g8,cell_653,cell_636
g4,cell_653,cell_777
g6,cell_653,cell_1248
g7,cell_670,cell_396
g3,cell_670,cell_496
g11,cell_670,cell_643
g4,cell_670,cell_685
g9,cell_670,cell_760
g2,cell_670,cell_1518
g10,cell_670,cell_1561
g5,cell_670,cell_1999
g2,cell_675,cell_222
g9,cell_675,cell_286
g3,cell_675,cell_314
g11,cell_675,cell_362
g4,cell_675,cell_412
g5,cell_675,cell_1153
g8,cell_675,cell_1229
g10,cell_678,cell_245
g6,cell_678,cell_488
g2,cell_678,cell_743
g6,cell_685,cell_188
g4,cell_685,cell_670
g7,cell_685,cell_793
g11,cell_685,cell_817
g9,cell_685,cell_973
g2,cell_685,cell_1161
g10,cell_685,cell_1247
g3,cell_693,cell_281
g6,cell_693,cell_371
g9,cell_693,cell_397
g2,cell_693,cell_543
g5,cell_693,cell_969
g7,cell_693,cell_1715
g2,cell_694,cell_85
g4,cell_694,cell_151
g9,cell_694,cell_326
g3,cell_694,cell_382
g11,cell_694,cell_888
g7,cell_694,cell_1001
g8,cell_694,cell_1408
g10,cell_694,cell_1818
g1,cell_701,cell_12
g5,cell_701,cell_106
g6,cell_701,cell_548
g11,cell_701,cell_1093
g2,cell_701,cell_1608
g8,cell_716,cell_382
g3,cell_716,cell_1408
g2,cell_716,cell_1619
g11,cell_716,cell_1741
g8,cell_720,cell_197
g11,cell_720,cell_636
g2,cell_720,cell_1033
g9,cell_720,cell_1253
g4,cell_720,cell_1864
g5,cell_727,cell_314
g2,cell_727,cell_1050
g3,cell_727,cell_1153
g11,cell_727,cell_1448
g10,cell_734,cell_96
g3,cell_734,cell_137
g6,cell_734,cell_172
g7,cell_734,cell_206
g4,cell_734,cell_420
g11,cell_734,cell_752
g2,cell_734,cell_1695
g11,cell_741,cell_996
g6,cell_741,cell_1302
g7,cell_741,cell_1783
g1,cell_743,cell_10
g11,cell_743,cell_448
g4,cell_743,cell_612
g2,cell_743,cell_678
g9,cell_743,cell_1221
g6,cell_743,cell_1909
g2,cell_752,cell_399
g6,cell_752,cell_607
g4,cell_752,cell_647
g11,cell_752,cell_734
g10,cell_752,cell_1232
g9,cell_760,cell_670
g4,cell_760,cell_973
g5,cell_760,cell_1618
g3,cell_760,cell_1667
g5,cell_764,cell_43
g11,cell_764,cell_61
g6,cell_764,cell_438
g3,cell_764,cell_766
g2,cell_764,cell_1263
g1,cell_764,cell_1929
g2,cell_766,cell_12
g11,cell_766,cell_236
g4,cell_766,cell_272
g5,cell_766,cell_413
g3,cell_766,cell_764
g1,cell_766,cell_1608
g7,cell_767,cell_38
g3,cell_767,cell_188
g4,cell_767,cell_1042
g11,cell_767,cell_1185
g5,cell_767,cell_1760
g2,cell_777,cell_218
g11,cell_777,cell_268
g3,cell_777,cell_644
g4,cell_777,cell_653
g8,cell_777,cell_1363
g11,cell_793,cell_112
g2,cell_793,cell_137
g4,cell_793,cell_396
g10,cell_793,cell_429
g7,cell_793,cell_685
g3,cell_793,cell_1695
g6,cell_793,cell_1926
g5,cell_795,cell_10
g4,cell_795,cell_438
g11,cell_795,cell_1709
g3,cell_795,cell_1774
g6,cell_813,cell_96
g10,cell_813,cell_172
g4,cell_813,cell_448
g11,cell_813,cell_612
g2,cell_813,cell_1218
g3,cell_813,cell_1836
g5,cell_816,cell_420
g2,cell_816,cell_1048
g7,cell_817,cell_112
g5,cell_817,cell_281
g6,cell_817,cell_547
g4,cell_817,cell_643
g11,cell_817,cell_685
g3,cell_817,cell_969
g2,cell_817,cell_1117
g9,cell_817,cell_1258
g10,cell_817,cell_1711
g11,cell_823,cell_151
g6,cell_823,cell_216
g10,cell_823,cell_320
g4,cell_823,cell_888
g3,cell_823,cell_964
g9,cell_823,cell_1038
g10,cell_828,cell_431
g2,cell_828,cell_1815
g3,cell_838,cell_326
g9,cell_838,cell_382
g6,cell_838,cell_396
g2,cell_838,cell_419
g11,cell_838,cell_470
g4,cell_838,cell_1926
g6,cell_839,cell_636
g8,cell_839,cell_1248
g4,cell_839,cell_1412
g9,cell_839,cell_1913
g1,cell_847,cell_20
g3,cell_847,cell_29
g2,cell_847,cell_113
g5,cell_847,cell_236
g4,cell_847,cell_248
g11,cell_847,cell_413
g6,cell_858,cell_112
g10,cell_858,cell_264
g2,cell_858,cell_394
g4,cell_858,cell_470
g7,cell_858,cell_547
g9,cell_858,cell_964
g3,cell_858,cell_1038
g5,cell_858,cell_1102
g11,cell_858,cell_1926
g7,cell_861,cell_217
g10,cell_861,cell_496
g3,cell_861,cell_1561
g10,cell_865,cell_299
g6,cell_865,cell_1815
g11,cell_865,cell_1850
g8,cell_865,cell_1853
g2,cell_876,cell_536
g11,cell_876,cell_1102
g7,cell_876,cell_1454
g5,cell_876,cell_1926
g3,cell_881,cell_106
g1,cell_881,cell_195
g11,cell_881,cell_379
g10,cell_881,cell_399
g4,cell_881,cell_488
g2,cell_881,cell_1232
g7,cell_881,cell_1745
g3,cell_884,cell_10
g4,cell_884,cell_303
g11,cell_884,cell_304
g6,cell_884,cell_512
g2,cell_884,cell_1129
g5,cell_884,cell_1774
g3,cell_888,cell_222
g9,cell_888,cell_245
g2,cell_888,cell_314
g11,cell_888,cell_694
g4,cell_888,cell_823
g8,cell_888,cell_905
g5,cell_888,cell_1050
g2,cell_904,cell_29
g4,cell_904,cell_98
g3,cell_904,cell_113
g11,cell_904,cell_195
g1,cell_904,cell_379
g7,cell_904,cell_473
g6,cell_904,cell_1983
g8,cell_905,cell_888
g11,cell_905,cell_1408
g3,cell_905,cell_1741
g6,cell_925,cell_5
g8,cell_925,cell_344
g5,cell_925,cell_390
g7,cell_925,cell_435
g2,cell_925,cell_1062
g3,cell_925,cell_1844
g4,cell_927,cell_80
g8,cell_927,cell_194
g11,cell_927,cell_523
g2,cell_927,cell_1058
g3,cell_927,cell_1618
g5,cell_927,cell_1667
g9,cell_927,cell_1713
g4,cell_928,cell_511
g5,cell_928,cell_531
g10,cell_928,cell_1253
g7,cell_928,cell_1608
g11,cell_942,cell_18
g4,cell_942,cell_615
