Gene,StateA,StateB
Z,cell_28,cell_14
E,cell_28,cell_24
s,cell_28,cell_29
z,cell_28,cell_48
S,cell_28,cell_1104
R3,cell_28,cell_1384
R2,cell_28,cell_1386
T,cell_28,cell_1905
N,cell_28,cell_2133
E,cell_29,cell_27
s,cell_29,cell_28
R2,cell_29,cell_30
N,cell_29,cell_310
z,cell_29,cell_524
R3,cell_29,cell_629
Z,cell_29,cell_753
T,cell_29,cell_1014
S,cell_29,cell_1105
Z,cell_30,cell_15
E,cell_30,cell_25
R2,cell_30,cell_29
R3,cell_30,cell_231
N,cell_30,cell_264
T,cell_30,cell_434
z,cell_30,cell_521
S,cell_30,cell_1108
s,cell_30,cell_1386
E,cell_33,cell_4
S,cell_33,cell_201
N,cell_33,cell_537
Z,cell_33,cell_738
T,cell_33,cell_1030
s,cell_33,cell_1581
R3,cell_33,cell_2000
z,cell_33,cell_3074
R2,cell_33,cell_3213
s,cell_34,cell_36
N,cell_34,cell_245
R2,cell_34,cell_277
S,cell_34,cell_464
R3,cell_34,cell_813
z,cell_34,cell_824
T,cell_34,cell_1235
Z,cell_34,cell_1407
E,cell_34,cell_1934
E,cell_35,cell_36
S,cell_35,cell_38
N,cell_35,cell_118
R3,cell_35,cell_282
T,cell_35,cell_307
R2,cell_35,cell_739
s,cell_35,cell_1934
z,cell_35,cell_2268
Z,cell_35,cell_2396
s,cell_36,cell_34
E,cell_36,cell_35
N,cell_36,cell_243
R2,cell_36,cell_273
T,cell_36,cell_646
S,cell_36,cell_657
z,cell_36,cell_994
R3,cell_36,cell_1347
Z,cell_36,cell_2398
S,cell_38,cell_35
s,cell_38,cell_40
z,cell_38,cell_60
N,cell_38,cell_80
R3,cell_38,cell_177
R2,cell_38,cell_297
Z,cell_38,cell_569
E,cell_38,cell_657
T,cell_38,cell_2291
S,cell_39,cell_277
s,cell_39,cell_457
R2,cell_39,cell_464
N,cell_39,cell_490
z,cell_39,cell_1005
R3,cell_39,cell_1197
T,cell_39,cell_1971
E,cell_39,cell_1993
Z,cell_39,cell_2071
s,cell_40,cell_38
N,cell_40,cell_79
R3,cell_40,cell_179
T,cell_40,cell_440
E,cell_40,cell_464
z,cell_40,cell_1772
S,cell_40,cell_1934
R2,cell_40,cell_1993
Z,cell_40,cell_2076
s,cell_41,cell_20
Z,cell_41,cell_26
z,cell_41,cell_43
R3,cell_41,cell_223
E,cell_41,cell_354
S,cell_41,cell_772
R2,cell_41,cell_792
N,cell_41,cell_1025
T,cell_41,cell_2016
E,cell_42,cell_14
Z,cell_42,cell_24
R2,cell_42,cell_43
N,cell_42,cell_314
s,cell_42,cell_359
z,cell_42,cell_792
R3,cell_42,cell_1713
S,cell_42,cell_2308
T,cell_42,cell_2659
s,cell_43,cell_16
z,cell_43,cell_41
R2,cell_43,cell_42
E,cell_43,cell_233
Z,cell_43,cell_236
S,cell_43,cell_769
R3,cell_43,cell_882
N,cell_43,cell_972
T,cell_43,cell_2174
z,cell_45,cell_14
Z,cell_45,cell_48
S,cell_45,cell_155
R2,cell_45,cell_354
R3,cell_45,cell_356
s,cell_45,cell_357
T,cell_45,cell_428
E,cell_45,cell_792
N,cell_45,cell_1228
z,cell_48,cell_28
Z,cell_48,cell_45
R2,cell_48,cell_49
S,cell_48,cell_158
T,cell_48,cell_243
R3,cell_48,cell_516
s,cell_48,cell_524
N,cell_48,cell_646
E,cell_48,cell_1606
E,cell_49,cell_26
R2,cell_49,cell_48
S,cell_49,cell_160
T,cell_49,cell_252
R3,cell_49,cell_350
Z,cell_49,cell_354
s,cell_49,cell_521
z,cell_49,cell_1386
N,cell_49,cell_1628
R2,cell_51,cell_52
S,cell_51,cell_96
R3,cell_51,cell_142
E,cell_51,cell_163
z,cell_51,cell_334
s,cell_51,cell_374
N,cell_51,cell_417
Z,cell_51,cell_934
T,cell_51,cell_1004
R2,cell_52,cell_51
E,cell_52,cell_53
Z,cell_52,cell_558
z,cell_52,cell_849
N,cell_52,cell_859
R3,cell_52,cell_1050
S,cell_52,cell_1202
s,cell_52,cell_1811
T,cell_52,cell_1880
E,cell_53,cell_52
R2,cell_53,cell_163
R3,cell_53,cell_267
Z,cell_53,cell_269
S,cell_53,cell_397
N,cell_53,cell_421
s,cell_53,cell_913
z,cell_53,cell_1869
T,cell_53,cell_1882
E,cell_54,cell_142
R3,cell_54,cell_163
s,cell_54,cell_166
Z,cell_54,cell_170
R2,cell_54,cell_267
S,cell_54,cell_311
z,cell_54,cell_440
N,cell_54,cell_656
T,cell_54,cell_1772
N,cell_55,cell_23
T,cell_55,cell_58
z,cell_55,cell_83
R2,cell_55,cell_166
s,cell_55,cell_267
Z,cell_55,cell_369
R3,cell_55,cell_913
E,cell_55,cell_1810
S,cell_55,cell_3026
E,cell_57,cell_58
Z,cell_57,cell_404
z,cell_57,cell_457
R3,cell_57,cell_766
R2,cell_57,cell_927
S,cell_57,cell_993
s,cell_57,cell_1005
N,cell_57,cell_1246
T,cell_57,cell_1810
T,cell_58,cell_55
E,cell_58,cell_57
R2,cell_58,cell_60
S,cell_58,cell_105
R3,cell_58,cell_145
z,cell_58,cell_297
s,cell_58,cell_759
N,cell_58,cell_2428
Z,cell_58,cell_2525
z,cell_60,cell_38
R2,cell_60,cell_58
T,cell_60,cell_166
R3,cell_60,cell_174
Z,cell_60,cell_566
N,cell_60,cell_799
E,cell_60,cell_927
s,cell_60,cell_1772
S,cell_60,cell_2268
z,cell_61,cell_63
T,cell_61,cell_130
N,cell_61,cell_150
S,cell_61,cell_223
E,cell_61,cell_402
Z,cell_61,cell_708
R3,cell_61,cell_772
s,cell_61,cell_1354
R2,cell_61,cell_3751
z,cell_63,cell_61
E,cell_63,cell_65
R2,cell_63,cell_66
T,cell_63,cell_128
Z,cell_63,cell_240
s,cell_63,cell_506
R3,cell_63,cell_769
S,cell_63,cell_882
N,cell_63,cell_912
E,cell_65,cell_63
R2,cell_65,cell_70
T,cell_65,cell_133
S,cell_65,cell_344
N,cell_65,cell_378
Z,cell_65,cell_384
z,cell_65,cell_402
R3,cell_65,cell_776
s,cell_65,cell_1102
R2,cell_66,cell_63
E,cell_66,cell_70
s,cell_66,cell_508
N,cell_66,cell_910
T,cell_66,cell_1310
Z,cell_66,cell_1360
S,cell_66,cell_1713
R3,cell_66,cell_2308
z,cell_66,cell_3751
R2,cell_70,cell_65
E,cell_70,cell_66
T,cell_70,cell_134
N,cell_70,cell_375
R3,cell_70,cell_511
S,cell_70,cell_1425
Z,cell_70,cell_2358
s,cell_70,cell_3320
z,cell_70,cell_4536
R2,cell_71,cell_72
E,cell_71,cell_73
Z,cell_71,cell_77
s,cell_71,cell_537
S,cell_71,cell_698
T,cell_71,cell_841
R3,cell_71,cell_1458
z,cell_71,cell_1526
N,cell_71,cell_1581
R2,cell_72,cell_71
S,cell_72,cell_130
T,cell_72,cell_223
Z,cell_72,cell_256
N,cell_72,cell_328
s,cell_72,cell_541
z,cell_72,cell_614
E,cell_72,cell_1295
R3,cell_72,cell_2016
E,cell_73,cell_71
Z,cell_73,cell_76
T,cell_73,cell_356
z,cell_73,cell_427
R3,cell_73,cell_428
S,cell_73,cell_699
R2,cell_73,cell_1295
N,cell_73,cell_1344
s,cell_73,cell_1370
Z,cell_76,cell_73
E,cell_76,cell_77
S,cell_76,cell_78
s,cell_76,cell_205
R3,cell_76,cell_243
R2,cell_76,cell_250
T,cell_76,cell_516
N,cell_76,cell_1347
z,cell_76,cell_1685
Z,cell_77,cell_71
E,cell_77,cell_76
s,cell_77,cell_114
R3,cell_77,cell_118
R2,cell_77,cell_256
N,cell_77,cell_282
S,cell_77,cell_780
T,cell_77,cell_1615
z,cell_77,cell_1732
S,cell_78,cell_76
s,cell_78,cell_132
N,cell_78,cell_175
Z,cell_78,cell_699
R2,cell_78,cell_702
E,cell_78,cell_780
z,cell_78,cell_958
R3,cell_78,cell_1334
T,cell_78,cell_1430
N,cell_79,cell_40
s,cell_79,cell_80
T,cell_79,cell_416
z,cell_79,cell_798
R3,cell_79,cell_877
S,cell_79,cell_1033
R2,cell_79,cell_1142
E,cell_79,cell_1338
Z,cell_79,cell_1804
N,cell_80,cell_38
s,cell_80,cell_79
S,cell_80,cell_118
T,cell_80,cell_390
Z,cell_80,cell_567
R3,cell_80,cell_780
z,cell_80,cell_799
E,cell_80,cell_1334
R2,cell_80,cell_1918
z,cell_83,cell_55
S,cell_83,cell_85
s,cell_83,cell_167
T,cell_83,cell_297
N,cell_83,cell_385
R3,cell_83,cell_435
Z,cell_83,cell_564
E,cell_83,cell_850
R2,cell_83,cell_2291
N,cell_85,cell_26
S,cell_85,cell_83
s,cell_85,cell_88
R2,cell_85,cell_307
T,cell_85,cell_739
Z,cell_85,cell_1025
E,cell_85,cell_1628
z,cell_85,cell_3026
R3,cell_85,cell_3463
s,cell_88,cell_85
S,cell_88,cell_167
Z,cell_88,cell_215
E,cell_88,cell_265
R2,cell_88,cell_304
R3,cell_88,cell_476
N,cell_88,cell_1122
z,cell_88,cell_3333
T,cell_88,cell_3585
N,cell_89,cell_19
E,cell_89,cell_215
Z,cell_89,cell_265
s,cell_89,cell_367
S,cell_89,cell_560
R3,cell_89,cell_677
R2,cell_89,cell_728
T,cell_89,cell_1818
z,cell_89,cell_4096
S,cell_96,cell_51
E,cell_96,cell_100
R3,cell_96,cell_310
Z,cell_96,cell_320
z,cell_96,cell_395
T,cell_96,cell_474
N,cell_96,cell_629
R2,cell_96,cell_1202
s,cell_96,cell_2134
z,cell_98,cell_100
R3,cell_98,cell_304
S,cell_98,cell_343
E,cell_98,cell_395
R2,cell_98,cell_476
s,cell_98,cell_479
T,cell_98,cell_738
Z,cell_98,cell_1030
N,cell_98,cell_1611
E,cell_100,cell_96
z,cell_100,cell_98
S,cell_100,cell_163
N,cell_100,cell_203
R3,cell_100,cell_311
Z,cell_100,cell_316
R2,cell_100,cell_397
s,cell_100,cell_398
T,cell_100,cell_809
Z,cell_101,cell_7
R3,cell_101,cell_104
E,cell_101,cell_107
z,cell_101,cell_275
R2,cell_101,cell_474
s,cell_101,cell_1166
T,cell_101,cell_1202
S,cell_101,cell_1880
N,cell_101,cell_3615
Z,cell_103,cell_6
N,cell_103,cell_10
E,cell_103,cell_104
s,cell_103,cell_105
R3,cell_103,cell_107
S,cell_103,cell_759
R2,cell_103,cell_821
T,cell_103,cell_3333
z,cell_103,cell_3585
Z,cell_104,cell_5
R3,cell_104,cell_101
E,cell_104,cell_103
T,cell_104,cell_264
z,cell_104,cell_277
N,cell_104,cell_434
R2,cell_104,cell_824
s,cell_104,cell_993
S,cell_104,cell_1005
Z,cell_105,cell_3
S,cell_105,cell_58
s,cell_105,cell_103
R3,cell_105,cell_109
N,cell_105,cell_606
z,cell_105,cell_739
E,cell_105,cell_993
R2,cell_105,cell_2268
T,cell_105,cell_3026
E,cell_107,cell_101
R3,cell_107,cell_103
s,cell_107,cell_109
N,cell_107,cell_112
T,cell_107,cell_397
R2,cell_107,cell_809
Z,cell_107,cell_1071
S,cell_107,cell_1882
z,cell_107,cell_1965
R3,cell_109,cell_105
s,cell_109,cell_107
S,cell_109,cell_145
T,cell_109,cell_165
R2,cell_109,cell_313
Z,cell_109,cell_329
z,cell_109,cell_469
N,cell_109,cell_869
E,cell_109,cell_1166
R3,cell_112,cell_10
N,cell_112,cell_107
S,cell_112,cell_123
R2,cell_112,cell_204
T,cell_112,cell_230
Z,cell_112,cell_540
s,cell_112,cell_869
z,cell_112,cell_1036
E,cell_112,cell_3615
R2,cell_113,cell_10
T,cell_113,cell_27
R3,cell_113,cell_204
Z,cell_113,cell_538
S,cell_113,cell_798
N,cell_113,cell_821
E,cell_113,cell_1014
z,cell_113,cell_1033
s,cell_113,cell_1522
s,cell_114,cell_77
z,cell_114,cell_204
E,cell_114,cell_205
Z,cell_114,cell_537
N,cell_114,cell_738
S,cell_114,cell_877
R3,cell_114,cell_1033
R2,cell_114,cell_1036
T,cell_114,cell_1611
N,cell_118,cell_35
R3,cell_118,cell_77
S,cell_118,cell_80
E,cell_118,cell_243
R2,cell_118,cell_255
s,cell_118,cell_1033
Z,cell_118,cell_1458
z,cell_118,cell_1522
T,cell_118,cell_1606
E,cell_122,cell_123
Z,cell_122,cell_137
z,cell_122,cell_492
T,cell_122,cell_859
s,cell_122,cell_960
R2,cell_122,cell_969
R3,cell_122,cell_1243
N,cell_122,cell_1880
S,cell_122,cell_3615
S,cell_123,cell_112
E,cell_123,cell_122
s,cell_123,cell_124
Z,cell_123,cell_136
T,cell_123,cell_421
R3,cell_123,cell_1145
R2,cell_123,cell_1800
N,cell_123,cell_1882
z,cell_123,cell_2872
s,cell_124,cell_123
z,cell_124,cell_127
Z,cell_124,cell_128
N,cell_124,cell_145
T,cell_124,cell_240
R2,cell_124,cell_800
S,cell_124,cell_869
E,cell_124,cell_960
R3,cell_124,cell_2428
z,cell_127,cell_124
Z,cell_127,cell_130
N,cell_127,cell_193
S,cell_127,cell_256
E,cell_127,cell_702
T,cell_127,cell_708
R2,cell_127,cell_780
R3,cell_127,cell_1918
s,cell_127,cell_2872
T,cell_128,cell_63
Z,cell_128,cell_124
z,cell_128,cell_130
E,cell_128,cell_133
s,cell_128,cell_136
R3,cell_128,cell_139
S,cell_128,cell_614
N,cell_128,cell_1056
R2,cell_128,cell_1310
T,cell_130,cell_61
S,cell_130,cell_72
Z,cell_130,cell_127
z,cell_130,cell_128
R3,cell_130,cell_497
E,cell_130,cell_587
s,cell_130,cell_589
R2,cell_130,cell_698
N,cell_130,cell_1055
s,cell_132,cell_78
N,cell_132,cell_181
S,cell_132,cell_205
R2,cell_132,cell_492
T,cell_132,cell_632
E,cell_132,cell_877
z,cell_132,cell_969
R3,cell_132,cell_1338
Z,cell_132,cell_1371
T,cell_133,cell_65
E,cell_133,cell_128
R2,cell_133,cell_134
s,cell_133,cell_137
z,cell_133,cell_587
Z,cell_133,cell_960
R3,cell_133,cell_1215
S,cell_133,cell_1301
N,cell_133,cell_1717
T,cell_134,cell_70
R2,cell_134,cell_133
N,cell_134,cell_406
S,cell_134,cell_427
z,cell_134,cell_699
Z,cell_134,cell_958
R3,cell_134,cell_1214
s,cell_134,cell_1306
E,cell_134,cell_1310
Z,cell_136,cell_123
s,cell_136,cell_128
E,cell_136,cell_137
R3,cell_136,cell_141
T,cell_136,cell_506
S,cell_136,cell_540
z,cell_136,cell_589
R2,cell_136,cell_2038
N,cell_136,cell_2816
Z,cell_137,cell_122
s,cell_137,cell_133
E,cell_137,cell_136
R3,cell_137,cell_138
N,cell_137,cell_410
z,cell_137,cell_590
T,cell_137,cell_1102
R2,cell_137,cell_1306
S,cell_137,cell_2179
R3,cell_138,cell_137
E,cell_138,cell_141
N,cell_138,cell_409
S,cell_138,cell_433
z,cell_138,cell_498
R2,cell_138,cell_692
T,cell_138,cell_1103
s,cell_138,cell_1215
Z,cell_138,cell_1243
R3,cell_139,cell_128
s,cell_139,cell_141
z,cell_139,cell_497
R2,cell_139,cell_570
T,cell_139,cell_769
E,cell_139,cell_1215
S,cell_139,cell_2174
Z,cell_139,cell_2428
N,cell_139,cell_2525
R3,cell_141,cell_136
E,cell_141,cell_138
s,cell_141,cell_139
N,cell_141,cell_183
S,cell_141,cell_253
z,cell_141,cell_495
T,cell_141,cell_505
R2,cell_141,cell_1081
Z,cell_141,cell_1145
R3,cell_142,cell_51
E,cell_142,cell_54
T,cell_142,cell_173
Z,cell_142,cell_271
S,cell_142,cell_310
R2,cell_142,cell_1050
N,cell_142,cell_1105
s,cell_142,cell_1789
z,cell_142,cell_1970
T,cell_144,cell_163
s,cell_144,cell_174
z,cell_144,cell_179
Z,cell_144,cell_184
S,cell_144,cell_809
E,cell_144,cell_1004
R3,cell_144,cell_1772
N,cell_144,cell_1800
R2,cell_144,cell_1882
R3,cell_145,cell_58
S,cell_145,cell_109
N,cell_145,cell_124
R2,cell_145,cell_174
z,cell_145,cell_193
E,cell_145,cell_766
T,cell_145,cell_913
Z,cell_145,cell_1056
s,cell_145,cell_1882
R2,cell_146,cell_150
T,cell_146,cell_200
Z,cell_146,cell_437
R3,cell_146,cell_451
s,cell_146,cell_580
S,cell_146,cell_729
z,cell_146,cell_910
E,cell_146,cell_930
N,cell_146,cell_3751
N,cell_150,cell_61
R2,cell_150,cell_146
E,cell_150,cell_151
Z,cell_150,cell_435
R3,cell_150,cell_564
s,cell_150,cell_578
z,cell_150,cell_912
S,cell_150,cell_1024
T,cell_150,cell_1055
E,cell_151,cell_150
R3,cell_151,cell_214
z,cell_151,cell_378
N,cell_151,cell_402
s,cell_151,cell_556
S,cell_151,cell_678
R2,cell_151,cell_930
T,cell_151,cell_1977
Z,cell_151,cell_2140
s,cell_152,cell_153
R2,cell_152,cell_155
Z,cell_152,cell_160
N,cell_152,cell_214
S,cell_152,cell_354
R3,cell_152,cell_402
T,cell_152,cell_533
E,cell_152,cell_772
z,cell_152,cell_776
S,cell_153,cell_19
s,cell_153,cell_152
Z,cell_153,cell_488
T,cell_153,cell_498
N,cell_153,cell_560
E,cell_153,cell_829
R2,cell_153,cell_861
R3,cell_153,cell_1101
z,cell_153,cell_1103
S,cell_155,cell_45
R2,cell_155,cell_152
Z,cell_155,cell_158
N,cell_155,cell_448
z,cell_155,cell_511
s,cell_155,cell_861
T,cell_155,cell_1327
E,cell_155,cell_4442
R3,cell_155,cell_4536
S,cell_158,cell_48
Z,cell_158,cell_155
R2,cell_158,cell_160
s,cell_158,cell_161
E,cell_158,cell_390
N,cell_158,cell_858
z,cell_158,cell_1104
T,cell_158,cell_1334
R3,cell_158,cell_1430
S,cell_160,cell_49
Z,cell_160,cell_152
R2,cell_160,cell_158
E,cell_160,cell_385
z,cell_160,cell_486
s,cell_160,cell_488
T,cell_160,cell_489
R3,cell_160,cell_711
N,cell_160,cell_850
s,cell_161,cell_158
E,cell_161,cell_416
R2,cell_161,cell_488
S,cell_161,cell_524
R3,cell_161,cell_632
Z,cell_161,cell_861
z,cell_161,cell_1105
T,cell_161,cell_1338
N,cell_161,cell_1970
s,cell_162,cell_163
R3,cell_162,cell_166
T,cell_162,cell_174
E,cell_162,cell_374
S,cell_162,cell_398
z,cell_162,cell_437
Z,cell_162,cell_910
R2,cell_162,cell_913
N,cell_162,cell_1360
N,cell_163,cell_21
E,cell_163,cell_51
R2,cell_163,cell_53
R3,cell_163,cell_54
S,cell_163,cell_100
T,cell_163,cell_144
s,cell_163,cell_162
Z,cell_163,cell_171
z,cell_163,cell_343
T,cell_165,cell_109
N,cell_165,cell_239
Z,cell_165,cell_366
s,cell_165,cell_397
R2,cell_165,cell_398
E,cell_165,cell_737
S,cell_165,cell_913
R3,cell_165,cell_3026
z,cell_165,cell_3463
s,cell_166,cell_54
R2,cell_166,cell_55
T,cell_166,cell_60
R3,cell_166,cell_162
Z,cell_166,cell_169
S,cell_166,cell_308
N,cell_166,cell_415
E,cell_166,cell_1789
z,cell_166,cell_2291
s,cell_167,cell_83
S,cell_167,cell_88
z,cell_167,cell_267
N,cell_167,cell_393
R2,cell_167,cell_440
Z,cell_167,cell_903
R3,cell_167,cell_1869
E,cell_167,cell_1971
T,cell_167,cell_1993
s,cell_168,cell_213
z,cell_168,cell_214
S,cell_168,cell_365
E,cell_168,cell_369
R3,cell_168,cell_378
R2,cell_168,cell_380
T,cell_168,cell_404
N,cell_168,cell_776
Z,cell_168,cell_1810
Z,cell_169,cell_166
s,cell_169,cell_170
S,cell_169,cell_314
R2,cell_169,cell_369
E,cell_169,cell_380
z,cell_169,cell_451
T,cell_169,cell_566
R3,cell_169,cell_910
N,cell_169,cell_2308
Z,cell_170,cell_54
s,cell_170,cell_169
R3,cell_170,cell_171
R2,cell_170,cell_268
E,cell_170,cell_271
z,cell_170,cell_449
N,cell_170,cell_512
S,cell_170,cell_894
T,cell_170,cell_1757
Z,cell_171,cell_163
R3,cell_171,cell_170
T,cell_171,cell_184
R2,cell_171,cell_269
S,cell_171,cell_316
N,cell_171,cell_508
z,cell_171,cell_580
s,cell_171,cell_910
E,cell_171,cell_934
T,cell_173,cell_142
z,cell_173,cell_464
S,cell_173,cell_824
Z,cell_173,cell_920
s,cell_173,cell_927
R3,cell_173,cell_1004
R2,cell_173,cell_1005
N,cell_173,cell_1015
E,cell_173,cell_1772
R3,cell_174,cell_60
s,cell_174,cell_144
R2,cell_174,cell_145
T,cell_174,cell_162
E,cell_174,cell_176
z,cell_174,cell_177
S,cell_174,cell_313
Z,cell_174,cell_603
N,cell_174,cell_800
N,cell_175,cell_78
z,cell_175,cell_176
E,cell_175,cell_177
s,cell_175,cell_181
R2,cell_175,cell_296
T,cell_175,cell_482
Z,cell_175,cell_601
R3,cell_175,cell_657
S,cell_175,cell_1347
E,cell_176,cell_174
z,cell_176,cell_175
T,cell_176,cell_374
Z,cell_176,cell_406
R2,cell_176,cell_766
R3,cell_176,cell_927
N,cell_176,cell_958
s,cell_176,cell_1004
S,cell_176,cell_1164
R3,cell_177,cell_38
z,cell_177,cell_174
E,cell_177,cell_175
s,cell_177,cell_179
R2,cell_177,cell_193
Z,cell_177,cell_200
S,cell_177,cell_282
T,cell_177,cell_437
N,cell_177,cell_780
R3,cell_179,cell_40
z,cell_179,cell_144
s,cell_179,cell_177
E,cell_179,cell_181
Z,cell_179,cell_201
R2,cell_179,cell_294
T,cell_179,cell_343
S,cell_179,cell_738
N,cell_179,cell_877
N,cell_181,cell_132
s,cell_181,cell_175
E,cell_181,cell_179
T,cell_181,cell_334
R3,cell_181,cell_464
S,cell_181,cell_813
z,cell_181,cell_1004
Z,cell_181,cell_1074
R2,cell_181,cell_1197
z,cell_182,cell_410
T,cell_182,cell_556
N,cell_182,cell_590
E,cell_182,cell_1052
R2,cell_182,cell_1074
Z,cell_182,cell_1197
S,cell_182,cell_1409
s,cell_182,cell_1977
R3,cell_182,cell_2071
S,cell_183,cell_6
N,cell_183,cell_141
T,cell_183,cell_268
E,cell_183,cell_409
Z,cell_183,cell_759
z,cell_183,cell_1752
R2,cell_183,cell_1757
s,cell_183,cell_2525
R3,cell_183,cell_2816
Z,cell_184,cell_144
T,cell_184,cell_171
E,cell_184,cell_185
z,cell_184,cell_201
s,cell_184,cell_603
R3,cell_184,cell_1757
N,cell_184,cell_2038
R2,cell_184,cell_2816
S,cell_184,cell_3074
E,cell_185,cell_184
S,cell_185,cell_187
s,cell_185,cell_406
R2,cell_185,cell_410
R3,cell_185,cell_920
T,cell_185,cell_934
Z,cell_185,cell_1004
z,cell_185,cell_1074
N,cell_185,cell_1306
z,cell_187,cell_4
R2,cell_187,cell_7
s,cell_187,cell_9
