	x_g2	x_g3	x_g4	x_g1	x_g5	x_g6	x_g7	x_g8
cell_25	0.54910845	-0.16345277	-1.4633235	-0.63897735	0.48361152	1.321223	0.6476142	0.4701815
cell_26	0.90921676	1.076697	-0.29140374	-0.11771381	1.5491434	-1.093759	-0.98839027	0.26341113
cell_27	0.9255131	1.0086182	-0.08391315	0.96233845	-0.29070646	1.0470867	-0.26851332	-0.20759404
cell_28	-0.30000252	-1.7939768	-0.092212215	-0.58268344	2.0108026999999997	-0.3613119	-0.77341187	0.26829776
cell_29	1.042757	1.1129731	-0.5795403	1.0724776000000003	0.7571022	-1.2181084999999998	-0.23316243	-0.18704847
cell_30	-1.3945731000000001	-1.8651745	-0.59643334	-0.74527436	-1.5180191	1.2001125	1.2864355	0.3896225
cell_31	1.1313536	-0.27805328	0.6937795	1.2654667	-0.14482298	-0.87601346	-0.30933449999999996	0.123135366
cell_32	1.0081985	0.89904004	0.020541148000000002	1.1749816000000002	-0.25937477	-1.5196693000000001	-0.53942156	0.17508635
cell_33	0.9674775	1.0820206	-1.0549369	0.031354476	1.6381417999999999	-0.7963521	-1.8295069	-0.023395678
cell_34	-1.1602062	-0.42215690000000006	-0.120659925	-0.4978112	1.8655406000000003	-0.89555556	-0.39289376	0.6963268
cell_35	0.53695565	1.3441142	1.5683523000000001	-0.67636603	-0.85292023	-1.0465549	-0.4873183	0.33131370000000004
cell_36	1.1459767	-0.89086246	0.6434770000000001	1.1943046999999998	-0.57213265	-1.7020501000000001	-1.3253876	0.3160314
cell_37	0.7740199999999999	1.1537578000000002	0.29397547	-0.98022294	1.4464055	-1.5267249	-1.7635667000000002	0.4147594
cell_38	1.0072079	0.943593	-0.7095739999999999	-1.4011041000000002	-0.038921885	1.0819334999999999	0.8902314	-0.084137626
cell_39	-1.6159431999999998	-1.5627339	1.229061	-0.9453273000000001	-0.21773817	1.1579875	1.3178794	0.2758191
cell_40	-0.87864983	-0.4933947	-0.66795146	0.03252293	0.36926484	1.3406633	0.5783862	0.6095425999999999
cell_41	-0.32915900000000003	1.0294905	-0.2636115	-0.7312875	-0.5515572	1.0120989	1.2043965	0.22338364
cell_42	-1.850757	-0.073662475	-0.86875725	-0.36499822	-1.112535	1.2114829	1.3396994	0.18398827
cell_43	-2.1730416	-0.6088710999999999	0.009565407	-1.7633721000000002	-0.09356263	1.2002242	1.335207	0.25619924
cell_44	-0.27246678	-0.049921755	2.2763743	-0.71963495	0.11209121	-0.38668013	-0.21449114	0.69465226
cell_45	-0.5738052	-1.977237	0.2893048	-0.95425296	-0.7028156999999999	1.2318431	1.2433642	0.38349720000000004
cell_46	1.1544676999999999	0.66297704	-0.8796898000000001	1.1963041	-0.0027261458	-0.91901034	-0.47441676	0.012025041499999998
cell_47	0.02312086	-0.2975421	2.5890977000000004	0.22974429	-0.36525178	-0.75255877	0.25349694	-1.1025935
cell_48	-0.35815468	-0.86176497	0.28387246	0.45242998	1.6826371	-0.31857014	0.21271335	0.8430687
cell_49	-2.1357582	-1.5608585	-0.7308131	-0.32282066	0.11161668	1.1688448999999999	1.1846427	0.5773291
cell_50	1.0111546999999999	1.0921586	-0.48061073	-0.5580484	1.5464854	-0.3919083	-0.9762129	0.08496189
cell_51	-1.5890117	-1.0390936	-0.33498259999999996	-0.7084372	1.9169063999999998	-0.70699954	-1.3462318000000002	0.60860103
cell_52	-1.1011077	-0.20562033	0.7612281999999999	-1.0438812	0.11249281	-1.0359392	0.18323503	1.2471731000000001
cell_53	-1.5953685	-0.07816203	0.8401675	-0.32613692	1.9105578999999997	-1.7369044999999999	-0.34440994	0.5434869999999999
cell_54	1.1775262	0.41895512	-0.5788941	1.0894983	-0.7157545999999999	-0.40210807	-0.21082494	0.29377857
cell_55	0.89456224	-0.9559513000000001	0.19933087	1.2739002000000001	-0.8121529000000001	-0.68869793	-0.34682816	0.5272852
cell_56	-0.7293147	-0.31084904	-0.945049	-0.54934734	-0.861701	1.1992472	1.3769473	0.11693492
cell_57	0.9965510000000001	1.1740805	2.0420308	0.617922	0.2165014	-0.56016403	-1.3725588	-0.80214626
cell_58	-0.93176454	-1.8650056000000002	-1.2921218	1.2194563	-1.0748302	-0.10371974	-1.0950063	0.9250033999999999
cell_59	1.0938259	0.6846281999999999	-0.12451965	1.21504	-0.7274725000000001	-0.57869375	-0.63311046	0.11243510000000001
cell_60	0.8974751	0.9538198	-1.4063928999999997	1.0382982	-0.562538	1.02481	-0.5018616	-0.11083148
cell_61	-0.16279644	0.6830799	0.09719144	-1.0018373999999999	1.9019907999999999	-1.2725347	-1.0272364999999999	0.40392873
cell_62	-1.2259133999999998	-1.4541104999999999	-0.6777693	-0.85672295	-0.40095836	1.1459559	1.3671756000000002	0.29740086
cell_63	-1.5413763999999999	-1.2724452	-1.6318814	-0.64055765	-1.6093372	1.194791	1.3272635	0.30962673
cell_64	-0.50552756	-1.0211118000000001	0.45910215	-1.5022971999999999	-1.1518482	1.2332922	1.3198514	0.20354891
cell_65	0.0467205	-0.52592266	0.5919886	-0.007730926999999999	0.0038132053	1.1427902	1.3189845	0.26848784
cell_66	1.0809772	1.0042607	-0.27223554	1.0936487	-0.47911328	-1.0769556999999998	-0.6565379	0.051721446
cell_67	-2.2159617000000003	-1.8206593	-0.0068999375	0.038804527000000005	1.8657647000000002	-0.6353766	-0.8698667999999999	0.6897161
cell_68	-0.7965505	-2.114096	-0.63749963	-1.0830926	-0.337742	1.2858171	1.2531036	0.25536373
cell_69	0.9756974	1.0605175	0.42911103	-0.7544423000000001	1.6907136000000003	-1.2881566	-0.3601197	-0.12159628
cell_70	-1.7354956999999998	-0.752641	0.9160491	-0.51405495	-0.5169260999999999	1.0213522	1.3364867	0.4800741
cell_71	-2.0390526999999996	-1.6683400000000002	-0.067032084	-1.2871989	-0.9484841999999999	1.296166	1.2699114	0.19838114
cell_72	-1.7775668000000002	1.0503733999999998	0.31645074	-0.9402943000000001	0.27484959999999997	1.1161014	1.1769415	0.049217127
cell_73	1.187432	0.63431245	0.028061693999999998	1.1947722	-0.6962615	-0.9016271	-0.250881	-0.07447445400000001
cell_74	-0.7888838	-0.80640095	1.2190113999999999	0.7107671	-0.8689353999999999	-0.0057392674	-0.8142517	1.1421686000000002
cell_75	-0.90268433	-0.94223195	2.6431775	-0.22684243	-0.29560497	0.16520762	-0.06836685	-2.872195
cell_76	0.9984086	1.1720561999999999	-0.082184486	1.1472625	-1.680186	-1.1960488999999999	-1.3979669	-0.29188675
cell_77	0.9368415000000001	1.0529556999999998	-1.3652993	0.72575265	-0.6241525	0.95147675	0.58481276	-0.0058018034
cell_78	-0.39829668	-1.9734828000000002	0.38958275	-0.517721	1.8483803	-0.99183786	-0.99205995	0.726437
cell_79	0.99410003	0.99217486	0.20685779	-0.64422643	-0.78045326	1.0523089	0.9067173000000001	-0.11077268
cell_80	-1.0115596	-1.4834346	0.34034458	-1.1087354	-0.71765107	1.2666808	1.2977476000000001	0.19335394
cell_81	-0.5024444	-1.7970971000000002	-1.3429093	0.20827875	0.023184014	1.0362809000000002	1.2558559999999999	0.59216934
cell_82	0.53979963	0.33120109999999997	-0.78624165	-1.8217176	1.8540566000000003	-0.641551	-0.17085773	0.49551287
cell_83	0.99464357	1.0239265	-0.361458	-1.5842272	-1.1911883	0.9927908999999999	1.0146097	-0.18963766
cell_84	-0.66883105	0.9814068000000001	2.5516472	-0.20143454	-0.9994900999999999	-0.33080268	-0.36161053	-4.459072
cell_85	1.0826218	1.0155209	-0.6532871	1.1113018999999997	-0.20934318	-1.2053553999999997	-0.6578225999999999	-0.01286517
cell_86	-0.69145167	-1.2605709999999999	-0.08659899	-0.2399186	-1.2308576	1.192503	1.2926238	0.35977316
cell_87	-0.85059494	-0.44232398	-0.26421659999999997	-1.6771837	1.8688711	-0.40086752	-1.2904379	0.6964594
cell_88	-1.0508931000000001	-1.7918279	-0.90767956	-0.61633855	0.57994044	-0.81992096	-0.5201292000000001	1.2729625
cell_89	0.90179217	0.8408343	-0.106639795	0.33369675	-0.5119648	1.0823871	1.0942951	-0.1701031
cell_90	-0.81129134	-1.7337915000000002	2.6434245	-0.20134462	-0.5679510999999999	-0.7929501	0.50058395	-4.9157767
cell_91	-0.6959449000000001	0.7436255	-0.7927896	0.18217361	1.8115263	-0.40164099999999997	0.032900658	0.52954507
cell_92	0.89630705	1.0402595	-1.2319741000000002	1.0559721000000002	-1.4779851000000002	0.9741991	-1.4501948	-0.21391693
cell_93	0.94607556	1.007306	-0.7822753	0.6663698	-0.58918244	0.9760919	0.49884203	0.10771780000000002
cell_94	-1.4497427	1.0082780999999998	-1.022765	-1.1360905000000001	-0.59552073	1.0565377	1.3066268	-0.030318469
cell_95	-0.8920545	-0.18123163	2.6354493999999997	-0.98611045	0.21493794	-0.71863127	0.30821514	-2.256304
cell_96	1.0076174999999998	0.8313023	-0.44661769999999995	1.2426715	-0.38767615	-1.0791532	-0.9303033000000002	0.09887996
cell_97	-0.36031090000000005	-0.8758661	0.7708891	-0.28485304	-1.6111216999999998	0.49531534	1.4372711	0.5564467
cell_98	-0.70427036	1.1157503	-0.42072964	1.2458321	-0.20852779999999999	-1.6139842	-0.30586904	0.38522568
cell_99	-1.3462737	0.15389365	0.028175581	-0.34658927	-0.85025805	1.2092966	1.325926	0.17760128
cell_100	-0.6602583000000001	-1.7411676999999999	2.6367805	-0.8364123	0.87741715	-0.12006433	-0.42433423	-3.2825196000000005
cell_101	0.95677584	-0.97858983	-0.8745408000000001	1.2793185	-0.559689	-0.6202795	-1.2167614	0.46871027
cell_102	1.0472901	0.14904438	-0.19586314	1.1462004	0.4383495	-1.5636268	-0.30179513	0.48667595
cell_103	1.0236825999999999	1.0841944	-1.5282118	-0.47871417	-1.6781421000000003	1.0079999	0.63468736	-0.029101897
cell_104	-0.44419736	0.71270543	-0.5492661999999999	-0.825888	-0.68859994	1.133313	1.1415737	0.46222162
cell_105	0.28713855	-1.3527249	-0.82497746	-0.9992603999999999	0.43558428	1.2291725	1.3147877000000001	0.085442856
cell_106	-0.65119225	-0.9710888000000001	-0.31678906	-0.62705284	-1.3531813999999998	1.1657156000000002	1.3200952	0.36303386
cell_107	0.99566394	1.0398228	-0.6806270000000001	0.7200871	0.27356723	0.99344796	-0.98303765	0.0008022547
cell_108	0.9909479999999999	1.0151616	-1.3664062	1.1305101999999998	-0.30812722	-0.51217586	-0.8704818000000001	0.14115849
cell_109	0.87060726	0.9405393	-0.14267182	-1.4308752	0.34664825	1.113803	1.093431	-0.25420043
cell_110	0.99808306	0.98319846	-0.17701647	0.7432460999999999	1.5594041	-1.3729898999999999	-0.36387238	-0.04494209
cell_111	0.46309677	1.1285025	-0.82961804	-1.2861624	1.7393942	-0.66801906	-0.87596893	0.20522258
cell_112	-1.3006431999999999	-0.30103296	0.56603295	-1.8946146000000001	1.9014113000000001	-0.41922134	-1.4253183999999999	0.60917836
cell_113	-0.2632009	-1.8110373	0.52000576	-0.20316605	0.70893633	-1.5974971000000002	-0.26865643	1.2389162
cell_114	0.5916508	1.0620794	-0.5620984	1.027579	-0.5465651999999999	1.0487909	-0.38964048	0.022882681000000002
cell_115	-1.1638924	-0.22938241	0.58394337	-0.44887966	-0.30512646	1.1963711000000001	1.2361531000000001	0.42060265
cell_116	0.014324984499999999	-1.4320834999999998	0.18248907	-0.5499596	-1.4123408000000002	1.2419083	1.2503203999999999	0.30032915
cell_117	-0.29315776	0.96724385	-0.9722483000000001	-0.25355434	-1.3327162000000001	1.0410473	1.3130798000000001	-0.010182258000000001
cell_118	-1.4274955	0.7623937	-1.0428903	-1.9415689999999999	-0.43911892	1.1133973999999998	1.3121663000000001	0.16634578
cell_119	-0.026313607000000003	-0.8965044	2.633864	-0.7699385	-0.04139079	-0.16194978	0.26419654	-2.5909902999999996
cell_120	-1.4097343999999998	-0.6661538	-0.22962157	-1.4068481000000002	-0.18373658	0.22536172	1.3501591999999998	0.81605214
cell_121	-2.0807740000000003	0.06707696	0.85308903	-0.7895835	1.8425547999999998	-0.69814426	-0.550403	0.6860725999999999
cell_122	-1.0801040000000002	1.0450279	0.046709455999999996	-1.194625	1.8018808000000002	-0.6943271	-1.499126	0.3689735
cell_123	1.1821582	0.6802414999999999	0.1323634	1.1249218	-1.1671835	-0.643695	-0.36200747	0.083651155
cell_124	-0.7919619000000001	0.8853053	-0.6437308	-1.5225911	0.051162194	1.1638707	1.2205548000000002	0.13206427
cell_125	1.1557301000000002	0.89210063	-1.4574008999999999	1.1684295	-0.15258737	-0.89575076	-0.3207963	-0.18730663
cell_126	0.6287265999999999	1.0998093999999998	0.11648538	-0.5182960999999999	-0.39627597	1.0177094	1.1054871000000002	-0.050216845999999996
cell_127	-1.1107283000000001	-0.4820061	0.6606466	-1.1292512	1.7698883	-1.1491806999999998	-0.49857044	0.84166473
cell_128	1.1157888999999999	-0.8870843	-0.15696213	1.2535207	-0.5440351999999999	-0.66910493	-0.49775988	0.2634518
cell_129	0.112638906	0.018761288	0.7187409	0.24134012	-0.55578864	-0.07513336	0.44597954	1.1578275
cell_130	-0.5417175	0.36820403	0.1322409	0.2519388	-1.1973591000000001	0.22737825	1.3017883999999997	0.7613011
cell_131	1.1294321000000003	0.9552616	1.9663929	0.32059854	0.2898105	-1.5773337	-1.6730116999999998	-0.10045481
cell_132	1.0582578	-1.2298583	0.19735363	1.286038	-0.70557505	-0.6246832	-0.025856347999999998	0.26894405
cell_133	0.94352794	0.8866001	-0.63133913	0.9911957	1.6359202	-0.8341533000000001	-0.557067	-0.30027145
cell_134	-1.0752499	-1.8419592	-0.81723285	-1.6130044	0.49239700000000003	1.2383403999999998	1.2759585	0.28937644
cell_135	1.0110395	0.22153974	-0.057358094000000005	1.2988905000000002	-0.67319757	-1.1324788000000001	-1.2865883999999999	0.26814213
cell_136	-1.3357888	-1.0511807	0.06067545	-0.07469746	-1.5493908	1.2235539	1.2882478000000002	0.29863247
cell_137	-1.9305718999999997	-0.7016786	2.6638467	-1.1258765	0.091660306	-0.5815726	-0.8061294	-4.462504
cell_138	-2.0298529	-1.6502175	-0.44219369999999997	0.105235845	0.13832821	1.2085567	1.2535436000000002	0.37304494
cell_139	-1.1280421	-1.0798427	0.38235977	-0.70118845	1.9361191999999998	-0.39323863	-0.62970775	0.5346218
cell_140	1.0705353000000002	0.9845258	-0.5249613000000001	0.1201955	1.5173763	-1.2780148	-1.8041741000000002	0.16448379
cell_141	0.21884696	1.0893407	-0.27986997	-0.9601759	-1.3887748	1.0357935	1.1503233	0.10531294
cell_142	0.99463004	0.7842979999999999	-0.9015896000000001	0.97609293	-0.9443176999999999	1.0893776000000002	-0.65910375	-0.07291439
cell_143	-0.40157744	0.60829896	-1.1055261	1.1364573	0.7298333	-0.6003764	0.07084179	0.8282559000000002
cell_144	1.0388864	-0.24470001	0.15328677	1.2748256000000002	-0.18704364	-1.1455323999999998	-0.3560545	0.32179508
cell_145	0.96036804	1.0657368999999999	-0.42575037	1.1446271000000001	0.036477115	-0.6936755	-1.8071914	0.06787860400000001
cell_146	1.0477448	0.7817265999999999	-1.6058159	1.2591045	-0.6640456	-0.44459897	-1.180455	0.012590447
cell_147	-0.36159116	0.7138648	0.6129758000000001	-0.4463754	1.8484085	-1.2666041000000001	-0.486497	0.5037742999999999
cell_148	0.9206344000000001	0.9526051	-0.15367799	0.95002455	-0.6433276	1.035392	-1.0927784	-0.0087733865
cell_149	0.9676396999999999	1.0063744000000001	1.7533389	1.0901847	-0.8176561999999999	-0.8158605999999999	-1.4396833999999998	-0.23069651
cell_150	-1.1774919	-0.73311913	-0.10346182400000001	-1.2731106	0.54620194	1.1312426000000002	1.2728807	0.47264117
cell_151	0.6374626	1.0243618	-1.0339717	0.19206809	-1.2482052	1.0868841	0.95147324	0.14193875
cell_152	-1.191683	-0.74014634	0.017186303	-0.2159344	-1.4342957	1.2185827	1.2838711999999999	0.3241469
cell_153	-0.28732129999999995	-0.858835	0.45286435	-1.1402705	1.853286	-0.084282994	-0.38017806	0.6858949000000001
cell_154	-1.8890342	-1.4351044	-0.041214496	-0.9858684999999999	-0.4446974	1.1683586000000001	1.3084999	0.39549848
cell_155	-0.5708746	-1.3583312	-0.6080776999999999	-0.3675283	1.8956345000000001	-0.38339105	-0.44091990000000003	0.63047636
cell_156	-0.62017506	-1.6749289	-0.5162089	-1.1501921	1.9005468	0.26786283	-1.3821806	0.59062743
cell_157	0.06847237	-1.0349187	-0.93154913	0.79924613	0.0023668224	1.2749493	0.49595523	0.54437643
cell_158	0.8690298000000001	1.0230217	-0.89295214	0.9617116	-0.5966964	1.0077759	0.31625879999999995	-0.11529149999999999
cell_159	-2.0183234	-0.9037459000000001	0.28870425	-0.15899633	1.9121166	-0.69842917	-1.3993763000000001	0.59480405
cell_160	-0.65442425	-1.1055518	-0.32651585	-0.78683716	-1.2539021000000001	1.2472482	1.319436	0.19267227
cell_161	-0.48661762	-1.9116218999999997	-0.3334231	-0.9518916	-0.76807207	1.1614373	1.254621	0.4970849
cell_162	-2.0926535	-0.22397663	0.8687582	-0.67227256	1.9774613	-0.27279922	-0.9714195999999999	0.34872147
cell_163	0.73497295	1.0300903000000001	0.22013856	-0.3374402	-0.22808923	0.92436373	1.1179328000000002	0.09949134
cell_164	-1.0370005	0.12468372	-0.39743388	-0.6641296	-0.8039599000000001	1.1876645000000001	1.2571473999999998	0.39609084
cell_165	-0.6229809000000001	1.1359552	0.3708843	-0.6795720000000001	-0.61746943	1.167849	1.1449611000000002	-0.22051613
cell_166	1.0210389000000002	0.9584335999999999	-0.5538923000000001	0.98753697	1.1993086000000002	-0.16346917	-1.6709702000000002	0.10104964
cell_167	-0.6556522	-0.88058335	0.53939515	-1.5849587	0.632729	0.41873997	1.2111828000000002	0.90786266
cell_168	-0.6407984999999999	-1.3832251	0.21710311	-0.99652964	0.13727053	0.35899654	0.59148353	1.1938065
cell_169	0.8958639000000002	0.8446425999999999	-0.31646898	1.116837	1.4902935	-0.6667639	-0.6457918	-0.0797722
cell_170	-0.7124413	-0.43219864	0.026908283999999998	-0.5274941999999999	-0.7192065	-1.207159	1.435211	0.6959069
cell_171	0.93058443	1.0855361000000001	-0.7013632	0.18205933	1.6565095	-1.1426163999999999	-1.1709458000000001	-0.034337312
cell_172	1.0163062	1.0960193	-1.6059265	-0.29382464	1.6186405000000001	-1.4169537	-0.7486588000000001	-0.07839914
cell_173	-0.95044035	-0.5764089	-1.4158778	-0.7599469	1.8604353999999999	-0.663184	-0.30812480000000003	0.71238714
cell_174	-1.5912708999999998	-0.020291349	0.02383905	-0.812128	0.07347292	1.2322620000000002	1.2968825000000002	0.22387521
cell_175	1.0028532	0.14578956	0.89294755	1.2431729999999999	0.14201973	-0.78281254	-1.102706	0.3554303
cell_176	0.723512	1.1985953	2.3285818	0.34179243	-0.61767405	-0.9778926	-1.1007193000000002	-2.15591
cell_177	-0.72751105	-1.494383	-0.1714018	-0.67941964	1.9029733	0.30886438	-0.41645604	0.5657795999999999
cell_178	-1.446335	-1.4846143	-0.88625187	0.16321823	-0.09567619	1.2248665	1.3097447	0.21550332
cell_179	0.48683238	0.9659996999999999	-1.0044327	-0.23299410000000004	-0.5829887	1.1032964	1.1760587	0.0047017387
cell_180	-0.08325239999999999	-0.39507374	2.6444492000000004	-0.25519323	-0.46197462	-0.67930573	0.07973393	-3.6622825
cell_181	-0.881285	-0.8137371999999999	0.10348127	-1.0630968	-1.5913921999999998	1.2530521000000001	1.216704	0.39377618
cell_182	1.1097758	0.554643	0.15304501	1.1806164	-0.1614721	-0.99937445	-1.4948468000000001	0.23788081
cell_183	1.0253096	0.64152944	-0.633717	1.2189462	-0.05809815	-0.37661695	-0.7072022	0.25797546
cell_184	0.052771304000000005	-0.6173416	0.32992628	-1.1843778	-0.6826376000000001	1.0588576	1.2126261	0.63000596
cell_185	0.99240613	1.0870123999999999	0.19700402	1.1406089	-0.034704443	0.24924445	-0.46029200000000003	-0.1705297
cell_186	-0.331287	0.3340344	0.40791023	-0.08630275	1.9043338	-1.7454702000000002	0.12296092	0.4682134
cell_187	1.1008798	-0.43056005	1.1749068	1.1441242	-0.27238938	-0.7470064000000001	-0.41467178	0.3909487
cell_188	1.0282913	-1.4549005	0.29537255	1.2870388000000001	-0.34316704	-0.4962324000000001	-0.37759843	0.32685766
cell_189	-0.30036756	-0.48150694	-0.672552	-1.1849523000000002	1.7627362000000002	-0.56653124	-1.2810478	0.85644925
cell_190	1.0113728000000002	1.0378792	-1.3991805	0.97038907	1.3767258999999998	-0.6200255	-0.7347468	-0.16765803
cell_191	0.029490974	0.7343377	0.5763451999999999	0.11768553	-0.23334138	-0.50680614	1.0151516	0.9270094999999999
cell_192	0.8321168	1.0002118	-1.2914132999999999	-1.4676936999999999	-0.10755384	1.0632158999999999	1.0875642	-0.11243486
cell_193	0.971194	1.0041019	0.45355034	0.16145983	-0.86438507	1.111176	0.7409885	-0.15087755
cell_194	1.0611341	0.9057951	0.11117981	1.0484346	-0.07153754	-1.1052328000000002	-0.9794383	0.29426837
cell_195	1.0936471	0.8661044	-0.11329892	1.1477556	-0.22045492	-0.92845887	-1.0968806	0.10301286
cell_196	-0.51634544	-0.7820312	0.36852044	-1.0662521	-1.3983315	1.2148596	1.3032624	0.2872112
cell_197	-0.60872823	-1.3547091	2.6447875	-0.4189857	-0.15481618	0.15859209	-0.34704557	-2.629807
cell_198	-1.034843	-1.7913516999999999	-0.8597222	-0.5539175000000001	-0.40486237	1.2400773	1.2303935	0.40360513
cell_199	-1.5281999	-0.74699116	0.55755275	1.2329476000000001	-0.72703916	-0.9120183000000001	-0.8287283000000001	0.9056930000000001
cell_200	1.0826025	-1.6354431999999999	-0.09489895400000001	1.3185601999999998	-0.37050816	-0.94351685	-1.4136106000000002	0.16994686
cell_201	-0.43578425	-1.4503338	0.2567406	0.15024436	1.7876503000000001	-0.38019949999999997	-0.4395737	0.78490317
cell_202	-1.0103008	-1.8986104	-0.5823427	-0.92344815	-0.69394535	1.3615559	1.213565	0.10419451
cell_203	-1.6071374	-0.12242017	0.763324	-1.4281096000000002	-1.0625416	1.1727238000000002	1.351766	0.21029575
cell_204	-0.35023618	-0.91711116	-0.22896187	-0.08665292	1.8327900000000001	-0.6502804	-1.3082552	0.7415398
cell_205	-1.5562503	-0.16654472	0.9699313	-2.0184052	0.1030087	1.1934248	1.2479233	0.36777815
cell_206	-2.0496540000000003	-1.0632656999999999	0.071510226	-1.7863357	0.28003624	1.2827005	1.2305856000000002	0.284557
cell_207	-0.80914366	-0.74942493	-0.20743808	-1.9181663	0.30309635	0.7740583000000001	1.430728	0.49483649999999996
cell_208	1.2124668	1.1692091999999998	2.0266962	-0.33630732	-0.44165432	-0.9601459999999999	0.015618953	-2.3151759999999997
cell_209	1.0183074	-0.3739728	-0.26391923	1.2254066000000001	0.9085793	-0.47110724	-0.5251034000000001	0.3579598
cell_210	0.91065633	0.9787286000000001	-0.71288115	0.48565182	-0.90929186	1.0429215	0.9693004999999999	-0.16168347
cell_211	1.031959	-0.7819425999999999	0.27510744	1.3092663	0.10479845	-0.8804365	-0.29904675	0.2474675
cell_212	0.8845141	0.9291109000000001	-0.30893075	1.2010769	0.39554134	-0.19945745	-1.3545836000000002	0.22045714
cell_213	1.0707072	1.1326791999999999	-0.8778497	-0.7579096	1.4171747	-0.14237931	-1.0706731000000003	0.0543659
cell_214	-1.0850635	-0.29040867	2.6242607000000002	-1.1481265	0.32005218	0.31746640000000004	-0.019841801000000003	-2.0108104
cell_215	0.84698	0.9566523000000001	-0.5975919	1.0967366000000003	-1.3360701000000001	1.0960088	-0.09461187	-0.3859058
cell_216	1.0292982	0.9501588	-0.56493706	1.0195541	-0.2867289	0.8907761999999999	-0.7837689	-0.11987221
cell_217	0.90309864	0.90857697	-0.7478245	1.0977397	-0.15856019	1.0115380999999999	-1.0351591999999998	-0.15408388
cell_218	1.0411565999999999	0.9984732	-0.35996762	0.6310239000000001	1.6268877	-1.1657648999999999	-1.4706188	-0.23175085
cell_219	1.0630399	0.97996444	-0.8086518	1.2035978999999999	0.21951506	-1.0044082	-1.6082996	-0.16373643
cell_220	0.95392114	0.9118082000000001	0.05219537	0.51307297	-0.15440220000000002	0.99261516	0.8658126	0.057892717
cell_221	-0.7178614999999999	-2.0689602	2.1097200000000003	1.1415104999999999	-0.5613592	-1.2023976	-1.5633139999999999	0.5187515
cell_222	1.0520718999999998	0.8132172	-0.584229	1.1587135	0.093231015	-0.8670848	-0.88466763	0.21643166
cell_223	-0.8954982	1.0093775	0.31869334	-0.7829406	-1.062422	1.232518	1.1263155	-0.048875168
