Gene,StateA,StateB
g4,cell_133,cell_1468
g3,cell_139,cell_24
g6,cell_139,cell_34
g1,cell_139,cell_48
g7,cell_139,cell_112
g5,cell_139,cell_168
g4,cell_139,cell_173
g6,cell_147,cell_24
g3,cell_147,cell_34
g1,cell_147,cell_186
g4,cell_147,cell_244
g7,cell_147,cell_1176
g2,cell_147,cell_1752
g4,cell_155,cell_48
g3,cell_155,cell_91
g1,cell_155,cell_173
g7,cell_155,cell_204
g6,cell_155,cell_910
g2,cell_155,cell_1290
g5,cell_155,cell_1812
g6,cell_168,cell_52
g5,cell_168,cell_139
g1,cell_168,cell_260
g3,cell_168,cell_389
g4,cell_168,cell_785
g7,cell_168,cell_1402
g2,cell_168,cell_1964
g7,cell_169,cell_23
g6,cell_169,cell_336
g4,cell_169,cell_342
g1,cell_169,cell_801
g5,cell_169,cell_980
g8,cell_169,cell_1462
g7,cell_173,cell_51
g4,cell_173,cell_139
g1,cell_173,cell_155
g3,cell_173,cell_241
g6,cell_173,cell_308
g5,cell_173,cell_785
g2,cell_173,cell_1216
g8,cell_173,cell_1988
g3,cell_186,cell_0
g1,cell_186,cell_147
g1,cell_204,cell_51
g4,cell_204,cell_67
g7,cell_204,cell_155
g6,cell_204,cell_516
g8,cell_238,cell_308
g4,cell_238,cell_587
g7,cell_238,cell_1221
g6,cell_238,cell_1988
g4,cell_241,cell_24
g2,cell_241,cell_82
g1,cell_241,cell_91
g3,cell_241,cell_173
g6,cell_241,cell_244
g8,cell_241,cell_1194
g7,cell_241,cell_1875
g4,cell_244,cell_147
g6,cell_244,cell_241
g2,cell_244,cell_263
g3,cell_244,cell_308
g7,cell_244,cell_316
g3,cell_260,cell_5
g5,cell_260,cell_48
g6,cell_260,cell_113
g2,cell_260,cell_129
g1,cell_260,cell_168
g7,cell_260,cell_668
g4,cell_260,cell_1812
g6,cell_263,cell_82
g2,cell_263,cell_244
g8,cell_263,cell_300
g3,cell_263,cell_572
g4,cell_263,cell_1752
g8,cell_265,cell_285
g1,cell_285,cell_26
g4,cell_285,cell_37
g6,cell_285,cell_50
g8,cell_285,cell_265
g5,cell_285,cell_524
g7,cell_285,cell_1326
g4,cell_298,cell_26
g1,cell_298,cell_37
g7,cell_298,cell_110
g6,cell_298,cell_609
g5,cell_298,cell_1822
g4,cell_300,cell_69
g1,cell_300,cell_133
g8,cell_300,cell_263
g7,cell_300,cell_524
g6,cell_300,cell_1283
g5,cell_300,cell_1326
g7,cell_304,cell_82
g8,cell_304,cell_111
g3,cell_304,cell_659
g2,cell_304,cell_1875
g7,cell_308,cell_2
g4,cell_308,cell_34
g5,cell_308,cell_88
g6,cell_308,cell_173
g8,cell_308,cell_238
g3,cell_308,cell_244
g2,cell_308,cell_572
g1,cell_308,cell_910
g8,cell_309,cell_1057
g5,cell_309,cell_1176
g3,cell_316,cell_2
g7,cell_316,cell_244
g8,cell_316,cell_488
g4,cell_316,cell_1176
g6,cell_316,cell_1875
g7,cell_336,cell_26
g4,cell_336,cell_110
g5,cell_336,cell_133
g6,cell_336,cell_169
g1,cell_336,cell_1326
g6,cell_342,cell_110
g4,cell_342,cell_169
g7,cell_342,cell_609
g1,cell_342,cell_749
g5,cell_342,cell_1756
g2,cell_345,cell_801
g5,cell_345,cell_1194
g1,cell_389,cell_5
g5,cell_389,cell_24
g3,cell_389,cell_168
g2,cell_389,cell_1981
g7,cell_438,cell_113
g6,cell_438,cell_668
g5,cell_438,cell_923
g2,cell_454,cell_78
g7,cell_454,cell_679
g4,cell_454,cell_1211
g6,cell_454,cell_1423
g1,cell_454,cell_1890
g4,cell_485,cell_28
g8,cell_485,cell_51
g3,cell_485,cell_543
g6,cell_485,cell_1221
g7,cell_485,cell_1988
g8,cell_488,cell_316
g2,cell_488,cell_524
g6,cell_488,cell_543
g4,cell_488,cell_961
g3,cell_488,cell_1221
g6,cell_492,cell_69
g5,cell_492,cell_749
g7,cell_492,cell_921
g4,cell_492,cell_1283
g2,cell_492,cell_1533
g1,cell_492,cell_1756
g1,cell_516,cell_2
g6,cell_516,cell_204
g7,cell_516,cell_910
g4,cell_516,cell_923
g3,cell_521,cell_909
g2,cell_521,cell_1402
g5,cell_521,cell_1423
g7,cell_521,cell_1964
g1,cell_524,cell_33
g4,cell_524,cell_61
g6,cell_524,cell_111
g5,cell_524,cell_285
g7,cell_524,cell_300
g2,cell_524,cell_488
g2,cell_543,cell_111
g4,cell_543,cell_122
g3,cell_543,cell_485
g6,cell_543,cell_488
g7,cell_543,cell_1194
g8,cell_543,cell_1875
g3,cell_572,cell_263
g2,cell_572,cell_308
g4,cell_572,cell_679
g7,cell_572,cell_1211
g6,cell_572,cell_1216
g1,cell_572,cell_1338
g8,cell_587,cell_34
g4,cell_587,cell_238
g4,cell_609,cell_23
g6,cell_609,cell_298
g7,cell_609,cell_342
g1,cell_609,cell_1269
g5,cell_609,cell_1968
g2,cell_659,cell_51
g3,cell_659,cell_304
g6,cell_659,cell_1211
g7,cell_659,cell_1216
g4,cell_659,cell_1423
g5,cell_668,cell_67
g7,cell_668,cell_260
g6,cell_668,cell_438
g3,cell_668,cell_678
g1,cell_668,cell_1402
g7,cell_678,cell_5
g3,cell_678,cell_668
g5,cell_678,cell_1591
g2,cell_679,cell_34
g7,cell_679,cell_454
g4,cell_679,cell_572
g5,cell_679,cell_712
g3,cell_679,cell_1752
g2,cell_712,cell_52
g5,cell_712,cell_679
g6,cell_712,cell_1964
g7,cell_733,cell_24
g3,cell_733,cell_112
g8,cell_733,cell_122
g6,cell_733,cell_1176
g1,cell_733,cell_1591
g4,cell_733,cell_1875
g1,cell_749,cell_342
g5,cell_749,cell_492
g4,cell_749,cell_801
g7,cell_749,cell_1269
g6,cell_749,cell_1433
g8,cell_749,cell_1981
g2,cell_785,cell_22
g6,cell_785,cell_88
g4,cell_785,cell_168
g5,cell_785,cell_173
g1,cell_785,cell_1812
g7,cell_801,cell_50
g1,cell_801,cell_169
g2,cell_801,cell_345
g4,cell_801,cell_749
g5,cell_801,cell_1283
g6,cell_801,cell_1326
g1,cell_840,cell_22
g4,cell_840,cell_129
g5,cell_840,cell_1290
g3,cell_840,cell_1462
g2,cell_840,cell_1812
g2,cell_904,cell_48
g5,cell_904,cell_129
g7,cell_904,cell_905
g4,cell_904,cell_1290
g2,cell_905,cell_67
g7,cell_905,cell_904
g1,cell_905,cell_1423
g6,cell_905,cell_1890
g3,cell_909,cell_521
g8,cell_909,cell_1269
g7,cell_909,cell_1981
g4,cell_910,cell_0
g6,cell_910,cell_155
g1,cell_910,cell_308
g7,cell_910,cell_516
g2,cell_910,cell_1338
g6,cell_921,cell_61
g4,cell_921,cell_111
g2,cell_921,cell_122
g7,cell_921,cell_492
g5,cell_921,cell_1269
g1,cell_921,cell_1968
g7,cell_923,cell_0
g6,cell_923,cell_67
g1,cell_923,cell_78
g5,cell_923,cell_438
g4,cell_923,cell_516
g8,cell_923,cell_1238
g2,cell_923,cell_1890
g1,cell_931,cell_28
g8,cell_931,cell_67
g7,cell_931,cell_937
g6,cell_931,cell_1238
g5,cell_934,cell_23
g6,cell_934,cell_33
g1,cell_934,cell_111
g7,cell_934,cell_980
g4,cell_934,cell_1968
g8,cell_937,cell_48
g7,cell_937,cell_931
g3,cell_937,cell_1310
g2,cell_961,cell_61
g6,cell_961,cell_122
g4,cell_961,cell_488
g5,cell_961,cell_1057
g8,cell_961,cell_1176
g2,cell_977,cell_133
g6,cell_977,cell_1197
g6,cell_980,cell_133
g5,cell_980,cell_169
g7,cell_980,cell_934
g2,cell_980,cell_1197
g1,cell_980,cell_1283
g4,cell_980,cell_1756
g2,cell_1057,cell_37
g8,cell_1057,cell_309
g5,cell_1057,cell_961
g3,cell_1176,cell_78
g7,cell_1176,cell_147
g5,cell_1176,cell_309
g4,cell_1176,cell_316
g6,cell_1176,cell_733
g8,cell_1176,cell_961
g8,cell_1194,cell_241
g5,cell_1194,cell_345
g7,cell_1194,cell_543
g1,cell_1194,cell_1197
g2,cell_1194,cell_1283
g4,cell_1194,cell_1533
g3,cell_1194,cell_1988
g8,cell_1197,cell_91
g6,cell_1197,cell_977
g2,cell_1197,cell_980
g1,cell_1197,cell_1194
g4,cell_1197,cell_1310
g2,cell_1211,cell_2
g4,cell_1211,cell_454
g7,cell_1211,cell_572
g6,cell_1211,cell_659
g5,cell_1216,cell_22
g3,cell_1216,cell_82
g2,cell_1216,cell_173
g6,cell_1216,cell_572
g7,cell_1216,cell_659
g1,cell_1216,cell_1290
g8,cell_1221,cell_2
g7,cell_1221,cell_238
g6,cell_1221,cell_485
g3,cell_1221,cell_488
g8,cell_1238,cell_923
g6,cell_1238,cell_931
g5,cell_1262,cell_2
g7,cell_1262,cell_88
g6,cell_1269,cell_37
g4,cell_1269,cell_50
g1,cell_1269,cell_609
g7,cell_1269,cell_749
g8,cell_1269,cell_909
g5,cell_1269,cell_921
g8,cell_1283,cell_82
g7,cell_1283,cell_111
g6,cell_1283,cell_300
g4,cell_1283,cell_492
g5,cell_1283,cell_801
g1,cell_1283,cell_980
g2,cell_1283,cell_1194
g2,cell_1290,cell_155
g5,cell_1290,cell_840
g4,cell_1290,cell_904
g1,cell_1290,cell_1216
g6,cell_1290,cell_1338
g3,cell_1310,cell_937
g4,cell_1310,cell_1197
g1,cell_1310,cell_1533
g2,cell_1310,cell_1756
g7,cell_1326,cell_285
g5,cell_1326,cell_300
g1,cell_1326,cell_336
g6,cell_1326,cell_801
g4,cell_1326,cell_1433
g1,cell_1338,cell_572
g2,cell_1338,cell_910
g6,cell_1338,cell_1290
g5,cell_1402,cell_112
g7,cell_1402,cell_168
g2,cell_1402,cell_521
g1,cell_1402,cell_668
g2,cell_1423,cell_112
g6,cell_1423,cell_454
g5,cell_1423,cell_521
g4,cell_1423,cell_659
g1,cell_1423,cell_905
g7,cell_1433,cell_37
g5,cell_1433,cell_69
g1,cell_1433,cell_110
g6,cell_1433,cell_749
g4,cell_1433,cell_1326
g8,cell_1462,cell_169
g3,cell_1462,cell_840
g1,cell_1468,cell_69
g5,cell_1468,cell_110
g4,cell_1468,cell_133
g6,cell_1468,cell_1756
g7,cell_1468,cell_1822
g8,cell_1533,cell_24
g7,cell_1533,cell_122
g2,cell_1533,cell_492
g4,cell_1533,cell_1194
g1,cell_1533,cell_1310
g3,cell_1591,cell_67
g5,cell_1591,cell_678
g1,cell_1591,cell_733
g8,cell_1752,cell_69
g2,cell_1752,cell_147
g4,cell_1752,cell_263
g3,cell_1752,cell_679
g5,cell_1756,cell_342
g1,cell_1756,cell_492
g4,cell_1756,cell_980
g2,cell_1756,cell_1310
g6,cell_1756,cell_1468
g7,cell_1756,cell_1968
g5,cell_1812,cell_155
g4,cell_1812,cell_260
g1,cell_1812,cell_785
g2,cell_1812,cell_840
g4,cell_1822,cell_33
g1,cell_1822,cell_61
g5,cell_1822,cell_298
g7,cell_1822,cell_1468
g6,cell_1822,cell_1968
g3,cell_1875,cell_51
g7,cell_1875,cell_241
g2,cell_1875,cell_304
g6,cell_1875,cell_316
g8,cell_1875,cell_543
g4,cell_1875,cell_733
g1,cell_1890,cell_454
g6,cell_1890,cell_905
g2,cell_1890,cell_923
g4,cell_1964,cell_22
g1,cell_1964,cell_129
g2,cell_1964,cell_168
g7,cell_1964,cell_521
g6,cell_1964,cell_712
g3,cell_1964,cell_1981
g5,cell_1968,cell_609
g1,cell_1968,cell_921
g4,cell_1968,cell_934
g7,cell_1968,cell_1756
g6,cell_1968,cell_1822
g2,cell_1981,cell_389
g8,cell_1981,cell_749
g7,cell_1981,cell_909
g3,cell_1981,cell_1964
g8,cell_1988,cell_173
g6,cell_1988,cell_238
g7,cell_1988,cell_485
g3,cell_1988,cell_1194
