Gene,StateA,StateB
g1,cell_93,cell_583
g6,cell_93,cell_618
g7,cell_93,cell_878
g4,cell_93,cell_956
g9,cell_93,cell_1035
g10,cell_93,cell_1421
g10,cell_95,cell_1269
g5,cell_100,cell_93
g6,cell_100,cell_257
g10,cell_100,cell_293
g4,cell_100,cell_491
g9,cell_100,cell_772
g1,cell_100,cell_889
g8,cell_100,cell_1740
g3,cell_100,cell_1910
g3,cell_103,cell_469
g4,cell_103,cell_1273
g10,cell_109,cell_348
g1,cell_109,cell_946
g7,cell_109,cell_1030
g9,cell_109,cell_1560
g4,cell_114,cell_747
g7,cell_114,cell_1108
g5,cell_114,cell_1276
g11,cell_114,cell_1500
g6,cell_114,cell_1678
g1,cell_114,cell_1985
g7,cell_117,cell_242
g8,cell_117,cell_334
g6,cell_117,cell_340
g5,cell_118,cell_1233
g2,cell_118,cell_1497
g7,cell_118,cell_1510
g9,cell_120,cell_196
g11,cell_120,cell_492
g7,cell_120,cell_517
g8,cell_120,cell_923
g6,cell_120,cell_1116
g4,cell_120,cell_1662
g1,cell_123,cell_23
g9,cell_123,cell_56
g4,cell_123,cell_404
g7,cell_123,cell_568
g8,cell_123,cell_583
g3,cell_123,cell_1138
g6,cell_123,cell_1183
g8,cell_127,cell_1269
g11,cell_127,cell_1579
g7,cell_127,cell_1758
g4,cell_127,cell_1883
g8,cell_133,cell_199
g1,cell_133,cell_204
g11,cell_133,cell_250
g5,cell_133,cell_261
g7,cell_133,cell_578
g6,cell_133,cell_1889
g10,cell_140,cell_279
g1,cell_140,cell_287
g5,cell_140,cell_1434
g1,cell_144,cell_19
g6,cell_144,cell_455
g5,cell_144,cell_982
g10,cell_144,cell_1621
g10,cell_147,cell_73
g3,cell_147,cell_180
g4,cell_147,cell_391
g9,cell_147,cell_982
g6,cell_147,cell_1286
g11,cell_152,cell_1312
g3,cell_156,cell_183
g3,cell_157,cell_878
g1,cell_157,cell_1958
g9,cell_159,cell_204
g11,cell_159,cell_246
g8,cell_159,cell_1541
g7,cell_160,cell_205
g4,cell_160,cell_654
g1,cell_160,cell_1177
g8,cell_160,cell_1776
g9,cell_169,cell_559
g3,cell_169,cell_1071
g8,cell_169,cell_1136
g10,cell_170,cell_1455
g8,cell_170,cell_1542
g7,cell_170,cell_1813
g6,cell_170,cell_1883
g2,cell_180,cell_58
g3,cell_180,cell_147
g4,cell_180,cell_293
g7,cell_180,cell_442
g10,cell_180,cell_491
g5,cell_181,cell_9
g6,cell_181,cell_41
g1,cell_181,cell_83
g4,cell_181,cell_193
g10,cell_181,cell_1520
g8,cell_181,cell_1640
g6,cell_183,cell_23
g3,cell_183,cell_156
g8,cell_183,cell_618
g2,cell_183,cell_1119
g1,cell_183,cell_1183
g4,cell_183,cell_1197
g6,cell_193,cell_39
g4,cell_193,cell_181
g10,cell_193,cell_231
g8,cell_193,cell_336
g1,cell_193,cell_559
g5,cell_193,cell_568
g9,cell_196,cell_120
g8,cell_196,cell_792
g6,cell_196,cell_1108
g10,cell_196,cell_1473
g7,cell_196,cell_1678
g11,cell_196,cell_1835
g8,cell_199,cell_133
g1,cell_199,cell_1307
g9,cell_199,cell_1377
g6,cell_199,cell_1422
g7,cell_199,cell_1728
g1,cell_204,cell_133
g9,cell_204,cell_159
g10,cell_204,cell_1186
g8,cell_204,cell_1307
g7,cell_204,cell_1419
g5,cell_204,cell_1423
g11,cell_204,cell_1582
g7,cell_205,cell_160
g10,cell_205,cell_1031
g4,cell_205,cell_1055
g11,cell_207,cell_60
g4,cell_207,cell_261
g6,cell_207,cell_383
g9,cell_207,cell_916
g8,cell_207,cell_1374
g1,cell_207,cell_1849
g1,cell_214,cell_78
g9,cell_214,cell_383
g8,cell_214,cell_649
g7,cell_214,cell_908
g6,cell_214,cell_916
g9,cell_215,cell_695
g8,cell_215,cell_1455
g1,cell_215,cell_1526
g10,cell_215,cell_1542
g11,cell_220,cell_1997
g1,cell_227,cell_293
g5,cell_227,cell_731
g10,cell_227,cell_889
g6,cell_227,cell_1181
g7,cell_227,cell_1420
g10,cell_231,cell_193
g3,cell_231,cell_285
g8,cell_231,cell_1420
g4,cell_231,cell_1520
g7,cell_242,cell_117
g8,cell_242,cell_667
g11,cell_242,cell_921
g1,cell_242,cell_1301
g11,cell_246,cell_159
g2,cell_246,cell_456
g5,cell_246,cell_1116
g9,cell_246,cell_1582
g7,cell_246,cell_1697
g10,cell_246,cell_1912
g11,cell_250,cell_133
g5,cell_250,cell_480
g7,cell_250,cell_1051
g4,cell_250,cell_1084
g1,cell_250,cell_1582
g10,cell_250,cell_1920
g7,cell_251,cell_23
g5,cell_251,cell_559
g1,cell_251,cell_568
g8,cell_251,cell_878
g5,cell_252,cell_348
g11,cell_252,cell_625
g7,cell_252,cell_787
g4,cell_252,cell_830
g6,cell_252,cell_1611
g8,cell_252,cell_1876
g4,cell_254,cell_351
g9,cell_254,cell_410
g10,cell_254,cell_797
g1,cell_254,cell_994
g7,cell_254,cell_1328
g6,cell_254,cell_1671
g7,cell_257,cell_27
g6,cell_257,cell_100
g9,cell_257,cell_351
g4,cell_257,cell_410
g5,cell_257,cell_618
g3,cell_257,cell_885
g10,cell_257,cell_979
g2,cell_257,cell_1344
g1,cell_257,cell_1442
g5,cell_261,cell_133
g4,cell_261,cell_207
g9,cell_261,cell_366
g11,cell_261,cell_480
g7,cell_261,cell_834
g1,cell_261,cell_1423
g9,cell_271,cell_474
g10,cell_271,cell_1375
g10,cell_276,cell_695
g11,cell_276,cell_843
g5,cell_276,cell_1513
g9,cell_276,cell_1542
g10,cell_279,cell_140
g5,cell_279,cell_334
g1,cell_279,cell_787
g3,cell_285,cell_231
g5,cell_285,cell_331
g6,cell_285,cell_852
g7,cell_285,cell_961
g4,cell_285,cell_1824
g1,cell_287,cell_140
g6,cell_287,cell_341
g10,cell_287,cell_787
g11,cell_287,cell_887
g4,cell_287,cell_929
g5,cell_287,cell_1030
g2,cell_290,cell_1301
g10,cell_293,cell_100
g4,cell_293,cell_180
g1,cell_293,cell_227
g3,cell_293,cell_391
g6,cell_293,cell_979
g5,cell_293,cell_1421
g1,cell_294,cell_410
g7,cell_294,cell_550
g9,cell_294,cell_994
g4,cell_294,cell_1442
g6,cell_294,cell_1519
g11,cell_295,cell_1264
g2,cell_295,cell_1573
g10,cell_295,cell_1987
g2,cell_297,cell_878
g4,cell_297,cell_1113
g1,cell_297,cell_1742
g11,cell_308,cell_695
g7,cell_308,cell_833
g10,cell_308,cell_843
g5,cell_308,cell_1416
g9,cell_313,cell_25
g8,cell_313,cell_79
g6,cell_313,cell_576
g1,cell_313,cell_799
g2,cell_313,cell_945
g5,cell_313,cell_1264
g4,cell_313,cell_1312
g7,cell_313,cell_1664
g4,cell_316,cell_23
g1,cell_316,cell_404
g8,cell_316,cell_956
g3,cell_316,cell_1049
g6,cell_316,cell_1197
g11,cell_322,cell_1455
g8,cell_325,cell_747
g6,cell_325,cell_921
g2,cell_325,cell_1529
g5,cell_325,cell_1579
g5,cell_328,cell_27
g7,cell_328,cell_618
g6,cell_328,cell_878
g7,cell_331,cell_28
g5,cell_331,cell_285
g8,cell_331,cell_562
g6,cell_331,cell_1630
g9,cell_334,cell_78
g8,cell_334,cell_117
g5,cell_334,cell_279
g1,cell_334,cell_383
g7,cell_334,cell_667
g10,cell_334,cell_1434
g4,cell_334,cell_1835
g6,cell_334,cell_1849
g9,cell_336,cell_15
g8,cell_336,cell_193
g2,cell_336,cell_484
g5,cell_336,cell_632
g6,cell_336,cell_883
g7,cell_336,cell_889
g10,cell_336,cell_1420
g4,cell_336,cell_1640
g6,cell_340,cell_117
g1,cell_340,cell_1374
g5,cell_340,cell_1758
g8,cell_340,cell_1849
g6,cell_341,cell_287
g7,cell_342,cell_712
g9,cell_342,cell_1390
g5,cell_342,cell_1879
g7,cell_343,cell_36
g10,cell_348,cell_109
g5,cell_348,cell_252
g7,cell_348,cell_383
g1,cell_348,cell_667
g4,cell_348,cell_669
g9,cell_348,cell_908
g8,cell_348,cell_1301
g5,cell_351,cell_48
g4,cell_351,cell_254
g9,cell_351,cell_257
g6,cell_351,cell_772
g1,cell_351,cell_988
g8,cell_351,cell_1534
g7,cell_351,cell_1794
g7,cell_352,cell_15
g8,cell_352,cell_469
g4,cell_352,cell_683
g1,cell_352,cell_772
g9,cell_352,cell_889
g6,cell_352,cell_988
g5,cell_352,cell_1504
g7,cell_366,cell_21
g9,cell_366,cell_261
g4,cell_366,cell_916
g5,cell_367,cell_600
g7,cell_367,cell_781
g1,cell_367,cell_869
g6,cell_367,cell_1105
g2,cell_367,cell_1311
g9,cell_367,cell_1802
g5,cell_368,cell_580
g2,cell_368,cell_1671
g9,cell_368,cell_1960
g9,cell_369,cell_28
g1,cell_369,cell_922
g6,cell_383,cell_207
g9,cell_383,cell_214
g1,cell_383,cell_334
g7,cell_383,cell_348
g5,cell_383,cell_787
g10,cell_383,cell_1030
g3,cell_385,cell_9
g8,cell_385,cell_1698
g2,cell_385,cell_1761
g4,cell_391,cell_147
g3,cell_391,cell_293
g8,cell_391,cell_558
g5,cell_391,cell_1556
g10,cell_391,cell_1910
g11,cell_402,cell_87
g4,cell_402,cell_565
g9,cell_402,cell_1611
g1,cell_402,cell_1879
g7,cell_404,cell_9
g4,cell_404,cell_123
g1,cell_404,cell_316
g8,cell_404,cell_587
g6,cell_404,cell_702
g10,cell_408,cell_27
g1,cell_408,cell_474
g7,cell_408,cell_979
g9,cell_410,cell_254
g4,cell_410,cell_257
g1,cell_410,cell_294
g6,cell_410,cell_491
g7,cell_410,cell_611
g2,cell_410,cell_617
g5,cell_410,cell_1012
g8,cell_410,cell_1857
g11,cell_418,cell_73
g5,cell_418,cell_1481
g7,cell_427,cell_585
g2,cell_427,cell_702
g4,cell_427,cell_774
g10,cell_442,cell_71
g7,cell_442,cell_180
g1,cell_442,cell_1172
g10,cell_443,cell_41
g3,cell_443,cell_799
g8,cell_443,cell_959
g6,cell_443,cell_1520
g5,cell_444,cell_73
g1,cell_444,cell_737
g3,cell_444,cell_956
g8,cell_444,cell_1049
g11,cell_444,cell_1481
g9,cell_444,cell_1621
g6,cell_455,cell_144
g1,cell_455,cell_1031
g4,cell_455,cell_1233
g7,cell_455,cell_1841
g2,cell_456,cell_246
g6,cell_456,cell_598
g4,cell_456,cell_961
g7,cell_456,cell_1824
g5,cell_469,cell_56
g3,cell_469,cell_103
g8,cell_469,cell_352
g6,cell_469,cell_633
g10,cell_472,cell_1116
g7,cell_472,cell_1761
g5,cell_472,cell_1912
g5,cell_474,cell_49
g9,cell_474,cell_271
g1,cell_474,cell_408
g10,cell_474,cell_883
g4,cell_474,cell_959
g7,cell_474,cell_1181
g3,cell_474,cell_1236
g6,cell_474,cell_1420
g9,cell_476,cell_587
g5,cell_476,cell_683
g1,cell_476,cell_781
g7,cell_476,cell_869
g4,cell_476,cell_1504
g4,cell_480,cell_60
g5,cell_480,cell_250
g11,cell_480,cell_261
g1,cell_480,cell_1108
g7,cell_480,cell_1985
g4,cell_484,cell_4
g7,cell_484,cell_53
g2,cell_484,cell_336
g5,cell_484,cell_1742
g7,cell_491,cell_71
g3,cell_491,cell_73
g4,cell_491,cell_100
g10,cell_491,cell_180
g6,cell_491,cell_410
g5,cell_491,cell_956
g1,cell_491,cell_1519
g9,cell_491,cell_1671
g2,cell_491,cell_1960
g4,cell_492,cell_78
g11,cell_492,cell_120
g10,cell_492,cell_1103
g7,cell_492,cell_1513
g9,cell_492,cell_1835
g7,cell_502,cell_556
g5,cell_502,cell_1422
g7,cell_517,cell_120
g5,cell_517,cell_843
g10,cell_517,cell_1416
g11,cell_517,cell_1513
g9,cell_517,cell_1678
g11,cell_529,cell_556
g5,cell_529,cell_958
g8,cell_529,cell_1189
g4,cell_529,cell_1834
g2,cell_529,cell_1841
g10,cell_534,cell_1312
g3,cell_534,cell_1687
g9,cell_534,cell_1997
g8,cell_550,cell_41
g7,cell_550,cell_294
g1,cell_550,cell_611
g4,cell_550,cell_883
g10,cell_550,cell_959
g6,cell_550,cell_1640
g5,cell_550,cell_1680
g6,cell_555,cell_583
g1,cell_555,cell_618
g9,cell_555,cell_715
g8,cell_555,cell_1183
g3,cell_555,cell_1319
g5,cell_555,cell_1442
g7,cell_556,cell_502
g11,cell_556,cell_529
g8,cell_556,cell_669
g4,cell_556,cell_1301
g6,cell_556,cell_1326
g4,cell_557,cell_1140
g7,cell_557,cell_1214
g9,cell_557,cell_1239
g8,cell_558,cell_391
g1,cell_558,cell_961
g6,cell_558,cell_1354
g4,cell_559,cell_83
g9,cell_559,cell_169
g1,cell_559,cell_193
g5,cell_559,cell_251
g6,cell_559,cell_1687
g7,cell_559,cell_1740
g8,cell_562,cell_331
g3,cell_562,cell_854
g9,cell_562,cell_1529
g10,cell_562,cell_1958
g5,cell_565,cell_21
g4,cell_565,cell_402
g9,cell_565,cell_578
g11,cell_565,cell_906
g4,cell_568,cell_9
g7,cell_568,cell_123
g5,cell_568,cell_193
g1,cell_568,cell_251
g8,cell_568,cell_632
g6,cell_568,cell_1686
g7,cell_572,cell_39
g9,cell_572,cell_633
g2,cell_572,cell_733
g5,cell_572,cell_1183
g8,cell_572,cell_1442
g3,cell_572,cell_1679
g6,cell_576,cell_313
g2,cell_576,cell_906
g9,cell_576,cell_1494
g1,cell_576,cell_1824
g5,cell_577,cell_1987
g7,cell_578,cell_133
g9,cell_578,cell_565
g6,cell_578,cell_830
g5,cell_578,cell_834
g11,cell_578,cell_1051
g1,cell_578,cell_1419
g4,cell_578,cell_1611
g8,cell_578,cell_1728
g5,cell_580,cell_368
g2,cell_580,cell_781
g10,cell_580,cell_990
g7,cell_580,cell_1311
g4,cell_580,cell_1398
g1,cell_583,cell_93
g8,cell_583,cell_123
g6,cell_583,cell_555
g4,cell_583,cell_587
g7,cell_583,cell_632
g10,cell_583,cell_731
g5,cell_583,cell_889
g9,cell_583,cell_1504
g2,cell_583,cell_1998
g3,cell_584,cell_1113
g7,cell_585,cell_427
g2,cell_585,cell_594
g3,cell_585,cell_1416
g8,cell_587,cell_404
g9,cell_587,cell_476
g4,cell_587,cell_583
g3,cell_587,cell_737
g1,cell_587,cell_956
g5,cell_587,cell_1519
g3,cell_589,cell_1325
g10,cell_589,cell_1505
g6,cell_594,cell_9
g5,cell_594,cell_41
g2,cell_594,cell_585
g7,cell_594,cell_702
g8,cell_594,cell_1680
g4,cell_594,cell_1686
g7,cell_596,cell_853
g6,cell_596,cell_1381
g6,cell_598,cell_456
g7,cell_598,cell_799
g10,cell_598,cell_1193
g8,cell_598,cell_1245
g1,cell_598,cell_1664
g8,cell_599,cell_1030
g9,cell_600,cell_71
g5,cell_600,cell_367
g1,cell_600,cell_1068
g4,cell_600,cell_1136
g3,cell_600,cell_1162
g6,cell_600,cell_1328
g7,cell_600,cell_1671
g4,cell_611,cell_27
g6,cell_611,cell_71
g7,cell_611,cell_410
g1,cell_611,cell_550
g3,cell_611,cell_1034
g9,cell_611,cell_1328
g2,cell_617,cell_410
g4,cell_617,cell_1344
g6,cell_617,cell_1960
g11,cell_618,cell_24
g9,cell_618,cell_48
g6,cell_618,cell_93
g8,cell_618,cell_183
g5,cell_618,cell_257
g7,cell_618,cell_328
g1,cell_618,cell_555
g4,cell_618,cell_1012
g10,cell_618,cell_1979
g11,cell_625,cell_252
g4,cell_625,cell_844
g7,cell_625,cell_963
g6,cell_625,cell_1305
g5,cell_632,cell_336
g8,cell_632,cell_568
g7,cell_632,cell_583
g10,cell_632,cell_854
g1,cell_632,cell_878
g2,cell_632,cell_1742
g3,cell_632,cell_1958
g6,cell_633,cell_469
g9,cell_633,cell_572
g8,cell_633,cell_988
g1,cell_633,cell_1534
g2,cell_645,cell_731
g10,cell_645,cell_1998
g8,cell_649,cell_214
g5,cell_649,cell_909
g6,cell_649,cell_948
g4,cell_654,cell_160
g7,cell_654,cell_1055
g5,cell_654,cell_1566
g7,cell_664,cell_1264
g5,cell_664,cell_1664
g8,cell_667,cell_242
g7,cell_667,cell_334
g1,cell_667,cell_348
g10,cell_667,cell_946
g11,cell_667,cell_1090
g6,cell_667,cell_1390
g4,cell_669,cell_348
g8,cell_669,cell_556
g5,cell_669,cell_830
g6,cell_669,cell_834
g11,cell_669,cell_1189
g9,cell_669,cell_1573
g3,cell_680,cell_988
g5,cell_680,cell_1055
g9,cell_680,cell_1527
g7,cell_680,cell_1566
g4,cell_683,cell_352
g5,cell_683,cell_476
g6,cell_683,cell_994
g7,cell_683,cell_1068
g9,cell_683,cell_1519
g1,cell_683,cell_1671
g3,cell_683,cell_1919
g6,cell_690,cell_1055
g3,cell_690,cell_1504
g9,cell_695,cell_215
g10,cell_695,cell_276
g11,cell_695,cell_308
g6,cell_702,cell_404
g2,cell_702,cell_427
g7,cell_702,cell_594
g4,cell_702,cell_1183
g1,cell_702,cell_1197
g6,cell_712,cell_78
g7,cell_712,cell_342
g1,cell_712,cell_916
g9,cell_712,cell_1849
g10,cell_713,cell_791
g2,cell_713,cell_1181
g1,cell_715,cell_48
g9,cell_715,cell_555
g5,cell_715,cell_988
g3,cell_715,cell_1055
g6,cell_715,cell_1504
g1,cell_728,cell_854
g10,cell_728,cell_878
g7,cell_728,cell_1421
g5,cell_731,cell_227
g10,cell_731,cell_583
g2,cell_731,cell_645
g7,cell_731,cell_854
g1,cell_731,cell_1421
g2,cell_732,cell_853
g2,cell_733,cell_572
g5,cell_733,cell_774
g8,cell_733,cell_791
g2,cell_735,cell_1055
g8,cell_735,cell_1381
g1,cell_737,cell_444
g3,cell_737,cell_587
g7,cell_737,cell_1698
g3,cell_740,cell_1579
g4,cell_747,cell_114
g8,cell_747,cell_325
g10,cell_747,cell_853
g6,cell_747,cell_1090
g1,cell_747,cell_1127
g11,cell_747,cell_1390
g5,cell_747,cell_1778
g3,cell_768,cell_15
g6,cell_768,cell_1566
g9,cell_772,cell_100
g6,cell_772,cell_351
g1,cell_772,cell_352
g5,cell_772,cell_1035
g7,cell_772,cell_1136
g4,cell_772,cell_1671
g4,cell_774,cell_427
g5,cell_774,cell_733
g1,cell_774,cell_1119
g2,cell_774,cell_1183
g7,cell_781,cell_367
g1,cell_781,cell_476
g2,cell_781,cell_580
g9,cell_781,cell_956
g4,cell_781,cell_1035
g3,cell_781,cell_1621
g5,cell_781,cell_1671
g7,cell_787,cell_252
g1,cell_787,cell_279
g10,cell_787,cell_287
g5,cell_787,cell_383
g11,cell_787,cell_963
g8,cell_787,cell_1484
g4,cell_787,cell_1889
g6,cell_791,cell_53
g10,cell_791,cell_713
g8,cell_791,cell_733
g1,cell_791,cell_1344
g2,cell_791,cell_1442
g8,cell_792,cell_196
g9,cell_792,cell_923
g2,cell_792,cell_1031
g5,cell_792,cell_1141
g10,cell_797,cell_254
g1,cell_799,cell_313
g3,cell_799,cell_443
g7,cell_799,cell_598
g2,cell_799,cell_843
g4,cell_799,cell_852
g6,cell_799,cell_1824
g9,cell_818,cell_23
g1,cell_818,cell_56
g8,cell_818,cell_1035
g4,cell_830,cell_252
g6,cell_830,cell_578
g5,cell_830,cell_669
g11,cell_830,cell_844
g10,cell_830,cell_1526
g1,cell_830,cell_1542
g7,cell_830,cell_1889
g7,cell_833,cell_308
g2,cell_833,cell_1193
g9,cell_833,cell_1811
g6,cell_833,cell_1912
g9,cell_834,cell_21
g7,cell_834,cell_261
g5,cell_834,cell_578
g6,cell_834,cell_669
g8,cell_834,cell_1326
g1,cell_834,cell_1500
g11,cell_834,cell_1985
g9,cell_843,cell_59
g11,cell_843,cell_276
g10,cell_843,cell_308
g5,cell_843,cell_517
g2,cell_843,cell_799
g1,cell_843,cell_945
g8,cell_843,cell_1226
g6,cell_843,cell_1697
g2,cell_844,cell_25
g1,cell_844,cell_59
g4,cell_844,cell_625
g11,cell_844,cell_830
g9,cell_844,cell_945
g8,cell_844,cell_958
g6,cell_844,cell_1051
g5,cell_844,cell_1189
g8,cell_846,cell_929
g10,cell_846,cell_1422
g4,cell_848,cell_887
g11,cell_848,cell_929
g2,cell_848,cell_1770
g1,cell_848,cell_1811
g6,cell_848,cell_1920
g6,cell_852,cell_285
g4,cell_852,cell_799
g8,cell_852,cell_1236
g1,cell_852,cell_1312
g5,cell_852,cell_1630
g7,cell_853,cell_596
g2,cell_853,cell_732
g10,cell_853,cell_747
g6,cell_854,cell_49
g3,cell_854,cell_562
g10,cell_854,cell_632
g1,cell_854,cell_728
g7,cell_854,cell_731
g5,cell_854,cell_1420
g4,cell_854,cell_1792
g5,cell_866,cell_79
g8,cell_866,cell_1264
g9,cell_866,cell_1841
g1,cell_869,cell_367
g7,cell_869,cell_476
g5,cell_869,cell_1068
g7,cell_878,cell_93
g3,cell_878,cell_157
g8,cell_878,cell_251
g2,cell_878,cell_297
g6,cell_878,cell_328
g1,cell_878,cell_632
g10,cell_878,cell_728
g4,cell_878,cell_1802
g1,cell_883,cell_27
g8,cell_883,cell_39
g6,cell_883,cell_336
g10,cell_883,cell_474
g4,cell_883,cell_550
g3,cell_883,cell_1020
g9,cell_883,cell_1375
g7,cell_883,cell_1442
g3,cell_885,cell_257
g11,cell_885,cell_1023
g1,cell_885,cell_1527
g6,cell_885,cell_1910
g11,cell_887,cell_287
g4,cell_887,cell_848
g10,cell_887,cell_963
g2,cell_889,cell_53
g1,cell_889,cell_100
g10,cell_889,cell_227
g7,cell_889,cell_336
g9,cell_889,cell_352
g5,cell_889,cell_583
g6,cell_889,cell_1442
g4,cell_889,cell_1519
g4,cell_906,cell_87
g11,cell_906,cell_565
g2,cell_906,cell_576
g6,cell_906,cell_945
g9,cell_906,cell_1051
g1,cell_906,cell_1697
g7,cell_908,cell_214
g9,cell_908,cell_348
g10,cell_908,cell_1560
g4,cell_908,cell_1573
g5,cell_909,cell_649
g7,cell_909,cell_1260
g9,cell_909,cell_1484
g9,cell_916,cell_207
g6,cell_916,cell_214
g4,cell_916,cell_366
g1,cell_916,cell_712
g8,cell_916,cell_948
g11,cell_916,cell_1525
g11,cell_921,cell_242
g6,cell_921,cell_325
g8,cell_921,cell_1090
g1,cell_921,cell_1834
g2,cell_922,cell_60
g1,cell_922,cell_369
g6,cell_922,cell_1214
g8,cell_923,cell_120
g9,cell_923,cell_792
g4,cell_929,cell_287
g8,cell_929,cell_846
g11,cell_929,cell_848
g7,cell_929,cell_1526
g5,cell_929,cell_1610
g10,cell_929,cell_1889
g10,cell_941,cell_1113
g6,cell_941,cell_1896
g8,cell_945,cell_72
g2,cell_945,cell_313
g1,cell_945,cell_843
g9,cell_945,cell_844
g6,cell_945,cell_906
g1,cell_946,cell_109
g10,cell_946,cell_667
g7,cell_946,cell_1434
g6,cell_948,cell_649
g8,cell_948,cell_916
g9,cell_948,cell_1374
g9,cell_955,cell_1023
g4,cell_956,cell_93
g8,cell_956,cell_316
g3,cell_956,cell_444
g5,cell_956,cell_491
g1,cell_956,cell_587
g9,cell_956,cell_781
g6,cell_956,cell_1012
g7,cell_956,cell_1802
g9,cell_958,cell_72
g5,cell_958,cell_529
g8,cell_958,cell_844
g7,cell_958,cell_1089
g5,cell_959,cell_36
g8,cell_959,cell_443
g4,cell_959,cell_474
g10,cell_959,cell_550
g6,cell_959,cell_1172
g5,cell_961,cell_28
g7,cell_961,cell_285
g4,cell_961,cell_456
g1,cell_961,cell_558
g7,cell_963,cell_625
g11,cell_963,cell_787
g10,cell_963,cell_887
g6,cell_963,cell_1084
g8,cell_963,cell_1497
g9,cell_963,cell_1649
g10,cell_979,cell_257
g6,cell_979,cell_293
g7,cell_979,cell_408
g1,cell_979,cell_1181
g5,cell_979,cell_1979
g5,cell_982,cell_144
g9,cell_982,cell_147
g1,cell_988,cell_351
g6,cell_988,cell_352
g8,cell_988,cell_633
g3,cell_988,cell_680
g5,cell_988,cell_715
g4,cell_988,cell_994
g7,cell_988,cell_1375
g9,cell_988,cell_1442
g10,cell_990,cell_580
g2,cell_992,cell_1567
g11,cell_992,cell_1664
g1,cell_994,cell_254
g9,cell_994,cell_294
g6,cell_994,cell_683
g4,cell_994,cell_988
g5,cell_1012,cell_410
g4,cell_1012,cell_618
g6,cell_1012,cell_956
g8,cell_1012,cell_1197
g3,cell_1020,cell_883
g10,cell_1020,cell_1236
g7,cell_1020,cell_1527
g9,cell_1020,cell_1566
