,x_g1,x_g2,x_g3,x_g4,x_g5,x_g6,x_g7,x_g8,x_g9,x_g10,x_g11
83,-0.340037,-1.4344459,-1.3849925,-0.5491579,-0.25480032,0.26980463,-1.4726315,0.8079682,1.0713323,1.2025819,1.4627674
87,-0.9756545,-0.11721888,0.37352014,-0.14635918,0.70716864,0.12748913,-1.2170156,0.6716109,1.0214788,1.1401438,1.313128
93,-0.9599825,-1.8475121,-1.2669169,-0.2524706,-0.7262252,0.6920471,-0.27899402,0.8818536,0.99934053,1.1943811,1.4993354
95,-2.1571352,0.059839442,0.38571447,-0.3615938,-0.068787105,0.053552177,-0.5451901,0.71678007,0.9138293,1.2409663,1.2090065
100,-0.76855516,-2.293102,-1.5634625,0.33430216,0.19134486,0.79974544,0.09045687,0.9216959,1.0228876,1.2124941,1.3880845
103,-2.1349072,-2.188319,-0.29065102,1.0476011,0.4468065,0.5066632,-0.27546585,0.78953123,0.9229656,1.2172551,1.5428202
109,-1.3560318,0.33920226,0.50273913,-0.15312731,-1.352587,-0.8351553,-0.48928708,0.6926749,0.91603875,1.2773737,-0.6951319
114,-1.4948345,-0.52583826,0.4864434,-1.140974,-1.1986111,-0.07363393,-1.5108817,0.776571,0.9161718,1.1661574,1.3471357
117,-1.5309794,0.38473648,0.5149837,0.54655826,-0.7168949,-0.6652911,0.28707084,0.8456721,0.87430084,1.0358759,0.7923151
118,-1.1622056,-1.9369156,0.31206864,-0.060955945,-0.2924157,-1.4107549,0.65626055,0.83427674,0.9560792,1.1397494,1.4129604
120,-2.0670924,0.012851655,0.3704919,-0.8610129,-0.75688404,-0.7107972,0.0013790923,0.75983304,0.96714705,1.0231858,1.4088713
123,-2.106362,-1.941257,-2.2743862,-0.08829978,-0.76168615,0.3568286,0.7336739,0.7411758,1.0044744,1.2169415,1.5967627
127,-1.5178405,0.2820279,0.4396609,-0.27795118,-0.007276792,-0.25160274,-1.0720916,0.8311378,0.86961883,0.962023,1.2823657
133,-0.46158645,0.18803404,0.46718743,-0.7810909,0.09004663,0.1419176,0.95708334,0.7667415,0.8415862,1.1066464,1.2143096
140,-1.4260094,-0.23715238,0.5311016,-0.33441213,-0.0023279197,-1.3868357,0.3196281,0.6942138,0.9074277,1.2059551,1.2830901
144,-1.2773056,-1.4510083,0.13828118,-0.5832516,-0.46992314,0.68102807,0.8223758,0.8229401,0.9249864,1.0934883,1.5377058
147,-0.9586232,-1.6816845,0.010344096,-0.5702815,-0.12547779,-0.30548754,-0.13478494,0.871471,0.9767028,1.1577168,1.4506774
152,-1.0467712,-2.860455,0.61948365,-0.23338374,-0.10277865,-1.4226213,-0.7716246,0.7473607,1.0331737,1.1557536,1.0980743
154,-0.8314495,0.47933495,0.47383258,-1.5007298,-0.095937304,-0.3064939,0.38249403,0.7729191,0.891311,1.1358635,-0.0038352099
156,-1.096409,-2.420605,-0.44853646,-0.14374942,-1.708585,-0.67086124,0.2857317,0.7872111,1.0797772,1.2682511,1.3740932
157,-0.8462405,-2.256646,-0.07434287,-0.2623116,-0.6973034,0.21306884,-0.44526786,0.829279,0.9664978,1.2134527,1.4681076
159,-2.181546,-0.4225171,0.55491126,-1.385314,0.15871483,0.42912912,0.3103683,0.7519338,1.0817969,1.1410797,0.8949047
160,-1.4027717,-2.2273571,-0.4181036,-0.6578099,-1.3521702,-0.40121427,-1.3613183,0.8849204,0.9065191,1.2721924,1.4705797
169,-1.2354839,-2.3791668,-2.1495614,0.69796896,0.8017831,-0.13298124,-0.7221235,0.80795115,0.96204185,1.3094724,1.4770799
170,-2.1330528,0.24352758,0.44381803,-0.85175985,-0.2125183,-1.0364951,-1.8105849,0.8209572,0.9235785,1.1513863,0.9456415
180,-0.41555908,-2.9745686,-2.856082,-0.4083966,0.71452814,0.018652495,-0.3293956,0.9693453,1.0317171,1.1009572,1.4279219
181,-1.775051,-1.343911,-3.6463523,-1.2870625,-0.03950729,0.46759644,-0.39506352,0.7646141,1.0626609,1.287819,1.4554068
183,-0.50601965,-1.9259379,-2.704908,0.12619627,-0.5790273,-0.83343595,0.016788162,0.7420104,1.0108732,1.2821935,1.5227864
193,-1.6902959,-2.4974842,-1.309847,0.43369594,0.05740156,1.051454,-0.7336164,0.79801273,0.9801127,1.2514788,1.5250806
196,-1.3729675,-0.7680743,0.52864206,-1.252643,-0.5720486,-1.6128534,0.019914983,0.7671163,0.8773158,1.0996895,1.4498483
199,-0.9027298,0.09425761,0.54984474,-1.2751889,-0.097351104,0.12572306,0.2811156,0.9083319,0.88363266,1.1246096,0.63489234
204,-1.9843612,0.3914196,0.6140637,-1.2310075,-0.18722063,-0.16339268,0.3029877,0.6552686,0.8182029,1.1595731,0.92429274
205,-1.9195085,-1.6278335,-0.30750978,-0.720764,-1.6278191,-0.43458155,-0.026209258,0.92030513,0.9610702,1.1848111,1.457964
207,-1.1916153,-0.0550728,0.6083012,-0.07715564,-0.46514142,-0.21168508,1.1094103,0.7153459,0.8905191,1.1761532,1.106051
214,0.32265317,-0.53734076,0.53301585,0.017720291,-1.5195234,-1.6491905,0.40764132,0.7819807,1.005882,0.96146613,1.0100974
215,-2.089092,-0.903445,0.49799967,-0.46190214,0.40871307,-0.84361523,-0.40050325,0.802355,0.94842273,1.2129395,1.2071677
220,-1.280822,-1.6544243,0.5551724,0.19965695,-0.18697411,-0.65240425,-0.61046696,0.7865989,0.94408196,1.2004828,1.2205303
227,-2.0395467,-1.3465202,-1.6720172,0.19618325,0.3083786,0.29778117,0.2878438,0.88169533,1.0724732,1.1341465,1.4762005
231,-1.8572937,-1.9383909,-1.7871934,0.61040884,0.19111209,0.46691108,-0.83622956,0.80808014,1.0964425,1.1667988,1.4931972
233,-0.6082276,-1.0679837,0.5094332,-0.35924268,-0.7080836,-0.5389341,-0.45464087,0.7429025,0.91620064,1.2347561,1.2793926
242,-1.4196198,0.27531758,0.44576448,-0.038838778,-0.8482127,-0.45411617,-0.4091931,0.85582864,0.83341795,1.1513317,0.98530734
246,-1.931613,-0.94223267,0.02112072,-0.3985325,-0.31740096,0.33866727,-0.14276399,0.72079986,0.9822909,1.156771,1.5583742
250,-1.0022446,-0.21970089,0.39477775,-0.7010026,-0.008388689,0.19884558,0.21797147,0.5886911,0.9386255,1.1337352,1.4962368
251,-0.65273577,-1.2340688,-1.5218756,0.17755997,-1.2351242,0.23910525,-0.3712346,0.75184524,1.0303144,1.2465852,1.5249615
252,-1.0659359,0.46928173,0.47048697,0.43048292,-0.32919902,-0.7162229,-0.81727576,0.7961877,0.9324925,1.0633156,0.37731332
254,-1.1970127,-2.7601628,-2.4008446,-0.43661052,-0.06761496,-0.8121282,1.1974726,0.8475478,0.9583815,1.1980032,1.5637999
257,-1.2358346,-2.01551,-2.0104685,-0.14231989,-0.07707308,-0.7243461,0.39230254,0.8157854,1.0598177,1.2137791,1.4991564
261,-0.6806922,0.061196223,0.5078883,-1.0362929,-1.2579206,-0.10912998,-0.10484673,0.72739905,0.8783044,1.131858,1.288257
271,-1.7132996,-1.5289278,-1.0620846,0.13615505,-0.31850103,-1.173854,-1.5520477,0.93869376,0.9444186,1.1757435,1.5146201
276,-1.4101645,-0.8080415,0.591336,-0.46373484,0.34538248,-0.55270827,-0.7351409,0.73656386,0.9848757,1.1214573,1.2714665
279,-1.9608867,-1.1538332,0.65575117,0.62324816,-0.35401762,-0.5000666,-0.29442787,0.7936348,0.9288437,1.1260691,1.1950727
285,-1.4990822,-1.7423934,0.3360594,0.13757986,0.32157245,-0.0038239998,-0.47802827,0.74009424,1.007741,1.1754696,1.3996326
287,-1.050757,0.41829985,0.5118424,-0.01975651,-0.23860298,-0.68172884,-0.28669792,0.6730314,0.9195148,1.2025714,0.40320796
290,-1.146985,-1.8305596,0.58491564,0.07011485,-0.7914988,-0.890132,-0.84139603,0.89043397,0.846523,1.117216,1.2809594
291,-0.6924335,-2.6177385,-0.75820535,-0.6510655,0.36213326,-0.11581679,-0.6153902,0.9125398,1.0344543,1.203692,1.3895601
293,0.053115565,-1.5890187,-1.8966907,0.4035986,-0.013104904,-0.04805669,-0.0328201,0.9142087,1.0330532,1.1354656,1.3889008
294,-1.8688176,-1.9981217,-3.0980353,-0.3815178,0.25360608,-0.92867476,0.018107785,0.892698,0.9774936,1.2883071,1.4311632
295,-1.2206811,-1.9504968,0.49920887,-0.5287372,-0.399614,-1.5130391,-1.4026233,0.7725514,1.002531,1.1666479,1.2792892
297,-1.124438,-1.1808331,-1.6557187,-0.02599306,-0.7093776,0.17622538,-1.3936392,0.90662014,0.9826849,1.1943405,1.5000108
298,-1.226876,-3.0834854,-0.5617237,-0.8420155,0.5389062,-0.09038934,-1.7581761,0.84012824,1.0357711,1.2265598,1.4448829
302,-1.0679623,-1.0005033,-0.76073676,0.07596983,-0.35507774,-0.4633848,-0.90446675,0.73879975,0.90131414,1.3944467,1.4412682
308,-1.9997193,-0.58789915,0.07310945,-1.3015093,0.3714792,-0.61741936,-0.54261684,0.6082288,1.0069917,1.3410434,1.3547039
313,-0.9475879,-1.3549681,0.3847206,-0.6253058,-0.33710086,-1.7183921,-1.0950904,0.6739231,1.0228088,1.1720142,1.4178723
316,-0.897485,-2.4330466,-1.9329439,-0.5301538,-0.60744417,0.63246435,0.02959466,0.76680684,1.0863587,1.2527655,1.4562496
322,-1.4283698,-1.1622264,-0.27075514,-1.2502995,0.5073677,-0.49351183,-0.40804204,0.8172441,0.9597811,1.228295,1.5013912
325,-1.4522618,-0.2614199,0.5137384,-0.070778534,-1.0689826,-0.27781996,-1.4335477,0.8738666,0.84199107,1.0217462,1.3787835
327,-1.2957616,-1.0734644,-2.2484207,-0.21509732,-0.38228923,0.2046195,-0.93495154,0.8124745,1.0019114,1.2586114,1.5108091
328,-1.0451189,-2.1090693,-1.1557621,0.32157272,-0.8268803,-1.5811706,-1.6784555,0.9008243,0.9795907,1.2432735,1.458623
331,-1.7689196,-1.3492018,0.4573953,-0.15483056,-0.8598504,-0.047511656,-0.956472,0.7373198,0.98885846,1.1068484,1.429543
334,-1.3736528,0.3548882,0.5282915,-0.05528574,-0.648782,-0.68886817,0.050118633,0.71630776,0.78915536,1.1119335,1.1997901
336,-1.6794182,-2.2193394,-2.6338,0.98849416,-0.18983766,0.92260176,-0.9112692,0.8790731,1.0473033,1.201196,1.4284803
340,-1.9449141,0.06512808,0.4547477,0.8993907,-1.1116056,0.23208891,0.34827504,0.88459355,0.90945894,1.1644143,0.80589867
341,-1.2154162,0.43192208,0.46282232,-0.05876226,0.95905244,-0.36446184,0.055223297,0.69756037,0.9331917,1.1843394,0.1856017
342,-1.7520169,0.3464672,0.41239598,0.266102,-1.1688541,0.4850979,-0.35691348,0.78075194,1.0215162,1.1463454,-0.31375825
343,-1.4993193,-2.3229308,-2.5450099,-1.4929712,-0.41530004,-0.418588,0.0782448,0.84939784,0.9838865,1.1267165,1.6182417
348,0.12592956,0.323996,0.39278263,0.27890122,-0.78142685,-0.9909818,-1.0876521,0.7213843,0.8351902,0.969783,1.2810328
351,-1.3350239,-2.3901823,-0.986345,0.033097945,0.3342251,-0.9403813,0.3486025,0.9191404,0.8586942,1.2681258,1.4979993
352,-1.9652202,-1.6867129,-0.8559628,0.174229,0.44682807,0.7133957,0.31204098,0.9309116,0.9133796,1.2036463,1.4881598
360,-1.4124507,-0.22176817,0.7592535,0.47427538,0.07446902,-0.61394286,-0.2485162,0.6393713,0.93908924,1.114699,1.0705954
361,-1.8071696,-1.2802275,-0.59681237,0.03347044,-1.6801848,-1.6676127,-0.82707953,0.9245214,1.0161071,1.0940701,1.504806
366,-1.2509593,0.104928546,0.44494483,-0.4886193,-0.7860354,-0.018156294,0.39925498,0.7785174,0.97924197,1.1134821,1.1247449
367,-0.77241945,-1.2980716,-1.549656,-1.0857224,-1.0262268,0.62806916,-1.0588648,0.89051956,0.8873588,1.1976168,1.5768768
368,-0.9202286,-1.1937892,-2.7040615,-0.9822299,-0.09467214,0.30727455,0.49730965,0.8476459,0.95986915,1.2492077,1.5182395
369,-1.8738452,-1.8594446,0.51175326,-0.3068806,-0.43945125,0.40641734,1.389353,0.77534306,0.9526849,0.9891089,1.4386057
383,-0.98132914,0.44940993,0.29602718,-0.27152705,-0.41305453,-1.2365658,0.7952825,0.73309326,0.9362015,1.1296828,0.9680511
385,-1.4594358,-1.3859117,-0.20518994,-0.9613618,-1.6441791,0.50228345,-0.38772014,0.79599273,0.978312,1.2969878,1.4118358
391,-1.3246813,-1.5267029,-0.45162228,-0.04414467,-0.3354444,0.4608973,0.7568987,0.9007274,0.9731612,1.1634126,1.4802499
392,-0.728265,-1.4026386,-2.5557992,0.60120654,0.06976013,-1.0421889,-0.019950772,0.8519315,1.0145742,1.2516855,1.4542629
393,-1.4988052,-0.09358896,0.46903604,-0.677631,0.48023483,0.3619961,-0.060817003,0.78159773,0.9025282,1.1372154,1.285794
398,-1.218458,-3.0662696,-2.568137,-0.7487796,-0.47820836,0.59596425,-1.2739925,0.888684,0.9365664,1.2511324,1.5145292
402,0.052338287,-0.5472252,0.5370704,-0.032315355,-0.30177787,-0.0064917332,-1.0760734,0.7762147,0.9879979,1.1165353,1.0444492
404,-1.451404,-2.8818023,-1.6174233,-0.4238664,-1.0505081,-0.31772247,-0.025590342,0.76111484,1.0562646,1.2117925,1.5532542
405,-1.4528321,-1.6242865,-1.7997751,0.5898242,0.47777283,0.94228387,-0.5877207,0.87805235,0.97104967,1.2477039,1.4608397
408,-0.82237417,-2.5463133,-0.5526599,0.17799598,-0.30487347,-1.0704824,-1.5553988,0.8860931,1.066842,1.1343755,1.4479038
410,-1.2798387,-2.7548482,-1.2995254,-1.146481,-0.19192618,-0.5464509,1.3292801,0.91759706,0.9871766,1.1830784,1.4660649
418,-1.16813,-2.5386453,0.40831158,-1.138979,-0.0808818,0.0011624239,0.17154178,0.86091566,1.0266479,1.1968756,1.0897821
427,-1.839743,-0.6370051,-1.2130272,-0.7078895,-0.66192895,-0.9262528,0.04045598,0.7755992,1.0008701,1.2635776,1.5120833
433,-1.3107146,-1.862723,-2.5976021,-0.93750423,0.34193256,-1.2327116,1.0337781,0.82017165,1.0461832,1.2062037,1.5038149
442,-0.85406923,-2.8142648,-1.6683873,-0.5005015,-0.025285795,-0.053703547,-1.1554728,0.86288744,1.0836527,1.158035,1.4759036
443,-1.8164548,-2.1855607,-2.9887908,-1.4010975,-0.106916755,-1.5546958,-0.7759669,0.80629116,1.0918729,1.1518242,1.541185
444,-0.464437,-1.8567823,-0.38254273,-0.59369814,-1.372527,0.1129725,0.15843911,0.8492746,1.0253326,1.1836365,1.4501997
449,-1.8604296,-2.2995079,-2.0765796,-1.1817733,0.28278196,-0.7583313,-1.3371404,0.79011726,1.000659,1.2900224,1.511561
455,-0.97158486,-1.5438942,0.49637473,-0.5647956,-1.1454713,-0.95452255,0.5808382,0.84424365,0.8824349,1.1691663,1.3193089
456,-1.4866484,-1.7876569,0.3086668,-1.6969962,0.022729008,-0.24412467,0.88777125,0.7807714,0.99845594,1.1526845,1.4036427
459,-1.0832071,-1.9616586,-0.94830424,0.032343376,0.18401238,0.6348699,0.025973344,0.8591043,1.0173923,1.1656302,1.5157001
461,-2.0533056,-2.1599996,-0.97015125,0.2067071,0.8218817,-1.1791581,-0.9633483,0.80328196,0.9747003,1.2580687,1.5252223
467,-1.4976255,-2.6353662,0.4472421,-0.7586661,-0.47331998,-0.79310924,-1.6767244,0.8387971,1.0294943,1.113765,1.2655865
469,-2.0791495,-2.1068122,-2.3037236,0.120581895,0.61628115,0.12316572,1.0374407,0.7781309,0.9206227,1.2890116,1.5539001
472,-1.4532462,-1.1719965,0.032321166,-1.5194702,-1.1419809,-0.23297709,0.7969045,0.80179155,0.9779498,1.2227272,1.4357578
474,-2.091594,-2.8380215,-2.8160813,0.36995164,0.41920677,-0.46846592,-1.393614,0.8775957,1.0801063,1.1265498,1.4981989
476,-1.6439642,-2.1169178,-2.5184252,-0.6035524,-1.5199978,0.1230686,-0.07294286,0.9224701,0.960047,1.2163448,1.5002397
480,-1.0520867,-0.9687057,0.5526459,-0.69084233,-0.9680187,0.018217308,-0.13978331,0.7402617,0.855237,1.1622698,1.4169917
483,-1.7641487,-1.9651223,-1.5290405,-0.03404441,-0.3495915,0.29444245,0.30172896,0.8760078,1.0246712,1.1652496,1.5189778
484,-1.3633289,-1.1859277,-2.677155,-0.15280926,1.1973393,1.0844935,-1.0701674,0.82008845,1.0762807,1.1836228,1.4415652
489,-0.89675766,0.42329702,0.42958254,-0.8942547,-1.5851517,-0.36802134,-0.772532,0.68088764,0.9684946,1.107724,0.948338
491,-1.3132262,-1.2543398,-2.1090817,-1.1996464,0.62363416,-0.112762354,0.49284577,0.8414897,1.0082753,1.1853299,1.5402353
492,-1.3616124,0.28509426,0.41837972,-0.6541916,-1.3541366,-1.2103263,0.7763547,0.74220216,1.0062777,1.0292228,1.1194786
499,-1.695074,0.48815513,0.5098432,0.5667033,-0.43886325,-1.4653172,0.018300435,0.6985357,0.875598,0.957893,1.1315451
500,-1.0735059,-1.7695513,-1.3037324,0.51304865,-0.0972938,-0.824274,-0.46390906,0.8878727,1.0235248,1.2033482,1.4648161
502,-0.37646097,0.21859217,0.502978,-0.40320584,-1.1428207,-1.3203487,0.5365338,0.88290936,0.90299964,1.0838568,0.66497684
508,-0.9693991,0.3422327,0.5156629,-1.7184246,-0.053952184,0.24399957,-0.15158628,0.77691114,0.9414298,1.1029474,0.7131511
509,-1.1734507,-2.171122,-1.7616892,-0.0773403,-8.26717e-05,-0.46722916,-0.42454958,0.828446,1.019105,1.251344,1.4950116
516,-2.45552,-1.413763,0.32580966,0.32837078,0.017651537,-0.263432,-0.2062318,0.81375253,0.94108945,1.1046154,1.475777
517,-2.1141326,-0.88932997,0.50903004,-0.65095323,-0.71320194,-0.7772486,-0.5068629,0.7038137,1.0821091,1.0342369,1.345568
519,-1.2244985,-1.7178596,-2.634946,0.32036835,-1.1961575,-0.2823063,-0.9802015,0.8003424,0.9886724,1.2688203,1.5321013
521,-1.8335223,0.32886696,0.47555718,0.5326394,-0.2918574,-0.5807084,0.4720937,0.7115441,0.83667403,1.1901369,1.0596843
529,-0.88400537,0.102558635,0.4184517,-1.2747264,-0.90498567,-0.8195847,-1.1859467,0.8202828,0.81127185,1.0709878,1.3832114
534,-1.1107705,-1.2960372,0.03746696,0.35469168,0.82403666,-0.51368034,-1.0822695,0.66709644,1.0281518,1.2189584,1.4805019
550,-2.2044895,-1.6047374,-1.5352787,-1.5592884,-0.2697167,-0.8856908,-0.6514732,0.8211288,1.0106164,1.2280108,1.5384314
553,-0.88143355,-1.8715425,-0.84379566,-0.60131794,0.07313449,-1.570103,-0.11160594,0.8433638,1.0229359,1.2122344,1.4908338
555,-2.0301297,-1.2436252,-1.8232607,1.0938517,-0.37605748,-0.90515167,-0.2552567,0.8117813,1.0163342,1.2931325,1.430278
556,-0.32432467,0.17706473,0.39541218,-0.95439345,-0.47003043,-1.5034589,-0.59331644,0.9096089,0.92602515,1.0559002,0.9399158
557,-1.3539065,-1.5476325,0.50070506,0.28612593,-0.6498854,-0.52751935,-0.7163385,0.7475798,0.9374433,1.0784193,1.4667431
558,-1.1417747,-2.2198215,0.4225332,-0.35132858,0.48768163,-0.05536221,0.46152788,0.8016392,0.97852755,1.091549,1.3989183
559,-0.71024764,-2.011142,-1.4382317,0.44506472,0.8257065,0.5767118,-0.52741426,0.7371154,1.0753775,1.2541999,1.4571435
562,-1.4174623,-1.909611,0.53103983,-0.096899584,-0.77209914,0.25966966,-0.561544,0.82148874,0.9979841,1.0593362,1.310983
565,-0.18221615,-0.22520828,0.5441428,-0.41228372,-0.06817983,-0.2638661,-1.1776893,0.75443995,0.9756275,1.0628736,1.2093661
568,-1.6519804,-2.245747,-2.9549317,0.59205025,-0.48853853,0.49890056,-0.76885104,0.8030506,1.0263554,1.274056,1.4775962
570,-1.9453833,-1.4373242,-0.81084913,0.47728726,-0.39245135,-1.417232,0.24520649,0.81036717,0.98638755,1.3452578,1.3799499
572,-1.8230884,-1.4344263,-2.3697798,0.49689946,-0.13874488,-0.7475495,0.38664886,0.7967721,1.064224,1.2529575,1.4615514
576,-1.315961,-1.4782791,0.652877,-1.2165813,-0.06632218,-0.09457515,-1.0218008,0.6242345,0.98320764,1.1151975,1.3541651
577,-1.1508012,-2.7380002,0.34580576,-1.2422384,0.35843322,-1.1588372,-1.3342019,0.7318297,1.0625458,1.2867022,1.1106642
578,-0.80816126,0.15763092,0.5572703,-0.7407475,0.061089385,0.5367048,-0.6699233,0.729612,0.9282307,1.0730144,1.1593446
580,-0.58702093,-0.771422,-0.6634484,-1.0888058,-1.2450572,0.7619898,0.43269312,0.8600009,0.95999587,1.2688245,1.4058026
583,-2.1702924,-1.7201337,-2.6547003,0.08338597,-0.8444847,-0.014980235,-0.1511758,0.9545049,1.0289809,1.2167405,1.3746097
584,-1.1341416,-1.087934,-0.5149119,-0.4395777,-0.94339097,0.61556536,-0.83231324,0.8559368,1.0579361,1.2418888,1.3504264
585,-1.5203483,-1.0613093,-3.6593328,-1.1651436,-0.8532534,-0.42199162,-1.2569741,0.76636326,1.0705453,1.2763394,1.4645522
587,-1.8241895,-2.8316827,-1.8220705,-1.498448,-1.0085965,0.126685,-0.28461257,0.8096656,0.99251574,1.3075364,1.4798391
589,-0.77963376,-1.1358576,-1.4419051,0.97802526,-0.4709166,-0.9805921,-0.5149783,0.8960565,0.86494195,1.280993,1.4867476
594,-2.3282712,-1.3670269,-1.0998653,-1.1736656,-0.7833408,-0.98073477,-1.1589317,0.76284516,1.0445791,1.3032417,1.4552906
596,-1.7665441,-1.048043,0.46436432,0.4815397,-0.6021596,-0.06952263,-0.31597334,0.7520467,0.8874032,1.2517447,1.326773
598,-2.1700265,-1.7041788,0.5902906,-0.7900441,-0.25849494,-0.8280859,0.3965641,0.8043467,0.96790874,1.0146755,1.3615078
599,-1.1533247,-0.095121026,0.46853426,0.048301175,-1.4126254,-0.4475576,-0.0780031,0.8227981,0.948973,1.2506138,0.80379033
600,-1.1632801,-1.3889482,-2.5216112,-0.8833175,0.00556263,-0.24415445,-0.4296624,0.9401051,0.94775945,1.257378,1.4349132
610,-1.3076375,-2.411365,-3.1979542,-0.90976554,-0.70862365,0.89427096,-1.3569995,0.9594003,0.9211047,1.1871789,1.5042045
611,-1.0742141,-1.730701,-1.2371187,-1.1632,0.1619742,-1.8095875,-1.4830408,0.8370699,1.0793948,1.2861377,1.3492498
617,-0.6478391,-1.1158595,-2.4679036,-0.6700225,-0.19120303,-1.8406038,0.1278896,0.8600895,0.9665403,1.2146008,1.5361271
618,-1.2749591,-2.3044941,-0.60884345,-0.05785013,-1.599469,-1.0717752,0.46995893,0.85952747,1.0141749,1.2489505,1.4289021
624,-2.104294,-0.5089822,0.5390383,0.20768198,0.39136875,0.089067735,-0.85436004,0.81193626,0.89296675,1.147815,1.2798228
625,-0.8150195,0.057329934,0.38655505,0.33915916,-0.29904702,-1.5284711,-1.2772288,0.7504994,0.82956743,1.0830584,1.4536707
629,-2.2377238,-2.7401917,-1.902204,-0.22563154,0.24381946,-0.87748605,0.6392966,0.7820328,0.99417746,1.211012,1.5879334
