Gene,StateA,StateB
g2,cell_86,cell_515
g6,cell_86,cell_793
g8,cell_86,cell_1455
g7,cell_86,cell_1972
g1,cell_89,cell_14
g7,cell_89,cell_27
g6,cell_89,cell_163
g5,cell_89,cell_325
g4,cell_89,cell_663
g8,cell_89,cell_979
g3,cell_89,cell_1689
g2,cell_94,cell_7
g3,cell_94,cell_56
g8,cell_94,cell_104
g5,cell_94,cell_118
g4,cell_94,cell_165
g1,cell_94,cell_719
g6,cell_94,cell_1166
g6,cell_97,cell_515
g2,cell_97,cell_793
g4,cell_99,cell_42
g3,cell_99,cell_86
g6,cell_99,cell_130
g8,cell_99,cell_424
g5,cell_99,cell_1118
g1,cell_99,cell_1446
g2,cell_99,cell_1776
g3,cell_104,cell_21
g1,cell_104,cell_42
g8,cell_104,cell_94
g5,cell_104,cell_346
g2,cell_104,cell_873
g4,cell_104,cell_1446
g6,cell_104,cell_1634
g4,cell_105,cell_8
g8,cell_105,cell_12
g3,cell_105,cell_192
g2,cell_105,cell_294
g5,cell_105,cell_553
g1,cell_105,cell_1336
g4,cell_107,cell_15
g5,cell_107,cell_60
g7,cell_107,cell_252
g6,cell_107,cell_261
g8,cell_107,cell_354
g1,cell_115,cell_4
g4,cell_115,cell_10
g2,cell_115,cell_65
g6,cell_115,cell_70
g5,cell_115,cell_86
g8,cell_115,cell_683
g3,cell_115,cell_1118
g7,cell_115,cell_1317
g2,cell_116,cell_17
g4,cell_116,cell_348
g3,cell_116,cell_474
g1,cell_116,cell_515
g5,cell_116,cell_577
g8,cell_116,cell_1916
g1,cell_117,cell_7
g7,cell_117,cell_9
g4,cell_117,cell_325
g5,cell_117,cell_663
g6,cell_117,cell_685
g2,cell_117,cell_719
g3,cell_117,cell_739
g4,cell_118,cell_72
g5,cell_118,cell_94
g2,cell_118,cell_192
g3,cell_118,cell_294
g8,cell_118,cell_346
g1,cell_118,cell_511
g6,cell_120,cell_4
g1,cell_120,cell_70
g5,cell_120,cell_170
g4,cell_120,cell_929
g3,cell_120,cell_1323
g6,cell_126,cell_14
g1,cell_126,cell_163
g5,cell_126,cell_391
g4,cell_126,cell_621
g8,cell_126,cell_783
g6,cell_130,cell_99
g1,cell_130,cell_257
g3,cell_130,cell_793
g5,cell_130,cell_1095
g4,cell_141,cell_7
g5,cell_141,cell_14
g7,cell_141,cell_79
g2,cell_141,cell_165
g1,cell_141,cell_325
g6,cell_141,cell_391
g8,cell_141,cell_474
g3,cell_141,cell_1916
g4,cell_148,cell_9
g5,cell_148,cell_27
g1,cell_148,cell_79
g7,cell_148,cell_325
g6,cell_148,cell_372
g1,cell_157,cell_25
g2,cell_157,cell_40
g7,cell_157,cell_462
g8,cell_157,cell_824
g3,cell_157,cell_1758
g7,cell_163,cell_15
g6,cell_163,cell_89
g1,cell_163,cell_126
g8,cell_163,cell_191
g4,cell_163,cell_252
g5,cell_163,cell_1223
g5,cell_165,cell_72
g4,cell_165,cell_94
g2,cell_165,cell_141
g1,cell_165,cell_424
g3,cell_165,cell_452
g8,cell_165,cell_1446
g6,cell_170,cell_17
g5,cell_170,cell_120
g3,cell_170,cell_257
g1,cell_170,cell_793
g3,cell_174,cell_4
g8,cell_174,cell_72
g4,cell_174,cell_346
g2,cell_174,cell_770
g1,cell_174,cell_1118
g6,cell_174,cell_1323
g5,cell_174,cell_1446
g7,cell_174,cell_1903
g8,cell_191,cell_163
g4,cell_191,cell_649
g1,cell_191,cell_783
g6,cell_191,cell_979
g2,cell_191,cell_1095
g7,cell_191,cell_1140
g5,cell_192,cell_7
g4,cell_192,cell_14
g7,cell_192,cell_38
g3,cell_192,cell_105
g2,cell_192,cell_118
g6,cell_192,cell_621
g1,cell_192,cell_663
g8,cell_192,cell_1391
g8,cell_242,cell_10
g1,cell_242,cell_294
g3,cell_242,cell_511
g4,cell_242,cell_683
g2,cell_242,cell_1336
g5,cell_242,cell_1396
g7,cell_252,cell_107
g4,cell_252,cell_163
g1,cell_252,cell_621
g8,cell_252,cell_649
g6,cell_252,cell_663
g5,cell_252,cell_685
g2,cell_255,cell_25
g1,cell_255,cell_40
g7,cell_255,cell_62
g6,cell_255,cell_1464
g2,cell_257,cell_41
g1,cell_257,cell_130
g3,cell_257,cell_170
g5,cell_257,cell_1323
g6,cell_257,cell_1446
g4,cell_257,cell_1634
g5,cell_261,cell_9
g4,cell_261,cell_27
g1,cell_261,cell_38
g6,cell_261,cell_107
g7,cell_261,cell_663
g3,cell_261,cell_824
g8,cell_261,cell_1758
g3,cell_288,cell_10
g5,cell_288,cell_42
g1,cell_288,cell_346
g8,cell_288,cell_511
g4,cell_288,cell_1118
g5,cell_294,cell_56
g8,cell_294,cell_62
g2,cell_294,cell_105
g3,cell_294,cell_118
g1,cell_294,cell_242
g4,cell_294,cell_411
g6,cell_314,cell_12
g2,cell_314,cell_929
g3,cell_314,cell_973
g5,cell_325,cell_89
g4,cell_325,cell_117
g1,cell_325,cell_141
g7,cell_325,cell_148
g2,cell_325,cell_424
g3,cell_325,cell_1091
g6,cell_325,cell_1223
g8,cell_325,cell_1776
g2,cell_331,cell_634
g7,cell_331,cell_1118
g3,cell_331,cell_1317
g6,cell_331,cell_1755
g1,cell_331,cell_1903
g1,cell_335,cell_354
g7,cell_335,cell_973
g4,cell_335,cell_1390
g5,cell_335,cell_1683
g3,cell_346,cell_62
g5,cell_346,cell_104
g8,cell_346,cell_118
g4,cell_346,cell_174
g1,cell_346,cell_288
g6,cell_346,cell_802
g2,cell_346,cell_1391
g5,cell_348,cell_12
g2,cell_348,cell_21
g4,cell_348,cell_116
g8,cell_348,cell_553
g3,cell_348,cell_873
g1,cell_348,cell_1370
g8,cell_354,cell_107
g1,cell_354,cell_335
g7,cell_354,cell_649
g4,cell_354,cell_1140
g6,cell_354,cell_1758
g5,cell_354,cell_1860
g5,cell_372,cell_15
g4,cell_372,cell_60
g6,cell_372,cell_148
g8,cell_372,cell_714
g7,cell_372,cell_1223
g8,cell_391,cell_41
g4,cell_391,cell_83
g5,cell_391,cell_126
g6,cell_391,cell_141
g1,cell_391,cell_1223
g8,cell_411,cell_4
g2,cell_411,cell_8
g3,cell_411,cell_72
g4,cell_411,cell_294
g5,cell_411,cell_452
g1,cell_411,cell_683
g8,cell_424,cell_99
g1,cell_424,cell_165
g2,cell_424,cell_325
g4,cell_424,cell_719
g3,cell_424,cell_1455
g8,cell_452,cell_17
g4,cell_452,cell_56
g3,cell_452,cell_165
g5,cell_452,cell_411
g1,cell_452,cell_1455
g2,cell_452,cell_1916
g2,cell_462,cell_10
g1,cell_462,cell_12
g4,cell_462,cell_65
g7,cell_462,cell_157
g8,cell_462,cell_1336
g5,cell_462,cell_1370
g6,cell_474,cell_41
g3,cell_474,cell_116
g8,cell_474,cell_141
g5,cell_474,cell_770
g4,cell_474,cell_873
g2,cell_474,cell_1446
g1,cell_474,cell_1776
g1,cell_511,cell_118
g3,cell_511,cell_242
g8,cell_511,cell_288
g2,cell_511,cell_663
g5,cell_511,cell_719
g5,cell_515,cell_65
g2,cell_515,cell_86
g6,cell_515,cell_97
g1,cell_515,cell_116
g8,cell_515,cell_1091
g4,cell_515,cell_1370
g3,cell_515,cell_1776
g3,cell_553,cell_7
g2,cell_553,cell_56
g5,cell_553,cell_105
g8,cell_553,cell_348
g1,cell_553,cell_739
g4,cell_553,cell_1916
g2,cell_577,cell_4
g8,cell_577,cell_8
g4,cell_577,cell_12
g1,cell_577,cell_65
g5,cell_577,cell_116
g3,cell_577,cell_770
g5,cell_621,cell_83
g4,cell_621,cell_126
g6,cell_621,cell_192
g1,cell_621,cell_252
g8,cell_621,cell_973
g8,cell_634,cell_27
g2,cell_634,cell_331
g7,cell_634,cell_979
g6,cell_634,cell_1140
g4,cell_634,cell_1758
g4,cell_649,cell_191
g8,cell_649,cell_252
g7,cell_649,cell_354
g1,cell_649,cell_973
g4,cell_663,cell_89
g5,cell_663,cell_117
g1,cell_663,cell_192
g6,cell_663,cell_252
g7,cell_663,cell_261
g2,cell_663,cell_511
g3,cell_663,cell_1336
g8,cell_683,cell_115
g4,cell_683,cell_242
g1,cell_683,cell_411
g5,cell_683,cell_1455
g2,cell_683,cell_1689
g7,cell_685,cell_60
g1,cell_685,cell_83
g6,cell_685,cell_117
g5,cell_685,cell_252
g4,cell_685,cell_1223
g8,cell_714,cell_372
g1,cell_714,cell_876
g5,cell_714,cell_1140
g4,cell_714,cell_1860
g8,cell_719,cell_42
g1,cell_719,cell_94
g2,cell_719,cell_117
g4,cell_719,cell_424
g5,cell_719,cell_511
g3,cell_719,cell_1396
g3,cell_739,cell_117
g1,cell_739,cell_553
g4,cell_739,cell_1091
g5,cell_739,cell_1336
g8,cell_739,cell_1370
g2,cell_739,cell_1396
g8,cell_770,cell_14
g2,cell_770,cell_174
g5,cell_770,cell_474
g3,cell_770,cell_577
g6,cell_770,cell_783
g1,cell_770,cell_979
g4,cell_770,cell_1391
g5,cell_783,cell_41
g8,cell_783,cell_126
g1,cell_783,cell_191
g6,cell_783,cell_770
g4,cell_783,cell_973
g2,cell_783,cell_1323
g7,cell_783,cell_1390
g5,cell_793,cell_70
g6,cell_793,cell_86
g2,cell_793,cell_97
g3,cell_793,cell_130
g1,cell_793,cell_170
g4,cell_793,cell_962
g6,cell_802,cell_346
g3,cell_802,cell_929
g2,cell_802,cell_973
g4,cell_802,cell_1323
g5,cell_802,cell_1634
g8,cell_824,cell_157
g3,cell_824,cell_261
g7,cell_824,cell_1336
g3,cell_827,cell_876
g6,cell_867,cell_40
g4,cell_867,cell_870
g7,cell_867,cell_1303
g1,cell_867,cell_1464
g7,cell_870,cell_70
g4,cell_870,cell_867
g6,cell_870,cell_1317
g3,cell_870,cell_1755
g8,cell_873,cell_7
g2,cell_873,cell_104
g3,cell_873,cell_348
g4,cell_873,cell_474
g5,cell_873,cell_1391
g6,cell_873,cell_1725
g7,cell_876,cell_41
g1,cell_876,cell_714
g3,cell_876,cell_827
g5,cell_876,cell_1390
g4,cell_876,cell_1683
g6,cell_929,cell_62
g4,cell_929,cell_120
g2,cell_929,cell_314
g3,cell_929,cell_802
g1,cell_929,cell_1303
g7,cell_929,cell_1464
g6,cell_962,cell_16
g4,cell_962,cell_793
g5,cell_962,cell_1303
g3,cell_973,cell_314
g7,cell_973,cell_335
g8,cell_973,cell_621
g1,cell_973,cell_649
g4,cell_973,cell_783
g2,cell_973,cell_802
g6,cell_973,cell_1391
g5,cell_973,cell_1725
g3,cell_979,cell_65
g8,cell_979,cell_89
g6,cell_979,cell_191
g7,cell_979,cell_634
g1,cell_979,cell_770
g2,cell_979,cell_1118
g5,cell_979,cell_1776
g3,cell_1091,cell_325
g8,cell_1091,cell_515
g4,cell_1091,cell_739
g2,cell_1091,cell_1455
g5,cell_1091,cell_1689
g1,cell_1091,cell_1916
g3,cell_1095,cell_70
g5,cell_1095,cell_130
g2,cell_1095,cell_191
g6,cell_1095,cell_1118
g1,cell_1095,cell_1323
g7,cell_1095,cell_1755
g5,cell_1118,cell_99
g3,cell_1118,cell_115
g1,cell_1118,cell_174
g4,cell_1118,cell_288
g7,cell_1118,cell_331
g2,cell_1118,cell_979
g6,cell_1118,cell_1095
g8,cell_1140,cell_15
g7,cell_1140,cell_191
g4,cell_1140,cell_354
g6,cell_1140,cell_634
g5,cell_1140,cell_714
g1,cell_1140,cell_1390
g2,cell_1140,cell_1755
g2,cell_1166,cell_83
g6,cell_1166,cell_94
g8,cell_1166,cell_1634
g7,cell_1198,cell_14
g1,cell_1198,cell_27
g4,cell_1198,cell_38
g5,cell_1198,cell_79
g5,cell_1223,cell_163
g6,cell_1223,cell_325
g7,cell_1223,cell_372
g1,cell_1223,cell_391
g4,cell_1223,cell_685
g6,cell_1303,cell_10
g4,cell_1303,cell_70
g7,cell_1303,cell_867
g1,cell_1303,cell_929
g5,cell_1303,cell_962
g4,cell_1317,cell_40
g7,cell_1317,cell_115
g3,cell_1317,cell_331
g6,cell_1317,cell_870
g5,cell_1317,cell_1972
g3,cell_1323,cell_120
g6,cell_1323,cell_174
g5,cell_1323,cell_257
g2,cell_1323,cell_783
g4,cell_1323,cell_802
g1,cell_1323,cell_1095
g7,cell_1329,cell_7
g1,cell_1329,cell_9
g5,cell_1329,cell_38
g4,cell_1329,cell_79
g1,cell_1336,cell_105
g2,cell_1336,cell_242
g8,cell_1336,cell_462
g3,cell_1336,cell_663
g5,cell_1336,cell_739
g7,cell_1336,cell_824
g4,cell_1336,cell_1689
g2,cell_1370,cell_16
g1,cell_1370,cell_348
g5,cell_1370,cell_462
g4,cell_1370,cell_515
g8,cell_1370,cell_739
g4,cell_1390,cell_335
g7,cell_1390,cell_783
g5,cell_1390,cell_876
g1,cell_1390,cell_1140
g3,cell_1391,cell_12
g8,cell_1391,cell_192
g2,cell_1391,cell_346
g4,cell_1391,cell_770
g5,cell_1391,cell_873
g6,cell_1391,cell_973
g8,cell_1396,cell_16
g1,cell_1396,cell_56
g5,cell_1396,cell_242
g3,cell_1396,cell_719
g2,cell_1396,cell_739
g4,cell_1396,cell_1455
g3,cell_1446,cell_17
g1,cell_1446,cell_99
g4,cell_1446,cell_104
g8,cell_1446,cell_165
g5,cell_1446,cell_174
g6,cell_1446,cell_257
g2,cell_1446,cell_474
g8,cell_1455,cell_86
g3,cell_1455,cell_424
g1,cell_1455,cell_452
g5,cell_1455,cell_683
g2,cell_1455,cell_1091
g4,cell_1455,cell_1396
g6,cell_1464,cell_255
g1,cell_1464,cell_867
g7,cell_1464,cell_929
g6,cell_1634,cell_104
g4,cell_1634,cell_257
g5,cell_1634,cell_802
g8,cell_1634,cell_1166
g2,cell_1634,cell_1725
g5,cell_1683,cell_335
g4,cell_1683,cell_876
g7,cell_1683,cell_1725
g1,cell_1683,cell_1860
g1,cell_1689,cell_8
g8,cell_1689,cell_65
g3,cell_1689,cell_89
g2,cell_1689,cell_683
g5,cell_1689,cell_1091
g4,cell_1689,cell_1336
g4,cell_1725,cell_41
g8,cell_1725,cell_83
g6,cell_1725,cell_873
g5,cell_1725,cell_973
g2,cell_1725,cell_1634
g7,cell_1725,cell_1683
g6,cell_1755,cell_331
g3,cell_1755,cell_870
g7,cell_1755,cell_1095
g2,cell_1755,cell_1140
g3,cell_1758,cell_157
g8,cell_1758,cell_261
g6,cell_1758,cell_354
g4,cell_1758,cell_634
g2,cell_1776,cell_99
g8,cell_1776,cell_325
g1,cell_1776,cell_474
g3,cell_1776,cell_515
g5,cell_1776,cell_979
g8,cell_1860,cell_60
g5,cell_1860,cell_354
g4,cell_1860,cell_714
g1,cell_1860,cell_1683
g7,cell_1903,cell_174
g1,cell_1903,cell_331
g5,cell_1916,cell_8
g8,cell_1916,cell_116
g3,cell_1916,cell_141
g2,cell_1916,cell_452
g4,cell_1916,cell_553
g1,cell_1916,cell_1091
g7,cell_1972,cell_86
g5,cell_1972,cell_1317
