,x_g2,x_g3,x_g4,x_g1,x_g5,x_g6,x_g7,x_g8
555,-0.5297452,-0.73631805,2.6587336,-0.6737002,-0.32374907,-0.4386308,-1.0597243,-3.1482294
558,1.1181214,1.0428537,2.0354717,0.30297694,-0.10723405,-1.1124134,-0.44950733,-0.42874488
564,-0.65271795,0.11007836,2.6343064,-0.4909797,-0.17469507,0.048799172,0.13762741,-3.5632565
568,0.34902737,1.3331306,2.337308,-0.9362579,-1.1152178,-1.2624668,-0.8964391,-5.0289
581,-0.48033878,0.7319541,2.6061637,-0.48413745,-0.42320418,-0.42819524,-0.95019317,-5.024249
584,-0.26584727,0.09873247,2.6172185,0.15672722,0.08132788,-0.42845362,0.39074808,-3.290692
596,0.9999135,1.19732,2.0789418,-1.6450406,-0.18681362,-1.0454961,0.43233135,-0.765192
625,-0.58964187,0.112318985,2.6217904,-0.7213348,0.47697303,0.04129706,-1.262369,-1.8295828
629,0.59049505,1.305703,2.3093255,-0.63449013,0.08193641,-0.46080387,-0.8837572,-3.4700718
636,1.0153813,1.0657527,1.9502916,0.7182983,-0.07003937,-0.61426955,-0.41130072,-0.23689167
638,-0.4381965,1.1978487,2.2468646,0.53624624,-0.5878296,-0.5832674,0.36279324,-0.37734473
644,0.89927816,1.1042392,2.0292032,0.6715061,-1.0820359,-0.3220548,-0.09025097,-0.22359027
655,-0.14051956,-1.2006198,2.6542056,-0.74032074,-0.2152476,-1.0356911,-0.06170042,-3.6967845
662,0.13499616,-1.677223,2.6441364,-0.10059629,-0.5795618,-0.58930224,-0.1723384,-4.025368
665,0.8986831,1.0547569,1.9754176,0.94769496,-0.6391584,-1.4733895,-0.11019973,-0.31201896
673,0.94322616,0.9719441,2.0713499,0.88205624,-0.6592045,-0.871817,-1.4736658,-0.3042421
692,0.91364115,0.94209045,1.9521055,1.0301049,-0.38490158,-0.4801065,-1.1958944,-0.1861157
717,-0.89981276,-0.784861,2.647784,0.016117547,0.14909407,-0.7206119,-0.9489863,-2.4020836
738,-0.45586723,-1.4525688,2.6521268,-0.4502675,-0.0034080292,-0.15431722,-1.3086284,-2.7037632
745,0.9269521,1.03254,2.0026739,0.81115484,-0.99256384,-0.98985004,-0.68628734,-0.12563148
747,-0.25672925,1.4065883,2.275648,-1.3756702,-0.22773126,-0.40264088,-0.97904956,-3.1626978
752,0.91773,0.87064993,1.9045072,1.0561767,-1.267399,-1.2971723,-0.61488295,-0.025964094
761,-0.2613916,-0.6508474,2.6359572,0.08193844,-0.45982358,0.08631859,-0.36625266,-2.6548972
766,-1.2308784,-0.21813229,2.6246111,0.28862366,0.30406943,-0.10865152,0.20547092,-3.0792234
775,0.92837137,0.9181584,1.9183345,1.0378245,-1.3661964,-1.8806715,-0.9612955,-0.09663976
798,-0.5462743,-0.20060942,2.6497838,0.12543915,-1.0828164,-0.70941705,-0.3864454,-5.9411564
805,-0.92519563,0.01873567,2.6065097,0.13010369,-0.50347126,-1.7002621,0.5663381,-1.8216922
816,-0.77536744,-0.4024245,2.6598547,-0.28782243,-0.7507826,-1.7417789,-0.6650819,-3.595323
820,-0.46760723,-0.10464884,2.5804253,-0.61538017,0.47307134,-1.2327801,0.83600163,-1.823862
823,-0.7571144,-0.8697118,2.6412475,0.07787233,-0.16199207,-0.7895356,-1.5164812,-1.8409492
846,0.011128644,-0.3170116,2.6417966,-0.25512344,-0.15798773,-0.009954809,-0.5269746,-5.098762
864,-0.037840456,-0.57713306,2.626303,0.5711209,-1.1407316,-0.76217616,-1.340841,-4.8776793
872,-0.5086044,1.0270823,2.5019004,-0.112204485,-0.18003257,-0.97828305,-0.9356616,-1.3230212
880,-1.5341411,-0.41817623,2.6517582,-0.25099602,-0.17834751,-0.8562258,0.113542736,-3.4361732
886,-1.1448263,-0.9192155,2.6681776,-0.8340957,-0.68162763,-0.88390875,-1.080318,-5.46447
889,-0.9608497,-0.31785965,2.6289375,0.47385687,-0.8035299,-0.81040096,0.056962226,-2.9538715
890,-0.336759,-0.2905016,2.650356,-0.33184773,-0.633093,-1.6488025,0.14321637,-5.0471344
891,0.3225541,-0.25360662,2.600776,-1.9426781,0.24342148,0.44323492,-0.33609673,-2.2690713
896,0.9325146,1.2974355,2.2126672,-1.0913858,-1.6421145,-1.4713848,-1.0475749,-5.5019064
897,-0.32218874,-0.40908378,2.6288471,0.33426678,0.2422826,-0.50386006,-0.8267296,-2.3329494
898,-0.6715737,-0.37135825,2.645133,0.078576535,0.4925274,-0.8214116,-0.74395216,-3.8609788
900,-0.8431407,-0.7014193,2.6486552,0.25375694,-1.3016137,-0.25477937,-0.9651815,-3.730501
903,-0.70752364,-1.0675786,2.6365294,-0.20813881,0.5439828,-1.2992179,0.2769613,-2.6287646
906,0.96832865,0.9152651,1.9054353,1.0115691,-0.4635931,-0.23191366,-0.9550579,-0.14401533
913,-1.0931547,-0.54738086,2.6476395,-0.17937984,-0.2926437,0.23328967,-1.1842114,-3.8775725
915,-0.38047507,0.19641094,2.6290023,-0.6957197,0.629882,-0.2961908,-0.64462703,-2.8515525
916,-0.14122587,0.28795367,2.5534554,-0.005571901,-1.2193017,-1.5956073,-0.10580784,-0.49093062
920,-0.8412503,0.15263772,2.0033839,0.19042028,0.67373973,-0.70307505,0.028576944,0.91921854
927,0.10333092,-0.03434653,2.6298316,-0.55078804,-0.81979495,0.040445164,-0.109934166,-3.02045
940,-1.0096443,-0.4236174,2.6409109,-0.4665113,-1.4954909,-0.52218366,-1.0991623,-1.5430871
946,-0.32922545,-0.026263177,2.639534,-1.3650697,0.0072957682,0.22720559,-1.2387118,-3.5428517
957,-1.7894549,0.99509907,2.5502772,-0.34315988,-1.0039904,-0.18621984,-0.576868,-3.8399818
992,0.81981796,1.0501621,1.496274,1.1502122,0.14652129,-1.1624335,-1.5696715,0.019263469
1008,-1.2253368,0.3142016,2.5702767,0.1101185,0.587896,-1.0538833,-0.2412671,-0.8037271
1010,0.6378337,1.2995981,2.1446166,0.28438836,0.50121015,-0.71720886,-0.29392806,-0.8733692
1019,-1.0742018,-0.9669285,2.6324785,0.20080994,-0.3047462,-1.0687555,-1.0692786,-1.5049194
1028,-0.3234819,0.62648875,2.613767,-0.5745757,-0.40726015,-1.4162544,-0.3642849,-2.947407
1056,-0.7020247,-0.28654286,2.6421065,-0.78413326,0.14338572,-0.9429276,0.1853184,-2.4031746
1070,0.66402775,1.1998713,2.3757937,-0.65148807,0.30303532,-0.3801365,-1.3622667,-3.2341588
1082,-0.79227364,1.167448,2.4625955,0.13445094,-1.6842741,-0.87771773,-0.092240795,-2.52514
1085,-0.8022391,0.028658895,2.620758,-0.59846044,-0.27587628,0.4836767,-0.88890404,-2.2915218
1096,0.16095105,1.4594802,2.144627,-0.45496926,0.016432885,0.036222495,-0.7773024,-4.8067794
1107,0.9165355,0.99699384,1.9083155,1.0312018,-0.40252122,-1.1930683,-1.3431019,-0.20215526
1109,0.2886658,1.3207548,2.3403752,-0.7837511,0.12114068,-1.5250592,-0.2840334,-3.4860513
1119,-1.1834412,-0.49814782,2.657618,-0.8330994,0.35761318,-0.80092496,-0.2623119,-4.8626738
1137,1.1049948,1.1685175,2.0418708,0.01727595,-1.5605421,-0.2530725,-0.9644982,-0.8504599
1143,-0.9829063,-0.7304198,2.5860775,0.25836328,0.17221041,-0.40896082,-0.9339924,-0.67541236
1149,0.5332174,-0.46264112,2.5850654,-0.29650554,0.81729555,-0.20281298,-0.43863449,-2.0994723
1152,1.061291,1.1204135,2.160499,0.53183556,-1.0103847,-1.7198703,-1.2937667,-1.4316347
1163,-0.0068873772,-0.9639618,2.6313283,0.3908164,-0.91919553,-0.40653348,-0.100415125,-3.8955333
1171,-0.3275598,0.08476147,2.647583,-0.23114115,-1.040261,-0.933666,-0.9261078,-3.4580946
1181,0.027126456,-0.61867136,2.618412,-0.624671,-0.26751918,-0.33131966,0.20142873,-1.5138059
1182,-1.5852957,-0.19459774,2.6539862,-0.5121892,0.033947658,-0.33389154,-0.5525437,-3.4188268
1187,0.32974416,-0.0052287034,2.629968,-0.16889776,-1.1938381,-1.2777903,-0.72808444,-3.4960487
1188,-0.53256285,-0.3550655,2.639138,-0.08662933,0.22161391,-0.14868693,-0.250733,-2.5821624
1195,-0.039331447,-0.7750022,2.6371145,-0.011219863,-0.3762974,-1.1257316,-0.26426643,-2.1106067
1230,1.0617633,0.9531889,1.605735,1.0586379,-1.3831927,-1.3566058,-1.0032086,-0.11036553
1233,1.0561923,1.0962222,1.9400544,-0.011060923,-1.0511698,-0.27437198,-1.2582446,-0.049827382
1248,-0.050032314,-0.56043476,2.6543434,-1.2830256,-0.22825587,-0.6410349,-0.59139854,-3.85477
1288,0.88903505,1.0593132,1.8691065,1.0551639,-0.08844851,-1.7117795,-0.7124945,-0.30161622
1294,0.96080035,0.893521,1.8303858,1.0511743,-0.4456202,-1.1573441,-1.0036826,-0.02163492
1295,0.8556566,1.0546185,1.8333851,1.0374416,-1.1724852,-1.6840926,-1.2218928,-0.09366994
1307,-1.2409146,-1.5113205,2.6541445,-0.4151686,-0.24107353,-0.25546804,0.110809,-3.7224667
1318,-1.8239292,-0.6195249,2.6478994,-0.16503738,-0.22276735,0.07377737,-0.69219303,-2.7755613
1327,0.4621332,-0.36055055,2.6327796,-1.7193327,-0.5379072,-0.8487969,-0.6343466,-5.7572193
1335,-0.71653867,1.0958077,2.5122902,-1.1715521,0.14127417,-0.24466512,-0.61079615,-3.5417583
1356,0.1560673,-0.91483456,2.6256359,-0.8282098,0.8380327,-0.13901779,-0.288756,-4.5245495
1359,0.061734997,1.3849343,2.2934015,-0.6610674,-0.45622113,-0.50892484,-1.4937955,-3.5300298
1371,0.0065233056,1.3956889,2.2841249,-0.28801078,-0.65939903,-0.9851355,-1.4650245,-3.9816055
1378,0.83314824,0.9899472,1.9417893,0.99337363,0.23230623,-1.1480112,-1.3098742,-0.053283032
1388,0.46787414,1.3115221,2.334831,-0.61681783,-0.12862724,-1.6260508,-0.62412995,-4.0502205
1410,-0.68359894,-1.1167966,2.6403234,-1.0156493,-0.8066879,-0.5155605,0.123388745,-1.7195259
1420,-0.46795633,-0.15200482,2.6360419,-0.3752593,-0.07282393,-0.8475206,-0.08481187,-1.8946515
1431,-0.79035175,0.74585027,2.584514,-0.05918596,-0.01841692,-0.060876593,0.13562743,-3.7869105
1437,0.9770659,1.0748671,2.0474424,0.205937,-0.044388134,-0.61114246,-1.0522285,-0.07330164
1439,0.021570839,-1.1453729,2.5465076,-1.5160625,0.35428315,-0.71856225,0.50847375,-0.44422743
1443,-0.90544415,0.4847573,2.6307144,-0.6826268,-0.290394,-0.52130854,-0.04924669,-5.5771217
1450,0.91126317,1.0151135,1.916871,1.0100266,-0.23789161,-1.1274389,-0.824785,-0.21248198
1458,-1.0077652,0.033085868,2.6262565,-0.8914408,-0.080352254,0.30013964,0.32083622,-3.708676
1479,-0.05476598,-0.11604454,2.624453,-0.6412505,-0.30413556,-0.27419278,-0.03095552,-1.7209378
1489,0.87502277,1.0553889,1.9096352,0.94352484,-0.5422107,-1.1037568,-1.2551905,-0.08383658
1492,0.9384864,0.8360462,1.9220449,1.0592723,-0.9704809,-0.85078317,-0.9281651,-0.054189272
1516,-0.16992524,-1.0141065,2.6418676,-1.2808087,-0.18406422,0.2620668,-0.54705334,-2.9761715
1520,-0.9608307,-0.734585,2.6388538,0.51897556,-1.2030255,-1.0743701,-1.7817705,-3.4541485
1525,0.5533781,1.2702242,2.1317334,0.29125196,0.34704924,-1.4538975,0.3005387,-0.5333957
1534,-0.6245512,-1.3717524,2.6360343,0.19843127,0.31011227,0.09926081,-0.50245255,-3.0683186
1543,-1.3466827,0.97732687,2.220305,-0.52539766,0.23031376,-1.5096191,-1.0416394,0.46730098
1556,0.9308779,-0.2496654,2.4472747,0.27297816,0.89394075,0.17808355,0.035315115,-1.4156765
1582,-0.36526638,-0.3192219,0.48495373,1.6544235,0.22433902,-0.2071324,-0.09566322,-3.0186398
1585,-1.1296921,-1.451585,2.6357,-0.14322922,0.64955926,-0.9439242,0.33174127,-3.1999018
1616,-0.041654665,-0.4420495,2.636361,-0.23380871,0.3766608,0.07243526,-0.5145338,-4.037895
1621,-0.0883354,-0.961208,2.6506183,-0.11589567,-1.6424308,-1.49577,-0.03786084,-4.1032414
1630,-0.8256456,-0.7605797,2.619689,-0.25469416,-0.5572947,-0.62065023,-0.2922066,-1.0169901
1636,-0.6383247,1.2882457,2.379987,-1.0508608,-0.052327022,0.3671266,-0.59542054,-4.343692
1640,-0.4718036,-0.8218697,2.6373663,-0.25933763,0.38182932,-0.08841703,0.044421732,-2.610829
1644,0.865745,1.1130304,1.8806508,0.72933984,0.11437444,-1.1988707,-0.5682419,0.06807311
1648,-1.3337545,-0.33081564,2.6338863,-0.59426016,0.47214806,0.13149004,-0.27144405,-2.2643187
1667,-0.6093313,-1.2194321,2.6544995,-0.6461392,0.09948927,-0.093783334,-0.21446072,-4.274804
1696,1.046679,1.1682837,2.0942442,-0.15159868,-0.50150764,-1.9385233,-1.2639693,-0.6639535
1710,0.124986894,1.3042233,2.3723752,-0.94379187,-0.21472138,-1.8278773,-0.013358298,-4.914428
1712,-0.5802134,-0.49489787,2.5864468,-0.05717814,1.0428658,-1.2312315,0.10586308,-1.2921767
1720,0.49598485,1.1795503,2.2419183,-1.6062281,-0.5115226,-0.8865757,-1.5295748,-0.15478234
1739,-0.91656625,-0.54283965,2.6594112,-0.44371295,-0.4564046,-0.6694513,-0.24658169,-3.884857
1744,0.27478006,1.3044583,2.3492618,-0.70227426,-0.75572413,-1.0194018,-1.516463,-2.1178544
1745,1.029817,1.2850376,1.8945711,0.5710527,0.21230067,-0.4240402,-1.7073292,-1.1946446
1751,-0.86461174,-0.79793525,2.6456397,-0.828751,-0.79129624,-0.9989268,0.043287937,-1.8598802
1759,-0.9622983,-0.7479812,2.6412954,-0.8762136,0.5441436,0.2940679,-1.1575351,-3.7447395
1770,0.9797993,1.0075693,1.9898112,0.834658,-0.71803206,-1.8929156,-1.3892967,-0.17917743
1798,-0.85451514,1.303088,2.3592243,-0.010108252,-0.6004949,-0.3975904,0.1235527,-2.2488534
1803,-0.7783981,-1.243601,2.6453388,-0.81791407,0.06533686,-1.9860506,-0.2928908,-1.7243533
1818,-0.20788182,-0.6093882,2.637528,-0.116615735,-0.31767148,-0.9436396,0.053294152,-2.1345634
1831,-2.1009946,-0.5283146,2.6247883,-1.1906903,-0.5226034,-1.3854761,-0.17694646,-1.0257347
1837,0.5511484,1.2370942,2.1145725,-0.97532773,-0.7488335,-1.697455,-0.4024252,-0.0065608346
1846,-0.47499108,-0.3975368,2.6499727,-0.9097342,-0.11719683,-0.41548443,0.014079116,-3.095176
1850,0.5415183,1.4936228,1.9580559,-0.06155671,-0.8184828,-0.3784327,-0.27666193,-2.7827663
1867,-0.66897094,0.29934126,2.6396244,-0.53585345,0.033926096,-0.67623997,-0.43934956,-3.3512833
1869,-0.025332505,-1.2315367,2.6356199,-0.9147131,0.2518592,0.102492064,-0.2473718,-2.5393207
1877,-0.56486106,0.045058805,2.610218,0.46506685,0.51567334,-0.42640704,0.09355264,-3.1915216
1885,-1.0444624,-0.93514144,2.6585784,-0.21496199,-0.19476752,-0.4269125,-0.18663096,-6.1974516
1888,-0.11638646,-0.6031983,2.6520088,-0.42022645,-0.80287594,-0.7890798,-0.6278785,-2.9023244
1899,-0.35766312,1.038423,2.5056334,0.22097555,0.39107725,-0.2787122,-0.41160274,-3.051828
1907,-1.1497835,-0.019726109,2.6288698,-0.57933104,-0.35624826,-1.0647824,0.6372423,-4.945962
1910,-0.020844817,1.1422163,2.4262898,-0.16898824,0.62224865,-1.223642,-1.1524093,-1.2908435
1929,-0.33858502,-0.48079267,2.45898,0.85372066,-0.6322799,-0.86209255,-1.1794974,-0.11496658
1937,-1.9717565,0.2163074,2.6454887,-0.41547394,0.29815128,-0.5631511,-1.7361639,-4.2305193
1942,-0.6522119,1.4380885,2.239628,-0.20169905,-0.7323744,-0.83857405,-1.6079586,-3.9174092
1962,0.94385993,0.9639217,1.8555809,1.1065034,0.03398292,-1.517915,-0.8396113,-0.31341147
1963,0.9418681,0.9027448,2.1375263,0.757685,-1.190715,-1.1069689,-1.0054293,-0.17876543
1978,-1.4484423,-0.6099861,2.6523385,0.117173135,-0.25885892,-1.1434038,-0.8782138,-2.861157
1998,-0.85232246,-0.043398716,2.6463726,-0.21780957,-0.27090433,-1.1519954,-0.31903663,-2.5485544
