,PseudoTime
cell_189,0.040794704
cell_190,0.041326288
cell_191,0.039786246
cell_192,0.016481165
cell_193,0.019641688
cell_194,0.02665224
cell_195,0.04131467
cell_196,0.04442064
cell_197,0.04796013
cell_198,0.053859413
cell_199,0.05885541
cell_200,0.061858866
cell_201,0.06198367
cell_202,0.07624296
cell_203,0.07811686
cell_204,0.07819073
cell_205,0.07764359
cell_206,0.07792027
cell_207,0.08043605
cell_208,0.078656204
cell_209,0.08204652
cell_210,0.07972872
cell_211,0.07940605
cell_212,0.07751561
cell_213,0.077028476
cell_214,0.07889791
cell_215,0.08391929
cell_216,0.08229702
cell_217,0.083265565
cell_218,0.08291583
cell_219,0.08697675
cell_220,0.088563986
cell_221,0.08469843
cell_222,0.0753861
cell_223,0.060409237
cell_224,0.06589156
cell_225,0.065983914
cell_226,0.062248595
cell_227,0.068210155
cell_228,0.06467176
cell_229,0.0667536
cell_230,0.073143855
cell_231,0.0735115
cell_232,0.07285334
cell_233,0.13617073
cell_234,0.1068041
cell_235,0.09078979
cell_236,0.08348753
cell_237,0.07643287
cell_238,0.07784051
cell_239,0.07728153
cell_240,0.07751558
cell_241,0.07543207
cell_242,0.07442769
cell_243,0.047938034
cell_244,0.028563844
cell_245,0.019484105
cell_246,0.0055400254
cell_247,0.007869998
cell_248,0.020109942
cell_249,0.021267537
cell_250,0.037961964
cell_251,0.038382836
cell_252,0.038797475
cell_253,0.07509755
cell_254,0.07110268
cell_255,0.07032166
cell_256,0.07813532
cell_257,0.079684675
cell_258,0.080968685
cell_259,0.0787831
cell_260,0.08095728
cell_261,0.079069704
cell_262,0.07804188
cell_263,0.0028130491
cell_264,0.008375454
cell_265,0.013867272
cell_266,0.02350472
cell_267,0.028426714
cell_268,0.036487393
cell_269,0.04054108
cell_270,0.044437554
cell_271,0.048250236
cell_272,0.04522061
cell_273,0.072876625
cell_274,0.07980317
cell_275,0.08230611
cell_276,0.078135684
cell_277,0.08172554
cell_278,0.08573685
cell_279,0.08019649
cell_280,0.084854685
cell_281,0.084727176
cell_282,0.07847921
cell_283,0.076605394
cell_284,0.07487516
cell_285,0.07772361
cell_286,0.07323905
cell_287,0.08144802
cell_288,0.083078116
cell_289,0.08174312
cell_290,0.07875872
cell_291,0.07800846
cell_292,0.07720375
cell_293,0.9923029
cell_294,0.8767141
cell_295,0.88584644
cell_296,0.7703276
cell_297,0.64676046
cell_298,0.4999223
cell_299,0.41275454
cell_300,0.29776788
cell_301,0.22205019
cell_302,0.1285825
cell_303,0.08713128
cell_304,0.08080307
cell_305,0.08268
cell_306,0.08105439
cell_307,0.077266425
cell_308,0.07722586
cell_309,0.069671296
cell_310,0.0756748
cell_311,0.080340624
cell_312,0.08042024
cell_313,0.08153703
cell_314,0.011763386
cell_315,0.0033098974
cell_316,0.010766747
cell_317,0.013308943
cell_318,0.025691904
cell_319,0.030354818
cell_320,0.034684986
cell_321,0.034741137
cell_322,0.041755673
cell_323,0.04092098
cell_324,0.072982945
cell_325,0.07752177
cell_326,0.084828265
cell_327,0.07771802
cell_328,0.082545154
cell_329,0.08416309
cell_330,0.080976516
cell_331,0.085216686
cell_332,0.0871259
cell_333,0.088079944
cell_334,0.037105665
cell_335,0.01797542
cell_336,0.009636044
cell_337,0.0013663007
cell_338,0.0028210487
cell_339,0.020996738
cell_340,0.027800905
cell_341,0.02882917
cell_342,0.03341304
cell_343,0.034380063
cell_344,0.07827179
cell_345,0.07494231
cell_346,0.076101184
cell_347,0.07215457
cell_348,0.08288247
cell_349,0.08149136
cell_350,0.083765596
cell_351,0.08177707
cell_352,0.08362622
cell_353,0.08140707
cell_354,0.07565126
cell_355,0.07983214
cell_356,0.081615284
cell_357,0.081925094
cell_358,0.081645064
cell_359,0.082530126
cell_360,0.08024153
cell_361,0.08140437
cell_362,0.08250929
cell_363,0.08139914
cell_364,0.10250805
cell_365,0.080821
cell_366,0.05851333
cell_367,0.036259953
cell_368,0.02243477
cell_369,0.0061894967
cell_370,0.006084718
cell_371,0.025334502
cell_372,0.026378963
cell_373,0.026271887
cell_374,0.620867
cell_375,0.4544499
cell_376,0.3845778
cell_377,0.26152146
cell_378,0.21137294
cell_379,0.13997228
cell_380,0.07943029
cell_381,0.050635442
cell_382,0.03246676
cell_383,0.013932406
cell_384,0.08066073
cell_385,0.07650324
cell_386,0.076126434
cell_387,0.07695509
cell_388,0.07201866
cell_389,0.07880364
cell_390,0.07610459
cell_391,0.0776236
cell_392,0.08070595
cell_393,0.079086356
cell_394,0.09094662
cell_395,0.057887223
cell_396,0.034991033
cell_397,0.01917088
cell_398,0.016984457
cell_399,0.0024666646
cell_400,0.00830163
cell_401,0.012915333
cell_402,0.010650914
cell_403,0.035984475
cell_404,0.07938131
cell_405,0.082338996
cell_406,0.087281056
cell_407,0.0836451
cell_408,0.08269173
cell_409,0.084251
cell_410,0.0841108
cell_411,0.078724585
cell_412,0.08053422
cell_413,0.079458885
cell_414,0.07660152
cell_415,0.08175652
cell_416,0.08010844
cell_417,0.07541915
cell_418,0.08198853
cell_419,0.082785055
cell_420,0.077960186
cell_421,0.08231225
cell_422,0.08018392
cell_423,0.08187834
cell_424,0.08081134
cell_425,0.090519935
cell_426,0.07759929
cell_427,0.08019692
cell_428,0.08020635
cell_429,0.08095312
cell_430,0.080115594
cell_431,0.07908058
cell_432,0.076455645
cell_433,0.080380365
cell_434,0.07487306
cell_435,0.07920738
cell_436,0.07693102
cell_437,0.083750635
cell_438,0.08316829
cell_439,0.08543377
cell_440,0.081382334
cell_441,0.08341479
cell_442,0.07800069
cell_443,0.08357921
cell_444,0.086710505
cell_445,0.13150655
cell_446,0.07938243
cell_447,0.060054272
cell_448,0.024407113
cell_449,0.019561559
cell_450,0.009526181
cell_451,0.010162742
cell_452,0.0057338336
cell_453,0.011366914
cell_454,0.0111075025
cell_455,0.07125497
cell_456,0.07431074
cell_457,0.073240295
cell_458,0.076826274
cell_459,0.07247041
cell_460,0.080276005
cell_461,0.08105745
cell_462,0.08314886
cell_463,0.07913305
cell_464,0.08347307
cell_465,0.0812914
cell_466,0.07757662
cell_467,0.070970386
cell_468,0.0783274
cell_469,0.07405668
cell_470,0.080420606
cell_471,0.07978832
cell_472,0.0783969
cell_473,0.077089444
cell_474,0.07538507
cell_475,0.17341521
cell_476,0.12316043
cell_477,0.09983376
cell_478,0.08476952
cell_479,0.07746515
cell_480,0.075026415
cell_481,0.07218549
cell_482,0.07471
cell_483,0.07884524
cell_484,0.08039274
cell_485,0.07275248
cell_486,0.07743673
cell_487,0.07630041
cell_488,0.07386452
cell_489,0.080669165
cell_490,0.079011284
cell_491,0.07942763
cell_492,0.08179054
cell_493,0.08028958
cell_494,0.07943302
cell_495,0.066858605
cell_496,0.07182366
cell_497,0.07765597
cell_498,0.08609699
cell_499,0.07980501
cell_500,0.085545786
cell_501,0.08806792
cell_502,0.08659829
cell_503,0.0926222
cell_504,0.08852422
cell_505,0.08489066
cell_506,0.08274874
cell_507,0.07647318
cell_508,0.0720198
cell_509,0.07259854
cell_510,0.07793511
cell_511,0.0807065
cell_512,0.08077271
cell_513,0.08000217
cell_514,0.079909
cell_515,0.07812494
cell_516,0.073604554
cell_517,0.07628428
cell_518,0.077622175
cell_519,0.07937883
cell_520,0.07731916
cell_521,0.08427827
cell_522,0.08022024
cell_523,0.08473224
cell_524,0.08181215
cell_525,0.08295276
cell_526,0.081583515
cell_527,0.08124966
cell_528,0.07669251
cell_529,0.0803735
cell_530,0.08260592
cell_531,0.079311974
cell_532,0.081046574
cell_533,0.07590621
cell_534,0.08428966
cell_535,0.08216781
cell_536,0.0986776
cell_537,0.08760734
cell_538,0.07885852
cell_539,0.07571214
cell_540,0.07332259
cell_541,0.07478345
cell_542,0.078600444
cell_543,0.077599056
cell_544,0.074622534
cell_545,0.07512256
cell_546,0.16725999
cell_547,0.14608084
cell_548,0.10377346
cell_549,0.085535556
cell_550,0.08732702
cell_551,0.079531804
cell_552,0.079760514
cell_553,0.07938448
cell_554,0.07861122
cell_555,0.07696677
cell_556,0.083843336
cell_557,0.07622687
cell_558,0.06961998
cell_559,0.073031224
cell_560,0.074448444
cell_561,0.07504414
cell_562,0.073388405
cell_563,0.073020905
cell_564,0.07953372
cell_565,0.076822676
cell_566,inf
cell_567,0.56126744
cell_568,0.43949917
cell_569,0.5006204
cell_570,0.2850563
cell_571,0.32490504
cell_572,0.29680756
cell_573,0.15405364
cell_574,0.14141887
cell_575,0.0922906
cell_576,0.03013645
cell_577,0.031125242
cell_578,0.038553167
cell_579,0.037484344
cell_580,0.049426008
cell_581,0.048691828
cell_582,0.05427016
cell_583,0.06017407
cell_584,0.05919165
cell_585,0.06303064
cell_586,0.08011874
cell_587,0.089124985
cell_588,0.09305815
cell_589,0.08867773
cell_590,0.09080006
cell_591,0.09221594
cell_592,0.08516509
cell_593,0.088226475
cell_594,0.0877097
cell_595,0.08079222
cell_596,0.080321826
cell_597,0.08378703
cell_598,0.08410414
cell_599,0.08011619
cell_600,0.08474177
cell_601,0.0805405
cell_602,0.085994124
cell_603,0.081717595
cell_604,0.08467008
cell_605,0.08173339
cell_606,0.42271847
cell_607,0.3013581
cell_608,0.29049093
cell_609,0.14902817
cell_610,0.137423
cell_611,0.09086633
cell_612,0.08851245
cell_613,0.08280113
cell_614,0.07606925
cell_615,0.08177757
cell_616,0.0776065
cell_617,0.14143603
cell_618,0.10748187
cell_619,0.093879245
cell_620,0.08024506
cell_621,0.081496656
cell_622,0.07844279
cell_623,0.077027194
cell_624,0.07097956
cell_625,0.07794247
cell_626,0.07653235
cell_627,0.07612658
cell_628,0.07844512
cell_629,0.0785916
cell_630,0.07432596
cell_631,0.07596721
cell_632,0.07740455
cell_633,0.07713693
cell_634,0.0774713
cell_635,0.07722407
cell_636,0.07739288
cell_637,0.051107276
cell_638,0.049759615
cell_639,0.053725388
cell_640,0.053887323
cell_641,0.06351543
cell_642,0.06030123
cell_643,0.062628664
cell_644,0.06726723
cell_645,0.066658266
cell_646,0.0671961
cell_647,0.027002478
cell_648,0.022330118
cell_649,0.008602954
cell_650,0.0103027
cell_651,0.0034882508
cell_652,0.008840612
cell_653,0.018373875
cell_654,0.023395855
cell_655,0.02190651
cell_656,0.028013745
cell_657,0.0825622
cell_658,0.077654496
cell_659,0.08568863
cell_660,0.08433868
cell_661,0.089332886
cell_662,0.08714264
cell_663,0.08971686
cell_664,0.08648418
cell_665,0.08907561
cell_666,0.08890437
cell_667,0.07456144
cell_668,0.07940801
cell_669,0.074833006
cell_670,0.07794038
cell_671,0.075392604
cell_672,0.08018414
cell_673,0.0776341
cell_674,0.07690848
cell_675,0.076675646
cell_676,0.070871584
cell_677,0.021130113
cell_678,0.014702856
cell_679,0.0101717785
cell_680,0.0036719795
cell_681,0.0011711012
cell_682,0.019462353
cell_683,0.024369659
cell_684,0.02817413
cell_685,0.032042835
cell_686,0.033643324
cell_687,0.07712048
cell_688,0.089898266
cell_689,0.08919258
cell_690,0.08994002
cell_691,0.09264003
cell_692,0.08987302
cell_693,0.093600705
cell_694,0.08798059
cell_695,0.08887363
cell_696,0.08399696
cell_697,0.64724535
cell_698,0.5071528
cell_699,0.41430262
cell_700,0.35641092
cell_701,0.20752272
cell_702,0.1813515
cell_703,0.097048774
cell_704,0.067139775
cell_705,0.047941856
cell_706,0.030163353
cell_707,0.07266877
cell_708,0.07410017
cell_709,0.07339012
cell_710,0.07426837
cell_711,0.074773096
cell_712,0.073534735
cell_713,0.07824161
cell_714,0.08043647
cell_715,0.08076953
cell_716,0.08086967
cell_717,0.079501934
cell_718,0.046597004
cell_719,0.055626042
cell_720,0.058686305
cell_721,0.05784268
cell_722,0.06006534
cell_723,0.057235524
cell_724,0.05733008
cell_725,0.058766034
cell_726,0.051241126
cell_727,0.051479056
cell_728,0.032876555
cell_729,0.0392704
cell_730,0.04506963
cell_731,0.047083933
cell_732,0.053280257
cell_733,0.055908885
cell_734,0.0627478
cell_735,0.06597088
cell_736,0.06320541
cell_737,0.06260082
cell_738,0.42430043
cell_739,0.30422708
cell_740,0.2506522
cell_741,0.1495616
cell_742,0.14492029
cell_743,0.07584558
cell_744,0.07098352
cell_745,0.039489068
cell_746,0.019277273
cell_747,0.019381266
cell_748,0.021870011
cell_749,0.015449037
cell_750,0.010670323
cell_751,0.00941648
cell_752,0.0044726077
cell_753,0.0041947914
cell_754,0.006908032
cell_755,0.0056560272
cell_756,0.006741173
cell_757,0.0038420078
cell_758,0.052926462
cell_759,0.05623803
cell_760,0.056054465
cell_761,0.06475886
cell_762,0.06562393
cell_763,0.0663186
cell_764,0.06896573
cell_765,0.071488515
cell_766,0.071177535
cell_767,0.07092914
cell_768,0.02868157
cell_769,0.012794318
cell_770,0.00476243
cell_771,0.0066522756
cell_772,0.0095094815
cell_773,0.007956086
cell_774,0.008601137
cell_775,0.008311756
cell_776,0.00701708
cell_777,0.0068478617
cell_778,0.17699006
cell_779,0.15301034
cell_780,0.097482294
cell_781,0.104835264
cell_782,0.09108073
cell_783,0.08689295
cell_784,0.07496375
cell_785,0.0751788
cell_786,0.07993564
cell_787,0.08107972
cell_788,0.07434717
cell_789,0.07837625
cell_790,0.076840796
cell_791,0.07819519
cell_792,0.07836833
cell_793,0.081398025
cell_794,0.08168249
cell_795,0.08125196
cell_796,0.087255426
cell_797,0.08047745
cell_798,0.020799834
cell_799,0.01905104
cell_800,0.0027316557
cell_801,0.014362105
cell_802,0.022331636
cell_803,0.036831375
cell_804,0.03880526
cell_805,0.0386434
cell_806,0.04268695
cell_807,0.039961234
cell_808,0.07530026
cell_809,0.07621649
cell_810,0.07941594
cell_811,0.073050655
cell_812,0.0844613
cell_813,0.07657129
cell_814,0.07992719
cell_815,0.08239652
cell_816,0.08411505
cell_817,0.083432354
cell_818,0.07815549
cell_819,0.027096204
cell_820,0.028155785
cell_821,0.012494957
cell_822,0.012623872
cell_823,0.0020037645
cell_824,0.016226321
cell_825,0.019836929
cell_826,0.023745405
cell_827,0.028410919
cell_828,0.027825952
cell_829,0.019608542
cell_830,0.026660865
cell_831,0.03444675
cell_832,0.036430743
cell_833,0.03862886
cell_834,0.03917523
cell_835,0.041290328
cell_836,0.04338159
cell_837,0.048995614
cell_838,0.047494475
cell_839,0.077951156
cell_840,0.07307374
cell_841,0.07587056
cell_842,0.073217876
cell_843,0.07247028
cell_844,0.07440151
cell_845,0.07514554
cell_846,0.07489658
cell_847,0.08154244
cell_848,0.081012465
cell_849,0.03684251
cell_850,0.042967536
cell_851,0.041305188
cell_852,0.046121527
cell_853,0.04635243
cell_854,0.04542692
cell_855,0.061792377
cell_856,0.06234734
cell_857,0.06774297
cell_858,0.06241468
cell_859,0.07429818
cell_860,0.07244553
cell_861,0.08884399
cell_862,0.0980542
cell_863,0.095510185
cell_864,0.0929355
cell_865,0.09801784
cell_866,0.09868891
cell_867,0.0958739
cell_868,0.09662711
cell_869,0.08291215
cell_870,0.08816157
cell_871,0.09274793
cell_872,0.08716428
cell_873,0.08602344
cell_874,0.0855477
cell_875,0.08808662
cell_876,0.08156675
cell_877,0.08513633
cell_878,0.07744551
cell_879,0.074674
cell_880,0.06970457
cell_881,0.07482626
cell_882,0.07809443
cell_883,0.07460028
cell_884,0.08101946
cell_885,0.079491444
cell_886,0.07859458
cell_887,0.07957034
cell_888,0.07547651
cell_889,0.05460564
cell_890,0.055825584
cell_891,0.056421444
cell_892,0.05798645
cell_893,0.07576377
cell_894,0.08212479
cell_895,0.07901806
cell_896,0.08175269
cell_897,0.08229737
cell_898,0.08331125
cell_899,0.01125094
cell_900,0.019130087
cell_901,0.027096476
cell_902,0.027304962
cell_903,0.030930886
cell_904,0.040756207
cell_905,0.03988042
cell_906,0.04817797
cell_907,0.06098907
cell_908,0.060989905
cell_909,0.07083751
cell_910,0.07409229
cell_911,0.073514014
cell_912,0.07689828
cell_913,0.08008093
cell_914,0.077955864
cell_915,0.07753849
cell_916,0.082266375
cell_917,0.08128144
cell_918,0.07928718
cell_919,0.081119634
cell_920,0.035933148
cell_921,0.013175224
cell_922,0.004089301
cell_923,0.006439466
cell_924,0.017339943
cell_925,0.02073989
cell_926,0.025169484
cell_927,0.025202207
cell_928,0.040275555
cell_929,0.041755997
cell_930,0.03750146
cell_931,0.054860238
cell_932,0.052606132
cell_933,0.054566007
cell_934,0.06082446
cell_935,0.0646008
cell_936,0.061986655
cell_937,0.06521358
cell_938,0.0652581
cell_939,0.062071048
cell_940,0.040405102
cell_941,0.04517118
cell_942,0.052164897
cell_943,0.057416692
cell_944,0.05681951
cell_945,0.056981035
cell_946,0.059673693
cell_947,0.06219587
cell_948,0.06419121
cell_949,0.06330887
cell_950,0.06937755
cell_951,0.07467619
cell_952,0.081272855
cell_953,0.0814251
cell_954,0.0824587
cell_955,0.08164791
cell_956,0.082597
cell_957,0.08155555
cell_958,0.08084396
cell_959,0.081533
cell_960,0.0810437
cell_961,0.080063485
cell_962,0.07769366
cell_963,0.08066942
cell_964,0.08095824
cell_965,0.08374978
cell_966,0.07929088
cell_967,0.08547259
cell_968,0.08091237
cell_969,0.08430066
cell_970,0.031154701
cell_971,0.031717367
cell_972,0.03874638
cell_973,0.042717613
cell_974,0.052812256
cell_975,0.0606984
cell_976,0.06520361
cell_977,0.07253349
cell_978,0.074195735
cell_979,0.07391692
cell_980,0.07462137
cell_981,0.07547061
cell_982,0.08246111
cell_983,0.08073462
cell_984,0.085457936
cell_985,0.08086836
cell_986,0.08473643
cell_987,0.08080787
cell_988,0.08503836
cell_989,0.08375485
cell_990,0.087155245
cell_991,0.08821613
cell_992,0.07099922
cell_993,0.07425606
cell_994,0.075339265
cell_995,0.07729819
cell_996,0.07510564
cell_997,0.077762604
cell_998,0.08295063
cell_999,0.082068
cell_1000,0.095184036
cell_1001,0.10008153
cell_1002,0.088876076
cell_1003,0.080000006
cell_1004,0.076049455
cell_1005,0.07877671
cell_1006,0.07597232
cell_1007,0.07516229
cell_1008,0.07772746
cell_1009,0.07320489
cell_1010,0.07986707
cell_1011,0.07745602
cell_1012,0.08100136
cell_1013,0.08904764
cell_1014,0.092201896
cell_1015,0.08694862
cell_1016,0.08592898
cell_1017,0.082279794
cell_1018,0.085361935
cell_1019,0.088007726
cell_1020,0.08554809
cell_1021,0.18284917
cell_1022,0.1362959
cell_1023,0.103489265
cell_1024,0.08857987
cell_1025,0.08145806
cell_1026,0.07749268
cell_1027,0.07447467
cell_1028,0.07784677
cell_1029,0.08021918
cell_1030,0.07934032
cell_1031,0.22726777
cell_1032,0.21817528
cell_1033,0.13665624
cell_1034,0.11861438
cell_1035,0.09263388
cell_1036,0.087976776
cell_1037,0.08214819
cell_1038,0.073153235
cell_1039,0.075055204
cell_1040,0.0740388
cell_1041,0.4351915
cell_1042,0.32854456
cell_1043,0.2854475
cell_1044,0.16248359
cell_1045,0.11939152
cell_1046,0.09302038
cell_1047,0.08997117
cell_1048,0.04119211
cell_1049,0.039080467
cell_1050,0.0089617325
cell_1051,0.06424839
cell_1052,0.06624381
cell_1053,0.06680916
cell_1054,0.06926104
cell_1055,0.06126276
cell_1056,0.07349861
cell_1057,0.068379104
cell_1058,0.074655436
cell_1059,0.07836512
cell_1060,0.07889143
cell_1061,0.04531359
cell_1062,0.03158487
cell_1063,0.0064500985
cell_1064,0.0031659186
cell_1065,0.008118478
cell_1066,0.02068181
cell_1067,0.026498638
cell_1068,0.02710558
cell_1069,0.029438635
cell_1070,0.028463002
cell_1071,0.057304937
cell_1072,0.06520926
cell_1073,0.06750723
cell_1074,0.06436923
cell_1075,0.062948056
cell_1076,0.06958256
cell_1077,0.06401069
cell_1078,0.06829679
cell_1079,0.064371996
cell_1080,0.062402103
cell_1081,0.30737936
cell_1082,0.24502744
cell_1083,0.22037786
cell_1084,0.12222415
cell_1085,0.11167923
cell_1086,0.087026104
cell_1087,0.08990986
cell_1088,0.08631344
cell_1089,0.08416105
cell_1090,0.07969923
cell_1091,0.08067397
cell_1092,0.08068103
cell_1093,0.07958579
cell_1094,0.07685558
cell_1095,0.07573157
cell_1096,0.07514195
cell_1097,0.07824258
cell_1098,0.08472363
cell_1099,0.08560038
cell_1100,0.08372686
cell_1101,0.070315026
cell_1102,0.052952472
cell_1103,0.032249924
cell_1104,0.024136953
cell_1105,0.013151956
cell_1106,0.007791971
cell_1107,0.007535114
cell_1108,0.012701607
cell_1109,0.01724133
cell_1110,0.017744686
cell_1111,0.36133194
cell_1112,0.26373556
cell_1113,0.18733592
cell_1114,0.108083434
cell_1115,0.10013846
cell_1116,0.05739366
cell_1117,0.054892015
cell_1118,0.04180353
cell_1119,0.026065506
cell_1120,0.026932318
cell_1121,0.0013703511
cell_1122,0.07621695
cell_1123,0.05214886
cell_1124,0.033795547
cell_1125,0.015023754
cell_1126,0.008540958
cell_1127,0.0096293185
cell_1128,0.0048808516
cell_1129,0.01119126
cell_1130,0.022081353
cell_1131,0.02388961
cell_1132,0.075411424
cell_1133,0.07553899
cell_1134,0.07974867
cell_1135,0.08264889
cell_1136,0.07468101
cell_1137,0.08010055
cell_1138,0.08000447
cell_1139,0.08265365
cell_1140,0.079164624
cell_1141,0.082802
cell_1142,0.08376861
cell_1143,0.079517476
cell_1144,0.08197458
cell_1145,0.082134485
cell_1146,0.082263485
cell_1147,0.07577638
cell_1148,0.0765141
cell_1149,0.0753772
cell_1150,0.08219415
cell_1151,0.077018864
cell_1152,0.07784486
cell_1153,0.0846846
cell_1154,0.082456194
cell_1155,0.0810518
cell_1156,0.08779332
cell_1157,0.083906025
cell_1158,0.089344405
cell_1159,0.08739588
cell_1160,0.08201545
cell_1161,0.0844216
cell_1162,0.07375322
cell_1163,0.044509813
cell_1164,0.037439603
cell_1165,0.017604105
cell_1166,0.010330318
cell_1167,0.00870922
cell_1168,0.008315507
cell_1169,0.019627707
cell_1170,0.02297976
cell_1171,0.027521089
cell_1172,0.09666018
cell_1173,0.08444739
cell_1174,0.08303957
cell_1175,0.07667539
cell_1176,0.077396035
cell_1177,0.07717973
cell_1178,0.07158422
cell_1179,0.077229924
cell_1180,0.07635598
cell_1181,0.07942503
cell_1182,0.08095946
cell_1183,0.08777487
cell_1184,0.07578554
cell_1185,0.07998936
cell_1186,0.08005178
cell_1187,0.07863955
cell_1188,0.077315755
cell_1189,0.08336664
cell_1190,0.08440673
cell_1191,0.08025232
cell_1192,0.0028266378
cell_1193,0.006581343
cell_1194,0.017880928
cell_1195,0.026117882
cell_1196,0.034072448
cell_1197,0.044563405
cell_1198,0.048661973
cell_1199,0.05209493
cell_1200,0.055690903
cell_1201,0.05454261
cell_1202,0.07228376
cell_1203,0.07031434
cell_1204,0.076368414
cell_1205,0.07839051
cell_1206,0.08068878
cell_1207,0.07791658
cell_1208,0.083362885
cell_1209,0.08439573
cell_1210,0.08523076
cell_1211,0.08367745
cell_1212,0.08528201
cell_1213,0.08079791
cell_1214,0.078622654
cell_1215,0.07938492
cell_1216,0.07569696
cell_1217,0.078736626
cell_1218,0.081714265
cell_1219,0.082137465
cell_1220,0.07891513
cell_1221,0.08225013
cell_1222,0.07819788
cell_1223,0.078251235
cell_1224,0.078544594
cell_1225,0.07667486
cell_1226,0.07878583
cell_1227,0.07725661
cell_1228,0.07783563
cell_1229,0.08044347
cell_1230,0.08014683
cell_1231,0.0804406
cell_1232,0.07888281
cell_1233,0.07680234
cell_1234,0.07904509
cell_1235,0.0805445
cell_1236,0.078558676
cell_1237,0.07526789
cell_1238,0.07799912
cell_1239,0.07856482
cell_1240,0.074971505
cell_1241,0.08011168
cell_1242,0.075543396
cell_1243,0.089913584
cell_1244,0.05287599
cell_1245,0.025717067
cell_1246,0.022582075
