,pseudotime
1132,0.66935647
1134,0.46125555
1140,0.51395243
1141,0.5599204
1142,0.68437207
1151,0.6104429
1153,0.53546
1156,0.37434772
1161,0.6663101
1162,0.61714846
1166,0.626337
1172,0.5449756
1179,0.6800288
1189,0.7006363
1192,0.67914927
1193,0.65314615
1198,0.54856354
1199,0.530981
1200,0.5917366
1202,0.67523354
1206,0.63679916
1209,0.35389557
1210,0.6799995
1212,0.5554115
1213,0.40317792
1217,0.46592394
1222,0.47212982
1223,0.52987486
1224,0.6937065
1226,0.7347606
1228,0.6221364
1234,0.35772717
1235,0.6589945
1237,0.6731132
1241,0.64058965
1244,0.697242
1250,0.64397025
1251,0.44871342
1252,0.7008721
1253,0.64515346
1255,0.5769249
1256,0.6362033
1259,0.6866966
1268,0.5345862
1271,0.44457772
1272,0.6916446
1274,0.5568257
1275,0.5933156
1277,0.67990947
1284,0.6739039
1286,0.6752134
1297,0.36545685
1301,0.64220345
1303,0.5968727
1305,0.66556257
1306,0.6576124
1308,0.69598836
1313,0.54232335
1314,0.6520794
1317,0.59727716
1319,0.6977374
1320,0.54063386
1321,0.5972296
1322,0.66908175
1323,0.67280006
1324,0.32814547
1329,0.5678705
1330,0.654393
1331,0.67978436
1332,0.43077496
1336,0.64005727
1344,0.6778114
1347,0.57044566
1348,0.3699012
1349,0.6834916
1353,0.5246851
1355,0.6533712
1357,0.6981835
1363,0.69244033
1364,0.6421415
1365,0.39922345
1366,0.65886706
1370,0.6499532
1372,0.69262064
1373,0.71180254
1376,0.6810025
1379,0.7117596
1382,0.64736146
1384,0.58219975
1387,0.7159886
1390,0.40881667
1391,0.5849983
1392,0.4466028
1394,0.63211685
1395,0.66340625
1396,0.617443
1397,0.6961195
1398,0.41996258
1399,0.7239275
1400,0.6471548
1401,0.6673323
1405,0.5324203
1408,0.6651666
1411,0.64905655
1412,0.23251171
1413,0.6550689
1415,0.7243018
1416,0.63328063
1418,0.37004015
1422,0.65019304
1426,0.58493316
1427,0.45008633
1428,0.6981391
1432,0.6622306
1435,0.621048
1436,0.44276127
1438,0.6482427
1441,0.6306901
1442,0.46605182
1445,0.6726476
1446,0.60790384
1447,0.6559759
1448,0.5691379
1451,0.64372104
1452,0.71074486
1455,0.6356802
1456,0.42987496
1457,0.69128156
1459,0.6339236
1461,0.55046606
1464,0.3845866
1465,0.5415098
1467,0.652447
1470,0.5649684
1471,0.66789806
1473,0.54713076
1474,0.67603415
1476,0.6387881
1477,0.53725195
1478,0.6901995
1480,0.69824046
1481,0.6249289
1482,0.6211273
1483,0.30493414
1484,0.6353735
1486,0.33855012
1490,0.6931628
1493,0.66998285
1497,0.34757447
1498,0.64494777
1499,0.67022324
1501,0.6760396
1502,0.40579528
1503,0.5632713
1505,0.5989222
1506,0.6552341
1508,0.5700525
1514,0.5288663
1515,0.52766645
1517,0.6373335
1518,0.3981034
1519,0.59647113
1521,0.7125341
1522,0.3671026
1523,0.69347817
1528,0.7161151
1529,0.6863937
1530,0.67475176
1535,0.6716239
1541,0.5742307
1544,0.64106786
1545,0.6124663
1547,0.65692616
1549,0.61217254
1550,0.5406815
1552,0.67169905
1558,0.46446574
1560,0.6483609
1562,0.36679742
1563,0.6633564
1565,0.47932678
1570,0.70241266
1571,0.52760047
1572,0.6619232
1573,0.6140722
1574,0.53616786
1576,0.5680345
1577,0.49982423
1581,0.57592386
1583,0.48025668
1586,0.44142166
1587,0.56649
1588,0.73912215
1590,0.59792274
1596,0.4224783
1601,0.38653946
1602,0.6720443
1607,0.6093122
1609,0.5352448
1611,0.62972856
1613,0.7243699
1619,0.7048608
1622,0.5872184
1623,0.63322663
1624,0.67981213
1628,0.6847726
1634,0.6220233
1638,0.62531203
1639,0.52027947
1643,0.6110743
1647,0.6292732
1656,0.6983154
1657,0.51757646
1660,0.68043363
1662,0.668391
1664,0.6928685
1666,0.70549923
1671,0.6667991
1673,0.5948987
1674,0.3850913
1676,0.6361698
1678,0.6763344
1679,0.71573097
1682,0.43816933
1683,0.27185866
1684,0.66870314
1685,0.62498367
1688,0.60930675
1689,0.6588518
1690,0.65394336
1692,0.22485226
1695,0.5565449
1697,0.6861704
1698,0.6655805
1699,0.4280635
1701,0.38292935
1702,0.6986354
1706,0.686914
1707,0.7070677
1711,0.6531993
1713,0.40055507
1716,0.62521505
1717,0.6327254
1718,0.70434093
1722,0.677193
1723,0.61566997
1725,0.5925842
1726,0.39018115
1727,0.48471102
1728,0.6264028
1729,0.6555148
1735,0.684124
1736,0.63852465
1737,0.6315206
1738,0.568804
1741,0.4003373
1747,0.51044446
1748,0.6534528
1749,0.65767497
1750,0.6541594
1753,0.57248104
1754,0.6625894
1755,0.329475
1757,0.3431702
1758,0.4349289
1761,0.5383501
1764,0.6558021
1766,0.6378148
1771,0.64093083
1776,0.640312
1777,0.22491348
1778,0.6594505
1779,0.6684241
1780,0.63389254
1783,0.68339324
1784,0.45426705
1786,0.5356598
1788,0.3762929
1789,0.5643022
1790,0.6250917
1791,0.70537555
1792,0.60601544
1793,0.6604582
1796,0.6926017
1797,0.654974
1799,0.6588194
1800,0.6316346
1806,0.3205532
1807,0.6856302
1811,0.5466306
1814,0.731643
1816,0.6089218
1819,0.47292423
1820,0.4177677
1821,0.6747063
1824,0.65766376
1825,0.6594061
1826,0.71955067
1829,0.37449166
1830,0.69084054
1832,0.36857477
1834,0.5358303
1835,0.61349195
1838,0.6626119
1841,0.42018604
1843,0.715746
1845,0.6416902
1848,0.49203306
1849,0.4233801
1851,0.65105
1853,0.64868504
1856,0.65870744
1857,0.38999304
1858,0.66723883
1860,0.5690914
1863,0.38024327
1868,0.44037098
1880,0.40114617
1881,0.65154123
1884,0.49102563
1887,0.70273095
1889,0.4654172
1892,0.69047457
1896,0.6538771
1897,0.6902922
1902,0.52411515
1903,0.580676
1904,0.47244772
1906,0.631664
1911,0.51950955
1912,0.67783046
1913,0.6083302
1915,0.39095715
1916,0.6714322
1917,0.6427243
1919,0.4555405
1920,0.5591185
1922,0.6169554
1925,0.48592997
1928,0.7166824
1932,0.7048484
1934,0.61870223
1935,0.21130453
1936,0.38607305
1938,0.64686036
1945,0.48930055
1950,0.6861808
1952,0.66746265
1956,0.5382433
1957,0.65977824
1958,0.6643529
1959,0.5040912
1960,0.6642435
1961,0.6999601
1969,0.5501698
1971,0.6103272
1972,0.6243499
1973,0.5244561
1975,0.65104806
1979,0.51944035
1980,0.6453572
1984,0.68648994
1990,0.5214462
1991,0.39728257
1992,0.70029867
1996,0.6491852
1999,0.6935558
