Gene,StateA,StateB
g7,cell_636,cell_57
g6,cell_636,cell_558
g5,cell_636,cell_644
g2,cell_638,cell_644
g6,cell_644,cell_268
g7,cell_644,cell_357
g5,cell_644,cell_636
g2,cell_644,cell_638
g8,cell_644,cell_1850
g5,cell_655,cell_90
g8,cell_655,cell_95
g6,cell_655,cell_100
g1,cell_655,cell_1585
g1,cell_662,cell_180
g2,cell_662,cell_761
g6,cell_662,cell_1621
g8,cell_717,cell_823
g6,cell_717,cell_897
g5,cell_717,cell_1520
g7,cell_717,cell_1585
g2,cell_747,cell_349
g4,cell_747,cell_915
g1,cell_761,cell_75
g7,cell_761,cell_341
g5,cell_761,cell_363
g2,cell_761,cell_662
g6,cell_761,cell_798
g1,cell_798,cell_90
g8,cell_798,cell_317
g6,cell_798,cell_761
g3,cell_798,cell_1082
g7,cell_798,cell_1520
g5,cell_798,cell_1585
g2,cell_798,cell_1621
g7,cell_816,cell_90
g6,cell_816,cell_437
g2,cell_816,cell_1187
g1,cell_816,cell_1520
g1,cell_823,cell_431
g8,cell_823,cell_717
g3,cell_823,cell_872
g5,cell_823,cell_1019
g6,cell_823,cell_1143
g7,cell_823,cell_1712
g1,cell_864,cell_1187
g2,cell_864,cell_1520
g7,cell_864,cell_1621
g3,cell_872,cell_823
g7,cell_872,cell_1008
g8,cell_891,cell_119
g2,cell_891,cell_214
g6,cell_891,cell_1439
g5,cell_891,cell_1479
g1,cell_891,cell_1556
g1,cell_897,cell_137
g5,cell_897,cell_341
g7,cell_897,cell_363
g6,cell_897,cell_717
g8,cell_897,cell_1143
g7,cell_915,cell_3
g3,cell_915,cell_137
g5,cell_915,cell_581
g4,cell_915,cell_747
g3,cell_916,cell_317
g5,cell_916,cell_1008
g8,cell_916,cell_1082
g1,cell_920,cell_44
g4,cell_920,cell_445
g8,cell_920,cell_520
g8,cell_940,cell_437
g5,cell_940,cell_625
g7,cell_940,cell_1410
g7,cell_1008,cell_872
g5,cell_1008,cell_916
g3,cell_1008,cell_1712
g7,cell_1019,cell_317
g5,cell_1019,cell_823
g8,cell_1019,cell_1520
g6,cell_1028,cell_84
g3,cell_1028,cell_90
g1,cell_1028,cell_1082
g3,cell_1082,cell_798
g8,cell_1082,cell_916
g1,cell_1082,cell_1028
g5,cell_1109,cell_208
g7,cell_1109,cell_432
g8,cell_1109,cell_596
g7,cell_1143,cell_445
g1,cell_1143,cell_625
g6,cell_1143,cell_823
g8,cell_1143,cell_897
g7,cell_1187,cell_329
g5,cell_1187,cell_459
g2,cell_1187,cell_816
g1,cell_1187,cell_864
g7,cell_1248,cell_119
g2,cell_1248,cell_137
g6,cell_1248,cell_459
g5,cell_1359,cell_349
g7,cell_1359,cell_429
g6,cell_1359,cell_568
g8,cell_1410,cell_75
g5,cell_1410,cell_214
g3,cell_1410,cell_327
g7,cell_1410,cell_940
g2,cell_1410,cell_1479
g6,cell_1410,cell_1751
g1,cell_1431,cell_3
g3,cell_1431,cell_363
g2,cell_1439,cell_95
g6,cell_1439,cell_891
g8,cell_1479,cell_180
g5,cell_1479,cell_891
g2,cell_1479,cell_1410
g6,cell_1520,cell_341
g5,cell_1520,cell_717
g7,cell_1520,cell_798
g1,cell_1520,cell_816
g2,cell_1520,cell_864
g8,cell_1520,cell_1019
g2,cell_1556,cell_445
g1,cell_1556,cell_891
g6,cell_1585,cell_363
g1,cell_1585,cell_655
g7,cell_1585,cell_717
g5,cell_1585,cell_798
g8,cell_1585,cell_1712
g8,cell_1621,cell_47
g1,cell_1621,cell_329
g6,cell_1621,cell_662
g2,cell_1621,cell_798
g7,cell_1621,cell_864
g1,cell_1712,cell_95
g5,cell_1712,cell_317
g6,cell_1712,cell_445
g7,cell_1712,cell_823
g3,cell_1712,cell_1008
g8,cell_1712,cell_1585
g8,cell_1751,cell_90
g5,cell_1751,cell_95
g1,cell_1751,cell_317
g6,cell_1751,cell_1410
g1,cell_1850,cell_429
g8,cell_1850,cell_644
g5,cell_1910,cell_267
g2,cell_1942,cell_568
