	g2	g3	g4	g1	g5	g6	g7	g8
cell_245	-1.1311163999999998	-0.14538093	-0.22380452	-0.36634959999999994	-0.82181746	1.2189693000000001	1.2796417	0.31294134
cell_247	0.9975446	1.0000349	-0.08503624	0.06922308	-0.36060473	0.995801	0.89794916	-0.06851007
cell_251	-1.5087981000000001	-1.2359556999999999	-1.1940144	-1.0347936	-1.1086006000000002	1.1708397	1.2845412	0.4475299
cell_252	0.95618737	1.0200965	-0.9018396000000001	-0.08446257	-0.35066423	1.0207092	1.1078141000000001	-0.43502358
cell_255	-1.2915165000000002	-0.8850253	-0.781443	-1.2802806	-0.33018073	1.1488644	0.8638983	0.8524450000000001
cell_257	-1.0534674	0.9286761	0.49942070000000005	-0.96685857	-0.96322554	-0.044410024000000006	1.3389125	0.5342469
cell_259	-0.88418394	-0.7744711	-0.05866936	-0.35584393	-1.2799993	1.2078328	1.3375129	0.22481681
cell_261	0.8648179	0.98730177	-1.112649	0.21733850000000002	0.18351005	1.1099845	0.9330606	-0.124146126
cell_270	-1.2575954	0.6646683000000001	-0.062238887	-0.11701308	-0.7061629	1.0654504999999999	1.2535763	0.4023638
cell_271	0.99618393	0.9173747999999999	-0.9390671	1.0553278	-0.59503883	0.96631724	-0.57366663	-0.17987989
cell_272	0.87768304	0.90738875	-0.038598906	0.55524397	0.16250284	1.1081201	0.87536824	-0.080376066
cell_275	-1.156477	-0.28217202	0.66107374	-1.4330040000000002	-1.5096097	1.202664	1.2642821000000002	0.37430483
cell_281	-0.37055123	1.0585152	0.70381165	-0.54339874	-0.8757353999999999	1.1073327	1.1870121	-0.007922404000000001
cell_286	0.07180913	-0.9034423	-0.57171667	-1.0895188999999998	-0.11630881	1.2456091999999999	1.3075433	0.15129644
cell_287	-0.70309454	-1.8961488999999998	-0.47351575	-1.3421044	-0.16381729	1.2905686	1.1855805	0.36148396
cell_288	-0.9426215	-0.08706722	-0.45788988	-0.49197945	-0.25320667	1.2398927	1.2998976	0.2098024
cell_292	-1.861632	0.083492324	-0.8229546999999998	-1.4905671999999999	-0.8221069999999999	1.190783	1.3482976	0.20212103
cell_294	-0.76578146	-1.4122763999999999	-1.0688463	-0.6991965	0.3991436	1.2392881000000002	1.3451427	0.10318836599999999
cell_296	-1.3826254999999998	-2.1940607999999995	-1.172717	-1.1304455	0.15811715	1.1440781	1.373137	0.27459458
cell_306	-0.39817056	-0.3995538	0.15264092	-0.2954295	-0.48465955	1.2185411	1.1689501	0.48662730000000004
cell_313	-1.3530436000000001	-1.0203962	-0.15004525	0.07786363	-1.1983901000000001	1.2393281	1.2191586	0.38534504
cell_314	-0.29057527	-0.1879519	-0.92699015	-1.2623096	0.14339839999999998	-1.4531822	1.07409	1.0770111999999998
cell_315	0.85337687	0.9518868	-0.098754205	1.0946311000000002	-0.333771	0.98186755	-1.151576	-0.07673475
cell_320	0.97397894	0.9812909	-1.3149042	1.1732575	-1.2017343999999999	0.5077505999999999	-0.72616446	-0.045529152999999996
cell_321	-1.5798598999999998	-0.22994968	0.32838714	-0.09983388	-1.2525165	1.2222713	1.2731973	0.30162528
cell_325	0.4522434	1.0812057	-0.04468401	0.16922545	-0.7266408000000001	1.0479054	1.076055	0.052395158
cell_328	0.9569271	0.8779635	-0.93761176	-0.8730757	-0.22282095	1.0899925	1.1193061000000002	-0.27484676
cell_331	-1.3961540000000001	0.18132551	0.7142487	-0.25690599999999997	0.63656217	1.2893069	0.733378	0.58335364
cell_332	0.9876978999999999	0.8761055	-0.039992507999999996	-0.2987158	-0.37600103	1.0698082	1.1089803999999999	-0.30722296
cell_334	-0.8967970999999999	-0.16978529999999997	-1.3882183000000001	-0.30080965	-0.72467786	1.1566267	1.1627458000000002	0.60252434
cell_335	0.34881726	1.3204493999999998	-0.56564075	-0.74964243	-0.28198886	-0.07633326	-0.18273959	0.6246710999999999
cell_337	0.07957978	1.1180527	0.15383416	-1.532052	-0.053764942999999996	0.95094204	1.1895799999999999	0.110823765
cell_346	-0.63211685	0.14693692	-0.43089160000000004	-1.10655	-0.030227972000000002	1.1800959999999998	1.2328327	0.43555695
cell_348	-0.05767867	-0.47320969999999996	-0.9805125	-1.3174369	-0.7176938	1.2768504999999999	1.1792053	0.3579324
cell_351	-1.2200946000000001	-0.65520114	-0.62189436	-0.66965616	-1.5650034	1.2072648000000001	1.273863	0.38841036
cell_354	0.97388667	1.0398896999999998	-0.90198576	0.38485807	-0.31098583	0.95964116	-0.42072737	0.27449644
cell_355	-2.2123168	-1.165904	-0.61011046	-0.21975571	0.017342063	1.262583	1.1993178	0.38622653
cell_358	0.9417426	0.95110154	0.21712694	0.012703827	-0.2986988	1.0622833	1.0077435	-0.1513205
cell_364	0.8438800999999999	1.0847737	0.21800883	0.40821406	-0.7149439999999999	1.081783	0.65317464	-0.022790927000000002
cell_366	0.8600264000000001	1.0261312	-0.32130244	-0.40414163	-0.09925255	1.0457456	1.0935347	-0.22422332
cell_368	0.9953350000000001	1.0001255999999998	-0.92384696	1.0048194	-0.8731965	1.0045595999999999	-0.8062345999999999	-0.31048190000000003
cell_372	0.954227	1.0489966	0.74535453	0.8147186	-1.1294431999999999	0.9547306000000001	0.39952058	-0.112445466
cell_384	0.87240547	1.1098163	-0.9749163000000001	-1.2935455	0.03968261	1.0674974	0.8818709000000001	-0.13075858
cell_386	0.96891755	0.98747665	-0.039903793	1.0487436	-0.99303067	0.910091	-0.7193501999999999	-0.13936300000000001
cell_387	-0.73012084	-1.4938396	0.8771793	-0.453337	-0.8009142	1.1919507	1.28652	0.33431092
cell_388	-1.0941231000000002	-0.36085168	0.19437647	-1.814393	-0.5788989	1.1886148	1.3312438999999998	0.27988523
cell_391	0.62645936	0.95825493	0.040279	-0.8413264000000001	-0.52790666	0.9806439	1.2123758	0.0749455
cell_392	-0.56114316	-0.81481373	0.019498381999999998	-0.631681	0.146215	1.1434833999999998	1.3184383999999998	0.37604925
cell_395	-0.5505023	-1.1190856000000002	-0.9384134	-0.37361479999999997	-0.46021056	1.1526008	1.3058376	0.40608779999999994
cell_397	-1.0837133999999997	-1.8103688000000002	-0.17286184	-0.93342394	-0.6738571	1.2595046	1.2948035	0.23360601
cell_399	0.46090190000000003	0.9513598	-0.5024112000000001	-1.0939517	-0.14768462	1.1650606000000001	1.2075664	-0.18014026
cell_403	-1.9109337	0.8760177	-0.74461454	-1.8442706000000002	-0.32052645	1.1629678999999997	1.2607019	0.07327537
cell_404	0.8857579	1.0079924	-0.05679806	-0.824522	-0.28379299999999996	1.0851285	1.0757076	-0.2758865
cell_405	-1.5313233	-1.340674	-0.11021704	-0.757807	0.122094594	-0.8857103999999999	1.5271857	0.46193781
cell_411	-1.2759215	-0.76943344	0.04354569	-0.7554289000000001	0.43410020000000005	1.2471688	1.3255236000000001	0.12635937
cell_412	-0.3951074	-1.9045706000000002	0.7293771	-1.8947014	-1.4519174	1.1571311000000002	1.2818722	0.42395088
cell_413	-2.2481668	-1.3219778999999998	0.45941675	-0.74965954	-0.26075828	1.2154257	1.2685046999999998	0.36807522
cell_415	0.9131716000000001	1.0189445	-0.99946374	0.9604536	-0.49371806	0.9565394	-1.4810735000000002	0.013917978000000001
cell_416	-1.2605232	-0.23220494	0.07530395	-1.6913058	-0.28893808	1.1214213	1.2467686000000002	0.548188
cell_418	0.89186937	0.9923798	-1.0468084	0.065878004	-1.1376469	1.0358529	1.1110007	-0.26201397
cell_420	-0.47645828	-0.442496	0.42062837	-1.0214576	-1.3404421	1.0599058000000001	1.3634743999999999	0.39585390000000004
cell_423	0.9175553	0.9344720999999999	-0.4657519	0.9659709000000001	-0.21921366	1.0533371	-0.47604722	-0.049532965
cell_424	-1.3256857	-0.06600468	0.6890215999999999	-0.3079511	-1.342716	1.3502768	1.1465044	0.16737403
cell_425	0.8933382	1.0285537	0.082590684	-0.40956533	-0.31206015	1.065698	0.97990155	-0.12380574
cell_426	-0.6669513000000001	-0.7691628	-0.95840997	-0.71126133	0.28552476	1.286835	1.2623036	0.19049375
cell_428	-1.3108621999999999	-0.24049813	-1.1648251	0.06359252	-1.6867346999999997	1.1153541999999999	1.3406489	0.3516285
cell_442	-1.0195906	-0.6888521	-1.5287184999999999	-0.6086812	-0.43623897	1.194396	1.2532655000000001	0.44482887
cell_444	-0.7183538	-0.9962535	0.46310428	-1.4742693	-0.5094545	1.2438956	1.332077	0.1454775
cell_446	-0.21661486	1.0427389999999999	0.39790207	-0.7423803000000001	-1.1547025	1.0517926000000002	1.2558827	-0.014635211
cell_447	0.91333634	1.1509402	-1.0471451999999999	1.1627901000000003	-0.96631527	0.52591366	-1.2609406	-0.32995766
cell_449	-1.1665436000000002	1.0409069	0.21248555	-0.7533231	0.17505743	1.1277137	1.2145700000000001	-0.04326488
cell_452	-1.37124	-0.20707350000000002	0.20838039	-0.58506477	-0.83360857	1.3073008999999998	1.3216573999999999	-0.050821595
cell_461	-0.9655898	-0.81211203	1.0845531000000002	-1.2014701	-0.38733792	1.2299478000000001	1.2689675	0.26378337
cell_462	-0.30651608	-0.64819753	-0.7347666	-0.27618426	0.48876312	1.1952091	1.2306146999999998	0.4105677
cell_463	-1.7442772000000002	-0.8316853999999999	-0.8823578999999999	-0.6921618	-1.1701503999999998	1.253244	1.3377213	0.13592838
cell_464	0.8201282	1.1031696000000002	-0.7256225000000001	-1.105632	-1.3211406	1.0123812	1.0629872999999999	-0.16550736
cell_466	0.8217493	0.9730685	-1.1244188999999998	1.0530937	-0.9268695	1.0352128	-0.46554622	-0.07021115
cell_467	-0.42593917	-0.9219494	0.9377936	-0.39104187	-0.5202446	1.1555336999999999	1.3286577	0.27932292
cell_469	-0.83862126	1.0173603	0.28949025	-1.4171	-1.4804552	1.1789896	1.181402	-0.018142581
cell_470	-1.9252596000000002	-0.37325993	-0.39244646	-0.16854817	-0.45858273	1.2101703000000001	1.2826159	0.3324127
cell_472	1.0491773000000002	1.0620613	0.13309325	1.0053664	-0.30488223	0.57524014	-1.4656985	-0.06059793
cell_473	0.92930716	1.0299329	0.0353237	0.97106737	-0.4870674	1.1003076999999999	-0.7306661999999999	-0.4288227
cell_474	-0.35660990000000004	0.17210925	-0.19012596	-0.8805354999999999	-0.5417653	1.2442591	1.2218474	0.31684303
cell_477	0.44928297	1.2379401	-0.253698	-1.1365674	0.27376166	0.29309404	1.1975833999999999	0.102476195
cell_478	-0.634616	-0.19487529	-0.6615619	-0.7609051	-0.30231488	1.1959472	1.2924712999999999	0.33689615
cell_479	-0.53990316	-0.42263636	-0.029256398	-0.8231325999999999	-0.757257	-0.4756555	1.4462153	0.6656765
cell_481	0.042232007	1.0653261	-0.13470232	-1.2314201999999999	-1.3806014	1.1865617	1.1166606000000001	-0.06981947
cell_484	-0.43455857	-0.84791374	-1.0309595	-0.5143787000000001	-0.8775978000000001	1.2213326	1.3310091	0.20924629999999997
cell_486	-0.84890383	-0.23553601	-0.82387704	-1.42372	-1.0520104	1.2805928999999998	1.2765712	0.19318064
cell_487	0.8888094000000001	0.8982916	-1.5745212	0.96920186	-1.2223501	1.1050295	-1.3122869	-0.032779906
cell_489	0.772411	0.9535638000000001	0.37418142	-0.48625519999999994	-0.16532220000000003	1.1232007	1.1430961000000002	-0.26099014
cell_490	1.045725	1.079744	0.10309084	-0.049546722	-1.113183	0.9389136	0.36043325	0.101366155
cell_493	0.88694185	1.0303653	-0.16999343	1.0396048	-0.26502922	1.0236919	-1.2412233	-0.2638061
cell_494	-2.205541	-0.51289856	-0.10176113	-1.7320482	-0.68132126	0.30106515	1.4095901000000002	0.7077975999999999
cell_496	0.93384624	1.0626636	-1.5241971	1.1522493	-1.2750861999999998	0.3574309	-0.8185203000000001	-0.0044238763
cell_498	-0.58548677	-0.4918165	-1.6046643999999999	-0.36007825	-1.6743879000000002	1.1879393	1.3552419	0.21194114
cell_499	1.0168796999999998	1.0278004	-0.9256652	0.8278814	-0.6542302	1.041866	0.23448911	-0.30436146
cell_502	1.0442628	1.0210077	-0.7409687	1.0138389	0.11364601	0.6597984	-0.46746767	-0.053243245999999994
cell_505	-1.6440182	-0.8525224	0.13489196	-0.7555367	-0.5987401	1.3157713	1.2260431	0.21600993
cell_506	-0.97893363	-1.5193268	0.4859143	-1.4203113	-0.35244640000000005	1.318738	1.2549288	0.13033798
cell_507	-1.089749	-1.4371873	-0.28041267	-1.3154597	0.044385068	1.1520181999999999	1.3206718000000002	0.38834050000000003
cell_511	-0.6839536	-0.07655129599999999	-0.6131797	-0.0024865011	-0.50506055	1.1805564	1.3671986	0.12693892
cell_514	0.89644283	0.95569384	-0.7763005999999999	-1.3548951999999999	-0.17330885	1.0567169	1.0607586000000002	-0.06936636
cell_515	0.08236212	-1.7386198	-0.33605257	0.90842664	-1.0695535	1.1657385	1.0454099000000001	0.37980592
cell_518	-1.4289808000000002	-0.77712834	0.43253994	-1.4803753000000002	0.29571393	1.1981223	1.3356622	0.2275152
cell_519	-0.8311923000000001	-0.34945863	-1.0837221000000001	-1.7818574	-0.834514	1.2810681000000002	1.2451392	0.26963988
cell_523	-1.2362273000000001	-1.4382651000000002	-0.6863456	-1.3065507	-1.0522938999999998	1.3174766000000002	1.327304	-0.035176355
cell_525	-0.33279190000000003	-0.57486063	-0.5914854	-0.8683117	-0.08698923	1.3058476	1.215347	0.23353262
cell_526	0.79955846	0.90842485	-0.6622063	-0.3807342	-1.14554	1.0463216999999998	1.209088	-0.15623233
cell_530	0.9289970999999999	1.0616371999999998	-0.06316922	-0.8882741	-0.14600983	0.9501919	1.0710024999999999	-0.184053
cell_531	0.94774705	1.0983777	-1.3428352	1.1227624	-0.15589976	0.7299585999999999	-1.504003	-0.31340882
cell_535	-1.0888921	0.46379337	1.2904934	-0.47498720000000005	-0.7102318	1.2471174999999999	1.2468473	0.020639185
cell_536	-1.5792863000000001	-0.31290690000000004	-0.47326404	-1.2501253	-1.1524729999999999	1.1569515	1.3718596	0.24739499999999998
cell_538	-1.186763	-1.0643673	-0.123779505	-0.9335338	-0.39386135	1.2434788	1.2323482	0.39217767
cell_541	0.72169745	1.242118	-0.030874977	-0.5563953	-1.6403808999999998	-0.25078002	1.0771122	0.212049
cell_542	-0.4389255999999999	-1.4385132	0.15519421	-0.39561227	-0.7727142	1.1995174	1.3003228	0.32176679999999996
cell_544	0.092246674	1.0141873	-0.7375663	-0.44336966	-0.1336636	0.8691198	1.3179296999999999	0.089728266
cell_546	-1.4696141	-1.2740613	0.15291569	-0.88117385	-0.33450013	1.2435173000000002	1.3078723	0.23156278
