Gene,StateA,StateB
g9,cell_142,cell_687
g1,cell_142,cell_1125
g7,cell_142,cell_1992
g7,cell_145,cell_7
g8,cell_145,cell_46
g11,cell_145,cell_138
g10,cell_145,cell_312
g9,cell_145,cell_462
g5,cell_145,cell_588
g6,cell_145,cell_1866
g8,cell_146,cell_44
g9,cell_146,cell_92
g7,cell_146,cell_136
g4,cell_146,cell_174
g11,cell_146,cell_437
g5,cell_146,cell_926
g6,cell_146,cell_1211
g2,cell_146,cell_1329
g10,cell_146,cell_1512
g2,cell_148,cell_278
g6,cell_148,cell_724
g7,cell_148,cell_850
g10,cell_148,cell_877
g9,cell_148,cell_991
g11,cell_148,cell_1063
g8,cell_148,cell_1356
g4,cell_148,cell_1578
g11,cell_149,cell_338
g10,cell_149,cell_1240
g7,cell_149,cell_1631
g6,cell_149,cell_1899
g9,cell_149,cell_1917
g1,cell_150,cell_1355
g9,cell_150,cell_1721
g10,cell_155,cell_330
g11,cell_155,cell_812
g7,cell_155,cell_952
g6,cell_155,cell_1076
g9,cell_155,cell_1549
g11,cell_158,cell_221
g7,cell_158,cell_510
g9,cell_158,cell_943
g4,cell_158,cell_1470
g8,cell_158,cell_1474
g5,cell_161,cell_497
g6,cell_161,cell_977
g7,cell_161,cell_1060
g4,cell_161,cell_1766
g9,cell_163,cell_68
g11,cell_163,cell_136
g10,cell_163,cell_395
g7,cell_163,cell_437
g6,cell_163,cell_721
g8,cell_163,cell_750
g8,cell_164,cell_176
g11,cell_164,cell_417
g9,cell_164,cell_717
g2,cell_165,cell_52
g10,cell_165,cell_234
g9,cell_165,cell_652
g3,cell_165,cell_871
g11,cell_165,cell_1125
g6,cell_165,cell_1972
g5,cell_166,cell_672
g10,cell_166,cell_915
g3,cell_166,cell_1092
g8,cell_166,cell_1285
g7,cell_166,cell_1341
g11,cell_168,cell_514
g5,cell_168,cell_998
g10,cell_168,cell_1121
g8,cell_168,cell_1714
g1,cell_171,cell_395
g2,cell_171,cell_1283
g7,cell_174,cell_139
g4,cell_174,cell_146
g11,cell_174,cell_354
g1,cell_174,cell_655
g2,cell_174,cell_936
g8,cell_174,cell_1057
g5,cell_174,cell_1099
g9,cell_176,cell_7
g8,cell_176,cell_164
g11,cell_176,cell_283
g7,cell_176,cell_462
g6,cell_176,cell_677
g2,cell_176,cell_1295
g5,cell_176,cell_1810
g11,cell_177,cell_306
g7,cell_177,cell_771
g6,cell_177,cell_1470
g6,cell_185,cell_86
g9,cell_185,cell_221
g8,cell_185,cell_318
g11,cell_185,cell_943
g4,cell_185,cell_1000
g5,cell_185,cell_1577
g7,cell_185,cell_1620
g7,cell_186,cell_44
g8,cell_186,cell_136
g4,cell_186,cell_255
g1,cell_186,cell_280
g9,cell_186,cell_452
g10,cell_186,cell_478
g11,cell_186,cell_750
g6,cell_186,cell_1705
g6,cell_187,cell_256
g8,cell_187,cell_1738
g9,cell_187,cell_1966
g9,cell_189,cell_736
g5,cell_189,cell_1175
g5,cell_190,cell_501
g2,cell_192,cell_91
g6,cell_192,cell_1065
g3,cell_200,cell_135
g5,cell_200,cell_1502
g11,cell_201,cell_266
g9,cell_201,cell_1029
g2,cell_201,cell_1073
g5,cell_201,cell_1432
g5,cell_202,cell_354
g6,cell_202,cell_462
g7,cell_202,cell_677
g11,cell_202,cell_1099
g9,cell_202,cell_1866
g1,cell_203,cell_267
g4,cell_203,cell_497
g6,cell_203,cell_769
g9,cell_203,cell_1517
g5,cell_203,cell_1766
g2,cell_210,cell_870
g5,cell_210,cell_1063
g11,cell_213,cell_244
g6,cell_213,cell_395
g2,cell_213,cell_671
g10,cell_213,cell_721
g7,cell_213,cell_1095
g4,cell_213,cell_1265
g8,cell_219,cell_423
g3,cell_219,cell_1817
g11,cell_221,cell_158
g9,cell_221,cell_185
g4,cell_221,cell_597
g6,cell_221,cell_915
g5,cell_221,cell_1047
g2,cell_221,cell_1254
g7,cell_221,cell_1496
g9,cell_225,cell_101
g7,cell_225,cell_724
g6,cell_225,cell_850
g2,cell_225,cell_1104
g11,cell_225,cell_1157
g1,cell_225,cell_1609
g8,cell_225,cell_1862
g5,cell_228,cell_138
g11,cell_228,cell_588
g4,cell_228,cell_900
g10,cell_228,cell_935
g8,cell_228,cell_1819
g6,cell_229,cell_1009
g2,cell_229,cell_1992
g1,cell_230,cell_235
g10,cell_230,cell_1065
g10,cell_234,cell_165
g7,cell_234,cell_538
g3,cell_234,cell_542
g6,cell_234,cell_1013
g4,cell_234,cell_1109
g1,cell_234,cell_1146
g11,cell_234,cell_1294
g2,cell_234,cell_1508
g8,cell_234,cell_1718
g9,cell_234,cell_1825
g1,cell_235,cell_230
g11,cell_235,cell_1371
g6,cell_235,cell_1441
g3,cell_235,cell_1577
g10,cell_235,cell_1600
g7,cell_235,cell_1966
g7,cell_239,cell_259
g2,cell_239,cell_672
g6,cell_239,cell_983
g8,cell_244,cell_101
g11,cell_244,cell_213
g6,cell_244,cell_794
g10,cell_244,cell_995
g2,cell_244,cell_1766
g9,cell_244,cell_1862
g1,cell_247,cell_68
g5,cell_247,cell_706
g6,cell_247,cell_1097
g3,cell_247,cell_1672
g10,cell_255,cell_26
g11,cell_255,cell_69
g8,cell_255,cell_139
g4,cell_255,cell_186
g7,cell_255,cell_1057
g5,cell_255,cell_1549
g6,cell_255,cell_1570
g2,cell_255,cell_1574
g6,cell_256,cell_187
g1,cell_256,cell_403
g10,cell_256,cell_827
g9,cell_256,cell_984
g3,cell_256,cell_1101
g8,cell_256,cell_1283
g5,cell_256,cell_1294
g7,cell_258,cell_318
g4,cell_258,cell_376
g6,cell_258,cell_411
g9,cell_258,cell_1240
g8,cell_258,cell_1620
g2,cell_258,cell_1710
g10,cell_258,cell_1917
g7,cell_259,cell_239
g10,cell_259,cell_275
g11,cell_259,cell_810
g10,cell_260,cell_1371
g6,cell_260,cell_1394
g11,cell_260,cell_1600
g6,cell_262,cell_422
g1,cell_262,cell_1540
g9,cell_262,cell_1738
g8,cell_262,cell_1966
g1,cell_265,cell_1174
g6,cell_265,cell_1432
g11,cell_266,cell_201
g2,cell_266,cell_434
g1,cell_266,cell_962
g1,cell_267,cell_203
g10,cell_267,cell_288
g8,cell_267,cell_1013
g9,cell_267,cell_1028
g7,cell_267,cell_1289
g2,cell_267,cell_1479
g6,cell_267,cell_1718
g10,cell_269,cell_479
g2,cell_269,cell_810
g5,cell_269,cell_871
g7,cell_269,cell_1022
g11,cell_273,cell_46
g8,cell_273,cell_138
g2,cell_273,cell_549
g6,cell_273,cell_952
g9,cell_273,cell_968
g7,cell_273,cell_1076
g10,cell_273,cell_1650
g5,cell_273,cell_1819
g11,cell_274,cell_11
g3,cell_274,cell_134
g9,cell_274,cell_411
g8,cell_274,cell_614
g2,cell_274,cell_708
g5,cell_274,cell_1008
g7,cell_274,cell_1155
g6,cell_274,cell_1240
g10,cell_274,cell_1899
g10,cell_275,cell_259
g4,cell_275,cell_1005
g2,cell_275,cell_1101
g5,cell_275,cell_1569
g6,cell_275,cell_1786
g4,cell_277,cell_372
g2,cell_277,cell_542
g7,cell_277,cell_619
g3,cell_277,cell_1508
g11,cell_277,cell_1569
g2,cell_278,cell_148
g4,cell_278,cell_486
g9,cell_278,cell_837
g5,cell_280,cell_52
g1,cell_280,cell_186
g3,cell_280,cell_810
g7,cell_280,cell_1037
g10,cell_282,cell_142
g5,cell_282,cell_403
g7,cell_282,cell_859
g6,cell_282,cell_939
g11,cell_282,cell_1146
g1,cell_282,cell_1294
g7,cell_283,cell_89
g11,cell_283,cell_176
g9,cell_283,cell_319
g8,cell_283,cell_417
g10,cell_283,cell_1010
g1,cell_284,cell_92
g10,cell_288,cell_267
g3,cell_288,cell_338
g9,cell_288,cell_1490
g8,cell_288,cell_1972
g5,cell_292,cell_1212
g11,cell_292,cell_1316
g10,cell_292,cell_1620
g8,cell_292,cell_1917
g6,cell_301,cell_719
g11,cell_301,cell_914
g10,cell_301,cell_1212
g4,cell_301,cell_1387
g7,cell_301,cell_1577
g5,cell_301,cell_1620
g3,cell_301,cell_1966
g2,cell_301,cell_1990
g11,cell_306,cell_177
g6,cell_306,cell_597
g4,cell_306,cell_915
g11,cell_310,cell_108
g1,cell_310,cell_347
g11,cell_312,cell_47
g10,cell_312,cell_145
g7,cell_312,cell_537
g6,cell_312,cell_656
g8,cell_312,cell_998
g5,cell_312,cell_1714
g2,cell_315,cell_68
g5,cell_315,cell_357
g10,cell_315,cell_1746
g8,cell_318,cell_185
g7,cell_318,cell_258
g5,cell_318,cell_389
g11,cell_319,cell_7
g7,cell_319,cell_138
g9,cell_319,cell_283
g10,cell_319,cell_359
g4,cell_319,cell_592
g8,cell_319,cell_1076
g2,cell_319,cell_1595
g10,cell_330,cell_155
g9,cell_330,cell_406
g6,cell_330,cell_560
g4,cell_330,cell_638
g7,cell_330,cell_1492
g6,cell_332,cell_357
g4,cell_332,cell_441
g11,cell_332,cell_541
g1,cell_332,cell_711
g7,cell_332,cell_1242
g9,cell_332,cell_1395
g11,cell_338,cell_149
g3,cell_338,cell_288
g8,cell_338,cell_637
g5,cell_338,cell_1858
g5,cell_345,cell_549
g6,cell_345,cell_567
g2,cell_345,cell_1819
g1,cell_347,cell_310
g8,cell_347,cell_1095
g6,cell_347,cell_1964
g7,cell_353,cell_513
g8,cell_353,cell_597
g2,cell_353,cell_786
g10,cell_353,cell_1660
g11,cell_354,cell_174
g5,cell_354,cell_202
g10,cell_354,cell_381
g4,cell_354,cell_437
g9,cell_356,cell_1013
g8,cell_356,cell_1028
g6,cell_356,cell_1825
g5,cell_357,cell_315
g6,cell_357,cell_332
g8,cell_357,cell_687
g2,cell_357,cell_773
g7,cell_357,cell_897
g10,cell_357,cell_1568
g11,cell_357,cell_1652
g2,cell_359,cell_3
g7,cell_359,cell_47
g10,cell_359,cell_319
g11,cell_359,cell_537
g8,cell_359,cell_560
g9,cell_359,cell_1010
g6,cell_370,cell_138
g8,cell_370,cell_952
g9,cell_370,cell_1099
g11,cell_370,cell_1866
g4,cell_372,cell_277
g2,cell_372,cell_771
g6,cell_372,cell_1134
g4,cell_376,cell_258
g11,cell_376,cell_439
g9,cell_376,cell_513
g10,cell_376,cell_1832
g5,cell_376,cell_1986
g11,cell_380,cell_875
g4,cell_380,cell_918
g2,cell_380,cell_926
g1,cell_380,cell_930
g5,cell_380,cell_1329
g10,cell_381,cell_354
g4,cell_381,cell_522
g1,cell_381,cell_1079
g11,cell_386,cell_111
g9,cell_386,cell_924
g2,cell_386,cell_1705
g9,cell_387,cell_542
g8,cell_387,cell_746
g3,cell_387,cell_1825
g5,cell_389,cell_318
g8,cell_389,cell_1577
g8,cell_395,cell_31
g10,cell_395,cell_163
g1,cell_395,cell_171
g6,cell_395,cell_213
g7,cell_395,cell_522
g11,cell_395,cell_794
g2,cell_395,cell_1720
g2,cell_403,cell_31
g1,cell_403,cell_256
g5,cell_403,cell_282
g4,cell_403,cell_1607
g8,cell_403,cell_1720
g7,cell_406,cell_13
g5,cell_406,cell_26
g6,cell_406,cell_54
g9,cell_406,cell_330
g11,cell_406,cell_1544
g10,cell_406,cell_1549
g5,cell_411,cell_1
g6,cell_411,cell_258
g9,cell_411,cell_274
g3,cell_411,cell_609
g11,cell_411,cell_746
g2,cell_411,cell_1503
g10,cell_411,cell_1585
g10,cell_417,cell_54
g11,cell_417,cell_164
g8,cell_417,cell_283
g7,cell_417,cell_968
g9,cell_417,cell_1076
g6,cell_417,cell_1549
g5,cell_417,cell_1570
g3,cell_422,cell_1
g6,cell_422,cell_262
g5,cell_422,cell_609
g8,cell_422,cell_984
g9,cell_422,cell_1283
g11,cell_422,cell_1702
g1,cell_422,cell_1746
g8,cell_423,cell_219
g1,cell_423,cell_592
g2,cell_423,cell_1490
g10,cell_423,cell_1994
g9,cell_426,cell_119
g10,cell_426,cell_549
g1,cell_426,cell_1315
g2,cell_426,cell_1650
g8,cell_426,cell_1663
g1,cell_428,cell_539
g5,cell_428,cell_1200
g10,cell_432,cell_13
g2,cell_432,cell_131
g9,cell_432,cell_952
g6,cell_432,cell_968
g5,cell_432,cell_1057
g8,cell_432,cell_1099
g7,cell_432,cell_1549
g2,cell_434,cell_266
g11,cell_434,cell_1073
g1,cell_434,cell_1633
g9,cell_437,cell_82
g11,cell_437,cell_146
g7,cell_437,cell_163
g4,cell_437,cell_354
g10,cell_437,cell_522
g11,cell_439,cell_376
g5,cell_439,cell_901
g2,cell_441,cell_7
g4,cell_441,cell_332
g9,cell_441,cell_1295
g11,cell_441,cell_1595
g8,cell_450,cell_537
g11,cell_450,cell_560
g10,cell_450,cell_717
g7,cell_450,cell_998
g9,cell_452,cell_186
g8,cell_452,cell_622
g10,cell_452,cell_850
g7,cell_452,cell_877
g11,cell_452,cell_1314
g11,cell_462,cell_89
g9,cell_462,cell_145
g7,cell_462,cell_176
g6,cell_462,cell_202
g4,cell_462,cell_814
g5,cell_464,cell_507
g7,cell_464,cell_807
g11,cell_464,cell_820
g8,cell_464,cell_841
g4,cell_464,cell_1948
g10,cell_465,cell_545
g11,cell_465,cell_652
g1,cell_465,cell_687
g7,cell_465,cell_790
g9,cell_465,cell_1125
g2,cell_465,cell_1799
g2,cell_475,cell_138
g9,cell_475,cell_494
g8,cell_475,cell_549
g7,cell_475,cell_1595
g10,cell_475,cell_1663
g3,cell_477,cell_1184
g8,cell_477,cell_1609
g1,cell_477,cell_1862
g5,cell_477,cell_1994
g4,cell_478,cell_26
g11,cell_478,cell_31
g6,cell_478,cell_101
g10,cell_478,cell_186
g8,cell_478,cell_794
g9,cell_478,cell_850
g7,cell_478,cell_991
g8,cell_479,cell_63
g7,cell_479,cell_141
g10,cell_479,cell_269
g5,cell_479,cell_542
g11,cell_479,cell_1101
g6,cell_479,cell_1597
g10,cell_482,cell_771
g4,cell_482,cell_871
g6,cell_482,cell_1175
g9,cell_482,cell_1657
g11,cell_486,cell_45
g4,cell_486,cell_278
g10,cell_486,cell_567
g8,cell_486,cell_666
g7,cell_486,cell_829
g9,cell_486,cell_1205
g2,cell_486,cell_1578
g9,cell_487,cell_939
g2,cell_494,cell_89
g9,cell_494,cell_475
g5,cell_494,cell_539
g6,cell_494,cell_918
g1,cell_494,cell_1200
g8,cell_494,cell_1431
g9,cell_497,cell_3
g6,cell_497,cell_129
g5,cell_497,cell_161
g4,cell_497,cell_203
g2,cell_497,cell_1010
g11,cell_497,cell_1669
g5,cell_501,cell_190
g7,cell_501,cell_1270
g9,cell_501,cell_1827
g6,cell_507,cell_99
g5,cell_507,cell_464
g1,cell_507,cell_875
g11,cell_507,cell_930
g8,cell_507,cell_1092
g9,cell_507,cell_1252
g3,cell_507,cell_1285
g7,cell_507,cell_1536
g7,cell_510,cell_158
g6,cell_510,cell_542
g10,cell_510,cell_637
g3,cell_510,cell_1013
g11,cell_510,cell_1496
g5,cell_510,cell_1597
g7,cell_513,cell_353
g9,cell_513,cell_376
g5,cell_513,cell_571
g8,cell_513,cell_1150
g4,cell_513,cell_1240
g11,cell_514,cell_168
g4,cell_514,cell_724
g8,cell_514,cell_935
g6,cell_514,cell_1578
g5,cell_514,cell_1650
g10,cell_514,cell_1819
g6,cell_518,cell_34
g11,cell_518,cell_540
g9,cell_518,cell_1094
g4,cell_518,cell_1700
g9,cell_522,cell_70
g4,cell_522,cell_381
g7,cell_522,cell_395
g10,cell_522,cell_437
g6,cell_522,cell_1095
g11,cell_522,cell_1512
g8,cell_522,cell_1964
g11,cell_526,cell_571
g6,cell_526,cell_886
g9,cell_526,cell_901
g4,cell_526,cell_1637
g4,cell_527,cell_571
g6,cell_527,cell_1008
g5,cell_527,cell_1240
g11,cell_527,cell_1637
g3,cell_527,cell_1738
g10,cell_532,cell_677
g8,cell_532,cell_1544
g10,cell_537,cell_7
g7,cell_537,cell_312
g11,cell_537,cell_359
g8,cell_537,cell_450
g7,cell_538,cell_234
g11,cell_538,cell_1272
g1,cell_539,cell_428
g5,cell_539,cell_494
g6,cell_539,cell_936
g10,cell_539,cell_1060
g4,cell_539,cell_1145
g7,cell_540,cell_129
g11,cell_540,cell_518
g10,cell_540,cell_918
g2,cell_540,cell_949
g9,cell_540,cell_1244
g5,cell_540,cell_1459
g11,cell_541,cell_332
g2,cell_541,cell_592
g8,cell_541,cell_640
g1,cell_541,cell_1490
g10,cell_541,cell_1517
g4,cell_541,cell_1595
g6,cell_541,cell_1652
g8,cell_542,cell_11
g3,cell_542,cell_234
g2,cell_542,cell_277
g9,cell_542,cell_387
g5,cell_542,cell_479
g6,cell_542,cell_510
g11,cell_542,cell_614
g4,cell_542,cell_771
g10,cell_542,cell_871
g9,cell_544,cell_31
g4,cell_544,cell_742
g11,cell_544,cell_850
g7,cell_544,cell_1063
g6,cell_544,cell_1157
g10,cell_544,cell_1314
g4,cell_545,cell_135
g10,cell_545,cell_465
g8,cell_545,cell_609
g5,cell_545,cell_984
g9,cell_545,cell_1294
g7,cell_545,cell_1393
g11,cell_545,cell_1825
g2,cell_549,cell_273
g5,cell_549,cell_345
g10,cell_549,cell_426
g8,cell_549,cell_475
g7,cell_549,cell_641
g6,cell_549,cell_835
g9,cell_549,cell_1431
g11,cell_554,cell_757
g9,cell_554,cell_998
g9,cell_560,cell_54
g6,cell_560,cell_330
g8,cell_560,cell_359
g11,cell_560,cell_450
g10,cell_560,cell_1076
g7,cell_560,cell_1650
g1,cell_561,cell_13
g4,cell_564,cell_34
g6,cell_564,cell_1700
g6,cell_567,cell_345
g10,cell_567,cell_486
g5,cell_567,cell_835
g2,cell_567,cell_1399
g5,cell_571,cell_513
g11,cell_571,cell_526
g4,cell_571,cell_527
g8,cell_571,cell_582
g9,cell_571,cell_1986
g9,cell_581,cell_672
g6,cell_581,cell_1213
g7,cell_581,cell_1297
g2,cell_582,cell_35
g8,cell_582,cell_571
g6,cell_582,cell_912
g5,cell_582,cell_1150
g9,cell_582,cell_1387
g4,cell_588,cell_104
g5,cell_588,cell_145
g11,cell_588,cell_228
g8,cell_588,cell_1121
g10,cell_588,cell_1714
g4,cell_592,cell_319
g1,cell_592,cell_423
g2,cell_592,cell_541
g5,cell_592,cell_910
g4,cell_597,cell_221
g6,cell_597,cell_306
g8,cell_597,cell_353
g9,cell_597,cell_1000
g7,cell_597,cell_1150
g11,cell_597,cell_1470
g2,cell_608,cell_111
g8,cell_608,cell_721
g6,cell_608,cell_750
g11,cell_608,cell_1705
g9,cell_609,cell_134
g3,cell_609,cell_411
g5,cell_609,cell_422
g8,cell_609,cell_545
g7,cell_609,cell_1073
g4,cell_609,cell_1088
g1,cell_609,cell_1568
g8,cell_614,cell_274
g11,cell_614,cell_542
g7,cell_614,cell_915
g5,cell_614,cell_1101
g3,cell_614,cell_1294
g10,cell_614,cell_1341
g6,cell_614,cell_1496
g2,cell_614,cell_1569
g11,cell_619,cell_88
g7,cell_619,cell_277
g8,cell_619,cell_1840
g11,cell_622,cell_68
g7,cell_622,cell_92
g9,cell_622,cell_136
g8,cell_622,cell_452
g6,cell_622,cell_910
g5,cell_631,cell_1076
g9,cell_631,cell_1570
g7,cell_631,cell_1819
g11,cell_631,cell_1905
g8,cell_637,cell_338
g10,cell_637,cell_510
g6,cell_637,cell_871
g4,cell_637,cell_1175
g9,cell_637,cell_1316
g3,cell_637,cell_1972
g4,cell_638,cell_330
g5,cell_638,cell_850
g8,cell_640,cell_541
g4,cell_640,cell_641
g5,cell_640,cell_924
g6,cell_640,cell_1690
g7,cell_641,cell_549
g4,cell_641,cell_640
g2,cell_641,cell_1076
g8,cell_641,cell_1595
g2,cell_646,cell_666
g6,cell_646,cell_935
g7,cell_646,cell_980
g4,cell_646,cell_1356
g8,cell_646,cell_1578
g11,cell_650,cell_141
g10,cell_650,cell_672
g5,cell_650,cell_915
g6,cell_650,cell_1047
g7,cell_650,cell_1101
g8,cell_650,cell_1594
g8,cell_651,cell_52
g7,cell_651,cell_1152
g8,cell_652,cell_57
g5,cell_652,cell_126
g9,cell_652,cell_165
g11,cell_652,cell_465
g4,cell_652,cell_707
g7,cell_652,cell_758
g1,cell_652,cell_1690
g10,cell_652,cell_1825
g1,cell_655,cell_174
g5,cell_655,cell_1806
g6,cell_656,cell_312
g2,cell_656,cell_1094
g10,cell_656,cell_1866
g8,cell_666,cell_486
g2,cell_666,cell_646
g5,cell_666,cell_1244
g9,cell_666,cell_1459
g8,cell_668,cell_724
g10,cell_668,cell_900
g4,cell_668,cell_935
g11,cell_668,cell_1174
g6,cell_668,cell_1356
g7,cell_668,cell_1862
g2,cell_671,cell_213
g9,cell_671,cell_1540
g6,cell_671,cell_1720
g1,cell_671,cell_1738
g11,cell_671,cell_1766
g5,cell_672,cell_166
g2,cell_672,cell_239
g9,cell_672,cell_581
g10,cell_672,cell_650
g3,cell_672,cell_841
g11,cell_672,cell_1022
g6,cell_677,cell_176
g7,cell_677,cell_202
g10,cell_677,cell_532
g9,cell_677,cell_1017
g8,cell_686,cell_820
g11,cell_686,cell_841
g3,cell_686,cell_1022
g2,cell_686,cell_1037
g9,cell_686,cell_1394
g9,cell_687,cell_142
g8,cell_687,cell_357
g1,cell_687,cell_465
g4,cell_687,cell_1688
g11,cell_687,cell_1690
g3,cell_706,cell_50
g5,cell_706,cell_247
g1,cell_706,cell_773
g8,cell_706,cell_1799
g4,cell_707,cell_652
g3,cell_707,cell_1657
g2,cell_708,cell_274
g9,cell_708,cell_1503
g8,cell_708,cell_1569
g7,cell_709,cell_11
g10,cell_709,cell_745
g11,cell_709,cell_1155
g6,cell_709,cell_1474
g2,cell_709,cell_1840
g1,cell_711,cell_332
g11,cell_711,cell_1490
g3,cell_711,cell_1917
g8,cell_717,cell_7
g7,cell_717,cell_46
g9,cell_717,cell_164
