g1,g2,g3,g4,g5,g6,Time
-0.89541024,0.8960939,-1.1347934,-0.94616395,1.0005981,-1.346875,0.8115
0.45185345,-0.09343647,0.795587,0.6770510000000001,0.7560496999999999,0.6835178000000001,0.9345
-0.79903597,0.65168625,0.8720924999999999,0.6654985999999999,0.72054905,-1.2663912,0.9135
0.93558246,0.9580040999999999,-0.38197917,-0.8335123999999999,-1.7547089,-0.8152795,0.7230000000000001
-1.1097276000000003,0.2542133,0.84409344,0.81117266,0.7400415,0.5526595,0.9724999999999999
0.94169736,0.58878887,0.8838469000000001,0.115416095,-1.1842888999999999,0.29191659999999997,0.136
1.0869633,0.7668227,-1.7557043999999997,-1.4928428999999999,-1.430107,0.49555776,0.579
0.86072695,0.638703,0.89686614,0.19898474,-0.8141039000000001,0.3442868,0.136
0.96825236,-0.39940244,0.6776861999999999,-1.8603941000000002,-0.53830266,1.107501,0.383
-0.46331456,0.5315683000000001,0.48136568,0.9779926,0.74529225,-0.53008515,0.9135
0.9963479,0.93328303,-1.9279935000000001,-1.9198194,-0.8716093,-0.8064723000000001,0.7230000000000001
-1.4898133,0.93466777,-0.6290081,-0.5358193,0.9229086,-0.5450695,0.8614999999999999
0.9016056,0.6319625,0.76759094,0.35102406,-1.5658386,0.42615962,0.136
-1.2159703000000002,0.6259562,0.74253404,0.69718623,0.80894053,-0.30195079999999996,0.9135
-1.9995717,0.5519385,0.9515008,0.76808125,0.6422925,-0.41283512,0.9345
-2.0966433999999996,0.2615445,0.7956703,0.7607358,0.88779515,0.30824375,0.9724999999999999
1.0106472,-0.6952752,-1.4798722,-1.0255444,-2.54071,1.238904,0.579
-1.6992933999999997,0.764335,-1.6740485,0.8688212,0.8141676,-1.1667104,0.892
-1.2486783000000001,0.5530457,0.8997625,0.7946553000000001,0.6846472,-0.6724300999999999,0.9345
0.09893372,1.1106431,-2.488644,-1.4532006000000002,0.0025171384,-0.5357674,0.7230000000000001
0.004605635,-0.63767934,0.8697018,0.7590983,0.7523819,0.7618135,0.9724999999999999
-0.8678521999999999,-1.6975273000000002,0.72533894,0.79982626,0.8062455,0.8712933,0.9724999999999999
-0.26436067,0.19363129999999998,0.8288841,0.67232734,0.73207164,0.7859576,0.9345
0.82206655,-1.6772285,0.94680345,0.58299,-0.7847419,0.88853604,0.383
-0.745518,0.7902683000000001,-1.0690061000000002,0.7734561,0.84382755,-0.80974114,0.8614999999999999
0.2309807,-1.8201711999999999,0.85512215,0.5907687,0.68721646,0.95307416,0.9135
0.77824223,-1.2033575,0.8630832,0.790788,-0.43912944,0.8329129999999999,0.579
-0.07982767,-2.455673,0.9147291999999999,0.66524166,0.7411761,0.8545919,0.9724999999999999
0.90970397,0.70578575,0.9906917,-1.3167741000000002,-1.1318598999999998,-0.9775585999999999,0.7230000000000001
0.9996436,0.9176902,-1.0800848,-1.3130286,-0.32256246,-1.1993794,0.7230000000000001
1.1325388,-0.31652399999999997,-0.7047262,-1.7130686999999998,-1.2173921,1.0819405,0.579
0.69391334,-1.729641,0.7818398,0.7196831,0.49384350000000005,0.8292584000000001,0.892
-1.3846553999999998,1.1441555,-0.39338043,-1.7425888999999999,-1.0254116,-1.5084149,0.8115
-0.3759821,0.77426547,-0.035377137,0.6200439999999999,0.9071499,-2.021736,0.892
1.0502913,-0.14749643,0.73076653,-1.5031157,-1.4592444,0.9676865,0.383
-0.65389735,0.7597988,-2.8279345,0.8579957,0.82570785,-2.4262319,0.9135
0.8670716,-1.2716578,0.96331275,0.24400029,-0.60861117,0.9555169,0.383
-1.7565486000000001,0.8690445,-1.6697210999999998,0.044116743,0.99088913,-1.3230972,0.892
-0.7721258000000001,-0.0997591,0.88562983,0.70819485,0.7302757,0.8196857,0.9724999999999999
-0.6574776999999999,0.72577494,-1.4649828999999999,0.966801,0.74381113,-1.1385018,0.892
-0.63925326,0.47017709999999996,1.0145968,0.68279374,0.65315,0.0955275,0.9135
-1.0183661,0.8446889999999999,-1.2177591,0.39396462,0.9536973,-1.3890653999999998,0.8614999999999999
0.9243379,0.11367337,0.7538358000000001,0.34105209999999997,-1.732823,0.93021506,0.136
0.7979783,-1.9393567999999999,1.0067745000000001,0.29666528,-1.6320893,0.98260057,0.383
-1.0811659,-0.99776405,0.88481116,0.76576513,0.61510384,0.94548345,0.9724999999999999
1.0709,0.43444437,-0.24691914,-1.1288375,-1.667027,0.9837921000000001,0.579
0.24888255,1.1006084999999999,-0.12182292,-1.6813644,-0.23395738,-1.9509358,0.8115
-0.9187427,0.7372350000000001,0.013191085,0.9561881,0.67624,-1.7835633999999998,0.9135
0.83163625,-1.0786393,0.8170661,0.7728602,-0.06895154,0.78316164,0.579
0.8127268,-1.7094214,0.7461833999999999,0.65367186,0.18431853,0.9219437,0.7230000000000001
-2.093589,0.68839085,-0.043697238,0.92074174,0.8074283,-2.1483326000000003,0.892
-2.1440818,1.0161761,-0.868439,-1.3621975,0.78569484,-1.2487032,0.8614999999999999
-1.179119,0.98615605,-1.8664539,-1.5470262,0.8617343000000001,-0.8612392,0.8115
-1.4471773,0.5238556,0.85949993,0.783184,0.68699104,0.19617888,0.9345
-1.1051466,0.6253665,-0.7540989,0.8944896000000001,0.9236235,-1.2443706,0.892
-1.1141108,0.7529614,0.06627771,0.9332615,0.6723719,-1.1160793,0.9135
0.9155612,0.98169327,-1.4000655,-1.3178448999999999,-1.2777167999999999,-0.8042526,0.7230000000000001
-1.2227852,0.72733074,-1.5148808999999999,0.72967947,0.95480543,-1.9528731,0.892
-0.8552864,0.66045743,0.41052252,0.7974989,0.85757685,-1.2737062,0.9135
-1.6085511000000001,0.91213876,-0.61649275,-0.10495705,0.9269232,-0.42369940000000006,0.8614999999999999
0.7912752,-0.99969345,0.70853966,0.773068,-0.8688225,0.96902466,0.383
0.48825870000000005,-2.0208468,0.7844313,0.67665094,0.7019401,0.8469474,0.9345
1.0537579,-0.6479946,0.56289095,-1.9681345000000001,-2.0885646,1.0751885,0.383
1.135225,0.61612123,-0.9470377000000001,-2.0729163,-1.053336,0.66942257,0.579
0.99059176,0.9409084000000001,-1.4593886999999999,-1.3140545,-1.5169494,-1.5372027,0.7230000000000001
-1.6848763,0.7851588,-0.6252211,0.9002071,0.73500043,-1.9614381,0.9135
-1.5629018999999997,0.57396394,0.83282053,0.8072710999999999,0.70560974,-0.3770748,0.9724999999999999
0.8817780999999999,0.69834876,0.95519894,-0.26492277,-1.3823530000000002,-0.033459008,0.136
-1.1112376,0.75701344,0.13708702,0.8759565,0.72700214,-0.9937777,0.9135
1.0327215,-0.39550406,0.79138184,-2.0612597,-1.6559122,0.9878809000000001,0.383
-1.1264992,0.55664086,0.7436001,0.80115956,0.81404865,-1.6323683,0.9345
0.7823247,-0.5955411999999999,0.8305642,0.5955710999999999,-0.9021562,1.0028766,0.136
0.9118075000000001,-0.17806414,0.35623515,0.61044747,-0.6380159000000001,1.0338832,0.136
0.7360479,-0.9595903,0.9049851999999999,0.39331934,0.5918787,0.8088126999999999,0.9345
0.9366193000000002,-1.6142954999999999,0.92822033,0.48574759999999995,-2.3423467000000002,0.8212944,0.383
-0.87193304,0.84914833,-1.6811363999999998,-0.06892331,1.0202763000000001,-1.1147232,0.8115
1.0915721999999999,0.7824869000000001,-1.4967319,-0.99074155,-1.2363848999999998,0.36043411,0.579
-0.6925334,-0.80249816,0.88342357,0.7246015,0.67149305,0.92805594,0.9724999999999999
0.932141,0.015098468,0.78741205,0.11080429,-1.221221,0.9804475,0.136
-0.018196039,1.0753333999999999,-0.94883126,-0.9824226999999999,0.42988655,-0.54334456,0.7230000000000001
-0.40066373,0.7849604,-1.2823311000000002,0.8134293,0.8154683,-1.2498296,0.892
-1.0338867,0.6959622,0.8852568000000001,0.64287686,0.6585104,-0.8393347,0.9135
-0.45458272,0.6939936999999999,-1.7770056,0.5671349,1.0329973,-0.7078009,0.9135
0.7456432,-0.62031204,0.81405735,0.83200234,-1.0472940999999998,0.8746023,0.136
-0.23623142,-0.8133326,0.82124776,0.6891818000000001,0.80184376,0.86174715,0.9724999999999999
-0.9088775,0.47374213,0.9452171,0.70551246,0.74816495,-0.047049444,0.9135
-1.2975681000000001,0.84922326,-0.74533874,0.35771775,0.9154551999999999,0.03796235,0.892
-1.0930898,0.64744365,0.47218469999999996,0.8183812,0.8358406999999999,-0.9896328000000001,0.9345
1.0976309,-0.061568923,-0.9763795,-1.2497208999999998,-1.4716958,1.1107446,0.579
0.7611205,0.29746583,0.55793834,0.9067091,-0.728445,0.7121116999999999,0.136
0.8536064,-0.9664372999999999,0.86253643,0.68387604,-0.7612711999999999,0.85572314,0.383
0.7119419,-0.9175235999999999,0.86978215,0.67580247,0.10155312,0.9150383,0.579
0.7673906,-1.5124035,0.8417165000000001,0.5587598000000001,0.36933845,0.8923215,0.8115
-2.37415,0.67996675,0.8049596,0.7666639000000001,0.63945985,-0.44320422,0.9724999999999999
-0.7515086,0.7553592,-1.1259313999999998,0.8185784,0.8467382,-0.4515821,0.892
-0.9202447,0.58096796,-0.7130411,0.9684562,0.89000756,-1.7533506,0.892
0.65314335,-1.3404868,0.7968951999999999,0.6464153,0.70499736,0.72722036,0.892
0.1874679,1.1023195,-0.52333647,-0.32667243,-0.40110174,-0.645405,0.7230000000000001
-0.95232385,0.91772884,-1.3169662,-0.7923484000000001,0.9722376,-2.3772042,0.8614999999999999
0.85668284,-1.5751562,0.8512866,0.59569377,-1.655155,0.94234574,0.383
0.21299186,-1.5121402,0.9251572,0.64874613,0.70265007,0.8358753000000001,0.9135
-0.9678027,0.6142975,0.80994827,0.7623904,0.74124444,-1.1312958999999998,0.9135
0.8240565000000001,-2.1975613,0.7241821999999999,0.6529919,-0.2985317,0.9949833,0.579
0.8930570999999999,0.25354022,0.8014472,0.50178456,-1.8014368000000003,0.8037095000000001,0.136
0.75577724,-0.14401557,0.9411658000000002,0.7271473,-0.5354681,0.76194733,0.136
-1.1420593,1.0182234000000001,-1.111575,-0.75875175,0.77136457,-2.292657,0.8614999999999999
-0.99886215,0.5766762,0.8909746,0.74332637,0.71744907,-0.6527013,0.9724999999999999
0.7978917,-0.28587368,0.73838186,0.8180031999999999,-0.44963676,0.84403664,0.136
0.98702407,-1.455619,0.99714965,-1.1365399999999999,-0.9085219999999999,0.8969982,0.383
-0.7517616,0.89880514,-0.933473,0.11863101,0.93266696,-1.7880327,0.8614999999999999
0.7549388000000001,-0.5136228,0.92352724,0.67686176,-0.9353007,0.89551705,0.136
1.0092759,0.6776593000000001,0.49630374,0.26848215,-1.9354417000000002,0.28853379999999995,0.136
0.1461398,-2.478056,0.78600687,0.78300583,0.6836328,0.88869244,0.9724999999999999
0.93403375,0.9588519,-0.67381704,-0.57429755,-1.0113237,-1.0234933000000002,0.7230000000000001
-0.12980758,1.0074694,-1.7342689999999998,-2.232714,0.7795206,-0.9618306999999999,0.8115
0.49675512,-0.47259632,0.6887234999999999,0.7343677,0.67993766,0.85301673,0.9135
-1.2370961999999999,0.38493872,0.9672915999999999,0.71552557,0.69314724,0.38857016,0.9724999999999999
-1.3624367,-0.7086115,0.81945336,0.7555993000000001,0.76075864,0.88103217,0.9724999999999999
-1.9098876,0.8700139000000001,-0.13441184,0.016974088000000002,0.96462893,-2.0246785,0.9135
-0.48195568,1.1033506000000002,0.010565751000000002,0.06488627,-0.88872117,-1.5495098999999999,0.8115
1.0585021000000001,0.8508488999999999,-0.32740772,-1.0687928999999998,-0.9413362,-0.19272912,0.7230000000000001
-1.4284847999999999,0.63903904,-0.023206592999999998,0.91056925,0.86321473,-1.3480754,0.9135
-1.1824535,0.7410724,-0.67728996,0.8088996999999999,0.87983483,-1.1255875,0.9135
0.7249528000000001,-1.018728,0.7296883000000001,0.693673,0.5831875,0.7933411,0.8614999999999999
1.0939302,-0.62099594,-0.2937906,-1.9435115,-1.583812,1.1395562,0.383
0.070018105,1.1183385000000001,-0.1312544,-2.4336405,-0.5548571999999999,-2.470899,0.8115
-1.3966438,0.64525896,0.7890176,0.7729238,0.7003376,-0.49945253,0.9345
0.8967719999999999,-0.8733101999999999,0.8615601999999999,0.18019468,-1.180803,1.0276985,0.136
1.0490305,0.42368016,-0.51549613,-1.9780509999999998,-1.0895278,1.0389149,0.579
-1.2793098999999999,0.55304587,0.82836086,0.8487899999999999,0.6760146,-0.27770737,0.9135
-0.49540502,-0.20255841,0.7946991,0.7974778,0.7007507,0.86030227,0.9724999999999999
0.7898933000000001,-1.4810257,0.770995,0.66000295,0.6297181,0.65313834,0.892
0.5162725,-1.2661716,0.9103996999999999,0.67815465,0.6837063,0.6951611999999999,0.892
1.0079058,0.26965532,0.6989211,0.34522343,-1.1214002,0.74399763,0.136
-1.0157717,0.5726444,0.9489120000000001,0.6612354,0.7260425,-0.578244,0.9345
0.7522154999999999,-1.3542504,0.6616399000000001,0.61990786,0.68165165,0.79462606,0.892
0.08343742,-1.4734541,0.82457787,0.8006996,0.6133137,0.9066050999999999,0.9345
0.5905243,1.0732058,-0.6251651,-0.6188559,-0.94354355,-1.3937464,0.7230000000000001
0.91514426,0.97941476,-2.0446067,-1.6307191,-0.68732625,-0.78824544,0.7230000000000001
-0.06758507,1.1208444,-0.44950852,-1.9808142,-0.15989895,-1.1865059999999998,0.8115
-0.76754236,1.1404316,-1.3682546999999998,-0.550342,-1.0084413,-0.7476901999999999,0.8115
0.6704185,-1.2662474,0.75387865,0.72178245,0.5285595999999999,0.84595346,0.8614999999999999
0.7209825,-1.7462528000000002,0.8599005,0.79133797,-0.21369943,0.877344,0.579
1.1768321000000002,-1.483566,-0.5700033,-1.1732863000000002,-1.2314045,1.0261966,0.383
0.91387147,0.7156194,0.7909510999999999,-0.07461211,-0.5904411999999999,0.23722881,0.136
0.70615804,-1.3343495,0.86406344,0.64310443,0.5588776,0.7502503,0.892
0.9926535,0.10121805,0.57480174,0.3002111,-0.6227304,0.93216604,0.136
-0.5328527,0.78540087,-0.8235064000000001,0.76759714,0.85012674,-1.2966995000000001,0.8614999999999999
0.89877176,-0.23594740000000003,0.72352284,-0.18709528,-1.4838318000000001,1.1171497,0.136
-1.0318921,0.6729984,-0.5503756,0.92432684,0.8467519,-0.9601598,0.892
0.98439085,0.3659853,-0.20594147,0.22102693,-2.5922012000000003,1.0380023,0.136
-0.98826027,0.67470944,0.036820214,0.92698187,0.79734904,-1.0252193,0.9135
-0.7711205,1.0323619000000002,-1.0917008,-0.68009114,0.68961006,-0.31463185,0.8115
-0.54566467,0.28607717,0.9688965,0.7247473000000001,0.74059945,0.35075286,0.9135
0.85435885,0.63645285,0.49880290000000005,0.6576905,-0.46623778,0.47695214,0.136
-0.7766076999999999,0.2585124,0.8464156999999999,0.74017894,0.7685479000000001,0.61070293,0.9724999999999999
-1.4327021,0.70604557,-2.7870068999999997,0.6790741,0.9973631,-1.1967093,0.9135
1.1481348,0.19467674,-1.4105604999999999,-2.4329593,-0.43729943,0.96037877,0.579
1.0023938000000001,-2.0443968999999997,0.79914504,0.39168614,-0.69180167,0.8677355,0.383
0.76766974,-1.3419493,0.86871797,0.71652055,-1.8535112,0.93582976,0.383
0.93157107,-0.44645745,0.8775440000000001,-2.370301,-0.57740766,1.0485584000000001,0.383
-1.0153775999999999,0.45573786,0.9217694,0.74488974,0.7831566,-0.43928203,0.9345
-0.8082611,1.0170617,-1.6922244,-2.1751002999999995,0.7906695,-2.014268,0.8614999999999999
0.5853205,-1.592717,0.87575626,0.56619984,0.74380016,0.72064805,0.892
0.7544068,-1.7703538,0.9765825,0.67155164,-1.9070071,0.87611705,0.383
-0.60920805,-0.42333640000000006,0.7683286,0.89290327,0.72820216,0.7652886999999999,0.9724999999999999
-1.941316,0.55886996,0.7975683000000001,0.7674525,0.74109685,0.11706802,0.9724999999999999
-1.0420051,1.1059726,-1.2431756999999999,-0.72442925,0.15780614,-0.02696147,0.8115
0.3603058,-0.9146396000000001,0.9267921,0.6171106,0.6805494000000001,0.8210236999999999,0.9345
-1.9833305,0.6726533,0.06721826,0.83423555,0.8889788000000001,-1.9094011999999998,0.9135
-0.9257820999999999,0.643986,-0.38974574,0.89765584,0.88873506,-0.7737183000000001,0.892
0.5374491,1.0795888999999999,-0.7774409999999999,-0.34083253,-1.6785462,-1.0818856000000001,0.7230000000000001
-0.9472059000000002,1.0023059,-1.8010374,-1.5988906999999999,0.8043769000000001,-0.2756091,0.8115
0.79351825,-0.8337924000000001,0.60965276,0.62148225,0.64434904,0.8057425,0.9135
-0.58124363,-0.54966176,0.91642076,0.8075469,0.7474175999999999,0.69614726,0.9724999999999999
-1.2126044,0.9804961,-0.61628604,-1.3864112,0.8648044,-2.0292351,0.8115
0.7305243,-1.4791698,0.65621847,0.7494308000000001,0.6233824,0.75619435,0.892
-0.53222054,0.70405084,-0.46658763,0.7956432,0.9068963,-0.70730007,0.892
0.6665276,1.0301806999999998,-1.2077992,-0.48446187,0.11376548,-1.2884485,0.7230000000000001
0.8649674999999999,1.0052264000000002,-1.5548651000000002,-0.91618574,-1.4537753,-1.1678126,0.7230000000000001
-1.9780526999999999,-0.16774583,0.8573719999999999,0.8408482,0.6572186,0.8049358,0.9724999999999999
-1.0208780000000002,0.89820135,-0.67167395,-1.4045007,0.99755406,-1.4063752,0.8115
-1.167529,0.83318686,-1.7310904999999999,0.12348601,1.0195788000000001,-1.3666722,0.8614999999999999
0.7700451,-0.9872865,0.8510078999999999,0.6895136,-0.018486466,0.89402246,0.579
-0.7718911999999999,0.44514835,0.7824757,0.8657004,0.64109415,0.46292380000000005,0.9724999999999999
-0.633768,0.78668875,-1.5796113999999999,-2.3856924,1.1106825,-1.4732195,0.8614999999999999
0.8410984,-1.579621,0.8555546999999999,0.6916029,-0.038212415,0.814527,0.7230000000000001
0.6073552,-2.0338268,0.7743498999999999,0.6272631,0.71621376,0.8021898000000001,0.892
0.96922565,-1.282669,0.81574345,-1.2086415000000001,-0.8588962,1.0681537,0.383
-1.9102096999999998,-0.05867563,0.8778986999999999,0.7128882,0.8248738000000001,0.6834747,0.9724999999999999
-0.7358064999999999,0.9151541999999999,-1.1127646,-1.3531129,0.97291386,-0.7151789000000001,0.8115
0.8512613000000001,-0.51604265,0.8956845999999999,0.55415237,-1.237706,0.9070386999999999,0.136
0.7182978,-2.0935264,0.85396564,0.65969753,0.5457725999999999,0.7478498,0.8614999999999999
-0.7028019,-0.06572385,0.8568378000000001,0.7477489,0.8052355999999999,0.6901958,0.9724999999999999
-0.7982479,0.89053774,-0.4425022,-0.2352658,0.97142303,-2.5019095,0.8614999999999999
0.73393357,-1.8056293,0.77359056,0.7942943,-1.2552038,0.97162193,0.383
-1.7874959,0.6911218000000001,-0.035064824,0.8726708000000001,0.84968835,-1.506219,0.892
-0.81442124,0.53271484,0.27903579999999994,0.9074177,0.8988455,-1.2832128,0.9135
0.096862935,-1.0593972,0.8621598,0.65783286,0.80479807,0.80132663,0.9724999999999999
-0.31247359999999996,-1.2420191999999999,0.82295984,0.6931706,0.86087155,0.7889733,0.9345
1.0850198,-0.8299530999999999,0.027014818,-1.3770821000000002,-0.52320075,1.1200163,0.383
-1.2257695,0.48031512,0.87192166,0.73147476,0.82782763,-0.65459055,0.9345
-0.5311678000000001,0.8191858,-1.0873369,0.73277843,0.8249112,-0.74533427,0.8614999999999999
-1.2932780000000001,0.87423736,-1.2050357,0.3985909,0.91017854,-0.79191494,0.892
-1.4720434999999998,-1.0751747999999999,0.82829607,0.5622069000000001,0.82254016,0.9542398000000001,0.9345
-0.6404055999999999,1.1394799999999998,-0.35334240000000006,-1.2547529,-0.9637428,-1.3627981000000002,0.8115
0.77581537,-2.0522883000000003,0.95980644,0.6849751000000001,-0.744004,0.849619,0.383
0.8130674,-1.1354017,0.9206643,0.6829398,-0.25062734,0.8140721,0.579
0.92303336,-1.2603103999999998,0.7275039000000001,0.55635256,0.15097593,0.86549497,0.7230000000000001
0.9914721,-1.4397281000000002,1.0307031,-0.91949683,-1.3775556999999998,0.84611213,0.383
-0.27324516,1.0817354,-1.1974341999999998,-2.4991407000000003,0.47837250000000003,-0.7247906,0.8115
0.84611213,-0.2233118,0.74546,0.599677,-1.7384724999999999,0.9768107,0.136
-0.012997092,1.0754898000000002,-1.552491,-0.4051638,0.40827224,-1.0900856,0.8115
-1.3796382999999999,-0.22852974,0.89189327,0.69807404,0.74401855,0.8391048000000001,0.9724999999999999
-0.03536636,0.6430600000000001,-0.311463,0.8519911,0.8855860999999999,-0.64452523,0.8614999999999999
0.7041113,-1.9226111000000001,0.78869516,0.70072013,0.6382177,0.7035248000000001,0.8614999999999999
0.8038956,-1.5229968,0.63188344,0.5806150999999999,0.59838325,0.8613289000000001,0.8614999999999999
0.6560461999999999,-2.2076022999999996,0.8091016,0.6793267,0.55044836,0.83762115,0.8614999999999999
0.83944184,0.11844753,0.89453596,0.31948340000000003,-2.311404,0.9296141,0.136
0.70442724,-1.897044,0.73966813,0.6944281,0.51578516,0.8635004999999999,0.8115
0.6999306,-0.9232929,0.8170954,0.6814495,0.6525555000000001,0.6629534,0.892
1.0256485,0.8830734,-0.94204426,-1.8854681,-0.6639172,0.01390865,0.579
0.5127716,-2.198614,0.84726983,0.7380774999999999,0.6010249,0.8089604,0.8614999999999999
-0.35222435,-2.214725,0.72304803,0.7453827,0.761442,0.95193356,0.9724999999999999
0.71485424,-1.7614237000000001,0.6925965000000001,0.59550387,0.73028564,0.77992135,0.892
-0.015231383999999999,1.1083893999999999,-1.8108915,-0.19814496,-0.07814735,-1.959625,0.8115
0.6414802,-1.2940999,0.71609586,0.6183890000000001,0.7324239,0.8085104000000001,0.892
0.82250553,-1.5618836,0.9180363000000001,0.55822617,-1.9002183999999998,0.9423931999999999,0.383
-0.43454966,0.44105884,0.85236454,0.690987,0.71989954,0.53783005,0.9135
-1.3890058,0.9173578000000001,-2.2713294,-0.42884052,0.9651869000000001,-1.7878135,0.8614999999999999
-0.678956,0.6965382,-0.19838591,0.764075,0.93068707,-1.9499475,0.9135
0.57521415,-1.160495,0.7679991,0.7052480999999999,0.71379274,0.7557619999999999,0.9135
-0.40392265,0.13251868,0.8430818000000001,0.6186659999999999,0.76090103,0.82130706,0.9345
1.0603502,0.88335675,-1.2863813999999998,-1.7193769,-1.3482448999999999,-0.8922515999999999,0.7230000000000001
-0.87819207,0.8385819999999999,-2.168228,-0.9623499,1.0637951,-0.9602335999999999,0.8115
0.77862793,1.0351226,-1.0882622,-2.4578226,-0.86309433,-0.7278247,0.7230000000000001
-0.18946858,-0.9245973,0.90081817,0.63304675,0.74028045,0.89625907,0.9345
0.7040281999999999,-1.8878357,0.69275534,0.56685686,0.6529235,0.88964283,0.8614999999999999
0.84262615,-1.6543080000000001,0.90330786,0.6535586999999999,-1.5854322,0.87289894,0.383
0.91765463,0.9789654000000001,-1.8884945,-0.8691106,-0.9386290999999999,-1.5133803999999997,0.7230000000000001
0.67321306,-2.1009064,0.77532905,0.6546889,0.31596872,0.97992957,0.8115
1.0710368000000001,0.8340161,-0.15009344,-0.78190976,-0.5955566,-0.83281374,0.7230000000000001
0.6687066999999999,-1.111251,0.88688654,0.7281066999999999,-0.07631794,0.92842734,0.579
0.6473268,-0.96397907,0.8023548,0.62711936,0.6931512,0.75366,0.8614999999999999
0.24378318,-0.69348836,0.78986835,0.7452486,0.8003913,0.73742175,0.9345
1.0186803,-0.5246812,-0.26495978,-1.3352688999999998,-0.77004457,1.2065828,0.383
0.8398314,-2.278403,0.6836406999999999,0.7703135,-0.1740908,0.9064222,0.579
-0.7823941999999999,-2.3617837,0.8468424000000001,0.8091828000000001,0.7131312,0.8627796,0.9724999999999999
1.0302738999999999,0.90405977,-1.8604338,-1.5409712,-0.90841824,-0.5537024,0.7230000000000001
0.6198701999999999,-1.5751374,0.72209936,0.6593319999999999,0.65960765,0.8649906999999999,0.8614999999999999
-1.4251608999999998,-1.1226045,0.7983608,0.70244884,0.81755245,0.8919963,0.9724999999999999
-1.8760116000000002,0.5827992,0.8228145,0.77488333,0.7612693,-2.0908287,0.9345
-1.7978386999999998,0.59754425,0.91651374,0.73065335,0.69550866,-2.0209675,0.9345
1.1243328000000001,0.34883112,-1.2382046,-1.3634033,-0.31052944,0.93165356,0.579
-0.68534327,0.67782724,0.28037173,0.8846381999999999,0.78851587,-0.95208377,0.9135
0.9419465,-1.686368,0.80063754,0.5331090999999999,-0.57982326,0.8909668,0.383
0.11995598,0.8901594,-1.4733886,-0.36271858,0.92957735,-0.23065561,0.8115
-1.3940034,-0.25469968,0.91877776,0.6608324000000001,0.78316736,0.79658574,0.9724999999999999
0.36657566,-2.4057473999999996,0.70978844,0.7321678,0.6789396,0.9294551999999999,0.9345
1.0883450000000001,-0.36660123,-0.4946916,-2.3019881,-1.6626718,1.1438857,0.383
0.9678648999999999,0.9483253,-1.3348391000000002,-1.3652488,-1.280482,-0.47896558,0.579
0.8470626,-0.029940726,0.90426373,-0.12620217,-0.8821465000000001,1.0264117,0.136
1.1663033,0.7484264,-1.4953241000000002,-2.0278625,-0.7184357,-1.2888035,0.7230000000000001
1.0113565999999998,0.033468932,-0.055470396,-1.3203946000000002,-1.6126746,1.1666347,0.383
0.8167436,-0.85927826,0.56678694,0.74506515,0.5132608000000001,0.7956494000000001,0.892
0.66746235,-1.5606475,0.7885243000000001,0.63066196,0.5736095999999999,0.86663014,0.8115
-0.34906733,-1.0995386999999999,0.88835895,0.79306716,0.6879193,0.8375771999999999,0.9345
-1.9467796000000002,0.56145805,0.9330598,0.6503885,0.7340495,-0.06708522,0.9345
-0.1840606,0.84445775,-0.3368983,-0.76536554,1.0233306,-1.1705294,0.8115
0.8114408000000001,-0.9275230999999999,0.8556321,0.7532598,-0.53898394,0.8415613999999999,0.383
-1.0959611999999999,0.7480685,-1.6442796000000002,0.7832903,0.90256405,-2.259937,0.892
